relative_keyword,zzim_10,zzim_50,zzim_100,zzim_1000
엄마랑병풍,3,0,1,0
전동건,2,1,1,0
새우까스,12,0,2,0
키카풋살화,31,2,1,0
테니스연습기,21,3,6,0
본죽메추리알장조림,16,0,0,0
일본교복,28,2,2,1
카시트후방거울,29,4,5,0
텅드럼,22,2,3,0
웹슈터,29,0,2,0
화장실안전손잡이,30,3,4,0
어린이샤워가운,23,7,10,0
초밥틀,38,0,2,0
아기치발기,5,1,7,0
건의함,0,0,0,0
고흥유자청,21,1,1,1
물고기자동급여기,31,1,2,0
유틸리티커버,8,0,2,0
초배지,11,0,2,1
CEP,29,1,0,0
옥소젖병건조대,37,1,1,1
슬라이딩정리대,19,2,2,4
임산부내복,22,2,2,0
아스팔트슁글,10,0,2,0
유모차보조의자,7,0,0,0
마이쮸,31,0,3,0
마이쭈,35,0,5,0
여성골프샤워가운,12,1,16,1
강아지네블라이저,5,1,1,0
아스날유니폼,17,0,0,0
닥스지갑,26,4,6,1
삑삑이신발,30,2,4,0
케겔운동,17,5,15,2
아치슬리퍼,2,3,4,1
악보대,22,1,2,0
호텔수영복,4,1,10,2
터프빌트,0,0,0,0
골프공주머니,5,1,1,1
백일상차림,14,5,11,2
빌트인정수기,25,1,5,0
브리츠블루투스스피커,7,5,14,0
무반전거울,3,0,0,0
케겔운동기구,15,2,13,1
카시오가죽시계,27,6,5,2
트위스트운동기구,25,1,0,1
힛툴,0,0,0,0
카시오흑새치,17,0,4,0
카시트거울,31,4,5,0
수면용귀마개,27,4,8,1
비키니옷장,28,5,5,1
발바닥지압기,29,4,7,0
골프볼주머니,13,9,16,2
염도측정기,35,1,4,0
휴양지커플룩,26,4,8,2
사무용서랍장,35,1,4,0
잭링크스육포,28,3,3,0
하수구뚫음기계,24,1,3,0
소코뚜레,0,0,0,0
파워볼,10,1,1,0
아기샤워가운,9,3,5,0
간호복,0,0,0,0
쇠스랑,11,0,1,0
21세기킥보드,13,0,3,0
허벌라이프허벌티,2,0,0,0
함몰유두,0,0,0,0
핏플랍슬리퍼,4,0,0,0
손저울,0,0,0,0
원목마루,2,0,1,0
토리베가위,0,0,0,0
화과자,10,1,2,0
어묵바,22,2,8,1
눈꽃치즈,33,4,3,0
베어파우키즈부츠,20,10,10,0
자동차실내크리닝,32,2,6,0
원목트롤리,27,4,9,0
카프슬리브,27,7,5,1
가슴운동기구,10,0,1,0
바벨봉,16,1,1,0
락앤락스텐김치통,37,1,1,1
놋담방짜유기,33,4,3,0
햄스터리빙박스,23,4,8,1
반가발,21,0,3,0
기포기,26,5,5,0
크루져보드,31,1,4,0
아코디언의자,6,0,2,1
스파이더맨웹슈터,30,0,1,0
공부상,31,2,7,0
제일타카,34,4,2,0
오토바이방한토시,29,5,3,0
메밀국수,3,0,3,0
골프볼파우치,8,0,2,0
음주운전,36,1,1,0
에어호스릴,35,1,4,0
대형새장,33,1,6,0
한솔부항기,19,3,1,0
시끄러운알람시계,27,2,1,0
LED보석십자수,35,1,2,1
방도,11,5,22,2
골든햄스터케이지,29,4,6,1
자동용접면,33,3,1,0
안티스키밍여권케이스,3,0,6,4
테라소맥타워,2,0,0,0
배럴수영가방,23,1,0,0
맨유유니폼,21,9,3,0
셀프중문,35,1,4,0
족구화,15,2,1,0
에디슨수저,9,1,0,0
자명종,26,3,3,0
레알마드리드유니폼,33,2,5,0
여권커버,1,0,4,2
페인트분사기,2,0,0,0
맥과이어UC,32,0,1,0
고흥유자차,28,7,4,1
샤오미공기주입기,22,3,4,0
마뗑킴지갑,24,0,6,0
추감기,19,4,4,0
무선다지기,19,1,4,0
칼타공기,30,1,6,0
투망,38,1,1,0
원적외선치료기,36,3,1,0
아리아,37,0,3,0
녹십자혈압계,26,0,6,0
발레바,1,0,0,0
신생아목튜브,23,2,0,0
앞유리돌빵,9,0,2,0
고지톱,0,0,0,0
엉덩이뽕팬티,18,2,3,1
오토매틱시계와인더,2,2,5,0
배럴래쉬가드,0,0,0,0
납흡입기,1,0,0,0
간즈큐브,0,0,0,0
배드민턴스트링,0,0,0,0
냉모밀,0,0,0,0
의성마늘프랑크,1,0,0,0
드라이아이스,0,0,0,0
엔드그레인도마,1,1,1,1
아라이자켓,23,0,1,0
벌화분,36,1,3,0
폼건,37,1,2,0
목화솜이불,33,3,4,0
파채기계,32,3,4,1
란쥬,38,0,2,0
맘스팬티,23,0,6,1
초등학생카시트,19,3,3,0
2단트롤리,8,2,14,0
초음파안경세척기,23,1,2,1
차슈,15,2,3,0
본죽장조림,24,0,1,0
로즈힙,27,2,10,1
목화솜요,32,2,6,0
낮은교구장,32,3,3,2
인조잔디시공,27,3,10,0
젖병거치대,37,0,2,1
Z908PRO,35,1,4,0
피팅룸,37,0,3,0
층간소음귀마개,29,5,5,1
마트놀이,27,4,7,2
맛간장,29,2,9,0
