relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
발지압판,1,11,9,1,16,1,16,7,42202,1055
올드솔,0,2,32,2,22,5,9,4,11948,298
수면공감우유베개,0,0,8,6,22,3,11,4,23049,576
동원참치150G,5,4,18,13,21,3,11,5,101729,2543
자일리톨,2,2,4,3,17,5,14,4,14384,359
옷장방향제,1,4,11,14,4,2,21,13,108391,2709
화장실안전손잡이,3,1,9,0,25,7,7,1,3892,97
아디다스키즈세트,0,3,5,0,36,1,2,1,1996,49
유기농사과,14,2,9,15,26,3,11,0,3299,82
당그니3D펜,5,1,2,32,21,13,2,4,13477,336
롤빗,2,8,20,1,7,3,15,15,61877,1546
프릴앞치마,6,5,13,0,22,3,11,4,9497,237
힘펠제로크,6,1,16,7,17,9,9,5,9906,247
솥밥냄비,10,8,15,4,19,4,17,0,5966,149
통장지갑,8,13,6,1,11,9,12,8,35253,881
코맥스인터폰,0,2,17,5,20,4,10,6,18142,453
홍어애,16,8,9,7,9,1,20,10,81704,2042
벽걸이온풍기,7,7,18,2,19,6,11,4,14866,371
소프트쿨러,2,3,12,6,20,8,10,2,6258,156
GS25상품권,0,0,19,21,19,2,7,12,84593,2114
싱글모니터암,1,12,6,4,19,4,8,9,36078,901
구좌당근,6,13,19,2,6,2,18,14,116342,2908
예꼬맘치약,0,0,19,17,21,4,12,3,48742,1218
라네즈슬리핑마스크,1,5,6,20,25,3,4,8,40490,1012
삼다수330ML,4,7,14,13,19,3,10,8,60946,1523
주차봉,0,1,5,3,26,5,5,4,18298,457
디카페인원두,8,8,14,8,13,3,12,12,54356,1358
냉동김밥,2,5,12,6,14,5,17,4,33567,839
란시노젖꼭지,1,0,1,38,32,2,5,1,3266,81
현관데코타일,5,9,19,0,8,3,23,6,26056,651
어린이마그네슘,5,6,10,8,9,4,19,8,39539,988
손싸개,0,1,5,0,26,2,6,6,41269,1031
가이리멸치,3,2,18,10,13,3,16,8,35664,891
맥스컷프로,2,1,10,26,36,0,4,0,1250,31
디월트충전기,4,1,15,12,23,8,8,1,6048,151
강아지보습크림,16,7,5,10,24,2,9,5,11215,280
유기농사과식초,4,3,18,10,9,5,16,10,45115,1127
무선히팅건,1,0,6,3,34,2,4,0,794,19
뉴트로초이스,6,0,15,19,34,2,3,1,13595,339
신생아손발조형물,23,1,2,4,26,1,7,6,16982,424
작은헤드칫솔,11,8,15,4,15,4,18,3,38042,951
제주구좌당근,6,13,19,2,6,2,18,14,116342,2908
햇감자,4,14,13,7,8,1,13,18,114297,2857
소근육발달장난감,2,3,28,1,15,5,17,3,18597,464
열무,5,1,11,22,21,2,10,7,32769,819
샤오미히터,7,1,14,10,22,4,13,1,6910,172
톱밥꽃게,12,2,11,15,25,3,7,5,32881,822
키즈로션,0,8,4,8,6,5,19,10,33102,827
비알레띠모카포트,3,0,12,0,22,3,11,4,12622,315
원터치난방텐트,2,5,15,9,9,4,19,8,37109,927
손톱강화제,2,14,8,5,1,1,24,14,117475,2936
소꼬리,3,4,23,10,7,4,19,10,32848,821
어바웃톤블러파우더팩트,12,2,8,16,31,4,2,3,9332,233
팔덕식당,6,1,3,11,19,1,1,0,821,39
팔덕식당밀키트,3,1,3,10,15,1,1,0,821,48
수능보온도시락,5,4,19,3,19,4,13,4,12178,304
지압발판,2,8,11,1,20,5,12,3,20545,513
남아정장,5,9,24,0,14,5,17,4,14497,362
발지압기,3,7,12,1,21,2,14,3,24928,623
업소용냅킨,2,5,17,15,8,6,17,9,39661,991
K380,8,0,14,14,26,4,4,6,46699,1167
찹쌀20KG,7,3,10,20,14,1,15,10,34780,869
마늘다지는기계,7,6,5,2,29,3,5,3,7417,185
우산꽃이,3,3,2,1,31,2,6,1,7412,185
미니온수기,9,2,10,19,33,2,5,0,1348,33
호박즙,3,5,5,2,3,1,15,21,117857,2946
퓨어코마치칼,0,0,7,2,27,3,6,4,45054,1126
코코넛워터,2,2,15,10,7,2,21,10,52329,1308
아이젠파라핀,5,2,14,0,13,7,15,5,19950,498
실외고양이집,4,5,20,1,20,3,12,5,20392,509
류신,5,5,7,4,11,6,20,3,11186,279
비비고파김치,4,1,5,30,36,1,3,0,855,21
오라방쭈꾸미,1,0,4,14,13,4,1,3,16036,763
닌텐도스위치스포츠,2,2,15,11,15,5,13,7,29867,746
갤럭시워치6케이스,1,4,17,7,7,6,19,8,66419,1660
아기우주복,6,6,19,2,23,4,10,3,16453,411
뽑기판,7,3,10,0,19,2,12,7,34628,865
간이탈의실,1,5,7,5,29,2,5,4,15701,392
락앤락비스프리,1,2,4,7,19,3,12,6,74534,1863
대웅제약코큐텐,9,2,8,20,34,1,3,2,8198,204
소화가잘되는우유,0,4,14,22,19,2,13,6,21051,526
속도조절그라인더,2,1,10,7,29,5,5,1,3760,94
캐나다드라이,0,4,12,18,12,3,15,10,43279,1081
스너글블루스파클,5,5,11,12,23,1,9,7,33322,833
브라질너트,3,4,17,13,3,2,12,23,205678,5141
볼링백,0,0,8,1,35,2,3,0,924,23
거즈손수건,3,5,8,2,9,6,13,12,80389,2009
2피스골프공,4,2,14,1,6,5,19,10,26993,674
이마트이마티콘,2,1,6,25,20,6,8,6,59153,1478
칠성사이다,1,1,12,7,6,0,12,22,196742,4918
러쉬바디스프레이,1,0,28,1,9,1,22,8,36755,918
스타족구화,1,1,3,1,35,3,2,0,1155,28
로레알에르네뜨스프레이,5,5,9,20,28,0,7,5,23517,587
반찬구독,16,8,11,1,27,2,10,1,8870,221
바닥데코타일,4,7,20,0,10,4,20,6,26242,656
씨마늘,6,4,3,27,31,4,2,3,8892,222
MLT-D111S,0,4,24,10,3,1,14,22,158029,3950
도축하는언니네,2,1,11,6,8,0,8,5,57942,2759
마이쮸,0,0,8,0,31,4,3,2,19079,476
포카홀더북,11,8,10,1,25,4,8,3,12880,322
암웨이칼맥디,1,2,18,18,23,7,7,3,10310,257
메이호태클박스,1,0,11,4,9,6,17,8,28110,702
프로틴시리얼,3,9,18,4,1,3,18,18,50235,1255
해피문데이,6,0,11,23,23,6,8,3,7365,184
돌아기옷,6,3,30,1,15,2,12,11,44564,1114
기온쿼츠,0,2,11,1,9,3,21,7,24635,615
자동차유리복원,3,7,5,1,14,4,13,9,43886,1097
두들앤코쪽쪽이,0,0,2,33,34,5,0,1,1847,46
한글교구,10,2,7,21,29,3,5,3,7568,189
전동건,6,4,6,1,30,0,6,4,8424,210
싱크대트랩,3,9,7,4,12,2,13,13,87391,2184
칠성사이다190,2,4,21,12,20,3,7,10,97037,2425
땅콩실내복,11,1,19,0,31,3,5,1,4630,115
펀치볼시래기,7,6,18,9,9,1,18,12,102857,2571
크레모아헤드랜턴,0,0,6,8,13,5,14,8,26210,655
철제빨래바구니,3,3,4,2,29,5,5,1,16189,404
에그쿠커,4,5,22,8,17,3,12,8,49237,1230
해루질헤드랜턴,4,2,15,3,12,7,13,8,32474,811
수유나시,0,2,12,1,13,6,15,6,39834,995
발바닥지압,3,10,7,2,17,3,13,7,39685,992
무선진공포장기,12,5,8,12,17,5,16,2,19231,480
가리비관자,3,2,21,14,10,2,18,10,209240,5231
네일영양제,2,12,8,7,2,0,22,16,129306,3232
북어포,3,8,15,14,17,5,12,6,18687,467
페인트클렌저,0,0,7,5,4,4,23,9,36443,911
게임패스얼티밋,0,0,26,14,29,3,7,1,4878,121
두부모래가는입자,2,4,11,5,8,2,18,12,129827,3245
얇은손목보호대,4,6,9,1,5,5,18,12,109098,2727
까르띠에시계줄,9,8,11,2,27,4,6,3,7034,175
크록스플랫폼,2,5,9,11,31,2,6,1,3807,95
엄마랑병풍,23,5,2,2,33,1,2,4,16862,421
김장새우젓,14,10,11,5,20,4,12,4,31246,781
네이처러브메레,1,9,11,5,16,5,13,6,94255,2356
바프아몬드,0,4,24,1,3,5,18,14,119902,2997
HBAF아몬드,0,4,24,1,3,5,18,14,119902,2997
캠핑사이드테이블,5,3,18,8,21,5,9,5,16511,412
초밥틀,0,0,2,0,34,0,4,2,3730,93
주방후드댐퍼,4,1,6,29,33,4,2,1,13316,332
메구리즘온열안대,0,8,11,1,14,4,13,9,43275,1081
달구지막창,0,4,8,0,25,4,6,5,10328,258
아기수영장,6,4,10,1,12,2,17,9,29748,743
프롬아블바인더,6,6,3,20,30,2,5,3,19551,488
아기섬유유연제,0,2,9,2,6,3,18,13,35720,893
단새우,2,4,21,13,9,2,17,12,36489,912
아기겨울블랭킷,2,3,12,2,8,4,17,11,41409,1035
세차폼건,3,2,4,0,28,3,7,2,9046,226
열무물김치,1,7,21,11,2,3,22,13,47090,1177
신생아이불세트,4,9,5,3,23,2,11,4,29544,738
신가드,2,2,10,2,20,7,9,4,9216,230
라귀올,2,1,13,0,18,4,16,2,9395,234
우마사다리,6,0,23,11,15,10,10,5,28665,716
바프,0,4,23,0,5,5,17,13,117437,2935
아기체육관고리,6,6,10,0,33,2,4,1,10752,268
미니세면대,4,0,6,4,27,3,9,1,4403,110
질건조윤활제,8,4,2,26,38,2,0,0,216,5
편도결석흡입기,11,1,2,1,37,0,1,2,13276,331
서울우유플레인요거트,2,3,18,9,19,3,11,7,72078,1801
야자숯,6,2,22,4,13,2,17,8,47026,1175
무설탕껌,2,2,9,2,23,7,7,3,10164,254
성조기,2,0,6,1,35,2,3,0,1018,25
반시,4,8,18,10,17,1,13,9,34603,865
NVME케이스,5,4,13,4,22,3,13,2,10090,252
SD카드128,1,4,14,21,12,5,18,5,89838,2245
아기띠담요,5,1,12,0,28,2,9,1,5087,127
AP500,8,0,2,27,34,1,5,0,2453,61
앞머리파마,6,18,7,7,13,4,14,9,64951,1623
생닭,5,9,14,8,6,4,17,13,33040,826
관통기,0,2,4,3,21,5,9,5,17080,427
샤오미미밴드8,4,0,7,24,25,2,8,5,27555,688
아기샤워가운,2,7,5,1,20,5,11,4,13234,330
더블하트젖병,0,5,11,13,8,3,16,13,71609,1790
찹쌀20키로,6,4,11,19,12,1,17,10,35727,893
색연필그림,2,1,1,1,37,0,2,1,4890,122
대왕가리비,10,5,16,9,15,3,11,11,107772,2694
클라우드제로,3,9,13,14,26,5,6,3,38913,972
황금향5KG,11,11,14,4,4,1,22,13,73290,1832
유모차핸들커버,6,4,6,3,24,3,10,3,10034,250
메델라유축기대여,6,4,9,2,15,2,2,2,4232,201
패턴스타킹,5,18,17,0,5,4,11,20,116248,2906
약콩두유,2,4,10,12,2,5,19,14,257178,6429
비타민C3000,2,1,15,3,8,1,16,15,126792,3169
애사비식초,5,4,23,8,10,4,17,9,45121,1128
캠핑릴선,7,9,19,5,13,5,16,6,26959,673
설렁탕깍두기,10,8,12,10,22,5,10,3,17500,437
스타벅스캔커피,1,2,13,11,12,5,14,9,39773,994
아기워머,3,7,26,0,5,4,15,16,47211,1180
푸드케어이유식,0,0,29,9,15,2,11,12,32046,801
골프엘보보호대,4,5,14,1,6,5,20,9,45481,1137
캠핑키친툴,4,7,11,2,17,3,16,4,15544,388
크리넥스데코앤소프트,2,0,10,16,4,3,14,19,152482,3812
필립스LED전조등,3,0,22,9,25,4,7,4,13622,340
양구펀치볼시래기,6,5,20,9,9,1,18,12,103043,2576
박달홍게,15,8,12,5,10,2,11,17,171056,4276
생와사비,3,3,16,7,5,3,18,14,60447,1511
화장실청소건,3,4,17,3,8,4,13,15,62755,1568
파파스탠드,16,9,8,5,21,2,11,6,30691,767
자동차공기압주입기,3,10,16,5,11,7,13,9,29453,736
롯데시네마예매,9,11,8,12,13,2,14,11,38835,970
프로폴리스스프레이,7,3,10,0,3,3,16,18,63763,1594
하수구뚫는기계,1,5,2,5,26,4,7,3,18506,462
나이키헤어밴드,3,6,22,7,22,2,6,10,48805,1220
베개커버4060,0,6,17,0,2,4,21,13,79676,1991
유기농비오틴,4,3,10,5,16,2,18,4,38582,964
노스페이스반팔티,0,0,1,1,27,6,7,0,3385,84
반깁스,1,4,2,0,24,5,5,6,9631,240
포켓몬카드151,4,6,19,2,25,1,9,5,35606,890
약산성폼클렌징,0,1,5,0,2,0,10,28,184857,4621
참문어,22,5,9,4,13,5,18,4,14329,358
양념새우장,13,5,13,9,9,2,18,11,108968,2724
강아지향수,7,5,12,0,5,0,15,20,84931,2123
리베로기저귀,4,2,17,2,8,1,23,8,37089,927
더마틱스울트라,3,4,20,7,14,7,11,8,61607,1540
더클래스,1,0,3,0,1,0,13,26,89579,2239
세척가리비,3,7,23,7,2,0,11,27,323492,8087
스텐가마솥,8,7,10,11,21,6,12,1,5595,139
영암무화과,10,4,6,20,34,1,4,1,3664,91
쥐포,3,2,30,5,1,2,11,26,171516,4287
용대리황태채,6,11,19,4,5,7,19,9,54378,1359
배쓰밤,7,9,12,5,16,3,9,12,149223,3730
칼집약단밤,3,10,18,7,2,2,14,22,211952,5298
일회용수저세트,3,7,18,12,14,6,16,4,18186,454
멸치쌀국수,2,2,7,2,11,5,13,11,77249,1931
디월트공구가방,0,2,8,6,22,7,10,1,5243,131
두부과자,4,10,16,10,8,6,13,13,67147,1678
국산바나나,6,5,12,17,26,4,7,3,20380,509
청도반시5KG,2,4,11,23,27,0,8,5,25681,642
포이컵,28,2,0,9,37,0,3,0,1150,28
고추냉이,3,3,19,6,4,3,19,14,81812,2045
락앤락밥용기,2,1,11,10,11,6,12,11,86256,2156
접착식데코타일,1,8,19,0,6,2,23,9,41573,1039
무반전거울,1,1,2,0,38,1,0,1,2680,67
카드단말기용지,9,4,21,6,7,6,20,7,33470,836
돈마호크,11,5,17,5,2,3,20,15,69402,1735
보영만두,10,2,12,8,24,2,9,5,31638,790
쌀국수면,2,2,6,6,6,2,20,12,50458,1261
현관문안전고리,5,1,17,1,11,2,19,8,54452,1361
나랑드사이다제로,2,3,13,7,7,2,18,13,118808,2970
미아방지은목걸이,7,8,25,0,11,4,19,6,55045,1376
8합사3호,1,8,27,2,9,4,13,14,76463,1911
유기농계란,12,1,13,14,28,2,8,2,6332,158
프리즈마유성색연필,2,6,5,0,19,2,13,6,21382,534
아기안전문,2,0,9,4,4,4,21,11,84128,2103
마카다미아호주,6,3,23,8,20,3,13,4,15012,375
차전화번호판,8,16,12,0,5,2,17,16,170876,4271
절단낙지,2,2,15,21,8,8,16,8,26538,663
앞후크브라,5,5,10,0,21,2,14,3,17152,428
오징어진미채,5,9,19,7,3,2,21,14,82201,2055
카테킨아세로라,16,11,6,6,37,1,1,1,4545,113
비아노스,4,1,14,18,19,4,14,3,17236,430
버팔로구명조끼,0,1,2,2,20,4,13,3,10285,257
주니어기모바지,0,7,13,0,22,2,9,7,31012,775
신에츠실리콘,0,1,7,6,18,5,12,5,18968,474
코끼리아구찜,0,2,0,3,4,0,1,1,2443,407
튼튼비,3,0,7,12,18,1,2,2,3729,162
분말소화기3.3KG,6,2,17,7,10,3,14,13,73341,1833
육우,5,5,17,8,9,6,15,10,27780,694
탯줄도장DIY,10,16,12,1,9,4,16,11,45359,1133
세면대팝업,1,3,15,1,15,3,13,9,90352,2258
축광기,0,6,5,3,21,4,15,0,6406,160
현대오피스,1,0,1,0,2,1,25,12,44415,1110
한일의료기전기장판,7,2,17,6,26,3,5,6,37961,949
초기이유식스푼,2,5,13,2,10,3,15,12,71589,1789
냉각수첨가제,10,7,12,8,22,3,12,3,16023,400
가루선생,12,0,16,8,24,4,2,10,53571,1339
레드불,3,3,13,16,26,2,7,5,13562,339
신생아손톱깎이,1,5,4,6,13,3,15,9,52700,1317
브이로그삼각대,7,8,15,0,14,4,10,12,149325,3733
물김치,4,7,26,3,2,3,20,15,57366,1434
님봇B21,9,3,1,27,37,1,2,0,460,11
떡볶이밀키트,12,14,10,2,0,1,16,23,164225,4105
꿀맘스푸드,0,3,5,1,6,2,3,1,2494,207
옥돔구이,20,3,8,9,30,3,5,2,6184,154
캐리어바퀴교체,2,3,8,2,26,2,9,3,14801,370
라인바싸탄산수40,0,6,16,18,20,3,9,8,33370,834
메르디센트머스크피오니,7,3,10,18,37,0,1,2,3984,99
엑스박스게임패스,0,1,24,14,28,4,7,1,4991,124
XBOX게임패스,0,1,24,14,28,4,7,1,4991,124
게임패스,0,1,24,14,28,4,7,1,4991,124
스펙트라유축기대여,19,4,9,8,26,1,10,3,27791,694
강아지귀청소,6,15,13,5,9,1,22,8,55295,1382
유기농레몬,9,6,14,11,19,3,15,3,12412,310
면역력높이는영양제,20,4,14,2,24,7,4,5,18594,464
말린대추,4,4,28,4,6,1,19,14,76995,1924
한일전기방석,0,4,22,5,7,9,17,7,20057,501
아모스녹차실감샴푸,3,6,22,4,19,1,9,11,100646,2516
아기도장,12,8,16,0,6,5,12,17,163864,4096
고지가위,0,1,8,3,28,5,7,0,3257,81
가시오이,5,10,12,13,26,1,8,5,24424,610
애플크럼비,0,0,4,21,28,3,8,1,7908,197
영양바,3,4,5,1,19,3,14,4,18741,468
약산성클렌징폼,0,1,5,1,4,0,9,27,181989,4549
수제도장,10,10,15,0,4,7,13,16,145902,3647
화과자,9,7,7,0,15,9,13,3,14175,354
햇땅콩가격,10,8,17,5,14,6,12,8,39664,991
50일아기옷,2,6,31,0,14,2,15,9,40899,1022
듀얼모니터거치대,2,10,10,4,11,7,17,5,15373,384
아에르마스크,6,7,10,8,5,5,11,19,365695,9142
립톤아이스티복숭아,1,4,21,4,16,2,10,12,42619,1065
흡착볼,0,3,7,2,7,6,19,8,23990,599
비오틴10000,1,1,12,6,9,5,11,15,62227,1555
오토마톤,1,4,1,1,35,1,3,1,3624,90
윈코,6,0,9,2,33,3,2,2,5105,127
윈코에어건,5,0,10,5,33,3,2,2,5102,127
진도대파,6,5,3,26,32,2,5,1,10854,271
