relative_keyword,total_search,total_store_count,competitive_rate
유아스카프,2720.0,104560.0,38.44
유아목수건,2880.0,3519.0,1.22
목수건,3600.0,19894.0,5.53
아기목스카프,1160.0,3924.0,3.38
어린이목수건,1500.0,2914.0,1.94
유아목스카프,1070.0,12240.0,11.44
아기케이프,1580.0,6777.0,4.29
유아미술가운,2520.0,23618.0,9.37
아기미술가운,5670.0,3844.0,0.68
미술가운,6720.0,26192.0,3.9
아기앞치마,3470.0,15569.0,4.49
아기앞치마두건,1030.0,4238.0,4.11
어린이선글라스,1080.0,101387.0,93.88
유아선글라스,1260.0,69760.0,55.37
아기선글라스,1520.0,13164.0,8.66
유아래쉬가드,2560.0,39717.0,15.51
배럴키즈,1820.0,12306.0,6.76
뉴발란스키즈래쉬가드,1080.0,204.0,0.19
여아실내수영복,1850.0,33263.0,17.98
생존수영수영복,2990.0,17727.0,5.93
초등여아수영복,1300.0,17726.0,13.64
배럴키즈수영복,1750.0,3664.0,2.09
브라이트스타트바운서,2720.0,597.0,0.22
크래들스윙,2220.0,5328.0,2.4
전동바운서,2060.0,4875.0,2.37
마마루바운서,2580.0,49.0,0.02
먼치킨바운서,3780.0,57.0,0.02
포맘스스마트바운서,2060.0,91.0,0.04
아기흔들의자,1260.0,14555.0,11.55
코지스윙바운서,1230.0,234.0,0.19
타이니러브바운서,1820.0,225.0,0.12
아기보행기,2220.0,65717.0,29.6
엔픽스보행기,2150.0,71.0,0.03
엔픽스360,1740.0,80.0,0.05
엔픽스,5090.0,2067.0,0.41
이븐플로엑서쏘서,1530.0,1239.0,0.81
장난감대여,5140.0,1263.0,0.25
이븐플로쏘서,1170.0,1344.0,1.15
엑서쏘서,1250.0,1334.0,1.07
위고,3010.0,36910.0,12.26
브라이트스타트,3590.0,4794.0,1.34
아기장난감대여,1580.0,565.0,0.36
점퍼루대여,1650.0,129.0,0.08
피셔프라이스점퍼루,1830.0,235.0,0.13
졸리점퍼슈퍼스탠드,2170.0,161.0,0.07
개구리점퍼루,2800.0,140.0,0.05
라라비스윙점퍼,1580.0,241.0,0.15
라라비,1460.0,1367.0,0.94
디즈니쏘서,1040.0,215.0,0.21
쏘서점퍼루,1270.0,1482.0,1.17
파크론매트,20190.0,35420.0,1.75
폴더매트,7200.0,35259.0,4.9
TPU매트,6070.0,47295.0,7.79
파크론롤매트,5050.0,3315.0,0.66
글씨체연습,1390.0,2041.0,1.47
면접예상질문,12510.0,457.0,0.04
벼루,3660.0,74488.0,20.35
펜글씨교본,1450.0,216.0,0.15
김광석LP,1780.0,407.0,0.23
유재하LP,2070.0,239.0,0.12
모루철사,19260.0,15934.0,0.83
마니랜드,13680.0,862.0,0.06
레진몰드,4460.0,89658.0,20.1
모루인형재료,8930.0,6493.0,0.73
밍크모루,1990.0,1503.0,0.76
UV레진,3990.0,42557.0,10.67
레진아트세트,2010.0,27568.0,13.72
알파벳비즈,1400.0,28665.0,20.48
레진아트재료,3590.0,37797.0,10.53
뽀글이모루,1600.0,4038.0,2.52
쪼만한마을,14850.0,4072.0,0.27
포스터제작,9880.0,105293.0,10.66
포스터출력,2720.0,12934.0,4.76
그대들어떻게살것인가포스터,2830.0,619.0,0.22
제로퍼제로,6180.0,7040.0,1.14
그대들은어떻게살것인가굿즈,1900.0,259.0,0.14
메가박스굿즈,1790.0,144.0,0.08
그대들은어떻게살것인가포스터,4350.0,619.0,0.14
그대들어떻게살것인가굿즈,1330.0,259.0,0.19
A2인쇄,1150.0,6093.0,5.3
파니니카드,9240.0,18808.0,2.04
축구카드,5660.0,33812.0,5.97
스타벅스카드,25620.0,3787.0,0.15
씨네샵,7660.0,1804.0,0.24
수석,9640.0,78090.0,8.1
석고상,2280.0,49506.0,21.71
손흥민카드,1840.0,837.0,0.45
파니니EPL,5900.0,2125.0,0.36
카드쉘,1060.0,1033.0,0.97
축구선수카드,1740.0,2462.0,1.41
파니니프리즘,1650.0,3333.0,2.02
파니니축구카드,26220.0,7933.0,0.3
EPL파니니,2480.0,2125.0,0.86
암모나이트화석,1610.0,9860.0,6.12
코롯토제작,2270.0,9.0,0.0
도코데모잇쇼,1400.0,89.0,0.06
네온테트라,6750.0,2850.0,0.42
테트라비트,2880.0,2838.0,0.99
거북이사료,1770.0,32116.0,18.14
구피사료,2310.0,50114.0,21.69
냉짱,1950.0,1052.0,0.54
구피먹이,2230.0,38397.0,17.22
실지렁이,2120.0,3150.0,1.49
물벼룩,4790.0,3221.0,0.67
감마루스,1050.0,7138.0,6.8
냉동브라인쉬림프,1010.0,904.0,0.9
거북이밥,1370.0,12746.0,9.3
카디널테트라,1840.0,211.0,0.11
현무암,12150.0,39134.0,3.22
소일,3890.0,75613.0,19.44
베타침대,2250.0,8187.0,3.64
CRS새우,3230.0,2830.0,0.88
관상용새우,2690.0,5526.0,2.05
야마토새우,3300.0,310.0,0.09
어항바닥재,1970.0,50143.0,25.45
루바망,1660.0,3480.0,2.1
코리도라스,6220.0,5498.0,0.88
흑사,1850.0,9605.0,5.19
산호사,1110.0,2716.0,2.45
애플스네일,4670.0,780.0,0.17
수이사쿠사이펀,2240.0,2134.0,0.95
플로엑셀,1100.0,972.0,0.88
멜라픽스,1560.0,1226.0,0.79
비파물고기,3960.0,446.0,0.11
베타어항,3250.0,64998.0,20.0
어항받침대,1950.0,84180.0,43.17
자동청소어항,2690.0,29767.0,11.07
거북이키우기,9840.0,59004.0,6.0
아크릴어항,2260.0,81482.0,36.05
원스팜,2740.0,480.0,0.18
어항뚜껑,1910.0,22160.0,11.6
3자어항,2650.0,77279.0,29.16
일체형어항,1150.0,34335.0,29.86
음성수초,3110.0,5317.0,1.71
포트수초,1450.0,18972.0,13.08
미크로소리움,2010.0,1495.0,0.74
수초키우기,2750.0,35223.0,12.81
부상수초,1870.0,6083.0,3.25
부세파란드라,1020.0,850.0,0.83
붕어마름,2970.0,1015.0,0.34
전경수초,1340.0,5563.0,4.15
씨앗수초,1350.0,3556.0,2.63
발리스네리아,1880.0,314.0,0.17
그로잇,2250.0,66.0,0.03
하이그로필라,1410.0,3161.0,2.24
암브리아,1320.0,2251.0,1.71
어항기포기,1490.0,43789.0,29.39
콩돌,1400.0,15856.0,11.33
영남브로와,1450.0,935.0,0.64
어항산소공급기,1430.0,27778.0,19.43
무소음기포기,1030.0,9491.0,9.21
어항산소발생기,1390.0,26698.0,19.21
브로와,2770.0,27988.0,10.1
대광기포기,1170.0,1398.0,1.19
페리하히터,1440.0,2400.0,1.67
어항온도조절기,1450.0,30577.0,21.09
대일냉각기,1030.0,507.0,0.49
수초조명,1350.0,55465.0,41.09
구유조명,1020.0,7655.0,7.5
메탈라이트,1610.0,10228.0,6.35
메탈라이트플랜츠,1010.0,1504.0,1.49
트윈스타,4720.0,70399.0,14.92
트윈스타조명,1350.0,2146.0,1.59
싸다군,8090.0,617.0,0.08
스펀지여과기,3930.0,95432.0,24.28
측면여과기,2240.0,52179.0,23.29
상면여과기,2130.0,23442.0,11.01
거북이여과기,2050.0,40231.0,19.62
집똥기,2400.0,30192.0,12.58
에하임2217,1830.0,1302.0,0.71
저면여과기,1410.0,26480.0,18.78
유막제거기,1100.0,9758.0,8.87
QQ1500,1720.0,221.0,0.13
에하임2215,1230.0,1279.0,1.04
하늘바람집똥기,1420.0,17.0,0.01
에스쁘아비글로우,3200.0,2889.0,0.9
네이밍쿠션,5950.0,1668.0,0.28
네이밍레이어드핏쿠션,9000.0,1090.0,0.12
스틱파운데이션,4190.0,39265.0,9.37
헤라글로우래스팅파운데이션,12120.0,784.0,0.06
RMK,6470.0,24288.0,3.75
샤넬루쥬코코플래쉬90,14020.0,53.0,0.0
하트퍼센트멜팅,1980.0,157.0,0.08
아워글래스글로시밤,22090.0,1164.0,0.05
마몽드크리미틴트컬러밤,4450.0,95.0,0.02
샤넬루쥬코코플래쉬,11760.0,1463.0,0.12
헤라립스틱,13990.0,3643.0,0.26
틴톤꽃립스틱,9610.0,1686.0,0.18
샤넬루즈코코플래쉬90,5220.0,67.0,0.01
맥락드키스립스틱,7850.0,985.0,0.13
바비브라운립밤,18940.0,4810.0,0.25
디올어딕트립글로우,14800.0,6292.0,0.43
맥립밤,16920.0,4093.0,0.24
버츠비립밤,22740.0,16125.0,0.71
바세린립테라피,11720.0,11264.0,0.96
챕스틱,8030.0,10381.0,1.29
록시땅립밤,15540.0,4241.0,0.27
한율립밤,5140.0,347.0,0.07
키엘립밤,10780.0,1869.0,0.17
라부르켓립밤,10410.0,1545.0,0.15
디올맥시마이저,10640.0,7669.0,0.72
디올립맥시마이저,10500.0,7054.0,0.67
뮤드드리즐밤,12560.0,122.0,0.01
디올립글로즈,6460.0,12167.0,1.88
디올어딕트립맥시마이저,6720.0,4828.0,0.72
페리페라잉크글래스팅립글로스,2330.0,284.0,0.12
헤라센슈얼누드글로스,14420.0,1314.0,0.09
투슬래시포,23100.0,62.0,0.0
샤넬립글로즈,4560.0,2098.0,0.46
헤라란제리,15280.0,201.0,0.01
페리페라립글로스,3360.0,613.0,0.18
롬앤글래스팅워터글로스,3500.0,323.0,0.09
헤라누드글로스,3370.0,1339.0,0.4
헤라스피치리스,5330.0,235.0,0.04
립플럼퍼,10770.0,20863.0,1.94
바비브라운립글로스,1340.0,2434.0,1.82
바닐라코립플럼퍼,6840.0,110.0,0.02
롬앤쥬시래스팅틴트,20270.0,2694.0,0.13
베네피트틴트,19960.0,3005.0,0.15
에뛰드픽싱틴트,14580.0,1035.0,0.07
페리페라틴트,11820.0,15427.0,1.31
에이오유사과밤,8110.0,80.0,0.01
릴리바이레드틴트,9230.0,4442.0,0.48
차차틴트,9090.0,528.0,0.06
헤라틴트,14270.0,4009.0,0.28
페리페라잉크무드글로이,21420.0,2360.0,0.11
베네피트스플래시틴트,10730.0,322.0,0.03
토니모리쇼킹립,5960.0,4516.0,0.76
어뮤즈듀틴트,5310.0,3569.0,0.67
3CE블러워터틴트,12620.0,2264.0,0.18
롬앤블러퍼지틴트,8510.0,990.0,0.12
클리오벨벳립펜슬,2490.0,185.0,0.07
클리오립펜슬,4360.0,394.0,0.09
롬앤립펜슬,1680.0,258.0,0.15
바닐라코립펜슬,2180.0,369.0,0.17
맥립펜슬,1350.0,4624.0,3.43
바닐라코스머징립펜슬,1270.0,337.0,0.27
홀리카홀리카립펜슬,1530.0,27.0,0.02
하트퍼센트립펜슬로즈베이지,1310.0,53.0,0.04
하트퍼센트로즈베이지,3300.0,65.0,0.02
더샘립펜슬,1720.0,129.0,0.08
올리브영립라이너,1300.0,2282.0,1.76
바비브라운섀도우,9570.0,19226.0,2.01
웨이크메이크섀도우팔레트,18970.0,1065.0,0.06
데이지크섀도우팔레트,14690.0,2192.0,0.15
페리페라올테이크무드팔레트,9460.0,2125.0,0.22
프로타주펜슬,14180.0,843.0,0.06
홀리카홀리카섀도우,8770.0,3207.0,0.37
스틱섀도우,2810.0,76916.0,27.37
자빈드서울아이프라이머,5340.0,82.0,0.02
맥아이섀도우,5130.0,25733.0,5.02
클리오섀도우팔레트,7940.0,3242.0,0.41
로라메르시에진저,11450.0,631.0,0.06
바비브라운스틱섀도우,3950.0,6812.0,1.72
크리니크마스카라,5430.0,5066.0,0.93
키스미마스카라,6730.0,5801.0,0.86
에뛰드마스카라,8310.0,1909.0,0.23
키르시블렌딩,10270.0,654.0,0.06
에뛰드컬픽스마스카라,4040.0,445.0,0.11
클리오마스카라,5190.0,2184.0,0.42
페리페라마스카라,3060.0,2343.0,0.77
홀리카홀리카마스카라,2150.0,627.0,0.29
랑콤마스카라,2370.0,6362.0,2.68
뮤드마스카라,3820.0,572.0,0.15
투명마스카라,3610.0,11405.0,3.16
미샤마스카라,2120.0,5752.0,2.71
메이블린마스카라,2600.0,11075.0,4.26
데자뷰마스카라,1820.0,1349.0,0.74
마스카라픽서,2660.0,4397.0,1.65
에스티로더마스카라,1430.0,2759.0,1.93
에뛰드마스카라픽서,2510.0,548.0,0.22
로레알마스카라,1390.0,7031.0,5.06
아이브로우펜슬,9390.0,103116.0,10.98
눈썹펜슬,10730.0,33248.0,3.1
슈에무라하드포뮬라,12910.0,2659.0,0.21
베네피트아이브로우,6700.0,8093.0,1.21
눈썹타투펜,7820.0,17487.0,2.24
에보니펜슬,6880.0,1306.0,0.19
클리오킬브로우오토하드브로우펜슬,2390.0,1417.0,0.59
이니스프리아이브로우,4040.0,1130.0,0.28
슈에무라아이브로우,3460.0,3620.0,1.05
바비브라운아이브로우,2730.0,2978.0,1.09
베네피트프리사이슬리,2330.0,1204.0,0.52
페리페라스피디스키니브로우,2950.0,1663.0,0.56
아이브로우마스카라,2940.0,15635.0,5.32
클리오아이브로우,3320.0,3360.0,1.01
눈썹마스카라,2410.0,24303.0,10.08
맥아이브로우,1990.0,5175.0,2.6
슈에무라,10080.0,29213.0,2.9
클리오킬브로우,1840.0,2773.0,1.51
키스미아이브로우,1990.0,3186.0,1.6
디올튀튀,22130.0,182.0,0.01
디올블러셔,13640.0,3446.0,0.25
나스블러셔,15640.0,9253.0,0.59
크리니크치크팝,11370.0,2951.0,0.26
디올튀튀블러셔,8510.0,41.0,0.0
디올루즈블러쉬,4160.0,1601.0,0.38
디올백스테이지글로우페이스팔레트,6460.0,670.0,0.1
나스섹스어필,9940.0,451.0,0.05
3CE블러셔,7000.0,1163.0,0.17
크림블러셔,5370.0,25118.0,4.68
맥블러셔,4550.0,6587.0,1.45
디올블러셔튀튀,4800.0,41.0,0.01
하킷블러셔,2120.0,176.0,0.08
세잔느,6320.0,23038.0,3.65
세잔느블러셔,3820.0,1528.0,0.4
나스리퀴드블러셔,2610.0,1138.0,0.44
맥웜소울,7990.0,101.0,0.01
나스섹스어필블러셔,3610.0,426.0,0.12
매드피치블러셔,5100.0,61.0,0.01
쉐딩스틱,4630.0,26889.0,5.81
투쿨포스쿨쉐딩,9530.0,1599.0,0.17
디올하이라이터,13430.0,1301.0,0.1
에뛰드그림자쉐딩,3770.0,619.0,0.16
글린트하이라이터,17020.0,1180.0,0.07
맥하이라이터,5530.0,5667.0,1.02
클리오하이라이터,6740.0,1009.0,0.15
페리페라쉐딩,3430.0,1704.0,0.5
에뛰드쉐딩,3300.0,1017.0,0.31
클리오프리즘하이라이터,3340.0,765.0,0.23
오프라하이라이터,4480.0,746.0,0.17
에뛰드쉐딩스틱,3490.0,286.0,0.08
조효진쉐딩스틱,2030.0,148.0,0.07
페리페라브이쉐딩,1480.0,1401.0,0.95
로라메르시에하이라이터,3080.0,1840.0,0.6
컬러그램쉐딩스틱,2490.0,405.0,0.16
디올홀리데이2023,10710.0,122.0,0.01
맥어드벤트캘린더,1040.0,127.0,0.12
디올홀리데이,19590.0,1419.0,0.07
더스티키링,1140.0,960.0,0.84
2023홀리데이,1550.0,32819.0,21.17
맥홀리데이2023,7860.0,396.0,0.05
시럽젤네일,5180.0,17948.0,3.46
요거트젤발레리나,2770.0,302.0,0.11
시럽젤,2960.0,45455.0,15.36
지젤리베이스젤,2440.0,1831.0,0.75
요거트젤,4960.0,5912.0,1.19
더젤,6730.0,7010.0,1.04
더젤젤네일,2710.0,2062.0,0.76
네일바요,3050.0,61.0,0.02
메이유어시럽젤,2060.0,3603.0,1.75
시럽네일,9570.0,49790.0,5.2
요거트젤쿠키베어,1820.0,444.0,0.24
탑젤,2800.0,78181.0,27.92
베이스젤,2380.0,66109.0,27.78
모어젤,1820.0,3586.0,1.97
프롬더네일,5010.0,28828.0,5.75
리본파츠,3020.0,30804.0,10.2
네일리본파츠,1450.0,20015.0,13.8
네일파츠대장,6020.0,1519.0,0.25
백억언니,5580.0,8174.0,1.46
자석젤네일,4030.0,6244.0,1.55
오호라젤네일,24950.0,822.0,0.03
손톱강화제,5530.0,72747.0,13.15
셀라큐어문제성발톱셀라솔루션,2930.0,43.0,0.01
손톱물어뜯기방지,2900.0,1016.0,0.35
네일영양제,2100.0,90995.0,43.33
네일오일펜,1110.0,10090.0,9.09
셀허브리페어세럼,1250.0,1024.0,0.82
케라셀네일,5050.0,768.0,0.15
네일오일,1850.0,60447.0,32.67
오일펜,1100.0,62558.0,56.87
발톱연화제,1800.0,2142.0,1.19
더마큐엘보이델라,2920.0,5.0,0.0
손톱오일,1180.0,29436.0,24.95
케라셀,1910.0,1613.0,0.84
퓨어아세톤,1280.0,1562.0,1.22
큐티클리무버,3250.0,36600.0,11.26
젤네일리무버,1570.0,14178.0,9.03
아세톤,9870.0,54050.0,5.48
젤클리너,1390.0,46602.0,33.53
젤리무버,1440.0,62846.0,43.64
젤네일제거,8680.0,29283.0,3.37
쏙오프,2340.0,24892.0,10.64
777손톱깎이,4800.0,66223.0,13.8
네일니퍼,4100.0,98658.0,24.06
일본손톱깎이,3570.0,5417.0,1.52
카이손톱깎이,2290.0,5909.0,2.58
네일손목받침대,1500.0,25103.0,16.74
그린벨손톱깎이,1650.0,2202.0,1.33
쓰리세븐손톱깎이,2370.0,66223.0,27.94
젤네일세트,3410.0,65688.0,19.26
네이처리퍼블릭마일드크림,1690.0,469.0,0.28
일리윤바디로션,21850.0,18306.0,0.84
세타필로션,19660.0,21833.0,1.11
해피바스바디로션,8160.0,13021.0,1.6
더마비바디로션,21470.0,6103.0,0.28
니베아바디로션,11150.0,33841.0,3.04
아비노바디로션,16000.0,12467.0,0.78
비욘드바디로션,13920.0,10369.0,0.74
알로에수딩젤,9140.0,49878.0,5.46
록시땅바디로션,11730.0,15615.0,1.33
온더바디바디로션,6560.0,13811.0,2.11
향좋은바디로션추천,8500.0,32310.0,3.8
일리윤울트라리페어로션,6690.0,4860.0,0.73
피지오겔바디로션,8340.0,10697.0,1.28
아기니트,3400.0,95293.0,28.03
폴로키즈니트,3130.0,12007.0,3.84
빈폴키즈니트,1350.0,1313.0,0.97
주니어니트,1390.0,65814.0,47.35
미샤앤퍼프,9780.0,1016.0,0.1
캉골키즈니트,1130.0,1956.0,1.73
남아니트,1470.0,103967.0,70.73
여아가디건,1770.0,82217.0,46.45
아기가디건,3520.0,24415.0,6.94
폴로키즈가디건,3040.0,6739.0,2.22
닥스키즈가디건,1800.0,1567.0,0.87
빈폴키즈가디건,1470.0,1438.0,0.98
밍크뮤가디건,1180.0,6898.0,5.85
라코스테키즈,7870.0,19393.0,2.46
남아가디건,1370.0,31889.0,23.28
버버리키즈가디건,1290.0,3817.0,2.96
폴로걸즈가디건,8990.0,2306.0,0.26
폴햄키즈바지,3450.0,21255.0,6.16
탑텐키즈바지,6250.0,9510.0,1.52
아오스타,11610.0,20923.0,1.8
주니어기모바지,9150.0,63768.0,6.97
래핑차일드,22700.0,99967.0,4.4
블루독바지,1950.0,31930.0,16.37
뉴발란스키즈바지,1810.0,4361.0,2.41
캉골키즈바지,1960.0,6379.0,3.25
튜튜스커트,1520.0,31188.0,20.52
모모앤,3310.0,4433.0,1.34
화동드레스,5180.0,32548.0,6.28
아기드레스,2570.0,77693.0,30.23
콩쿨드레스,3660.0,24143.0,6.6
아기돌드레스,1840.0,10946.0,5.95
주니어드레스,1620.0,53360.0,32.94
돌드레스대여,1870.0,4661.0,2.49
백일드레스,1440.0,10255.0,7.12
화동드레스대여,1150.0,1129.0,0.98
베베드피노원피스,7500.0,1029.0,0.14
프렌치캣원피스,6800.0,35240.0,5.18
닥스키즈원피스,5700.0,3162.0,0.55
티니핑원피스,5800.0,2665.0,0.46
치크원피스,3490.0,27805.0,7.97
페리미츠원피스,5000.0,17952.0,3.59
레노마키즈원피스,2550.0,8675.0,3.4
프랜치캣원피스,3550.0,35240.0,9.93
에뜨와원피스,2930.0,15937.0,5.44
로엠걸즈원피스,3190.0,19463.0,6.1
밀리밤원피스,2300.0,12749.0,5.54
밍크뮤원피스,4930.0,9334.0,1.89
베네통키즈원피스,4790.0,5148.0,1.07
헤지스키즈원피스,2300.0,4528.0,1.97
남아정장,4180.0,63209.0,15.12
아기정장,3740.0,29339.0,7.84
압소바정장,1240.0,5122.0,4.13
에뜨와정장,1730.0,1578.0,0.91
주니어정장,1570.0,29550.0,18.82
돌아기정장,1520.0,6844.0,4.5
남아하객룩,2120.0,13911.0,6.56
아가방정장,1270.0,2795.0,2.2
아기정장대여,1190.0,1097.0,0.92
남아정장대여,1280.0,1583.0,1.24
키즈트레이닝세트,2040.0,83535.0,40.95
주니어트레이닝세트,1220.0,28068.0,23.01
아디다스키즈트레이닝,1580.0,18446.0,11.67
아디다스키즈세트,1360.0,29885.0,21.97
주니어트레이닝바지,1090.0,42392.0,38.89
블루독상하복,4980.0,17850.0,3.58
노스페이스키즈후리스,7470.0,6610.0,0.88
버버리키즈,19980.0,75786.0,3.79
노스페이스키즈플리스,2500.0,6610.0,2.64
파타고니아키즈,19500.0,11907.0,0.61
키즈플리스자켓,1860.0,82463.0,44.33
노스페이스키즈바람막이,1120.0,1600.0,1.43
NJ3NP51,7020.0,2419.0,0.34
디스커버리키즈후리스,3090.0,1382.0,0.45
노스페이스후리스키즈,1790.0,9953.0,5.56
주니어후리스,2770.0,39676.0,14.32
블랙야크키즈후리스,1580.0,7792.0,4.93
네파키즈후리스,2230.0,3490.0,1.57
블루독패딩,29320.0,16117.0,0.55
여아경량패딩,7000.0,16472.0,2.35
유아경량패딩,6590.0,71250.0,10.81
헤지스키즈패딩,19990.0,14912.0,0.75
MLB키즈패딩,27360.0,16919.0,0.62
닥스키즈코트,4760.0,1964.0,0.41
헤지스키즈코트,3130.0,4377.0,1.4
프렌치캣코트,2990.0,9833.0,3.29
남아코트,2540.0,91866.0,36.17
레노마키즈코트,1630.0,2549.0,1.56
페리미츠코트,2270.0,5501.0,2.42
빈코트,2100.0,8277.0,3.94
빈폴키즈코트,2890.0,708.0,0.24
프랜치캣코트,1530.0,9833.0,6.43
로아앤제인코트,1990.0,1352.0,0.68
밍크뮤코트,2390.0,2602.0,1.09
키즈더플코트,1410.0,4138.0,2.93
주니어코트,2450.0,57110.0,23.31
아기코트,2870.0,43055.0,15.0
룰라비코트,2190.0,2726.0,1.24
티파니코트,1450.0,5691.0,3.92
레이몬드웨일,1070.0,5828.0,5.45
카시오M305,5870.0,118.0,0.02
루미녹스시계,4330.0,29765.0,6.87
MTPM305,2460.0,11.0,0.0
아이그너시계,3170.0,3317.0,1.05
MTP-M305,1350.0,118.0,0.09
카시오MTPM305,1490.0,11.0,0.01
루미녹스,7990.0,30337.0,3.8
어린이손목시계,2010.0,89370.0,44.46
어린이스마트워치,2800.0,45215.0,16.15
산리오시계,2450.0,44743.0,18.26
시나모롤시계,1880.0,20658.0,10.99
초등학생시계,2070.0,60718.0,29.33
키즈스마트워치,1960.0,45215.0,23.07
포켓몬시계,1240.0,11347.0,9.15
초등시계,1230.0,78141.0,63.53
유아시계,1530.0,59483.0,38.88
스와치아동시계,1170.0,1067.0,0.91
카시오어린이시계,1040.0,9336.0,8.98
한국금거래소골드바,1950.0,3679.0,1.89
순금열쇠,2650.0,9296.0,3.51
금거북이,2170.0,14509.0,6.69
순금명함,1740.0,1332.0,0.77
금열쇠,1970.0,104017.0,52.8
황금열쇠1돈,1940.0,11.0,0.01
순금카드,1340.0,15201.0,11.34
돌잔치선물,10440.0,68579.0,6.57
행운의열쇠,1350.0,53001.0,39.26
황금열쇠,7640.0,93749.0,12.27
황금열쇠3돈,1060.0,15.0,0.01
스카프링,7850.0,57194.0,7.29
코도리,6440.0,345.0,0.05
캐시미어빗,1980.0,3345.0,1.69
코스크,1910.0,471.0,0.25
모남희옷,3310.0,577.0,0.17
모남희꼬르소꼬모,1820.0,153.0,0.08
실리실라스,10790.0,59.0,0.01
시계줄공구,1220.0,103047.0,84.46
시계폴리싱,1780.0,3128.0,1.76
폴리워치,1470.0,8763.0,5.96
시계줄줄이기,4850.0,11354.0,2.34
케이프코드,1790.0,3959.0,2.21
다이소시계공구,1390.0,367.0,0.26
손목시계건전지교체,4920.0,5573.0,1.13
스킨푸드당근패드,15790.0,3850.0,0.24
토너패드,12760.0,81471.0,6.38
독도토너,15600.0,4989.0,0.32
닥터지토너,7070.0,11509.0,1.63
라네즈크림스킨,16810.0,4739.0,0.28
아누아어성초토너,6150.0,2545.0,0.41
아누아어성초패드,10270.0,1137.0,0.11
설화수자음수,5080.0,3002.0,0.59
설화수스킨,4260.0,31489.0,7.39
키엘카렌듈라토너,6440.0,2781.0,0.43
키엘토너,4270.0,8388.0,1.96
브링그린티트리시카수딩토너,3470.0,2282.0,0.66
어성초패드,5270.0,8387.0,1.59
히알루론산토너,5120.0,22801.0,4.45
당근패드리필,2770.0,793.0,0.29
달바화이트트러플미스트세럼,25450.0,14259.0,0.56
가히미스트,5270.0,3814.0,0.72
달바세럼,11740.0,29461.0,2.51
인셀덤오일미스트,5930.0,3552.0,0.6
어반디케이픽서,6960.0,2124.0,0.31
달바로얄세럼,6380.0,4205.0,0.66
인셀덤미스트,3860.0,4897.0,1.27
메이크업픽서,8920.0,8436.0,0.95
뉴스킨미스트,4920.0,812.0,0.17
가희미스트,2740.0,3814.0,1.39
달바세럼미스트,3380.0,18954.0,5.61
알로에미스트,1540.0,14875.0,9.66
차앤박미스트,5380.0,5867.0,1.09
아벤느미스트,7340.0,6312.0,0.86
티트리오일,15370.0,36783.0,2.39
원씽호호바오일,3820.0,100.0,0.03
겔랑오일,3160.0,2987.0,0.95
타마누오일,4830.0,4039.0,0.84
동백오일,5040.0,18721.0,3.71
로즈힙오일,3740.0,15967.0,4.27
더바디샵티트리오일,2450.0,2036.0,0.83
핑크원더호호바오일,2750.0,241.0,0.09
데저트호호바오일,2040.0,2432.0,1.19
밍크오일,5740.0,4533.0,0.79
에센허브티트리오일,2350.0,1203.0,0.51
유스트오일,5300.0,1476.0,0.28
클라란스페이스오일,1560.0,1681.0,1.08
유기농호호바오일,1430.0,5704.0,3.99
바이오오일,4340.0,5028.0,1.16
터키장미오일,2350.0,281.0,0.12
설화수세트,20300.0,20858.0,1.03
아이오페슈퍼바이탈,15460.0,7105.0,0.46
오휘기초세트,13380.0,4529.0,0.34
참존기초세트,16050.0,2795.0,0.17
본에스티스다이아몬드리페어퍼펙트,12640.0,34.0,0.0
다이아몬드리페어퍼펙트세트,19140.0,36.0,0.0
수려한기초세트,10520.0,1902.0,0.18
설화수자음3종,6790.0,1018.0,0.15
프리메라오가니언스,8880.0,7554.0,0.85
본에스티스,11030.0,142.0,0.01
헤라기초세트,9320.0,1619.0,0.17
헤라에이지어웨이,3660.0,2392.0,0.65
설화수탄력3종,2740.0,2445.0,0.89
한율빨간쌀,5980.0,3280.0,0.55
선스프레이,1130.0,54635.0,48.35
비오레선미스트,3320.0,363.0,0.11
김정문알로에선스틱,1040.0,4710.0,4.53
스틱선크림,1170.0,32596.0,27.86
시세이도스틱파운데이션,1260.0,463.0,0.37
가히아쿠아밤,2320.0,2683.0,1.16
선쿠션,3910.0,55169.0,14.11
엘로엘선쿠션,5150.0,4087.0,0.79
엘로엘팡팡빅선쿠션,4430.0,2222.0,0.5
AHC선쿠션,3000.0,6136.0,2.05
달바선쿠션,2400.0,4827.0,2.01
썬팩트,1380.0,49574.0,35.92
톤업선쿠션,1590.0,6336.0,3.98
식물나라선쿠션,3820.0,439.0,0.11
톤핏선선쿠션,1640.0,80.0,0.05
블리브유,1650.0,489.0,0.3
프란츠,3180.0,15477.0,4.87
AHC선크림,2910.0,13840.0,4.76
센카폼클렌징,11110.0,19322.0,1.74
설화수클렌징폼,4900.0,4384.0,0.89
뉴트로지나폼클렌징,7750.0,13013.0,1.68
레몬청클렌저,6930.0,2072.0,0.3
비플레인녹두약산성클렌징폼,8800.0,2801.0,0.32
마녀공장클렌징폼,11880.0,4460.0,0.38
약산성클렌징폼,3020.0,58887.0,19.5
헤라폼클렌징,3870.0,4201.0,1.09
센카,6860.0,26782.0,3.9
토리든클렌징폼,5730.0,1211.0,0.21
슈에무라클렌징오일,6230.0,7480.0,1.2
