relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale
액막이명태,7170.0,4842.0,0.68,21163.0,1270092.0
10CM인형옷,10130.0,54643.0,5.39,7662.0,385234.0
치이카와인형,8560.0,12644.0,1.48,28529.0,240229.0
못난이인형,13300.0,15247.0,1.15,17890.0,124200.0
마네키네코,8190.0,52422.0,6.4,22468.0,130244.0
하치와레,20130.0,15107.0,0.75,25803.0,105274.0
거위인형,3300.0,33259.0,10.08,29953.0,297530.0
15CM인형옷,2080.0,43287.0,20.81,8158.0,249373.0
다람쥐오너먼트,4880.0,3113.0,0.64,20330.0,360783.0
북눅,8110.0,21507.0,2.65,44099.0,345333.0
낙하산타워,2250.0,738.0,0.33,59016.0,768366.0
달항아리,19070.0,30145.0,1.58,42980.0,262795.0
이케바나화병,3150.0,18909.0,6.0,38425.0,785143.0
달항아리화병,1400.0,16635.0,11.88,38300.0,313105.0
야나칸화병,1680.0,575.0,0.34,36108.0,62500.0
셀프가벽,4020.0,56283.0,14.0,71433.0,3152072.0
낮은파티션,2840.0,31655.0,11.15,81507.0,294254.0
타공파티션,2800.0,31105.0,11.11,67597.0,2210622.0
이동식칸막이,3210.0,85473.0,26.63,54740.0,2162879.0
우드파티션,2680.0,81201.0,30.3,77764.0,3123871.0
인터폰가리개,2780.0,63044.0,22.68,29773.0,393018.0
배전함가리개,1600.0,72700.0,45.44,20358.0,199156.0
미니분수대,1070.0,104792.0,97.94,51451.0,271613.0
물레방아,14840.0,85048.0,5.73,52999.0,272016.0
회전목마오르골,5680.0,83109.0,14.63,93553.0,832616.0
지브리오르골,2810.0,11040.0,3.93,56539.0,133684.0
트리오르골,2890.0,84114.0,29.11,34337.0,601796.0
토토로오르골,1400.0,7790.0,5.56,67603.0,156009.0
하울의움직이는성오르골,2160.0,6007.0,2.78,35530.0,343792.0
해리포터오르골,1150.0,4719.0,4.1,33486.0,467515.0
꿀고구마,27100.0,79706.0,2.94,14945.0,11086016.0
자연산송이,9180.0,4002.0,0.44,99003.0,3869839.0
고구마10KG,12810.0,33906.0,2.65,16549.0,3650904.0
김의준고구마,23150.0,153.0,0.01,14431.0,11470094.0
밤고구마,20480.0,32506.0,1.59,16353.0,3970628.0
햇생강,10340.0,1707.0,0.17,21810.0,1825965.0
쪽파,28200.0,15836.0,0.56,10416.0,515545.0
약단밤,18420.0,9948.0,0.54,13520.0,1880150.0
보은대추,12760.0,3071.0,0.24,20988.0,1785833.0
맛밤,15540.0,19753.0,1.27,15641.0,2364875.0
칼집밤,10040.0,27477.0,2.74,15445.0,2733931.0
공주밤,16620.0,14148.0,0.85,18329.0,3719820.0
잣,25240.0,80479.0,3.19,54630.0,3908277.0
옥광밤,11620.0,3537.0,0.3,18118.0,3296416.0
햇밤,4710.0,10331.0,2.19,16637.0,3315292.0
생땅콩,9490.0,3228.0,0.34,19812.0,2465820.0
건대추,9710.0,13041.0,1.34,15459.0,2032364.0
포카리스웨트,25530.0,45954.0,1.8,15843.0,1865427.0
코카콜라제로,13230.0,81102.0,6.13,14638.0,7959116.0
펩시제로,10990.0,39796.0,3.62,13654.0,7283719.0
나랑드사이다,15410.0,40831.0,2.65,11330.0,1633301.0
분다버그,24450.0,8682.0,0.36,20666.0,779232.0
토레타,10360.0,25335.0,2.45,12607.0,1706773.0
펩시제로라임,11520.0,15008.0,1.3,14783.0,2308151.0
립톤아이스티복숭아,6920.0,17591.0,2.54,11970.0,1529828.0
무알콜맥주,27330.0,5964.0,0.22,17271.0,2430170.0
파워에이드,12750.0,33886.0,2.66,14398.0,3427672.0
코카콜라190,4980.0,46700.0,9.38,15403.0,7850213.0
코카콜라355,5180.0,81876.0,15.81,17358.0,6305481.0
게토레이,9200.0,31391.0,3.41,18046.0,1708527.0
레몬즙,22150.0,33038.0,1.49,6231.0,700209.0
코코넛워터,18160.0,15159.0,0.83,19436.0,1440596.0
타트체리,13540.0,55411.0,4.09,22089.0,545330.0
로즈힙퓨레,15440.0,15713.0,1.02,42749.0,707622.0
토마토쥬스,29070.0,40433.0,1.39,17234.0,1941653.0
토마토주스,13240.0,40434.0,3.05,17138.0,1757465.0
깔라만시,11920.0,19720.0,1.65,13579.0,407301.0
흥국자몽농축액,4500.0,1469.0,0.33,47431.0,2839575.0
모구모구,17650.0,26721.0,1.51,12488.0,343738.0
아세로라퓨레,16380.0,430.0,0.03,46461.0,2286.0
하루야채,8720.0,1554.0,0.18,19277.0,565432.0
코코넛밀크,11790.0,46955.0,3.98,14999.0,364972.0
돈시몬오렌지주스,6580.0,4494.0,0.68,23408.0,4048199.0
돈시몬,4700.0,8222.0,1.75,19137.0,3574158.0
타트체리원액,1250.0,5875.0,4.7,23565.0,599852.0
당근주스,7670.0,30436.0,3.97,23766.0,806371.0
갈아만든배,8420.0,16619.0,1.97,14361.0,139349.0
카누미니마일드,12360.0,33573.0,2.72,20638.0,2534262.0
프렌치카페커피믹스,15600.0,24797.0,1.59,21734.0,708739.0
맥심모카골드400,8670.0,7778.0,0.9,39236.0,4460275.0
스타벅스원두,22260.0,39734.0,1.78,28520.0,3302809.0
티젠콤부차,20850.0,31179.0,1.5,17011.0,317233.0
율무차,21920.0,84034.0,3.83,12969.0,603000.0
유자차,29780.0,96736.0,3.25,13312.0,2630061.0
담터율무차,11190.0,25385.0,2.27,15589.0,42168.0
천마차,16830.0,34068.0,2.02,16718.0,533642.0
오설록티세트,17290.0,6170.0,0.36,33805.0,509671.0
대추차,25300.0,60932.0,2.41,12428.0,2222944.0
유자청,23470.0,17958.0,0.77,14157.0,1691616.0
피자치즈,7410.0,90073.0,12.16,17446.0,5572692.0
브리치즈,24130.0,6678.0,0.28,9704.0,238903.0
인포켓치즈,3340.0,2431.0,0.73,23694.0,401555.0
임실치즈,10920.0,4851.0,0.44,18804.0,607982.0
브라운치즈,10150.0,4845.0,0.48,12593.0,128838.0
그라나파다노치즈,12610.0,3481.0,0.28,17325.0,1293389.0
코스트코치즈,13140.0,15728.0,1.2,18469.0,849028.0
끼리크림치즈,13190.0,6377.0,0.48,14750.0,466566.0
고려은단멀티비타민올인원,25310.0,7205.0,0.28,38097.0,1645221.0
아임비타이뮨샷,22210.0,4712.0,0.21,80894.0,355547.0
오쏘몰이뮨멀티비타민,27620.0,7123.0,0.26,80016.0,15824605.0
고려은단비타민C,14990.0,35435.0,2.36,24993.0,1325109.0
곰보배추,16240.0,7085.0,0.44,22747.0,951697.0
시나몬스틱,10910.0,16443.0,1.51,8936.0,274564.0
곰보배추시럽,13790.0,248.0,0.02,45812.0,1655514.0
꾸지뽕,24940.0,20233.0,0.81,19875.0,178714.0
감초,14650.0,63896.0,4.36,14621.0,229927.0
연자육,6760.0,9294.0,1.37,15925.0,98521.0
연잎,5280.0,48539.0,9.19,13257.0,259310.0
탱자,9700.0,15237.0,1.57,12944.0,57390.0
치자,14160.0,48238.0,3.41,9036.0,80700.0
산조인,2940.0,1122.0,0.38,36623.0,118112.0
영지버섯,10890.0,32356.0,2.97,46187.0,172157.0
벌나무,11000.0,7707.0,0.7,13479.0,193016.0
꾸지뽕열매,3980.0,4469.0,1.12,24232.0,258647.0
구찌뽕열매,5440.0,4469.0,0.82,25013.0,259187.0
계피스틱,3390.0,16443.0,4.85,8681.0,274165.0
토종다래,2440.0,824.0,0.34,26625.0,8592666.0
당귀,17510.0,34882.0,1.99,12547.0,111123.0
동결건조딸기,6670.0,7951.0,1.19,17256.0,7945622.0
건망고,14400.0,16072.0,1.12,14702.0,687013.0
감말랭이,23670.0,16831.0,0.71,15711.0,562821.0
둥시감,4040.0,286.0,0.07,61696.0,96833.0
건무화과,5270.0,3916.0,0.74,12489.0,389409.0
반건조무화과,4640.0,2782.0,0.6,11704.0,577885.0
반건시,5550.0,56079.0,10.1,32176.0,4085797.0
상주곶감,18030.0,49220.0,2.73,32114.0,3744712.0
7D건망고,5020.0,1165.0,0.23,26531.0,318656.0
동결건조과일,3590.0,27052.0,7.54,7326.0,7370439.0
말린망고,4120.0,7803.0,1.89,12853.0,394280.0
바나나칩,6450.0,11524.0,1.79,13709.0,602116.0
건포도,6960.0,35210.0,5.06,8808.0,380390.0
건자두,5380.0,46333.0,8.61,16435.0,992720.0
건크랜베리,3750.0,6806.0,1.81,9741.0,507488.0
푸룬,13740.0,46333.0,3.37,16581.0,1045725.0
카카오닙스,11030.0,9993.0,0.91,12083.0,385020.0
뱅쇼키트,6760.0,1665.0,0.25,12403.0,93891.0
말린무화과,4690.0,3764.0,0.8,14123.0,463845.0
피엘라벤모자,9380.0,34942.0,3.73,54431.0,196022.0
노스페이스장갑,13850.0,31380.0,2.27,38540.0,330706.0
아크테릭스모자,8980.0,22690.0,2.53,80113.0,620201.0
고어텍스모자,2880.0,26203.0,9.1,47109.0,248360.0
블랙야크모자,5230.0,51629.0,9.87,32346.0,325241.0
코오롱모자,4620.0,18500.0,4.0,41845.0,24833.0
등산양말장목,4230.0,69333.0,16.39,9649.0,1099433.0
노스페이스이어머프,10990.0,12426.0,1.13,59681.0,425217.0
노스페이스이어머프캡,11460.0,6856.0,0.6,60091.0,353863.0
군용핫팩,20810.0,86500.0,4.16,9653.0,2001979.0
미니핫팩,17900.0,73646.0,4.11,6767.0,992681.0
전자핫팩,15470.0,30610.0,1.98,23260.0,335788.0
발핫팩,18540.0,105178.0,5.67,6396.0,3228198.0
산리오핫팩,16910.0,3578.0,0.21,10144.0,38730.0
크레모아랜턴,21820.0,21046.0,0.96,92046.0,2529569.0
루메나랜턴,11520.0,3603.0,0.31,90110.0,351020.0
골제로쉐이드,6550.0,5599.0,0.85,26193.0,151653.0
루메나M3,9980.0,1283.0,0.13,61431.0,443475.0
파일드라이버,3480.0,21324.0,6.13,31488.0,525393.0
골제로랜턴,8600.0,19029.0,2.21,26730.0,326015.0
구이바다바람막이,2830.0,4495.0,1.59,19391.0,504625.0
골프공파우치,6520.0,91838.0,14.09,22977.0,1335081.0
타이틀리스트파우치,6150.0,10531.0,1.71,67738.0,464341.0
볼빅여성골프웨어,11680.0,38927.0,3.33,84427.0,100166.0
타이틀리스트모자,20780.0,59064.0,2.84,42743.0,1714071.0
PXG모자,11600.0,31735.0,2.74,53945.0,688245.0
풋조이골프장갑,5460.0,22372.0,4.1,21250.0,682113.0
지포어모자,7780.0,28091.0,3.61,48010.0,530950.0
골프스윙교정기,3780.0,72162.0,19.09,28916.0,4473906.0
골프연습도구,7340.0,66952.0,9.12,38462.0,1864259.0
골프연습망,3570.0,57562.0,16.12,90714.0,4250723.0
퍼터연습기,4250.0,55452.0,13.05,56119.0,1951813.0
맥스스피드,9520.0,1729.0,0.18,53772.0,59180583.0
골프스틱,2340.0,105365.0,45.03,22554.0,2596046.0
골프그립교정기,2430.0,19587.0,8.06,15285.0,1323704.0
얼라이먼트스틱,1920.0,12636.0,6.58,12953.0,615473.0
골프네임택,10280.0,47217.0,4.59,15357.0,1163738.0
거리측정기케이스,8330.0,41699.0,5.01,31269.0,758088.0
퍼터키퍼,8170.0,24008.0,2.94,12217.0,379235.0
골프프라이드그립,7100.0,43049.0,6.06,12938.0,775712.0
자전거유아안장,1760.0,19772.0,11.23,44849.0,985571.0
실내자전거거치대,2080.0,74590.0,35.86,28325.0,909337.0
자전거정비대,1650.0,35551.0,21.55,62302.0,1358426.0
시마노클릿,2050.0,27729.0,13.53,61932.0,1534470.0
클릿페달,2480.0,91673.0,36.96,95882.0,2983897.0
RYET3D안장,1270.0,1153.0,0.91,90755.0,17408.0
킥보드워머,20370.0,7494.0,0.37,18482.0,693707.0
열선장갑,10450.0,81565.0,7.81,62625.0,223353.0
킥보드장갑,13350.0,23257.0,1.74,17820.0,750970.0
오스탈레띠,6860.0,2105.0,0.31,38193.0,2235633.0
자전거슈커버,4220.0,16068.0,3.81,36436.0,217985.0
평페달슈즈,2090.0,68239.0,32.65,94825.0,920058.0
자전거양말,1930.0,89867.0,46.56,11093.0,371095.0
말발굽,12130.0,86771.0,7.15,10295.0,2292823.0
셀프장판,11390.0,41862.0,3.68,17734.0,347994.0
강마루,17830.0,18863.0,1.06,66219.0,105180.0
강화마루,11660.0,19436.0,1.67,29128.0,222250.0
데크타일,4000.0,42077.0,10.52,17322.0,1717826.0
롤카페트,3600.0,100410.0,27.89,24329.0,933535.0
베란다코일매트,2380.0,39868.0,16.75,15797.0,306761.0
야자수매트,4990.0,24668.0,4.94,40360.0,677166.0
베란다타일,6150.0,91963.0,14.95,30812.0,1778489.0
붙이는장판,2240.0,30086.0,13.43,31743.0,115384.0
포세린타일,25440.0,42441.0,1.67,26465.0,157050.0
테라조타일,8510.0,16981.0,2.0,31212.0,320660.0
접착식데코타일,3040.0,83154.0,27.35,19480.0,1505107.0
바닥데코타일,6010.0,72792.0,12.11,21716.0,1449598.0
붙이는타일,3460.0,104500.0,30.2,17565.0,1132383.0
폴리싱타일,7740.0,24759.0,3.2,32973.0,56351.0
현관데코타일,2350.0,30212.0,12.86,19829.0,1428430.0
접착식단열벽지,5540.0,70216.0,12.67,29064.0,2081562.0
띠벽지,2080.0,35711.0,17.17,11383.0,28815.0
셀프도배,10820.0,102361.0,9.46,15574.0,395726.0
초배지,2870.0,9252.0,3.22,21568.0,1651173.0
풀바른실크벽지,2790.0,42473.0,15.22,11422.0,498509.0
보온벽지,3990.0,48621.0,12.19,39519.0,2186862.0
디아망벽지,5900.0,2097.0,0.36,67301.0,146431.0
폼블럭벽지,7690.0,75508.0,9.82,16917.0,350131.0
웨인스코팅,8330.0,21587.0,2.59,19797.0,106734.0
암막시트지,4940.0,44082.0,8.92,12604.0,438630.0
거울시트지,4290.0,61085.0,14.24,10289.0,407851.0
스탠드갓,1500.0,58788.0,39.19,27363.0,127814.0
집게스탠드,2570.0,103089.0,40.11,19572.0,991459.0
이케아스탠드,5080.0,40494.0,7.97,57609.0,1081837.0
이케아스탠드조명,3990.0,12700.0,3.18,58973.0,1050158.0
버섯조명,5060.0,105290.0,20.81,56222.0,5983.0
코코도르디퓨저,15030.0,32034.0,2.13,15704.0,611825.0
대용량디퓨저,3710.0,58609.0,15.8,18485.0,8538022.0
교보문고디퓨저,17540.0,1549.0,0.09,33049.0,1769423.0
부케말리기선물,18920.0,5737.0,0.3,29122.0,779614.0
산타마리아노벨라왁스타블렛,9460.0,1964.0,0.21,52580.0,33833.0
헤트라스디퓨저,23300.0,1628.0,0.07,26754.0,56894.0
패밀리침대커버,2990.0,21655.0,7.24,38315.0,2761915.0
우유베개,16740.0,17148.0,1.02,42115.0,1056088.0
낮은베개,8450.0,88074.0,10.42,28686.0,12383801.0
예그리나베개,6000.0,72.0,0.01,53684.0,3347460.0
경추견인케어베개,2940.0,1854.0,0.63,24412.0,86816.0
거북목베개,11350.0,100146.0,8.82,28869.0,9716618.0
메밀베개,8230.0,104591.0,12.71,14470.0,5177147.0
패밀리침대패드,6610.0,42106.0,6.37,49394.0,7763968.0
알레르망패드,5980.0,11853.0,1.98,44051.0,61375.0
극세사침대패드,4690.0,73778.0,15.73,30004.0,3931068.0
피그먼트패드,2160.0,61757.0,28.59,32781.0,4316101.0
라지킹패드,2570.0,21409.0,8.33,50762.0,5864650.0
침대패드고정밴드,4670.0,40277.0,8.62,29043.0,4005287.0
바닥요,2980.0,68121.0,22.86,38801.0,1382429.0
바닥요매트,2260.0,46770.0,20.69,40591.0,1366570.0
이불요매트,1360.0,53543.0,39.37,41809.0,1725291.0
까는이불,2690.0,18295.0,6.8,39938.0,987950.0
바닥에까는이불,1190.0,13272.0,11.15,39949.0,1365489.0
일회용침대커버,1170.0,16584.0,14.17,16564.0,327125.0
시나모롤이불,2090.0,26233.0,12.55,46005.0,268538.0
이케아이불커버,3410.0,15172.0,4.45,35975.0,73261.0
박홍근극세사,1450.0,3240.0,2.23,90505.0,49550.0
편백큐브,1840.0,13117.0,7.13,10311.0,221214.0
알레르망베개솜,1100.0,1243.0,1.13,31933.0,687166.0
편백나무칩,2610.0,13190.0,5.05,9675.0,210238.0
편백나무큐브,1900.0,7384.0,3.89,7364.0,190045.0
이브자리베개,2490.0,926.0,0.37,49074.0,268687.0
목화솜요,1940.0,4008.0,2.07,57578.0,2035338.0
이케아이불,4930.0,23651.0,4.8,52006.0,235862.0
순면카페트,1110.0,78410.0,70.64,41716.0,408254.0
거실면패드,1020.0,42559.0,41.72,40951.0,896810.0
벽걸이에어컨커버,6010.0,99336.0,16.53,8598.0,5882066.0
스탠드에어컨커버,5130.0,47839.0,9.33,18106.0,5337427.0
에어컨실외기커버,3050.0,89664.0,29.4,18760.0,855510.0
극세사쇼파패드,3240.0,99058.0,30.57,27752.0,3867137.0
실외기커버,3840.0,93294.0,24.3,19463.0,909881.0
삼성에어컨커버,2670.0,15443.0,5.78,16233.0,4890864.0
돌쇼파패드,3420.0,71765.0,20.98,32130.0,3772626.0
무풍에어컨커버,3040.0,23062.0,7.59,15658.0,5467308.0
기내용목베개,8440.0,68076.0,8.07,13844.0,2253131.0
치질방석,7790.0,27459.0,3.52,22149.0,891823.0
코바늘DIY,3180.0,73509.0,23.12,18778.0,290497.0
모헤어실,3140.0,17662.0,5.62,10100.0,115949.0
콘사,4190.0,14410.0,3.44,13640.0,1606448.0
코바늘가방,3530.0,64195.0,18.19,21218.0,464147.0
대바늘,5970.0,36640.0,6.14,40695.0,990572.0
스킬자수,9630.0,26459.0,2.75,7314.0,251386.0
펀치니들,9410.0,45913.0,4.88,12419.0,276145.0
프랑스자수패키지,1640.0,56290.0,34.32,20003.0,172504.0
프랑스자수도안,2060.0,21147.0,10.27,19930.0,135214.0
펀치니들키트,1410.0,17825.0,12.64,16043.0,363888.0
펀칭니들,1620.0,12958.0,8.0,17806.0,410137.0
모루인형키트,5840.0,2878.0,0.49,13714.0,213850.0
모루꽃다발,6140.0,3783.0,0.62,21282.0,26112.0
인형만들기키트,2280.0,75756.0,33.23,12197.0,569407.0
인형키링만들기,3470.0,23896.0,6.89,9839.0,546050.0
가죽공예키트,1800.0,87663.0,48.7,30041.0,347085.0
모루인형만들기키트,2760.0,2795.0,1.01,14408.0,213850.0
신생아천기저귀,1430.0,3512.0,2.46,21133.0,908747.0
유모차보조의자,3170.0,8533.0,2.69,94638.0,1379375.0
유모차시트,2320.0,54229.0,23.37,46878.0,7032094.0
유모차장난감,3370.0,62369.0,18.51,23850.0,605175.0
유모차가방걸이,2320.0,41213.0,17.76,6204.0,125320.0
유모차핸드머프,5320.0,10142.0,1.91,19816.0,1079272.0
카시트트레이,3190.0,9760.0,3.06,24263.0,108195.0
유아안전벨트,1730.0,24222.0,14.0,11187.0,1232037.0
안전벨트쿠션,2010.0,60407.0,30.05,11559.0,1272208.0
카시트후방거울,2100.0,10237.0,4.87,13615.0,1077255.0
카시트거울,1780.0,18889.0,10.61,13771.0,1291555.0
카시트발받침,1550.0,5092.0,3.29,32061.0,586578.0
아이소픽스브라켓,1580.0,593.0,0.38,26186.0,431229.0
산전복대,3990.0,17153.0,4.3,17131.0,2459608.0
임산부브라,3960.0,99100.0,25.03,15305.0,2230173.0
산후복대,5650.0,8792.0,1.56,17943.0,2065712.0
임부팬티,1830.0,86700.0,47.38,13912.0,2134297.0
마더피아,3250.0,39397.0,12.12,63455.0,184441.0
임산부복대,3230.0,57185.0,17.7,16460.0,2268262.0
임산부내복,1650.0,24554.0,14.88,18392.0,1182152.0
맘바디산후복대,1310.0,31.0,0.02,23903.0,7610333.0
맘스팬티,1520.0,3738.0,2.46,19132.0,2240050.0
태교동화,1220.0,517.0,0.42,13652.0,701162.0
레몽카디,2470.0,15.0,0.01,47615.0,1740941.0
하이베베,12220.0,432.0,0.04,73069.0,111413.0
책이몽,1720.0,2.0,0.0,84450.0,8770875.0
태아심장소리,2120.0,1106.0,0.52,69780.0,73333.0
베이비플러스,9780.0,3423.0,0.35,31977.0,1270421.0
레몽,1920.0,8948.0,4.66,11209.0,1740941.0
너프건,17120.0,58093.0,3.39,35888.0,335725.0
다마고치,26250.0,30232.0,1.15,52948.0,717104.0
베이블레이드,18970.0,103267.0,5.44,19382.0,311449.0
장난감칼,16570.0,77594.0,4.68,9454.0,287951.0
터닝메카드,28940.0,33975.0,1.17,20168.0,277485.0
당근총,8450.0,6396.0,0.76,13119.0,40421.0
메카드볼,8670.0,18077.0,2.09,13920.0,144499.0
미니특공대,23700.0,32960.0,1.39,36265.0,297154.0
또봇트라이탄,15220.0,759.0,0.05,60901.0,796387.0
고고다이노,16140.0,17107.0,1.06,22817.0,843294.0
베이블레이드X,11520.0,26815.0,2.33,20555.0,126112.0
돌아기장난감,11240.0,62117.0,5.53,23849.0,749885.0
블루래빗오감발달,9720.0,645.0,0.07,68506.0,305635.0
꼬꼬맘,20630.0,1575.0,0.08,37240.0,679217.0
튤립사운드북,24880.0,1931.0,0.08,17422.0,18562.0
블루래빗,19940.0,40456.0,2.03,35309.0,969941.0
6개월아기장난감,6420.0,16870.0,2.63,27104.0,882758.0
워터매트,4280.0,74052.0,17.3,19070.0,605119.0
하베브릭스변신큐브,7910.0,53.0,0.01,32957.0,3845205.0
라마즈애벌레,6070.0,472.0,0.08,42848.0,3530983.0
크레이지아론,2180.0,111.0,0.05,16426.0,111960.0
하베브릭스,7280.0,636.0,0.09,46589.0,3149308.0
유아텐트,4770.0,49747.0,10.43,40725.0,1890221.0
아기그네,7800.0,21094.0,2.7,54683.0,339993.0
아기인디언텐트,1480.0,8219.0,5.55,58592.0,2387376.0
보행기튜브,4020.0,65801.0,16.37,22473.0,2463093.0
유아구명조끼,2040.0,23767.0,11.65,28804.0,3551394.0
어린이구명조끼,1290.0,75150.0,58.26,28858.0,4317309.0
전동물총,1480.0,76312.0,51.56,25239.0,6309008.0
아기튜브,2980.0,52172.0,17.51,21787.0,1193984.0
목튜브,2940.0,55279.0,18.8,21552.0,2379233.0
아기목튜브,3470.0,4125.0,1.19,23595.0,1699609.0
볼풀장,3550.0,54021.0,15.22,44005.0,764961.0
아기수영장,8910.0,81564.0,9.15,49808.0,1468472.0
아기구명조끼,1560.0,10534.0,6.75,31498.0,2119981.0
신생아목튜브,1610.0,1422.0,0.88,19659.0,1783261.0
아기볼풀장,2170.0,14093.0,6.49,51545.0,605408.0
페이스페인팅물감,3730.0,8830.0,2.37,18522.0,179385.0
페이스페인팅,10030.0,35174.0,3.51,16350.0,120325.0
아이클레이,8750.0,64610.0,7.38,7479.0,164667.0
천사점토,7730.0,36368.0,4.7,15266.0,79958.0
플레이도우,9170.0,24134.0,2.63,21476.0,693758.0
글라스데코,9750.0,62497.0,6.41,8813.0,222973.0
슈링클스,13910.0,5182.0,0.37,19238.0,27142.0
띵이슬라임,6810.0,34.0,0.0,6703.0,475347.0
슈링클스종이,5430.0,1033.0,0.19,14817.0,36371.0
레고닌자고,16870.0,104009.0,6.17,71401.0,184804.0
마인크래프트레고,16020.0,42410.0,2.65,49114.0,256766.0
플레이모빌,24660.0,74156.0,3.01,69074.0,126520.0
레고듀플로,12520.0,59511.0,4.75,71462.0,307067.0
레고시티,8820.0,80494.0,9.13,88813.0,257101.0
넘버블럭스,18850.0,5899.0,0.31,30620.0,478237.0
해리포터레고,7610.0,30773.0,4.04,89726.0,258418.0
레고프렌즈,9300.0,55093.0,5.92,84087.0,282473.0
레고마인크래프트,8420.0,42408.0,5.04,48867.0,256766.0
레고클래식,5830.0,43532.0,7.47,60235.0,352412.0
스카이콩콩,5290.0,17378.0,3.29,25053.0,1220175.0
눈썰매,14340.0,96106.0,6.7,20834.0,284140.0
플라잉디스크,8780.0,55158.0,6.28,10729.0,117960.0
요요,15520.0,91347.0,5.89,21277.0,1641447.0
오볼,5290.0,3564.0,0.67,14360.0,396138.0
티볼,10200.0,83596.0,8.2,88288.0,233533.0
부메랑,8180.0,61599.0,7.53,9504.0,167400.0
유아체육교구,2270.0,63910.0,28.15,32861.0,100930.0
콩주머니,1350.0,51736.0,38.32,17794.0,65625.0
스쿳앤라이드손잡이,4160.0,92.0,0.02,26554.0,2522312.0
붕붕카,7740.0,67812.0,8.76,51282.0,905993.0
아기킥보드,6190.0,17131.0,2.77,72241.0,3257462.0
21세기킥보드,4400.0,2900.0,0.66,48160.0,1403281.0
샘트라이크,4740.0,1488.0,0.31,89151.0,1172946.0
샘트라이크100,2120.0,824.0,0.39,64530.0,759232.0
삼천리샘트라이크,1850.0,1253.0,0.68,92515.0,1241317.0
걸음마보조기,11210.0,10858.0,0.97,52570.0,335409.0
아기체육관,24780.0,33852.0,1.37,61591.0,2478832.0
에듀테이블,27760.0,2217.0,0.08,79399.0,7806625.0
타이니모빌,26800.0,2567.0,0.1,48229.0,2225137.0
유모차모빌,5170.0,7393.0,1.43,31975.0,710385.0
메디토이치발기,8610.0,8.0,0.0,12900.0,36618800.0
아이팜베이비룸,4160.0,1051.0,0.25,31593.0,547611.0
아기울타리,5160.0,44517.0,8.63,77657.0,2398370.0
코넘베이비룸,4470.0,37.0,0.01,96470.0,13000125.0
타이니러브모빌,12040.0,2155.0,0.18,36647.0,1819844.0
메디토이,2420.0,30.0,0.01,30332.0,15359970.0
아기병풍,17760.0,1460.0,0.08,31690.0,1747142.0
낱말카드,5800.0,91830.0,15.83,20315.0,1007165.0
뽀로로코딩컴퓨터,9300.0,1798.0,0.19,91435.0,298789.0
감정카드,6840.0,6926.0,1.01,17864.0,459132.0
맘스보드,13400.0,14660.0,1.09,66876.0,1003103.0
한글자석,2030.0,18756.0,9.24,15232.0,914231.0
뽀로로컴퓨터,5160.0,4716.0,0.91,76095.0,318683.0
유아자석보드,2560.0,29457.0,11.51,73311.0,1985673.0
추피의생활이야기,13850.0,12.0,0.0,26211.0,289666.0
콩순이코딩컴퓨터,3350.0,1075.0,0.32,83499.0,257673.0
뽀로로펜,3640.0,7730.0,2.12,73167.0,286455.0
뽀로로사운드카드,3410.0,1077.0,0.32,20265.0,341311.0
콕콕콕사운드벽보,1700.0,358.0,0.21,32282.0,177985.0
티니핑시즌4,24440.0,8600.0,0.35,43088.0,2511074.0
모래놀이세트,3030.0,78984.0,26.07,28507.0,513014.0
인싸젤리메이킷,14810.0,476.0,0.03,32749.0,9633.0
티니핑장난감,11450.0,16343.0,1.43,44493.0,1868357.0
새콤달콤캐치티니핑장난감,6960.0,3741.0,0.54,43755.0,1688018.0
아이스크림카트,7650.0,7719.0,1.01,66480.0,257929.0
행운핑상자하우스,2000.0,307.0,0.15,67313.0,165984.0
인싸젤리,10330.0,2724.0,0.26,31137.0,9633.0
주판,5850.0,39717.0,6.79,9193.0,330008.0
몬테소리교구,11410.0,100767.0,8.83,42192.0,774441.0
비지쥬,4130.0,84.0,0.02,60853.0,177891.0
가베가족,3170.0,31864.0,10.05,27263.0,81941.0
러닝리소스,7000.0,105244.0,15.03,33272.0,179403.0
베이비몬테소리,4410.0,16781.0,3.81,27061.0,371620.0
쌓기나무,2190.0,21223.0,9.69,15071.0,118000.0
자석가베,1310.0,11848.0,9.04,78631.0,358212.0
카프라,11450.0,22398.0,1.96,27567.0,83316.0
마블런,2350.0,16047.0,6.83,45707.0,150666.0
도미노게임,1430.0,27128.0,18.97,13170.0,137066.0
개미키우기,3870.0,18489.0,4.78,27248.0,543726.0
슐라이히,5840.0,41094.0,7.04,10969.0,267500.0
에어로켓,2560.0,31370.0,12.25,6267.0,298052.0
티라노건,1300.0,280.0,0.22,24930.0,10358.0
오조봇,3530.0,492.0,0.14,14631.0,31516.0
인도미누스렉스,3130.0,5611.0,1.79,56847.0,187589.0
소마큐브,5540.0,48823.0,8.81,17244.0,476272.0
매직큐브,8310.0,90745.0,10.92,12250.0,3309161.0
비지북,2520.0,3753.0,1.49,20942.0,535350.0
자석큐브,3060.0,45934.0,15.01,13544.0,787977.0
칠교놀이,6580.0,81529.0,12.39,13354.0,287821.0
간큐브,3030.0,15398.0,5.08,41068.0,2453533.0
