relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale
타이벡감귤,26030.0,9666.0,0.37,16175.0,6652185.0
청귤,10600.0,46780.0,4.41,18217.0,1405469.0
노지감귤,11160.0,22994.0,2.06,15188.0,7319235.0
불로초감귤,8980.0,686.0,0.08,27089.0,1186875.0
효돈감귤,11410.0,2630.0,0.23,17959.0,993692.0
감귤10KG,4510.0,13626.0,3.02,15400.0,4772886.0
노지귤,9020.0,22994.0,2.55,15117.0,7316094.0
조생귤,10120.0,12740.0,1.26,14787.0,4613687.0
귤로장생,7360.0,916.0,0.12,23424.0,925559.0
밀감,16640.0,71601.0,4.3,14988.0,8526888.0
생딸기,7450.0,2835.0,0.38,26727.0,1263335.0
하우스딸기,1510.0,35124.0,23.26,29701.0,368716.0
냉동딸기,7250.0,14954.0,2.06,13590.0,1321063.0
여름딸기,1030.0,40424.0,39.25,23715.0,1700249.0
설향딸기,6760.0,1953.0,0.29,25633.0,692918.0
장희딸기,3840.0,190.0,0.05,42796.0,314353.0
산딸기,10620.0,17679.0,1.66,20938.0,862711.0
킹스베리,4910.0,1758.0,0.36,31941.0,384924.0
겨울딸기,3280.0,27225.0,8.3,31373.0,1117890.0
논산딸기,4580.0,1871.0,0.41,27586.0,457429.0
11월딸기,4860.0,277.0,0.06,30129.0,359948.0
금실딸기,3600.0,295.0,0.08,27686.0,394580.0
킹스베리딸기,1230.0,354.0,0.29,31740.0,433558.0
만년설딸기,2080.0,74.0,0.04,30869.0,71525.0
산청딸기,1610.0,442.0,0.27,42361.0,332398.0
단감10KG,19440.0,5114.0,0.26,27814.0,4017642.0
진영단감,21280.0,1669.0,0.08,27417.0,3154614.0
청도반시5KG,3230.0,500.0,0.15,26485.0,1502222.0
곶감용감,6550.0,954.0,0.15,44893.0,3066773.0
반시,10740.0,11691.0,1.09,21556.0,1476496.0
연시,14430.0,11798.0,0.82,34009.0,468423.0
못난이단감,3790.0,338.0,0.09,37153.0,101008.0
단감가격,7740.0,46505.0,6.01,24231.0,3752486.0
부유단감,6510.0,3301.0,0.51,23376.0,3032242.0
차량단감,5050.0,1828.0,0.36,24203.0,727278.0
대봉감15KG,7540.0,85.0,0.01,59621.0,914187.0
대봉시,10750.0,1840.0,0.17,32012.0,2176623.0
섬내음,1480.0,30.0,0.02,16312.0,150631.0
허니듀멜론,3200.0,1127.0,0.35,62602.0,144391.0
칸탈로프멜론,2200.0,1907.0,0.87,37301.0,679678.0
허니듀,2590.0,16015.0,6.18,60172.0,144267.0
머스크메론,1700.0,7401.0,4.35,27068.0,1638093.0
세지메론,1260.0,724.0,0.57,42635.0,1772143.0
머스크멜론,1140.0,7401.0,6.49,26729.0,1671062.0
하미과,1220.0,247.0,0.2,41414.0,388076.0
복분자,23320.0,42097.0,1.81,55974.0,1281546.0
복분자가격,1050.0,42098.0,40.09,54581.0,1255058.0
생블루베리,3490.0,1434.0,0.41,26171.0,149812.0
유기농블루베리,1290.0,8742.0,6.78,26798.0,1122828.0
냉동블루베리,15060.0,11500.0,0.76,17038.0,2538828.0
코스트코블루베리,2060.0,1637.0,0.79,25077.0,460625.0
코스트코냉동블루베리,1320.0,353.0,0.27,25044.0,435506.0
씨없는수박,1680.0,215.0,0.13,25498.0,134212.0
애플수박,1560.0,3700.0,2.37,23061.0,667661.0
망고수박,2210.0,3787.0,1.71,34034.0,92187.0
무등산수박,3700.0,109.0,0.03,13637.0,436770.0
겨울수박,1100.0,3407.0,3.1,28480.0,177448.0
얼린수박,2130.0,1091.0,0.51,22997.0,603261.0
골드키위,18020.0,26594.0,1.48,22881.0,2469814.0
레드키위,26000.0,8103.0,0.31,25001.0,726550.0
그린키위,5010.0,12507.0,2.5,27207.0,843907.0
다래,12980.0,9175.0,0.71,28852.0,5444383.0
제스프리골드키위,3050.0,7255.0,2.38,34945.0,3061863.0
제스프리그린키위,1610.0,750.0,0.47,40821.0,556646.0
참다래,6250.0,5731.0,0.92,26775.0,1726630.0
그린키위10KG,1130.0,880.0,0.78,51378.0,1133096.0
키위10KG,1050.0,1859.0,1.77,47625.0,1152401.0
냉동키위,1050.0,2222.0,2.12,9495.0,315380.0
제주레드키위,2430.0,3328.0,1.37,25375.0,610606.0
맛젤,1500.0,718.0,0.48,31348.0,5061510.0
제주키위,1350.0,7838.0,5.81,27014.0,1799911.0
제주골드키위,1110.0,3969.0,3.58,28992.0,2072183.0
참외,10550.0,44324.0,4.2,68443.0,6182882.0
성주참외,1590.0,5644.0,3.55,64591.0,5772964.0
못난이과일,2330.0,21245.0,9.12,26540.0,16494158.0
천혜향,24470.0,23140.0,0.95,28872.0,257082.0
제주천혜향,1320.0,15260.0,11.56,26285.0,539444.0
제주황금향,4590.0,24292.0,5.29,17943.0,3868625.0
황금향5KG,8950.0,8004.0,0.89,20558.0,1482044.0
한라봉,16050.0,67395.0,4.2,19823.0,351321.0
깨비농원,6020.0,125.0,0.02,25622.0,4897672.0
향금향,1170.0,32382.0,27.68,35712.0,256500.0
제주한라봉,1730.0,38389.0,22.19,30427.0,271688.0
제주도한라봉,1250.0,38389.0,30.71,33762.0,271688.0
한라산농장,1050.0,168.0,0.16,22824.0,1608936.0
머루포도,6390.0,1664.0,0.26,26636.0,742945.0
마이하트포도,10840.0,1073.0,0.1,28969.0,587717.0
블랙사파이어포도,7560.0,393.0,0.05,39818.0,1920477.0
캠벨포도,3170.0,787.0,0.25,25633.0,551918.0
샤인머스켓2KG,2010.0,14113.0,7.02,22817.0,1613146.0
블랙사파이어,8600.0,34145.0,3.97,39808.0,1829834.0
거봉,4450.0,8759.0,1.97,20575.0,473759.0
사파이어포도,3410.0,482.0,0.14,40571.0,1761501.0
제철과일,28610.0,31202.0,1.09,44642.0,8570744.0
하트포도,5280.0,2355.0,0.45,29058.0,622290.0
레드샤인머스캣,1740.0,799.0,0.46,30888.0,381992.0
샤인머스켓4KG,1100.0,2765.0,2.51,35406.0,1014886.0
루비로망포도,2110.0,229.0,0.11,40776.0,632282.0
켐벨포도,1190.0,559.0,0.47,23268.0,657595.0
거봉포도,1280.0,4635.0,3.62,29113.0,543329.0
아도라포도,13690.0,502.0,0.04,46372.0,363916.0
납작복숭아,11570.0,5854.0,0.51,27635.0,76179523.0
설아복숭아,8990.0,11.0,0.0,67350.0,142975.0
천도복숭아,2690.0,5863.0,2.18,29258.0,38380560.0
겨울복숭아,4150.0,8631.0,2.08,33387.0,2792847.0
신비복숭아,1440.0,715.0,0.5,33143.0,62695136.0
체리제철,1910.0,168.0,0.09,41230.0,7801027.0
냉동체리,1160.0,3066.0,2.64,26410.0,348662.0
채리,1310.0,2901.0,2.21,70979.0,3699319.0
유기농레몬,3330.0,17374.0,5.22,26395.0,1522837.0
제주레몬,5720.0,3720.0,0.65,27276.0,1051300.0
제주유기농레몬,1150.0,3720.0,3.23,26896.0,1080111.0
레몬슬라이스,1630.0,20179.0,12.38,24781.0,125094.0
청레몬,1310.0,154.0,0.12,28107.0,1147902.0
냉동망고,4680.0,10914.0,2.33,9234.0,766341.0
그린망고,3080.0,24865.0,8.07,41369.0,413228.0
애플망고,24760.0,57409.0,2.32,23631.0,2074872.0
태국망고,2850.0,12035.0,4.22,30951.0,2410159.0
골드망고,1820.0,14932.0,8.2,31775.0,1802595.0
냉동애플망고,1240.0,2054.0,1.66,9894.0,433082.0
망고스틱,1420.0,9431.0,6.64,31437.0,1596228.0
국산바나나,1110.0,30041.0,27.06,21436.0,1501742.0
냉동바나나,1580.0,8775.0,5.55,20845.0,485357.0
로즈바나나,1780.0,2412.0,1.36,14169.0,12788.0
치키타바나나,2240.0,214.0,0.1,21306.0,282772.0
스미후루바나나,1320.0,40.0,0.03,12454.0,1084686.0
몽키바나나,3000.0,5954.0,1.98,33427.0,292410.0
석류제철,1030.0,143.0,0.14,43231.0,65497.0
카라카라오렌지,2130.0,2003.0,0.94,37832.0,491567.0
블러드오렌지,6380.0,32765.0,5.14,29606.0,365716.0
레드자몽,3760.0,13594.0,3.62,42476.0,2938000.0
냉동자몽,1130.0,1702.0,1.51,24542.0,995599.0
청자몽,5760.0,2563.0,0.44,29637.0,501843.0
메로골드,10490.0,2966.0,0.28,26194.0,380333.0
메로골드자몽,7440.0,2633.0,0.35,26323.0,593607.0
장보남,4390.0,238.0,0.05,19609.0,12166703.0
미니파인애플,1430.0,11782.0,8.24,15172.0,145515.0
냉동파인애플,1420.0,3874.0,2.73,12160.0,319660.0
패션후르츠,28370.0,41286.0,1.46,9346.0,331056.0
생유자,4110.0,1030.0,0.25,42686.0,553571.0
포포열매,5190.0,449.0,0.09,45297.0,239783.0
아로니아,16530.0,35783.0,2.16,39610.0,502020.0
냉동과일,3050.0,85976.0,28.19,9484.0,1102096.0
냉동두리안,1620.0,1394.0,0.86,27519.0,758912.0
잭푸르트,10910.0,699.0,0.06,13369.0,362570.0
백향과,12020.0,41286.0,3.43,8649.0,331056.0
열대과일,10070.0,36171.0,3.59,12939.0,955254.0
잭프루트,6690.0,1480.0,0.22,19596.0,109546.0
한다라이,1240.0,197.0,0.16,18300.0,29333.0
과일도시락,7040.0,66744.0,9.48,30737.0,107163.0
백화점과일바구니,1330.0,712.0,0.54,95783.0,1773115.0
부산과일바구니,1170.0,440.0,0.38,87943.0,2644178.0
미니오이,3870.0,6474.0,1.67,17334.0,165371.0
가시오이,1950.0,429.0,0.22,20834.0,1525120.0
스낵오이,2230.0,914.0,0.41,21865.0,137645.0
백오이,1660.0,1630.0,0.98,21511.0,722400.0
노각,5460.0,1958.0,0.36,23453.0,7343.0
취청오이,2490.0,1205.0,0.48,22038.0,567602.0
다다기오이,1260.0,1226.0,0.97,19788.0,1825065.0
청오이,1090.0,624.0,0.57,25035.0,668493.0
노각오이,1120.0,934.0,0.83,10130.0,4488.0
쥬키니호박,3150.0,329.0,0.1,18739.0,322859.0
쥬키니,3560.0,640.0,0.18,18079.0,275581.0
둥근호박,1600.0,2341.0,1.46,13129.0,97341.0
늙은호박,26560.0,14227.0,0.54,13222.0,138953.0
주키니호박,2360.0,109.0,0.05,19738.0,271436.0
밤호박,4570.0,7116.0,1.56,16368.0,2747745.0
미니단호박,5380.0,4721.0,0.88,18113.0,4082173.0
미니밤호박,2640.0,2892.0,1.1,22676.0,3528146.0
제주단호박,1200.0,733.0,0.61,32122.0,3827948.0
유기농단호박,1030.0,4122.0,4.0,26839.0,355775.0
땅콩호박,8030.0,2015.0,0.25,28471.0,655375.0
냉동단호박,1920.0,52107.0,27.14,8432.0,198711.0
맷돌호박,2370.0,2830.0,1.19,13766.0,101136.0
바밤단호박,1440.0,88.0,0.06,24843.0,44768.0
양파10KG,1430.0,8564.0,5.99,16191.0,1307857.0
양파5KG,1340.0,9478.0,7.07,10627.0,1564976.0
깐양파,1920.0,1877.0,0.98,11782.0,1226015.0
냉동양파,1650.0,11504.0,6.97,6096.0,57576.0
무안양파,1580.0,17497.0,11.07,10385.0,942547.0
적양파,2050.0,3506.0,1.71,12883.0,216686.0
자색양파,2180.0,11806.0,5.42,10436.0,859728.0
샬롯,8800.0,81841.0,9.3,8446.0,87866.0
대파,18250.0,83861.0,4.6,8582.0,1067750.0
진도대파,3190.0,104.0,0.03,21509.0,1532207.0
수입대파,1740.0,229.0,0.13,19231.0,1732245.0
대파가격,4020.0,83862.0,20.86,10361.0,1042714.0
대파시세,1380.0,83862.0,60.77,9760.0,1042714.0
대파1단,1510.0,279.0,0.18,6161.0,96792.0
깐쪽파,5950.0,2901.0,0.49,11493.0,501548.0
쪽파가격,3090.0,15861.0,5.13,10271.0,515545.0
실파,2020.0,1447.0,0.72,16850.0,912426.0
보성쪽파,1090.0,254.0,0.23,30677.0,249360.0
쪽파한단,1420.0,67.0,0.05,25116.0,462033.0
쪽파1단,1590.0,559.0,0.35,11432.0,185449.0
의성마늘,8570.0,39826.0,4.65,31591.0,1279952.0
깐마늘,11030.0,16466.0,1.49,10672.0,2040416.0
다진마늘,10070.0,49345.0,4.9,8727.0,1712938.0
홍산마늘종자,2030.0,18.0,0.01,33312.0,609883.0
마늘종자,1300.0,4602.0,3.54,42212.0,923168.0
씨마늘,2120.0,183.0,0.09,36475.0,1450083.0
통마늘,2930.0,24346.0,8.31,19668.0,1080131.0
코끼리마늘,8140.0,625.0,0.08,30318.0,120546.0
마늘쫑,9070.0,14607.0,1.61,17589.0,188138.0
홍산마늘,3240.0,199.0,0.06,44783.0,385003.0
간마늘,3030.0,4823.0,1.59,6106.0,674288.0
깐마늘1KG,3300.0,7316.0,2.22,8644.0,978461.0
단양마늘,2250.0,215.0,0.1,36053.0,869713.0
육쪽마늘,1890.0,2862.0,1.51,32053.0,1540357.0
마늘한접,2330.0,1034.0,0.44,47982.0,1025263.0
냉동마늘,1120.0,32284.0,28.82,6995.0,214180.0
통흑마늘,1200.0,5844.0,4.87,38902.0,841756.0
건고추,5400.0,11726.0,2.17,15068.0,590263.0
청양고추,21350.0,41582.0,1.95,13251.0,897091.0
풋고추,3370.0,3893.0,1.16,13050.0,332626.0
청양고추10KG,2060.0,827.0,0.4,49595.0,892165.0
고추씨,5980.0,7175.0,1.2,7019.0,76622.0
꽈리고추,8270.0,4454.0,0.54,9585.0,177574.0
할라피뇨고추,3470.0,2530.0,0.73,32115.0,368187.0
베트남고추,8780.0,5675.0,0.65,12458.0,429739.0
당조고추,10560.0,686.0,0.06,16400.0,164585.0
청량고추,2800.0,771.0,0.28,13818.0,926166.0
오이고추,3240.0,40005.0,12.35,12150.0,224283.0
아삭이고추,1870.0,564.0,0.3,17390.0,163877.0
홍고추,2310.0,3752.0,1.62,8864.0,288051.0
건고추가격,1810.0,11726.0,6.48,14366.0,588256.0
땡초,5650.0,14883.0,2.63,10677.0,722122.0
베트남건고추,1350.0,1947.0,1.44,11389.0,390270.0
모닝고추,1600.0,745.0,0.47,16463.0,220866.0
송이버섯가격,3290.0,15101.0,4.59,50225.0,3444655.0
송화버섯,16030.0,1644.0,0.1,22643.0,487269.0
참송이버섯,7900.0,2442.0,0.31,33005.0,1192577.0
상황버섯,19690.0,25107.0,1.28,59088.0,591324.0
양송이버섯,16140.0,7450.0,0.46,11257.0,930374.0
싸리버섯,6160.0,61.0,0.01,57789.0,279220.0
목이버섯,23460.0,17149.0,0.73,12364.0,575862.0
노루궁뎅이버섯,12940.0,14510.0,1.12,19194.0,695844.0
토종생강,4760.0,2002.0,0.42,22622.0,666437.0
깐생강,4810.0,1684.0,0.35,16037.0,1076863.0
생강10KG,4750.0,1365.0,0.29,97595.0,1300044.0
세척생강,2500.0,5740.0,2.3,11461.0,1739862.0
햇생강가격,2060.0,1694.0,0.82,21693.0,1825965.0
봉동생강,7500.0,8433.0,1.12,20049.0,1208027.0
안동생강,2450.0,2010.0,0.82,38017.0,759383.0
유기농생강,1570.0,6890.0,4.39,30773.0,443695.0
흙생강,2210.0,4638.0,2.1,18557.0,1759555.0
서산생강,2800.0,2263.0,0.81,39902.0,468760.0
토종약생강,2480.0,222.0,0.09,19687.0,46312.0
다진생강,2280.0,8183.0,3.59,7555.0,209267.0
봉화생강,1260.0,275.0,0.22,32097.0,1351887.0
생강1KG,1990.0,23227.0,11.67,11045.0,1793017.0
봉동토종생강,1260.0,66.0,0.05,26971.0,193471.0
알배추,12850.0,1350.0,0.11,12140.0,277083.0
알배기배추,7800.0,1097.0,0.14,10908.0,258260.0
쌈배추,4640.0,4776.0,1.03,11774.0,333747.0
얼갈이,13160.0,7361.0,0.56,7255.0,107669.0
황금배추,12270.0,8266.0,0.67,50781.0,1890667.0
통배추,2500.0,235.0,0.09,18089.0,209213.0
봄동,13410.0,3180.0,0.24,13132.0,26790.0
얼갈이배추,10960.0,1515.0,0.14,8811.0,131753.0
유기농배추,1140.0,1982.0,1.74,17550.0,140501.0
생배추,1630.0,98.0,0.06,18956.0,41065.0
베타후레쉬배추,2050.0,89.0,0.04,23368.0,112426.0
배추1포기,6390.0,13257.0,2.07,15206.0,32679.0
단배추,4270.0,181.0,0.04,19486.0,134300.0
하나로마트절임배추,9030.0,5.0,0.0,36080.0,32666.0
배추1망,2960.0,370.0,0.12,15663.0,26154.0
청방배추,1780.0,66.0,0.04,9189.0,32366.0
방울양배추,6080.0,1715.0,0.28,11643.0,344617.0
미니양배추,4480.0,4030.0,0.9,10178.0,321146.0
유기농양배추,3180.0,20434.0,6.43,14633.0,923194.0
적채,6330.0,982.0,0.16,13398.0,228662.0
꼬마양배추,1480.0,378.0,0.26,16113.0,350101.0
양배추채,1450.0,83827.0,57.81,10962.0,45680.0
적양배추,2990.0,1794.0,0.6,12913.0,118266.0
꽃상추,2220.0,1368.0,0.62,14209.0,668487.0
양상추,27220.0,19551.0,0.72,14193.0,1277370.0
상추4KG,1150.0,458.0,0.4,31853.0,1677890.0
청상추,3350.0,888.0,0.27,10887.0,512801.0
적상추,2370.0,1251.0,0.53,11329.0,102078.0
로메인상추,10280.0,3297.0,0.32,9811.0,1987191.0
로메인,14760.0,7417.0,0.5,9976.0,2247405.0
쌈채소,9580.0,37616.0,3.93,10838.0,3381045.0
샐러드채소,3810.0,44525.0,11.69,11380.0,3261494.0
쌈추,3160.0,513.0,0.16,17480.0,221157.0
버터헤드,4580.0,8944.0,1.95,12093.0,1659652.0
유럽샐러드,1500.0,10787.0,7.19,12373.0,2173881.0
유럽샐러드채소,1300.0,1118.0,0.86,12160.0,2248363.0
당귀잎,2660.0,1529.0,0.57,22917.0,178973.0
치커리,12770.0,28705.0,2.25,9212.0,907083.0
유럽상추,2370.0,2379.0,1.0,13179.0,3702349.0
카이피라,4450.0,353.0,0.08,11646.0,515159.0
유기농쌈채소,1010.0,1736.0,1.72,12659.0,865732.0
프릴아이스,2600.0,6303.0,2.42,10193.0,212605.0
시금치,27870.0,42332.0,1.52,8419.0,169409.0
섬초,7320.0,1557.0,0.21,13633.0,135627.0
남해시금치,2480.0,455.0,0.18,10341.0,142321.0
포항초시금치,1720.0,76.0,0.04,6445.0,37865.0
포항초,3090.0,90.0,0.03,7103.0,32802.0
고구마5KG,10670.0,44156.0,4.14,15649.0,11177751.0
해남고구마,14070.0,60378.0,4.29,14005.0,4142086.0
토울고구마,10620.0,4241.0,0.4,21611.0,1292127.0
꿀고구마10KG,7140.0,21585.0,3.02,15099.0,3227758.0
호박고구마10KG,4520.0,7103.0,1.57,18015.0,2867245.0
해남꿀고구마,6870.0,40529.0,5.9,13607.0,4171227.0
강화속노랑고구마,4070.0,217.0,0.05,29178.0,451259.0
자색고구마,13490.0,36121.0,2.68,18375.0,487002.0
밤고구마10KG,3720.0,9209.0,2.48,19920.0,2732786.0
베니하루카,6550.0,20285.0,3.1,13997.0,7513277.0
베니하루카고구마,8240.0,20218.0,2.45,13720.0,7391301.0
못난이고구마,2790.0,3919.0,1.4,15873.0,1302189.0
못난이고구마10KG,1840.0,2087.0,1.13,16827.0,1387842.0
당진호박고구마,3500.0,2305.0,0.66,24568.0,1241136.0
수미감자,3860.0,19058.0,4.94,9263.0,1273613.0
감자10KG,1680.0,13547.0,8.06,17669.0,2645113.0
홍감자,3430.0,2880.0,0.84,14635.0,1124201.0
멕시코감자,18780.0,1036.0,0.06,32512.0,3236754.0
강원도감자,2150.0,8193.0,3.81,15377.0,596425.0
햇감자,2220.0,8448.0,3.81,13133.0,1432903.0
두백감자,2980.0,5715.0,1.92,11124.0,1000549.0
인디언감자,6110.0,180.0,0.03,22810.0,28858.0
못난이감자,1100.0,1384.0,1.26,17769.0,920373.0
히까마,2970.0,93.0,0.03,47620.0,6706361.0
알감자,3400.0,9537.0,2.8,9665.0,228657.0
생돼지감자,1150.0,746.0,0.65,25299.0,188275.0
자색돼지감자,2200.0,3865.0,1.76,23208.0,151326.0
제주당근,12500.0,12284.0,0.98,12411.0,1717462.0
구좌당근,5880.0,4113.0,0.7,12548.0,1426740.0
흙당근,4510.0,12913.0,2.86,12434.0,1926522.0
유기농당근,6910.0,10330.0,1.49,17992.0,2211439.0
제주구좌당근,4780.0,3611.0,0.76,13141.0,1432890.0
제주흙당근,2280.0,4372.0,1.92,11843.0,1732658.0
무농약당근,1290.0,1442.0,1.12,21421.0,1244509.0
당근10KG,1310.0,6901.0,5.27,16537.0,839662.0
못난이당근,2070.0,1000.0,0.48,15187.0,531907.0
세척당근,1590.0,9312.0,5.86,9283.0,995860.0
자색당근,1710.0,5225.0,3.06,40732.0,698292.0
주스용당근,1030.0,1235.0,1.2,12594.0,1677728.0
미니당근,3380.0,29448.0,8.71,11040.0,1783164.0
제주유기농당근,1690.0,19.0,0.01,36380.0,851000.0
쥬스용당근,1200.0,1332.0,1.11,15230.0,1702896.0
깐더덕,1450.0,1614.0,1.11,21953.0,526443.0
더덕주,2580.0,226.0,0.09,30021.0,126463.0
더덕,18530.0,38797.0,2.09,23213.0,748927.0
겨울더덕,1660.0,472.0,0.28,44995.0,78496.0
약도라지,7620.0,10846.0,1.42,12957.0,360712.0
생도라지,1080.0,1526.0,1.41,20645.0,537381.0
건도라지,1410.0,2831.0,2.01,14048.0,168759.0
말린도라지,1130.0,3453.0,3.06,12372.0,239998.0
강원도약도라지,3690.0,413.0,0.11,49122.0,1231736.0
연근,20400.0,63613.0,3.12,13139.0,592150.0
우엉채,1800.0,7573.0,4.21,8800.0,221860.0
알타리무,19000.0,6156.0,0.32,23027.0,252709.0
알타리,16620.0,15904.0,0.96,25729.0,306301.0
초롱무,8720.0,654.0,0.08,24483.0,72808.0
김장무,4830.0,20176.0,4.18,17406.0,292945.0
총각무,7290.0,4072.0,0.56,24898.0,257454.0
순무,21560.0,10635.0,0.49,29596.0,333148.0
수박무,12490.0,1369.0,0.11,21601.0,91280.0
무우,17260.0,34285.0,1.99,15395.0,197861.0
알타리무우,1450.0,676.0,0.47,27562.0,78425.0
제주무,1680.0,3141.0,1.87,13453.0,181029.0
초록무,2380.0,677.0,0.28,23473.0,68875.0
절인알타리,1990.0,220.0,0.11,37544.0,162627.0
다발무,7090.0,401.0,0.06,11927.0,258357.0
과일무,1970.0,25229.0,12.81,22518.0,70269.0
무우가격,2950.0,34285.0,11.62,15586.0,202776.0
초롱무알타리,1440.0,398.0,0.28,23395.0,83615.0
열무,8920.0,66251.0,7.43,12400.0,1434154.0
열매마,10160.0,1528.0,0.15,18722.0,93255.0
하늘마,24540.0,3735.0,0.15,19621.0,82021.0
산마,7220.0,6192.0,0.86,22881.0,2065028.0
안동마,4860.0,6701.0,1.38,22744.0,2300430.0
참마,6080.0,14424.0,2.37,22600.0,2153125.0
생마,1900.0,2120.0,1.12,23822.0,2172157.0
마씨앗,3350.0,604.0,0.18,23183.0,154122.0
둥근마,3680.0,729.0,0.2,36303.0,329036.0
하늘마가격,4250.0,3735.0,0.88,19598.0,82021.0
넝쿨마,2230.0,1454.0,0.65,26155.0,68568.0
마씨,3190.0,2641.0,0.83,22405.0,189318.0
자색마,1250.0,1625.0,1.3,30460.0,5877.0
부추,17980.0,76889.0,4.28,14331.0,732457.0
영양부추,2460.0,304.0,0.12,15317.0,24811.0
못난이파프리카,1030.0,860.0,0.83,11548.0,1061981.0
미니파프리카,1920.0,2464.0,1.28,12944.0,632091.0
트리벨리파프리카,8250.0,167.0,0.02,16797.0,1153658.0
아스파라거스,29160.0,16170.0,0.55,12685.0,310699.0
보라색무,3070.0,7040.0,2.29,22891.0,80775.0
무우종류,1490.0,862.0,0.58,8001.0,42246.0
냉동아스파라거스,1160.0,1260.0,1.09,12377.0,194508.0
생알로에,2540.0,1167.0,0.46,18198.0,338650.0
식용알로에,1270.0,708.0,0.56,18010.0,434767.0
돌산갓,12210.0,16738.0,1.37,20919.0,244774.0
샐러리,17760.0,36784.0,2.07,10886.0,1211498.0
야콘,26030.0,2451.0,0.09,26250.0,219075.0
공심채,23190.0,1571.0,0.07,10260.0,332164.0
토란,29590.0,18057.0,0.61,18686.0,476704.0
콜라비,28210.0,6719.0,0.24,12609.0,276372.0
호박잎,5080.0,1286.0,0.25,8198.0,93726.0
차요태,29890.0,198.0,0.01,21590.0,57852.0
죽순,10680.0,22459.0,2.1,13164.0,88342.0
와일드루꼴라,3600.0,467.0,0.13,8810.0,945999.0
여수돌산갓,6370.0,13186.0,2.07,22491.0,263823.0
차요테,23350.0,835.0,0.04,17875.0,48982.0
생여주,1010.0,1174.0,1.16,23544.0,472693.0
청경채,18700.0,6651.0,0.36,7401.0,131028.0
그린빈,12200.0,8511.0,0.7,6103.0,160534.0
국산호두,2760.0,10890.0,3.95,23858.0,532352.0
호두1KG,1540.0,11067.0,7.19,11927.0,1691843.0
호두분태,2590.0,4650.0,1.8,8163.0,1925999.0
국산호두가격,1020.0,10890.0,10.68,24668.0,532765.0
햇땅콩,2860.0,1133.0,0.4,17413.0,1556836.0
피땅콩,3070.0,1865.0,0.61,13787.0,595284.0
우도땅콩,7640.0,6928.0,0.91,27747.0,515987.0
국산땅콩,4630.0,8511.0,1.84,18044.0,2690648.0
국산생땅콩,1450.0,1242.0,0.86,23394.0,2967813.0
볶은땅콩,2720.0,5659.0,2.08,14606.0,728099.0
볶음땅콩,3660.0,25303.0,6.91,13956.0,2488884.0
국산땅콩가격,2330.0,8511.0,3.65,17538.0,2604895.0
국산볶음땅콩,1430.0,3372.0,2.36,19113.0,1846339.0
국산햇땅콩,1140.0,592.0,0.52,21028.0,2065653.0
햇땅콩가격,1160.0,1133.0,0.98,17286.0,1528424.0
고창땅콩,1220.0,758.0,0.62,25188.0,2212615.0
커피땅콩,3310.0,32210.0,9.73,7308.0,139195.0
여주땅콩,1560.0,1097.0,0.7,24243.0,2123330.0
꿀땅콩,1720.0,11897.0,6.92,9626.0,159018.0
땅콩분태,2350.0,6858.0,2.92,6881.0,474708.0
코스트코땅콩,1160.0,3356.0,2.89,24397.0,154410.0
포르단밤,5880.0,1183.0,0.2,18822.0,697657.0
알밤,8700.0,58451.0,6.72,18627.0,3789019.0
깐밤,6540.0,10616.0,1.62,15482.0,1846952.0
공주알밤,3930.0,4959.0,1.26,20690.0,3910006.0
약밤,4050.0,6192.0,1.53,18187.0,448914.0
공주옥광밤,3070.0,2170.0,0.71,19962.0,3443909.0
단밤,4520.0,7676.0,1.7,12638.0,421700.0
정안밤,2250.0,3799.0,1.69,24868.0,4263063.0
생밤,3470.0,15591.0,4.49,15702.0,576836.0
생율밤,3780.0,10397.0,2.75,14722.0,1869038.0
칼집약단밤,3140.0,4491.0,1.43,11395.0,1499109.0
CJ맛밤,2420.0,9726.0,4.02,19281.0,916139.0
대추야자,18030.0,9560.0,0.53,14557.0,1560155.0
경산대추,6970.0,5703.0,0.82,17035.0,2016349.0
생대추,3910.0,1493.0,0.38,26236.0,929064.0
보은생대추,1670.0,284.0,0.17,26203.0,892891.0
말린대추,3870.0,7144.0,1.85,14178.0,1523496.0
보은대추가격,1560.0,3055.0,1.96,20424.0,1739767.0
보은건대추,2060.0,824.0,0.4,23779.0,2056575.0
대추사과,2840.0,9624.0,3.39,28541.0,1772437.0
대추칩,3860.0,6754.0,1.75,12238.0,1127149.0
대추호두말이,1400.0,734.0,0.52,30279.0,156613.0
건대추가격,2140.0,12998.0,6.07,16521.0,1985809.0
중국대추호두,1600.0,1156.0,0.72,30252.0,161548.0
깐은행,4240.0,5012.0,1.18,13114.0,466790.0
은행열매,4560.0,1780.0,0.39,11697.0,494156.0
피은행,1410.0,923.0,0.65,12247.0,322903.0
은행알,1290.0,2535.0,1.97,13626.0,146802.0
은행꼬치,1920.0,1026.0,0.53,15888.0,139297.0
은행구이,2170.0,343.0,0.16,16903.0,166050.0
구운아몬드,4300.0,19024.0,4.42,10047.0,3006222.0
아몬드슬라이스,3440.0,10990.0,3.19,8953.0,2730571.0
바프아몬드,9030.0,12541.0,1.39,11303.0,1466524.0
허니버터아몬드,7070.0,8057.0,1.14,9987.0,1078785.0
