relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
생유자,16,4,8,12,30,1,6,3,6107,152
생와사비,2,3,18,7,8,3,16,13,57878,1446
생와사비추천,2,3,18,7,8,3,16,13,57878,1446
약산성폼클렌징,0,1,5,1,3,1,9,27,184643,4616
엄마랑병풍,20,6,3,1,32,1,2,5,19242,481
전동건,7,4,8,1,29,0,7,4,8917,222
네이처러브메레,2,9,11,4,15,6,13,6,94498,2362
살색기모스타킹,6,10,12,1,14,4,11,11,70294,1757
새우까스,0,1,7,1,23,1,11,5,23627,590
키카풋살화,5,2,8,1,31,2,7,0,2755,68
패브릭식탁의자,1,1,8,4,23,3,13,1,11256,281
전기릴선,4,11,22,3,13,6,14,7,35033,875
캐리어에어컨리모컨,5,10,14,8,17,6,13,4,24910,622
바닥요,8,12,15,5,16,5,14,5,28424,710
나린진,6,1,1,32,38,0,0,2,3232,80
거즈손수건,2,5,7,2,11,6,12,11,78280,1957
깡이간식,0,0,19,21,28,4,8,0,2920,73
테니스연습기,3,2,9,0,33,3,4,0,1739,43
방한우주복,6,8,14,1,24,4,9,3,14976,374
본죽메추리알장조림,0,0,2,0,36,0,4,0,1788,44
바닥이불,6,5,12,0,22,4,11,3,10193,254
무지외반증신발,18,5,3,13,35,2,3,0,644,16
소형전기장판,6,6,18,9,27,5,3,5,38623,965
수제소세지,5,8,9,2,7,2,22,9,27583,689
한글가르치기,25,6,3,6,33,1,4,2,4692,117
태양초고추장,2,4,7,0,10,2,21,7,25456,636
스즈끼복,8,4,19,0,26,4,7,3,8560,214
이케아행거,0,5,33,0,9,6,15,10,34682,867
팸퍼스베이비드라이5단계,6,3,4,17,22,3,10,5,34876,871
사탕수수,2,13,13,10,2,3,22,13,80795,2019
일본교복,1,4,0,0,35,3,2,0,1232,30
유축기대여,11,10,17,2,18,6,10,6,31433,785
메리야스,1,2,25,0,2,2,14,22,145904,3647
카시트후방거울,4,3,4,0,24,2,11,3,15925,398
노가다작업복,5,11,18,0,25,6,8,1,5578,139
어골칼슘,5,4,10,5,13,4,16,7,39500,987
접착식데코타일,2,9,16,1,6,3,23,8,40310,1007
신생아바디워시,6,6,16,11,14,4,15,7,34229,855
오넛티,0,0,18,11,18,5,11,6,16887,422
리베로기저귀,4,2,17,2,7,1,25,7,38137,953
슈퍼잼,4,5,6,15,34,0,3,3,31121,778
USB256,4,5,7,24,11,7,18,4,23315,582
성경김,1,4,12,1,2,1,15,22,72675,1816
아기우주복,4,8,17,2,23,5,8,4,15823,395
프로틴쉐이커,3,7,15,4,10,7,10,13,68186,1704
솥밥냄비,8,7,19,4,20,3,17,0,5545,138
처진가슴브라,7,6,18,0,4,5,18,13,45070,1126
수제쌍화차,12,6,17,3,9,3,20,8,52134,1303
바퀴장바구니,6,6,7,2,26,1,5,8,20890,522
비아지오전기자전거,7,4,2,22,39,1,0,0,187,4
청양고춧가루,5,6,22,5,9,6,16,9,33924,848
가족티셔츠제작,4,9,21,0,12,3,13,12,44588,1114
룸스프레이,4,7,12,7,7,0,20,13,85998,2149
텅드럼,0,2,2,0,34,0,6,0,1237,30
5분가마솥,15,6,8,11,28,0,12,0,4926,123
초기이유식스푼,2,5,13,2,10,4,14,12,71549,1788
양구시래기,10,5,19,6,8,0,19,13,104804,2620
내시경귀이개,1,9,2,4,25,3,9,3,12866,321
바닥에까는이불,11,9,18,2,20,5,13,2,16826,420
가마솥밥,13,7,14,6,22,2,15,1,6808,170
트레비300,1,3,12,19,13,3,6,18,172317,4307
엑스트라버진아보카도오일,3,0,15,11,6,4,17,13,64759,1618
단열페인트,10,6,19,5,14,3,14,9,27242,681
육쪽마늘,14,7,14,5,18,4,12,6,29946,748
버핑타월,0,7,9,3,0,1,20,19,134552,3363
맥스부탄가스,7,4,19,10,27,5,6,2,8653,216
여드름압출바늘,12,14,8,6,28,3,5,4,46557,1163
유기농사과식초,2,4,19,10,9,4,14,13,49123,1228
서울우유플레인요거트,3,3,18,8,19,3,11,7,72499,1812
서울우유멸균우유,2,3,23,6,15,4,13,8,153146,3828
손질홍합,7,7,14,12,4,1,19,16,127042,3176
펀치볼시래기,6,7,19,8,8,0,17,15,108440,2711
8합사1호,2,6,22,7,8,2,16,14,79480,1987
빈타이포타쌀국수,9,1,1,13,26,4,10,0,3687,92
웹슈터,1,3,0,0,38,1,1,0,579,14
더마틱스울트라,4,6,17,6,13,7,11,9,62911,1572
화장실안전손잡이,3,1,8,0,25,6,8,1,3896,97
해찬들태양초고추장,2,2,10,1,16,4,16,4,13713,342
해찬들고추장,2,2,7,1,12,1,19,8,21176,529
NVME케이스,6,5,11,3,19,5,14,2,9932,248
삭힌홍어,18,11,7,4,9,2,22,7,54383,1359
일회용면도기,0,2,17,13,8,4,13,15,57056,1426
부푸브이쓰루프로,4,14,15,7,23,3,10,4,18478,461
꿀잠베개,8,4,4,0,12,7,11,10,78840,1971
질레트퓨전면도날,3,0,25,7,8,5,16,11,56801,1420
돼지뒷고기,5,8,21,6,5,0,17,18,159927,3998
캐나다드라이,2,3,13,16,13,2,15,10,44206,1105
조청,5,9,15,3,4,4,21,11,50550,1263
무선차임벨,2,4,6,2,16,2,15,7,32337,808
어린이샤워가운,4,6,7,0,18,6,12,4,13978,349
백골뱅이탕,18,8,2,12,30,3,3,4,14953,373
파스타치오,0,0,18,22,9,3,18,10,55253,1381
쉐이빙폼,2,0,9,3,7,0,15,18,87198,2179
치즈돈까스,1,6,8,3,9,8,12,11,78790,1969
사진배경지,3,10,19,6,6,1,22,11,90516,2262
무릎전기담요,10,10,10,7,25,6,7,2,10459,261
예꼬맘치약,1,0,20,15,19,4,14,3,49542,1238
AZH,2,0,2,26,25,2,13,0,3129,78
김장새우젓,11,9,12,8,17,2,13,8,61316,1532
초밥틀,0,0,2,0,35,0,3,2,3500,87
아기치발기,1,9,8,0,14,1,19,6,21203,530
야자대추,5,8,17,9,12,4,17,7,53244,1331
가시오이,5,12,13,10,22,2,11,5,22150,553
유모차핸드머프,4,5,9,4,22,1,16,1,10833,270
뉴스킨갈바닉젤,5,1,8,25,29,3,7,1,3499,87
바닥데코타일,4,9,19,0,9,5,21,5,23900,597
물김치,4,8,25,3,2,1,19,18,67372,1684
3M막대걸레,0,1,4,4,7,4,15,14,95802,2395
홍어애,14,8,10,8,10,1,19,10,82199,2054
부가부방풍커버,0,0,22,4,30,3,5,2,6897,172
찹쌀20KG,6,3,10,21,15,1,15,9,32039,800
전동거품기,7,5,16,6,9,4,20,7,27451,686
건의함,2,0,2,0,33,0,6,1,5275,131
오닉스팔마,7,0,15,18,39,0,1,0,298,7
고흥유자청,10,2,6,1,19,8,10,3,29534,738
8합사3호,2,8,24,2,11,4,13,12,74154,1853
애터미화장지,9,10,8,12,25,4,8,3,10381,259
비알레띠,2,1,16,0,16,6,15,3,13381,334
골프기모스타킹,1,8,20,0,12,4,18,6,24611,615
소울기포기,8,3,3,20,38,0,2,0,333,8
물고기자동급여기,1,5,1,0,35,0,4,1,2418,60
아기장난감정리함,0,3,18,4,16,4,12,8,45153,1128
노루지,1,2,3,3,16,11,8,5,21104,527
태열베개,5,5,12,4,6,2,18,14,55758,1393
현대요소수,8,7,10,14,34,0,4,2,26798,669
뉴케어검은깨,3,3,12,19,21,5,8,6,59998,1499
애슐리스테이크,1,1,3,21,16,5,16,3,13861,346
프로폴리스스프레이,7,2,10,0,5,2,17,16,61579,1539
칸타타,2,0,5,9,4,1,18,17,74311,1857
살색스타킹,4,13,13,1,11,3,13,13,84036,2100
유틸리티커버,0,3,2,0,31,3,6,0,2611,65
카르닉아이젠,2,2,3,19,28,3,7,2,8872,221
다이어트과자,6,6,10,10,15,4,13,8,70412,1760
초배지,0,2,3,1,27,4,8,1,23412,585
욕실스프레이건,1,3,16,3,9,4,14,13,64175,1604
코세척분말,0,3,6,3,2,4,19,15,59374,1484
루나컨실러,1,4,5,20,25,0,4,11,45294,1132
서울우유체다치즈,1,2,3,5,14,5,10,11,67077,1676
슈트리,0,0,5,0,20,1,11,8,32745,818
코맥스인터폰,2,2,16,4,19,3,11,7,19358,483
어린이카메라,7,11,18,0,8,5,19,8,22989,574
키즈패딩부츠,0,2,15,1,28,1,7,4,16287,407
싱글모니터암,2,13,5,3,18,4,8,10,38999,974
포카홀더북,11,7,10,2,25,2,10,3,13511,337
농구공7호,2,2,10,3,12,8,18,2,11355,283
돌솥밥,12,9,13,6,21,2,16,1,7152,178
모바일초대장,24,6,8,0,5,1,22,12,61370,1534
에기케이스,1,2,7,3,16,6,16,2,13652,341
치발기추천,1,6,8,1,4,2,21,13,121380,3034
발아현미,3,6,15,13,2,2,22,14,142673,3566
티니핑하우스,5,2,17,2,25,6,8,1,4286,107
볼빅골프공,3,0,16,6,18,4,11,7,14981,374
아큐첵혈당측정기,4,3,17,6,18,3,14,5,20847,521
여성히트텍,6,10,11,5,15,5,16,4,21916,547
키즈카메라,7,11,18,0,8,5,19,8,22989,574
원당,4,12,10,11,6,2,18,14,84009,2100
MLT-D111S,0,3,26,9,2,2,14,22,157921,3948
CEP,2,0,3,0,35,1,4,0,1105,27
스와로브스키진주목걸이,9,9,12,0,17,3,11,9,26242,656
스너글,1,3,6,9,11,1,16,12,53851,1346
에뛰드픽싱틴트,1,2,14,17,29,1,7,3,29788,744
슈가로로,2,0,7,30,26,2,6,6,73285,1832
신생아수면조끼,0,7,29,2,12,2,18,8,40691,1017
칠성사이다355,7,5,8,17,22,2,7,9,46675,1166
안경클리너,3,5,15,1,3,4,17,16,118146,2953
러쉬바디스프레이,2,0,25,1,11,2,20,7,33433,835
충전식핫팩,2,3,9,2,18,4,11,7,56415,1410
뉴트리플랜,2,1,7,10,3,6,23,8,39568,989
질레트프로쉴드,3,0,23,9,12,2,18,8,57252,1431
벽지페인트,4,6,28,2,3,1,20,16,88088,2202
보영만두,13,0,12,6,24,2,9,5,31751,793
스텐가마솥,7,7,11,11,19,7,13,1,5860,146
생골뱅이,22,8,5,5,29,2,5,4,17830,445
코우코우,0,1,6,11,22,4,10,4,15808,395
여주분말,1,0,6,1,20,3,10,7,21485,537
아식스리브레,7,0,12,7,28,5,6,1,4025,100
브라질넛트,2,4,15,16,4,2,11,23,210762,5269
히트텍바지,10,11,11,3,23,1,13,3,12552,313
옥소젖병건조대,5,5,6,1,36,0,4,0,1618,40
앞머리파마,7,18,8,6,11,5,14,10,67402,1685
인셀덤비비,7,1,10,20,29,1,6,4,13864,346
두들앤코쪽쪽이,0,0,2,33,34,5,0,1,1866,46
닭형닭다리살,0,3,30,7,23,4,10,3,7863,196
소근육장난감,3,3,25,0,21,3,14,2,16203,405
박달홍게,14,8,13,5,10,3,13,14,167416,4185
헤라누드글로스,5,6,7,20,32,1,5,2,8948,223
헤라센슈얼누드글로스,6,6,8,18,32,1,5,2,8948,223
때밀이장갑,1,8,20,0,2,2,17,19,303467,7586
열무,2,1,10,26,16,3,13,8,85081,2127
고메버터,4,0,11,3,19,5,14,2,7342,183
뽑기판,6,3,10,0,19,2,12,7,34891,872
슬라이딩정리대,5,4,3,1,35,0,4,1,3359,83
바비리스코털,7,1,3,25,32,1,5,2,14902,372
베트남지갑,11,11,5,1,14,8,11,7,32258,806
더마틱스울트라겔,1,4,17,15,14,6,12,8,59850,1496
임산부내복,0,1,9,0,23,6,8,3,9445,236
아미노바이탈,1,2,15,15,7,5,21,7,22733,568
닌텐도스위치스포츠,1,2,15,13,14,5,14,7,30616,765
비정제설탕,4,10,13,11,6,1,19,14,90154,2253
구좌당근,6,13,18,3,6,2,18,14,119997,2999
라인바싸탄산수40,0,5,17,18,22,3,8,7,28232,705
고추냉이,2,3,19,7,6,2,18,14,80484,2012
엘로엘선쿠션,2,3,16,11,12,4,18,6,26434,660
강아지롤매트,2,6,12,4,14,3,15,8,73608,1840
에어컨날개,12,17,9,0,5,7,17,11,32539,813
생닭,4,7,20,9,6,3,17,14,46859,1171
세면기부속,0,2,14,4,10,2,18,10,93546,2338
현관문손잡이,3,4,19,4,4,4,16,16,236859,5921
고프로배터리,5,4,11,15,26,2,10,2,7313,182
도시락꾸미기,1,3,7,14,21,3,10,6,22121,553
짐가방,4,10,12,0,10,6,18,6,28941,723
햄스터톱밥,0,5,18,1,10,4,16,10,41910,1047
의성마늘,9,5,18,8,7,6,16,11,39708,992
방화문손잡이,2,3,20,3,7,2,21,10,208860,5221
바프아몬드,0,3,23,2,4,2,20,14,119276,2981
난로팬,7,2,12,0,28,4,8,0,3146,78
찹쌀20키로,6,3,10,20,16,1,14,9,31943,798
주방장화,5,6,17,0,15,4,16,5,27247,681
식염수,5,13,6,11,18,5,11,6,44591,1114
아스팔트슁글,2,3,2,0,35,1,4,0,1564,39
코스트코키친타올,1,6,14,19,16,5,15,4,16950,423
햇반210G36개,1,12,7,7,18,2,10,10,309504,7737
우리가스토리,0,0,20,4,8,1,14,17,118798,2969
알로에젤리,2,0,13,14,12,7,13,8,29371,734
계란말이팬,2,2,20,7,7,2,19,12,93102,2327
K380,5,1,14,17,19,6,7,8,53312,1332
돈마호크,12,5,19,4,4,1,20,15,69677,1741
금산인삼,8,12,13,1,11,2,16,11,121064,3026
유기농레몬,14,3,14,9,21,4,12,3,11474,286
온열담요,9,8,14,7,22,6,8,4,18679,466
간호사신발,1,3,4,1,11,3,18,8,19574,489
양파5KG,7,7,14,12,7,5,13,15,111951,2798
캐리어리모컨,4,18,14,4,23,5,9,3,19348,483
밴딩베개커버,1,1,10,1,8,5,20,7,51339,1283
골프티꽂이,3,7,9,0,4,3,22,11,34629,865
청귤,6,7,24,3,13,6,15,6,29127,728
베란다페인트,2,4,31,3,6,2,16,16,48120,1203
고급수건,4,7,20,0,4,3,16,17,120684,3017
우유베개,0,0,9,4,17,5,14,4,24464,611
유모차보조의자,2,0,1,0,39,1,0,0,123,3
헤어드라이기추천,12,5,21,2,13,6,11,10,44576,1114
간장새우장,12,5,13,10,4,2,16,18,159581,3989
홈스타,0,8,1,11,6,2,15,17,110737,2768
마이쮸,0,0,8,0,31,3,4,2,19146,478
마이쭈,0,0,8,1,30,3,4,3,21321,533
가정용제모기,11,11,6,10,17,7,14,2,11501,287
누워서핸드폰거치대,5,8,19,2,2,1,20,17,144487,3612
훈제오리고기,0,1,5,5,11,6,11,12,35329,883
미역국수,4,8,6,4,9,1,20,10,47789,1194
성조기,3,0,7,3,35,2,3,0,1235,30
대두버킷햇,1,11,17,0,11,6,16,7,38843,971
여성골프샤워가운,4,7,9,0,20,4,10,6,13844,346
육우,5,5,18,5,11,8,11,10,26893,672
강아지네블라이저,2,2,2,2,37,2,0,1,1950,48
편도결석흡입기,9,1,2,3,37,0,1,2,13302,332
아스날유니폼,7,6,9,2,39,1,0,0,327,8
전자렌지장,1,3,16,2,11,9,15,5,15631,390
카멜모니터암,3,1,6,5,3,6,17,14,44030,1100
포켓몬카드151,7,4,20,4,27,0,8,5,36101,902
난석,0,0,5,4,8,3,20,9,94289,2357
오연수찜기,9,1,3,27,40,0,0,0,88,2
풋레스트,2,4,13,1,13,1,16,10,31506,787
방앗간참기름,7,11,16,5,6,3,15,16,54466,1361
백년육수,2,2,16,19,15,5,13,7,27063,676
바닥요매트,10,9,16,5,16,5,14,5,28170,704
업소용작업대,1,0,26,1,20,5,10,5,18725,468
비오템올인원,4,9,16,10,25,2,10,3,34305,857
나이키헤어밴드,3,5,23,9,16,5,8,11,51040,1276
웨지커버,4,5,8,1,15,4,14,7,32907,822
무선가습기,0,3,9,2,3,5,15,17,92133,2303
닥스지갑,3,1,3,1,24,7,9,0,3444,86
무릎찜질팩,1,15,6,2,12,3,17,8,43020,1075
디월트충전기,2,1,15,14,22,8,9,1,6093,152
쥐포,1,2,33,4,0,3,12,25,164414,4110
절단낙지,5,2,14,19,9,7,16,8,26024,650
레고정리함,2,5,11,3,17,2,13,8,52918,1322
해피테일즈,0,5,9,7,20,2,11,7,53719,1342
발바닥지압,3,11,8,1,17,3,13,7,39840,996
합사1호,1,6,22,6,8,2,17,13,68021,1700
맥세이프차량용거치대,0,4,4,0,2,4,20,14,54272,1356
스너글섬유유연제,2,4,6,8,12,2,14,12,52867,1321
부추4KG,7,6,5,22,23,2,11,4,8281,207
청소년여드름화장품,16,8,13,3,13,0,13,14,40735,1018
리스트롤러,3,7,1,3,22,5,9,4,12600,315
원목파티션,5,4,13,0,21,5,10,4,19460,486
냉각수첨가제,9,6,13,9,21,4,12,3,16832,420
칠성사이다,1,1,10,9,6,1,9,24,188174,4704
오젓,8,10,14,8,7,9,18,6,74686,1867
삑삑이신발,1,4,4,1,35,1,3,1,2709,67
누빔베개커버,0,6,15,2,4,4,15,17,118182,2954
플라하반퀵오트밀,2,0,9,4,25,3,8,4,18951,473
글라코유막제거제,2,3,5,6,22,6,6,6,51493,1287
코베아버너,3,3,10,1,23,5,10,2,9929,248
크리넥스순수소프트,1,3,7,19,13,3,7,17,155497,3887
반시,4,6,19,10,16,1,13,10,36092,902
케겔운동,10,11,4,0,17,4,15,4,15154,378
일본동전지갑,6,15,13,0,13,7,16,4,16044,401
핸드머프,4,5,9,4,21,1,17,1,11175,279
테라브레스,4,3,1,27,21,2,5,12,50088,1252
낚지,3,7,15,15,3,4,16,17,70989,1774
코코넛워터,3,1,14,9,5,3,22,10,53196,1329
미니온수기,11,3,9,17,34,2,4,0,1352,33
트라이앵글채칼,0,4,17,3,18,9,5,8,34896,872
자숙홍게,13,9,18,0,9,3,16,12,101079,2526
바닥셀프시공,3,6,16,1,21,2,13,4,16832,420
식탁의자방석,3,3,17,0,4,1,14,21,73946,1848
효소세안제,8,4,12,9,13,3,17,7,25203,630
수제약과,3,10,11,1,8,3,16,13,76514,1912
고양이샴푸,4,5,16,4,3,2,15,20,90467,2261
안경닦이,5,7,18,1,2,5,13,20,130724,3268
버드시아유아세면대,2,4,1,25,35,0,2,3,4615,115
자동차유리복원,4,7,6,1,14,4,13,9,44569,1114
냉동새우튀김,0,1,13,15,8,5,21,6,21345,533
비오템아쿠아파워,1,4,16,9,13,3,18,6,41897,1047
아치슬리퍼,10,14,3,0,22,2,10,6,13923,348
참다래,7,9,17,7,7,4,16,13,63580,1589
흉터제거연고,8,11,18,2,9,7,16,8,56537,1413
현관데코타일,4,9,18,1,8,3,23,6,26957,673
베어파우양모부띠,1,0,2,24,28,4,8,0,4503,112
성인접이식욕조,2,3,7,0,23,0,9,8,32702,817
수제돈까스,3,4,19,1,10,6,15,9,73961,1849
축광기,0,5,4,3,23,4,13,0,6265,156
낙지가격,2,7,16,15,5,4,14,17,69895,1747
올드솔,0,1,32,1,22,5,9,4,12018,300
필립스LED전조등,2,0,24,7,26,4,7,3,12608,315
허리지지대,5,3,7,1,10,5,13,12,107959,2698
팰리세이드트렁크매트,4,4,12,0,4,3,9,24,114946,2873
악보대,1,0,6,0,25,4,7,4,17276,431
맥스컷프로,3,3,13,20,35,0,5,0,1589,39
멸치쌀국수,2,2,5,2,11,6,12,11,70487,1762
쭈꾸미볶음양념,7,6,15,2,5,1,11,23,162666,4066
비닐하우스자재,6,0,17,3,21,4,9,6,14802,370
모닌바닐라시럽,1,3,8,5,16,3,16,5,37158,928
겨울작업복잠바,3,7,19,0,13,8,14,5,15315,382
깐새우장,9,4,17,10,2,1,16,21,165797,4144
자연식가습기,3,6,7,5,2,6,14,18,61463,1536
돼지부속,4,7,11,3,21,5,10,4,35712,892
시세이도다운펌,3,13,13,11,25,1,10,4,20887,522
잘풀리는집3겹,1,1,10,1,6,5,17,12,94359,2358
호텔수영복,4,11,6,0,28,4,6,2,4275,106
동원참치150G,4,5,16,15,21,3,11,5,102571,2564
휘핑기,6,6,22,3,4,7,20,9,35834,895
혼합곡,1,6,15,18,2,2,12,24,208190,5204
조인트서포트,11,5,11,12,23,2,10,5,17469,436
기장미역,6,8,21,5,1,7,23,9,53004,1325
스타크래프트리마스터,7,9,8,15,30,4,3,3,14764,369
냉동고구마,5,3,12,20,20,4,10,6,32351,808
다리베개,3,2,11,0,11,2,14,13,54301,1357
터프빌트,0,0,7,2,13,11,11,5,22118,552
제주고등어,13,2,12,13,7,5,19,9,38537,963
냉동김밥,2,4,13,7,13,2,20,5,30702,767
용대리황태채,5,9,20,6,8,6,18,8,50446,1261
센트룸멀티구미,12,7,19,2,24,2,11,3,11197,279
골프공주머니,1,9,9,0,15,4,17,4,10856,271
캠핑릴선,6,10,18,6,14,7,14,5,23429,585
백일상차림,22,12,5,1,25,4,7,4,26044,651
천연라텍스베개,6,1,3,2,14,5,13,8,63670,1591
대추야자,4,8,17,10,11,4,18,7,54000,1350
빌트인정수기,20,6,5,1,23,0,16,1,10629,265
정읍쌍화차,16,1,16,5,12,4,16,8,36450,911
캐리어바퀴교체,4,2,8,3,26,2,9,3,14561,364
노인목욕의자,4,6,5,5,24,2,13,1,7151,178
브리츠블루투스스피커,0,0,2,0,7,5,25,3,19476,486
따수미,1,0,0,16,15,5,13,7,29096,727
아기안전문,1,1,8,6,4,4,21,11,85163,2129
티딩러스크,3,6,19,11,22,4,10,4,22964,574
맥세이프지갑,2,3,12,3,5,6,17,12,42795,1069
락앤락밥용기,2,0,14,9,9,5,13,13,121699,3042
일본지갑,6,15,12,0,13,7,16,4,15991,399
휠세정제,0,0,2,1,1,4,19,16,59738,1493
못난이곶감,22,6,11,1,14,5,9,12,64908,1622
파파스탠드,18,8,7,5,19,2,13,6,31982,799
볼주머니,1,7,10,0,16,3,18,3,10180,254
가리비관자,2,3,22,13,9,2,19,10,213708,5342
미니인덕션,6,4,17,4,21,2,14,3,10998,274
배양토,1,4,13,2,4,0,17,19,170342,4258
닌텐도스포츠,2,2,14,13,15,4,14,7,30548,763
아기치즈,1,4,3,20,16,1,13,10,67684,1692
50일아기옷,2,6,31,0,16,3,12,9,40480,1012
미니튀김기,12,3,9,15,25,5,6,4,9776,244
제주구좌당근,7,13,18,2,6,2,18,14,120467,3011
보이로1인용,7,8,7,15,29,2,7,2,6098,152
현관말발굽,3,3,14,1,14,1,15,10,62090,1552
월드컵공인구,10,5,10,2,28,1,11,0,4183,104
담배냄새제거,11,3,19,2,10,5,16,9,35311,882
영정사진,19,4,3,1,20,3,10,7,27026,675
헛개수,10,7,14,8,7,10,14,9,30394,759
신기패,8,5,10,7,28,2,2,8,38178,954
무반전거울,1,1,2,0,38,1,0,1,2709,67
아토팜MLE크림,0,0,10,23,24,4,7,5,24063,601
케겔운동기구,11,12,4,0,16,4,16,4,14801,370
유아섬유유연제,0,2,7,3,5,3,17,15,38677,966
월넛도마,8,9,10,0,8,3,23,6,43716,1092
접지패드,3,1,3,4,39,0,1,0,393,9
전기치료기,2,3,10,8,33,4,2,1,2659,66
호박즙,2,5,4,2,2,1,18,19,110969,2774
밀본염색약,4,8,13,7,19,5,7,9,132434,3310
카스제로,5,5,21,8,19,2,14,5,48946,1223
카시오가죽시계,1,1,7,0,24,6,4,6,19736,493
양구펀치볼시래기,4,8,20,8,9,1,16,14,106731,2668
가루선생,11,0,16,9,22,6,2,10,53970,1349
아이패드에어5케이스,0,6,4,0,2,2,15,21,85632,2140
배도라지청,4,5,9,9,10,2,16,12,88060,2201
트위스트운동기구,1,0,2,0,30,5,4,1,4606,115
우마사다리,6,0,20,14,16,10,9,5,29052,726
해피문데이탐폰,2,0,9,29,25,5,7,3,7140,178
수컷강아지기저귀,1,2,10,1,16,3,13,8,66354,1658
대왕가리비,10,8,16,6,14,2,14,10,108140,2703
여성내복바지,3,11,18,3,12,1,19,8,34798,869
샴푸바,4,4,4,1,4,5,17,14,76993,1924
투게더아이스크림,2,1,3,3,22,4,7,7,28968,724
클라우드제로,3,8,10,18,27,4,6,3,39096,977
강아지닭가슴살,0,4,10,11,1,1,25,13,141958,3548
인덕션용주전자,10,9,17,1,19,3,14,4,32764,819
레드불,7,3,10,15,29,2,4,5,12437,310
스펙트라유축기대여,20,4,8,8,27,2,9,2,22748,568
코털왁싱,5,6,19,7,22,5,9,4,20632,515
세면대배수관,0,2,16,2,13,3,12,12,101658,2541
다이슨거치대드라이기,4,10,17,1,3,4,22,11,49139,1228
시마노클릿,1,1,9,6,16,4,19,1,9896,247
HBAF아몬드,0,3,23,2,4,2,19,15,121204,3030
선수용큐브,0,1,17,0,7,6,23,4,18419,460
소금항아리,3,6,8,2,20,5,7,8,32531,813
상추대,11,5,16,8,19,6,12,3,30136,753
강아지귀청소,7,13,15,5,9,3,20,8,56573,1414
설렁탕깍두기,13,7,12,8,22,5,10,3,17554,438
망고스틱,7,13,3,16,17,4,13,6,19759,493
쥬스용당근,4,10,19,7,9,3,18,10,71669,1791
까르띠에시계줄,7,8,13,1,27,4,6,3,7133,178
힛툴,0,0,1,0,36,2,2,0,1491,37
아이패드에어4케이스,0,4,4,0,3,2,14,21,85384,2134
타이틀리스트모자,2,1,8,13,22,8,8,2,6497,162
인셀덤비비크림,10,1,9,18,28,1,6,5,16123,403
시세이도매직약,4,7,13,15,21,1,14,4,22447,561
무선종아리마사지기,2,3,8,2,10,6,14,10,50386,1259
다이슨청소기헤드,7,9,17,5,18,5,12,5,14777,369
K급소화기,6,2,13,0,17,4,12,7,26445,661
버츠비튼살크림,4,4,6,16,28,2,7,3,12829,320
바프,0,2,24,1,4,2,20,14,119610,2990
믹스너트,1,3,15,17,4,3,15,18,203071,5076
냉동낙지,1,3,19,17,7,4,22,7,23554,588
비오투름클렌징밀크,5,5,16,9,22,6,7,5,20093,502
베란다타일,2,13,12,1,12,1,17,10,62183,1554
갈치젓갈,9,9,20,2,7,5,9,19,153648,3841
디자인멀티탭,3,4,16,8,9,2,18,11,37292,932
이뮨알로에,2,3,14,13,15,7,10,8,34623,865
버터헤드,13,16,7,4,10,6,19,5,45369,1134
호신용경보기,3,5,8,3,24,3,10,3,11437,285
갈치속젓,8,6,23,3,9,3,8,20,153662,3841
다다기오이,8,4,10,18,17,0,10,13,200498,5012
수제도장,10,9,15,0,3,5,15,17,148376,3709
베지밀A,0,2,7,10,7,2,17,14,81204,2030
아에르마스크,3,7,11,8,4,5,11,20,367277,9181
검아웃,11,1,4,17,30,1,4,5,57908,1447
유모차풋워머,6,0,6,3,29,2,6,3,6225,155
스키니랩시서스,6,3,7,20,22,3,6,9,114381,2859
카시오흑새치,5,1,7,0,29,2,8,1,5402,135
주먹밥틀,3,7,11,2,18,3,10,9,28759,718
세척가리비,3,9,22,6,1,1,12,26,311745,7793
착즙주스,7,11,13,6,12,4,14,10,24283,607
자동차공기압주입기,3,8,14,7,9,5,14,12,42572,1064
커클랜드키친타올,4,7,12,15,17,7,13,3,8523,213
프로테오글리칸,13,8,12,3,17,8,14,1,7692,192
머스크메론,11,5,18,5,13,5,11,11,53385,1334
양념새우장,14,3,15,8,6,3,19,12,110429,2760
하동녹차명란김,4,2,16,17,20,8,6,6,29938,748
솥뚜껑불판,9,9,16,0,14,3,14,9,43293,1082
여자헬스장갑,4,6,9,8,11,2,18,9,77024,1925
강아지분리불안,5,14,17,0,4,2,16,18,138054,3451
티니핑핸드폰,8,4,19,7,33,2,3,2,5964,149
라디에이터7핀,4,5,15,6,19,3,17,1,6597,164
다이슨드라이기거치대,6,9,17,0,4,4,21,11,48982,1224
바디바,3,0,12,12,18,2,12,8,18978,474
카시트거울,4,3,5,1,21,2,14,3,17039,425
나랑드사이다,3,2,13,6,8,1,15,16,135741,3393
수면용귀마개,8,6,4,2,23,2,9,6,31344,783
질세정제,16,11,10,0,6,1,24,9,58510,1462
볼펜녹음기,5,10,19,6,15,8,15,2,13454,336
비키니옷장,8,2,7,1,19,5,11,5,73708,1842
전병과자,1,3,16,3,9,3,17,11,85948,2148
백순대,3,6,4,0,15,3,13,9,41528,1038
오리훈제,0,1,5,4,9,5,14,12,36547,913
