relative_keyword,total_search,total_store_count,competitive_rate,avg_price
요넥스테니스화,3400.0,32198.0,9.47,97295.0
키모니그립,2940.0,28083.0,9.55,7691.0
아식스FF3,1920.0,3491.0,1.82,182133.0
스쿼시라켓,5930.0,79131.0,13.34,135097.0
라테스민턴,1340.0,101.0,0.08,160966.0
테크니화이버,3250.0,13507.0,4.16,221248.0
스타족구화,2150.0,3990.0,1.86,76576.0
족구공,3470.0,39544.0,11.4,31358.0
족구화,8640.0,20994.0,2.43,64579.0
조이킥족구화,2470.0,654.0,0.26,85343.0
족구네트,1900.0,46011.0,24.22,35276.0
낫소족구화,1010.0,3426.0,3.39,73161.0
조이킥,4420.0,1293.0,0.29,85753.0
조이킥스포츠,4270.0,603.0,0.14,56258.0
볼링공,17760.0,89354.0,5.03,201311.0
볼링화,8670.0,69476.0,8.01,134931.0
볼링아대,4930.0,56102.0,11.38,95516.0
덱스터볼링화,2510.0,11862.0,4.73,156436.0
볼링가방,2920.0,72723.0,24.91,98030.0
볼링티,1750.0,26676.0,15.24,27784.0
볼링티셔츠,2330.0,26676.0,11.45,47916.0
스톰볼링공,4180.0,7494.0,1.79,250855.0
볼링매니아,4750.0,300.0,0.06,31935.0
중고볼링공,2150.0,691.0,0.32,143548.0
하드볼,1910.0,11695.0,6.12,123528.0
남자볼링화,1290.0,30941.0,23.99,115334.0
볼링볼타올,1050.0,7096.0,6.76,9073.0
햄머볼링공,1910.0,8583.0,4.49,223771.0
우레탄볼링공,1290.0,3931.0,3.05,214262.0
볼링백,3510.0,72723.0,20.72,96128.0
드라이슈트,1790.0,72203.0,40.34,1424521.0
수중랜턴,1660.0,97835.0,58.94,74437.0
다이빙컴퓨터,2150.0,23617.0,10.98,538462.0
작살,2240.0,30716.0,13.71,28697.0
수중스쿠터,1320.0,29482.0,22.33,784420.0
베스트다이브슈트,1190.0,5167.0,4.34,219077.0
다이브로이드,2450.0,507.0,0.21,428368.0
핀삭스,1120.0,10749.0,9.6,26795.0
순토D5,1220.0,8171.0,6.7,471849.0
베스트다이브,3870.0,6767.0,1.75,250622.0
검도용품,2130.0,67065.0,31.49,30941.0
검도복,1530.0,8764.0,5.73,58275.0
검도호구,2080.0,10273.0,4.94,284486.0
죽도,18030.0,31556.0,1.75,35825.0
신켄무도구,3750.0,184.0,0.05,62506.0
성인발레복,8050.0,99131.0,12.31,22878.0
드레스몰,7140.0,5970.0,0.84,18843.0
라인댄스바지,3390.0,78586.0,23.18,25704.0
발레워머,5580.0,33502.0,6.0,27057.0
에어로빅복,5550.0,70324.0,12.67,18660.0
코코랑,4620.0,3782.0,0.82,14176.0
폴댄스의상,4100.0,77432.0,18.89,28993.0
가정용샌드백,2430.0,88431.0,36.39,59965.0
위닝글러브,7270.0,13441.0,1.85,270683.0
복싱핸드랩,3560.0,42097.0,11.82,13616.0
트윈스글러브,3190.0,7984.0,2.5,132608.0
핸드랩,2330.0,47711.0,20.48,12564.0
에버라스트글러브,1480.0,18488.0,12.49,47610.0
레예스글러브,2410.0,5780.0,2.4,324924.0
아디다스글러브,1850.0,19962.0,10.79,103800.0
복싱바,1110.0,17271.0,15.56,102218.0
탭볼,1800.0,6331.0,3.52,115373.0
라이벌글러브,2140.0,2569.0,1.2,214860.0
아디다스복싱글러브,1370.0,6942.0,5.07,103120.0
의료용무릎보호대,3600.0,14414.0,4.0,18943.0
의료용손목보호대,6730.0,12227.0,1.82,15106.0
잠스트무릎보호대,20220.0,6317.0,0.31,44284.0
엘보보호대,8810.0,77530.0,8.8,19090.0
엄지손가락보호대,6530.0,51191.0,7.84,11565.0
가검,2350.0,47868.0,20.37,91870.0
목검,3030.0,48388.0,15.97,34934.0
일본도,4510.0,12402.0,2.75,76927.0
쌍절곤,4960.0,35114.0,7.08,9404.0
진검,2080.0,6136.0,2.95,68722.0
도검,2430.0,25358.0,10.44,150732.0
단검,3280.0,26512.0,8.08,52650.0
단도,2390.0,9602.0,4.02,51677.0
카타나,4270.0,104896.0,24.57,80398.0
와키자시,1160.0,2881.0,2.48,74050.0
한일도검,2170.0,3815.0,1.76,332773.0
청룡언월도,2180.0,3493.0,1.6,57517.0
장검,1210.0,11469.0,9.48,56411.0
사인검,1380.0,1975.0,1.43,55406.0
대조영도검,1590.0,1158.0,0.73,173052.0
장도,6360.0,3312.0,0.52,51345.0
복싱화,12260.0,64615.0,5.27,140286.0
주짓수도복,16170.0,58828.0,3.64,152294.0
아디다스복싱화,3110.0,4529.0,1.46,144422.0
미즈노복싱화,2820.0,1034.0,0.37,352779.0
태권도화,3980.0,5138.0,1.29,32272.0
태권도도복,2910.0,20580.0,7.07,27386.0
태권도복,2520.0,29620.0,11.75,34349.0
유도복,3350.0,21233.0,6.34,147548.0
나이키복싱화,3290.0,2163.0,0.66,220394.0
레슬링화,2170.0,22348.0,10.3,141378.0
아식스복싱화,1930.0,4053.0,2.1,174881.0
아식스역도화,1320.0,680.0,0.52,314587.0
프로스펙스복싱화,1040.0,745.0,0.72,56483.0
아디다스유도복,2180.0,396.0,0.18,229095.0
에버라스트복싱화,1010.0,758.0,0.75,135370.0
나이키사발레오,1110.0,506.0,0.46,214691.0
소요롤도복,2030.0,1136.0,0.56,185404.0
줄넘기화,1030.0,10924.0,10.61,41726.0
바이탈도복,4680.0,880.0,0.19,153869.0
나이키헤어밴드,8730.0,18882.0,2.16,18917.0
오일파스텔,17910.0,71868.0,4.01,17284.0
아크릴재단,17200.0,23762.0,1.38,475.0
문진,16440.0,78006.0,4.74,15228.0
파버카스텔색연필,4670.0,98489.0,21.09,21158.0
화구통,3600.0,75172.0,20.88,11747.0
옷염색약,3710.0,8804.0,2.37,9410.0
하드보드지,11690.0,19989.0,1.71,11831.0
맥세이프차량용거치대,23190.0,65673.0,2.83,27627.0
2355519,19640.0,3464.0,0.18,136182.0
토이나이프,24450.0,21440.0,0.88,4560.0
젤다아미보,11260.0,13259.0,1.18,31422.0
푸쉬팝게임기,10300.0,12902.0,1.25,6585.0
꼬치의달인,24220.0,787.0,0.03,46295.0
MGSD발바토스,10770.0,480.0,0.04,79461.0
생이새우,14340.0,3469.0,0.24,5770.0
체리새우,15510.0,5681.0,0.37,5518.0
외부여과기,5100.0,67845.0,13.3,57684.0
브라인쉬림프,5940.0,11477.0,1.93,15928.0
유목,8000.0,55824.0,6.98,10528.0
무환수어항,5390.0,17736.0,3.29,69284.0
걸이식여과기,3670.0,50668.0,13.81,12411.0
2자어항,3680.0,88664.0,24.09,46075.0
화산석,10790.0,73901.0,6.85,8771.0
뉴진스앨범,17520.0,2564.0,0.15,17265.0
플레이브앨범,6630.0,120.0,0.02,15761.0
세븐틴앨범,23690.0,7132.0,0.3,14976.0
투바투앨범,15640.0,3446.0,0.22,13762.0
제로베이스원앨범,7550.0,1203.0,0.16,15681.0
아이브마인앨범,4440.0,1489.0,0.34,12302.0
르세라핌앨범,8060.0,2466.0,0.31,18073.0
제베원앨범,7790.0,758.0,0.1,12008.0
정국골든앨범,7510.0,375.0,0.05,27137.0
라이즈앨범,9890.0,791.0,0.08,24662.0
QWER앨범,4430.0,61.0,0.01,15086.0
잔나비LP,3570.0,177.0,0.05,240594.0
이승윤LP,3430.0,34.0,0.01,88850.0
아이브미니앨범,2310.0,718.0,0.31,22745.0
슬램덩크만화책,5360.0,1272.0,0.24,55522.0
윔피키드원서,2210.0,530.0,0.24,45340.0
독학사,15950.0,1939.0,0.12,20682.0
그리스로마신화,29860.0,6505.0,0.22,17154.0
EBS봉투모의고사,11310.0,178.0,0.02,7438.0
드래곤볼만화책,1980.0,76.0,0.04,95590.0
EBS모의고사,7960.0,464.0,0.06,8926.0
EBS파이널모의고사,3450.0,217.0,0.06,7938.0
받침없는동화,3300.0,93.0,0.03,16622.0
지역농협NCS,2280.0,92.0,0.04,20542.0
봉투모의고사,4560.0,1977.0,0.43,13105.0
주술회전만화책,9260.0,301.0,0.03,5400.0
NATETHEGREAT,2360.0,170.0,0.07,87063.0
설민석의한국사대모험,9240.0,33.0,0.0,140814.0
오싹오싹팬티,1740.0,32.0,0.02,25815.0
성경책,25880.0,17716.0,0.68,27622.0
싱잉볼,12160.0,85789.0,7.06,42659.0
미사보,3740.0,12347.0,3.3,27439.0
성경책리폼,5120.0,3203.0,0.63,37692.0
금강저,3980.0,26693.0,6.71,28326.0
목탁,7860.0,23540.0,2.99,25827.0
성경필사노트,3360.0,5454.0,1.62,7703.0
성경책커버,1930.0,5016.0,2.6,24742.0
108염주,1670.0,68828.0,41.21,18620.0
큰글자성경,2280.0,937.0,0.41,49327.0
성모상,1710.0,14305.0,8.37,35182.0
개역개정성경,3450.0,1284.0,0.37,36255.0
성경리폼,1730.0,6023.0,3.48,39346.0
3단빨래바구니,3170.0,39907.0,12.59,28166.0
스탠드다리미판,2870.0,41322.0,14.4,35593.0
라탄빨래바구니,2170.0,56797.0,26.17,22512.0
전동빨래건조대,4360.0,27751.0,6.36,181114.0
한샘빨래건조대,4880.0,1225.0,0.25,52124.0
양모볼,10360.0,23287.0,2.25,7964.0
가정용혈압계,10620.0,18094.0,1.7,64152.0
오므론혈압계,24940.0,4226.0,0.17,64183.0
만보기,15460.0,93361.0,6.04,6304.0
브라운체온계6525,6880.0,609.0,0.09,90145.0
브라운체온계6030,8360.0,2034.0,0.24,75101.0
청진기,9020.0,71621.0,7.94,68386.0
혈압기,8500.0,103127.0,12.13,56408.0
카카오체중계,2620.0,909.0,0.35,48408.0
비접촉체온계,3850.0,15389.0,4.0,45415.0
샤오미체중계,5720.0,4892.0,0.86,22950.0
카스체중계,3580.0,13283.0,3.71,24514.0
브라운체온계6520,3030.0,1811.0,0.6,64882.0
IRT6030,3000.0,2061.0,0.69,75009.0
전담액상,21830.0,13663.0,0.63,10587.0
덴탈마스크,23880.0,89521.0,3.75,7329.0
입호흡액상,12160.0,70880.0,5.83,10536.0
웰컴드링크,6290.0,2133.0,0.34,45716.0
차이코스,23440.0,1195.0,0.05,56682.0
발라리안코일,23430.0,752.0,0.03,10957.0
일회용전자담배,28210.0,7445.0,0.26,17772.0
연속혈당측정기,19040.0,3324.0,0.17,92905.0
무채혈혈당측정기,6260.0,10606.0,1.69,104399.0
아큐첵인스턴트,6020.0,4390.0,0.73,29835.0
아큐첵퍼포마시험지,2760.0,1937.0,0.7,26261.0
글루코핏,5090.0,133.0,0.03,55917.0
당뇨측정기,6550.0,49650.0,7.58,35461.0
아큐첵인스턴트시험지,2950.0,3341.0,1.13,30661.0
프리스타일리브레,9830.0,2244.0,0.23,115039.0
혈당측정기무채혈,2750.0,10606.0,3.86,143225.0
아큐첵혈당측정기,6240.0,4172.0,0.67,38910.0
아큐첵퍼포마,2230.0,2444.0,1.1,26895.0
리브레혈당,9690.0,1338.0,0.14,92975.0
혈당시험지,1910.0,55329.0,28.97,18945.0
케어센스N시험지,3470.0,2418.0,0.7,32145.0
혈당체크기,5460.0,11245.0,2.06,35918.0
아큐첵,6200.0,16099.0,2.6,22747.0
아큐첵액티브,1530.0,4143.0,2.71,18102.0
인슐린주사기,4360.0,9817.0,2.25,12274.0
바로잰혈당시험지,1510.0,4207.0,2.79,25833.0
듀오덤엑스트라씬,10460.0,2378.0,0.23,15733.0
여드름패치,25940.0,15400.0,0.59,6470.0
알콜스왑,14580.0,24841.0,1.7,4743.0
더마틱스울트라,13720.0,864.0,0.06,25962.0
흉터연고,18860.0,6184.0,0.33,25566.0
실리콘약병,7390.0,2268.0,0.31,10908.0
더마틱스울트라겔,11940.0,466.0,0.04,23146.0
소독용에탄올,8940.0,17849.0,2.0,10789.0
이어포셉,6820.0,3193.0,0.47,45440.0
오므론네블라이저,10870.0,686.0,0.06,52355.0
전동휠체어,14390.0,79659.0,5.54,902597.0
돋보기안경,15690.0,63920.0,4.07,13206.0
노인보행기,9240.0,105844.0,11.45,107425.0
보행보조기,7760.0,100554.0,12.96,100283.0
납골당꾸미기,8500.0,38780.0,4.56,20640.0
보청기,24090.0,44597.0,1.85,16613.0
목발,10020.0,95039.0,9.48,21580.0
포타포티,5510.0,2697.0,0.49,118200.0
휠체어대여,10530.0,1347.0,0.13,120960.0
경량휠체어,2220.0,33956.0,15.3,171088.0
요강,7010.0,39569.0,5.64,20996.0
이동식변기,3550.0,93713.0,26.4,45756.0
거북목교정기,14450.0,25874.0,1.79,28520.0
목견인기,15450.0,31976.0,2.07,45915.0
자세교정밴드,9270.0,90342.0,9.75,20547.0
의료용압박스타킹,11250.0,51808.0,4.61,28813.0
거북목교정,19630.0,46302.0,2.36,28039.0
어깨교정밴드,3080.0,46930.0,15.24,19349.0
센시안압박스타킹,8700.0,4477.0,0.51,24187.0
허리스트레칭기구,1810.0,47445.0,26.21,29180.0
허리견인기,1660.0,14932.0,9.0,79291.0
발목보조기,3230.0,28941.0,8.96,65599.0
CPM대여,4350.0,168.0,0.04,199956.0
굽은등교정기,3720.0,22172.0,5.96,32701.0
골반교정기,3250.0,8925.0,2.75,100679.0
깁스신발,2710.0,10598.0,3.91,20192.0
저주파치료기,10420.0,16615.0,1.59,199721.0
부항기,4410.0,47324.0,10.73,24542.0
적외선조사기,8270.0,27496.0,3.32,63011.0
적외선치료기,9430.0,11864.0,1.26,79867.0
원적외선온열치료기,8410.0,3809.0,0.45,107688.0
초음파치료기,3390.0,4181.0,1.23,276527.0
온열부항의료기기,4000.0,45.0,0.01,142232.0
클럭패드,2760.0,53571.0,19.41,18446.0
부황기,2980.0,47324.0,15.88,24240.0
한솔부항기,2150.0,6747.0,3.14,22599.0
온부기,2490.0,149.0,0.06,174239.0
EMS마사지기,9880.0,96458.0,9.76,42572.0
비웰스바디펜,4290.0,2.0,0.0,80000.0
저주파자극기,2280.0,50850.0,22.3,53538.0
물리치료기,1950.0,23749.0,12.18,316456.0
부항,10370.0,48221.0,4.65,18489.0
휴비딕저주파,2180.0,3029.0,1.39,32624.0
클럭마사지기,10290.0,1180.0,0.11,55660.0
가정용좌욕기,4100.0,39353.0,9.6,66433.0
좌훈기,3340.0,32545.0,9.74,91154.0
근적외선좌욕기,3530.0,9059.0,2.57,134465.0
좌욕,10200.0,86168.0,8.45,20392.0
치질좌욕기,3390.0,15868.0,4.68,39658.0
좌욕대야,2140.0,17880.0,8.36,9118.0
큐손길N,5470.0,2.0,0.0,176000.0
근적외선,4100.0,66615.0,16.25,133038.0
원적외선좌욕기,1430.0,3296.0,2.3,151087.0
질온관리기,1710.0,24.0,0.01,245785.0
적외선좌욕기,1220.0,4839.0,3.97,174658.0
임산부좌욕기,1060.0,22641.0,21.36,13847.0
온릴스,1980.0,146.0,0.07,161330.0
파쉬보온물주머니,16430.0,6653.0,0.4,17794.0
눈찜질팩,9290.0,39886.0,4.29,10534.0
전기찜질팩,9550.0,78361.0,8.21,31216.0
발온열기,11950.0,65827.0,5.51,42900.0
파쉬,10730.0,11954.0,1.11,16865.0
허리찜질기,6050.0,102436.0,16.93,41084.0
어깨찜질기,5610.0,81688.0,14.56,49277.0
온수찜질기,5330.0,37069.0,6.95,21200.0
황토찜질팩,8680.0,67609.0,7.79,6464.0
어깨찜질팩,4150.0,99149.0,23.89,28026.0
팥찜질팩,4680.0,8800.0,1.88,18706.0
무릎찜질기,4440.0,54988.0,12.38,42797.0
파쉬물주머니,7190.0,7456.0,1.04,17614.0
이갈이마우스피스,14970.0,9209.0,0.62,21650.0
애터미치약,22980.0,3444.0,0.15,14827.0
미백치약,21750.0,46419.0,2.13,11288.0
켄트칫솔,23720.0,19680.0,0.83,22869.0
혀클리너,18120.0,78376.0,4.33,6893.0
어금니칫솔,12750.0,25555.0,2.0,9676.0
큐라덴칫솔,16310.0,1973.0,0.12,21317.0
첨단칫솔,13090.0,1553.0,0.12,7188.0
애터미칫솔,13220.0,2596.0,0.2,15832.0
유시몰치약,23880.0,5847.0,0.24,20255.0
온열안대,14670.0,50050.0,3.41,14362.0
안경세척기,4120.0,96011.0,23.3,31976.0
식염수,14580.0,9516.0,0.65,16248.0
보스톤심플러스,3080.0,932.0,0.3,30687.0
옵티프리,5180.0,2573.0,0.5,16240.0
에이오셉,3350.0,396.0,0.12,24690.0
초음파안경세척기,2350.0,85043.0,36.19,35277.0
메구리즘온열안대,4780.0,1527.0,0.32,22517.0
생리식염수,15670.0,1815.0,0.12,14239.0
안경초음파세척기,1880.0,85042.0,45.24,44588.0
멸균생리식염수,8650.0,779.0,0.09,13346.0
옵티프리퓨어모이스트,2430.0,534.0,0.22,22201.0
메구리즘,5450.0,3791.0,0.7,10812.0
무지외반증교정기,16360.0,13011.0,0.8,18023.0
건식족욕기,17270.0,48043.0,2.78,129463.0
내성발톱교정기,6280.0,17038.0,2.71,15298.0
그랜즈레미디,10290.0,620.0,0.06,21120.0
셀라큐어,10750.0,107.0,0.01,47172.0
코지마발마사지기,11130.0,940.0,0.08,335335.0
폴리오종아리마사지기,25790.0,366.0,0.01,77835.0
공기압다리마사지기,7830.0,54762.0,6.99,161635.0
손마사지기,23420.0,38493.0,1.64,69619.0
눈마사지기,21730.0,89900.0,4.14,51059.0
괄사마사지기,14700.0,75070.0,5.11,39567.0
바디프랜드팔콘,19680.0,21.0,0.0,2900000.0
토르박스,27830.0,10793.0,0.39,47950.0
매직캔,25100.0,28144.0,1.12,36509.0
여인초,15350.0,7150.0,0.47,62441.0
인형꽃다발,15160.0,54020.0,3.56,21631.0
올리브나무,23760.0,53252.0,2.24,45575.0
양파모종,9710.0,7804.0,0.8,95100.0
학예회꽃다발,14410.0,18631.0,1.29,15156.0
사랑초,12580.0,7210.0,0.57,5050.0
몬스테라알보,11260.0,5519.0,0.49,100645.0
킨더조이꽃다발,12200.0,4690.0,0.38,14252.0
튤립구근,15440.0,9953.0,0.64,5665.0
호야,27810.0,97319.0,3.5,14033.0
분갈이흙,7890.0,87488.0,11.09,6456.0
비닐하우스자재,13090.0,84843.0,6.48,37880.0
제초매트,7250.0,41739.0,5.76,29561.0
더퍼스트슬램덩크블루레이,1540.0,103.0,0.07,97779.0
슬램덩크블루레이,1300.0,758.0,0.58,138626.0
블루자이언트특전,1450.0,119.0,0.08,107491.0
아이유골든아워,1410.0,1391.0,0.99,38237.0
백색소음기,12820.0,12595.0,0.98,52373.0
오닉스포크5,14880.0,3938.0,0.26,157100.0
스캔톡,15730.0,1981.0,0.13,158726.0
소형녹음기,5310.0,57135.0,10.76,85793.0
초소형녹음기,4420.0,35368.0,8.0,67713.0
오닉스팔마,9820.0,629.0,0.06,10362.0
오닉스페이지,9950.0,1127.0,0.11,443924.0
말랑하니백색소음기,6800.0,11.0,0.0,46713.0
전자책,27330.0,89015.0,3.26,180214.0
오닉스포크5S,3780.0,1300.0,0.34,210830.0
전자사전,6860.0,31810.0,4.64,203563.0
크레마,18080.0,66863.0,3.7,104854.0
E북리더기,7820.0,9237.0,1.18,246479.0
크레마이북리더기,5880.0,1941.0,0.33,130720.0
소니녹음기,2370.0,5601.0,2.36,206186.0
포크5S,2110.0,1562.0,0.74,220771.0
닌텐도스위치라이트,27470.0,62218.0,2.26,287152.0
마리오원더,21320.0,5251.0,0.25,62224.0
듀얼센스,18510.0,34693.0,1.87,56988.0
닌텐도스위치조이콘,12690.0,87666.0,6.91,38927.0
중고컴퓨터,17090.0,101541.0,5.94,611031.0
삼성올인원PC,6260.0,5006.0,0.8,944443.0
삼성데스크탑,7020.0,88127.0,12.55,826180.0
온열마우스패드,9290.0,53695.0,5.78,23290.0
15인치노트북파우치,3830.0,93288.0,24.36,21151.0
16인치노트북파우치,5280.0,54334.0,10.29,23811.0
