relative_keyword,total_search,total_store_count,competitive_rate,avg_price
산리오레고,1760.0,8854.0,5.03,16182.0
타오샵K,4100.0,1906.0,0.46,50906.0
LOZ미니블럭,2210.0,12441.0,5.63,20070.0
산리오블럭,1540.0,41797.0,27.14,16108.0
레고트리,5110.0,16563.0,3.24,46874.0
몰드킹,1080.0,11001.0,10.19,117077.0
귀멸의칼날만화책,2540.0,439.0,0.17,13892.0
피젯큐브,2100.0,43871.0,20.89,13609.0
퍼즐10000피스,2540.0,3879.0,1.53,50226.0
CADA,1370.0,9167.0,6.69,85315.0
짱구피규어,11900.0,95755.0,8.05,17377.0
MGSD,6400.0,2642.0,0.41,75343.0
다반언리쉬드,8270.0,607.0,0.07,145680.0
스키비디토일렛피규어,6000.0,32076.0,5.35,17611.0
굿스마일컴퍼니,15840.0,57733.0,3.64,109490.0
주술회전피규어,6570.0,50967.0,7.76,36393.0
RG에피온,3300.0,633.0,0.19,60742.0
어린이드론,5700.0,84798.0,14.88,41091.0
DJI미니4프로,3460.0,34294.0,9.91,38659.0
Z908PRO,2950.0,23397.0,7.93,39313.0
DJI미니4,7180.0,57434.0,8.0,36930.0
수중드론,1760.0,26987.0,15.33,1148208.0
농업용드론,2280.0,98388.0,43.15,339652.0
드론낚시,1430.0,34936.0,24.43,197690.0
비비탄총,12750.0,55567.0,4.36,50078.0
새총,9290.0,61811.0,6.65,18011.0
가스건,7430.0,12236.0,1.65,195450.0
전동건,5470.0,41061.0,7.51,74686.0
석궁,5530.0,15338.0,2.77,81588.0
리볼버,8430.0,29359.0,3.48,29422.0
에어소프트건,11360.0,39555.0,3.48,39234.0
아테네암스,6700.0,262.0,0.04,81678.0
BB탄총,3270.0,55567.0,16.99,46265.0
마루이가스건,3040.0,1298.0,0.43,218199.0
국궁,7540.0,31620.0,4.19,45225.0
성인용비비탄총,1950.0,6210.0,3.18,66671.0
비비탄권총,2790.0,13366.0,4.79,33595.0
화약총,2830.0,1380.0,0.49,29697.0
저격총,2690.0,14668.0,5.45,67128.0
수정탄,2180.0,21130.0,9.69,70625.0
88올림픽기념주화,2390.0,178.0,0.07,15538.0
한국조폐공사쇼핑몰,20150.0,659.0,0.03,191924.0
짐바브웨달러,3630.0,354.0,0.1,67809.0
옛날돈,1960.0,8742.0,4.46,111071.0
엽전,4480.0,24742.0,5.52,9007.0
2달러지폐,4450.0,2318.0,0.52,8373.0
행운의2달러,4010.0,3969.0,0.99,6433.0
기념주화,3670.0,65316.0,17.8,6135.0
상평통보,10080.0,2945.0,0.29,8678.0
옛날지폐,1250.0,6975.0,5.58,33433.0
짐바브웨100조달러,1540.0,201.0,0.13,18536.0
조폐공사쇼핑몰,15310.0,674.0,0.04,190745.0
은화,1850.0,18870.0,10.2,18437.0
옛날돈가격,1240.0,8742.0,7.05,42495.0
금화,9550.0,55037.0,5.76,12730.0
현용주화세트,1120.0,164.0,0.15,76635.0
토큰,5090.0,53132.0,10.44,17814.0
버스토큰,1770.0,153.0,0.09,19292.0
크리스마스씰,15690.0,5182.0,0.33,9399.0
코라이돈띠부씰가격,3940.0,30.0,0.01,17977.0
코라이돈띠부씰,1190.0,30.0,0.03,17977.0
미라이돈띠부씰가격,5000.0,34.0,0.01,18869.0
포켓몬띠부씰,6120.0,9549.0,1.56,8911.0
공중전화카드,1080.0,549.0,0.51,12296.0
펄기아띠부씰가격,2040.0,33.0,0.02,19376.0
앤서니브라운,12520.0,3641.0,0.29,11963.0
기라티나띠부씰,1980.0,16.0,0.01,19480.0
크리스마스실,1320.0,5182.0,3.93,10379.0
해리포터지팡이,14960.0,19937.0,1.33,25407.0
산타걸,9760.0,62969.0,6.45,23854.0
해리포터코스튬,2090.0,43343.0,20.74,30513.0
해리포터지팡이불꽃발사,6740.0,269.0,0.04,42124.0
슈퍼마리오코스튬,1510.0,10624.0,7.04,27670.0
수갑,7560.0,28524.0,3.77,11366.0
인형탈,8820.0,86764.0,9.84,54219.0
최애의아이옷,2640.0,23269.0,8.81,42054.0
다이나톤디지털피아노,5440.0,2056.0,0.38,1030129.0
야마하피아노,8880.0,36293.0,4.09,1247474.0
야마하P125,12090.0,2285.0,0.19,605713.0
피아노의자,3510.0,90638.0,25.82,84680.0
접이식피아노,1590.0,99372.0,62.5,108231.0
뮤디스,2460.0,455.0,0.18,464968.0
영창피아노,8120.0,9383.0,1.16,712165.0
커즈와일,5710.0,16204.0,2.84,788128.0
야마하전자피아노,3940.0,19244.0,4.88,1274832.0
삼익피아노,5610.0,5581.0,0.99,962437.0
뮤디스디지털피아노,1320.0,400.0,0.3,510585.0
YDP165,2270.0,410.0,0.18,1661845.0
야마하YDP165,1580.0,374.0,0.24,1599347.0
태추단감,21820.0,1513.0,0.07,27720.0
청도반시,14640.0,2489.0,0.17,20988.0
문경감홍사과,11230.0,255.0,0.02,42355.0
황금사과,15250.0,29985.0,1.97,32697.0
스노우볼만들기,7110.0,31418.0,4.42,10042.0
샤넬스노우볼,4510.0,174.0,0.04,90247.0
토토로워터가든,1110.0,2188.0,1.97,75945.0
워터볼만들기,1190.0,17365.0,14.59,12273.0
코스트코스노우볼,1160.0,807.0,0.7,46862.0
다세대우편함,1910.0,23599.0,12.36,30746.0
건의함,1450.0,61954.0,42.73,21957.0
현관문종,1760.0,89872.0,51.06,13016.0
미니종,1370.0,55738.0,40.68,9765.0
후우링,3520.0,18474.0,5.25,7869.0
윈드차임,2270.0,71262.0,31.39,39469.0
스마트도어벨,1130.0,40570.0,35.9,66185.0
미니간판,3860.0,80193.0,20.78,12947.0
돌출간판,5580.0,34956.0,6.26,60087.0
아크릴간판,7740.0,99435.0,12.85,43140.0
오픈클로즈팻말,1670.0,26764.0,16.03,12985.0
영업중간판,3280.0,21283.0,6.49,26136.0
계좌번호안내판,2340.0,5014.0,2.14,11941.0
간판제작,4940.0,96204.0,19.47,40340.0
캠핑문패,1250.0,7708.0,6.17,13651.0
나무간판,2720.0,65978.0,24.26,13596.0
아트시스,3260.0,20853.0,6.4,10670.0
현판제작,2530.0,36559.0,14.45,42529.0
아파트호수판,1100.0,24506.0,22.28,5869.0
아크릴스카시,2760.0,14933.0,5.41,5011.0
도로명주소판,1590.0,2323.0,1.46,29645.0
블루라벨,24070.0,31910.0,1.33,35112.0
백화수복,15350.0,111.0,0.01,18898.0
시바스리갈,11590.0,1359.0,0.12,38384.0
블랑톤,1530.0,300.0,0.2,152559.0
씨바스리갈,1300.0,1364.0,1.05,32226.0
백화수복원컵,5130.0,3.0,0.0,18573.0
은장도,5240.0,2210.0,0.42,37821.0
지우산,2070.0,8003.0,3.87,37749.0
나전칠기,16230.0,73603.0,4.53,22573.0
자개공예,5300.0,42618.0,8.04,3885.0
고려청자,15880.0,4411.0,0.28,89671.0
소코뚜레,3970.0,11331.0,2.85,14752.0
한국기념품,3590.0,50599.0,14.09,15033.0
박바가지,1150.0,2165.0,1.88,14479.0
라탄공예,6090.0,33197.0,5.45,14476.0
조롱박,4620.0,104976.0,22.72,22377.0
청사초롱,10680.0,11830.0,1.11,9851.0
전통매듭,1910.0,35146.0,18.4,1971.0
한지공예,2900.0,37152.0,12.81,7353.0
짚신,6780.0,10093.0,1.49,19545.0
코뚜레,5310.0,23900.0,4.5,18069.0
우주큐브,9100.0,17193.0,1.89,8912.0
썬캐쳐,6710.0,98925.0,14.74,14127.0
오크통,6250.0,62736.0,10.04,57490.0
자개모빌,2410.0,29744.0,12.34,16001.0
크리스마스패브릭포스터,4620.0,28443.0,6.16,14333.0
아기방꾸미기,8380.0,59480.0,7.1,15483.0
요퍼라이트,5860.0,2557.0,0.44,23483.0
침대스프레드,1970.0,64710.0,32.85,54882.0
에이프릴홈,2800.0,12113.0,4.33,77702.0
스프레드시트,17690.0,14476.0,0.82,39892.0
로라애슐리극세사,1220.0,3016.0,2.47,81190.0
박홍근이불,16120.0,17169.0,1.07,98096.0
알레르망차렵이불,6040.0,21550.0,3.57,179707.0
알레르망이불,19930.0,27491.0,1.38,187181.0
모던하우스이불,12750.0,12289.0,0.96,51132.0
레노마이불,9690.0,66709.0,6.88,117865.0
구스이불커버,6950.0,105718.0,15.21,90060.0
헬렌스타인이불커버,1510.0,4250.0,2.81,97606.0
소프라움이불커버,1110.0,11322.0,10.2,151666.0
이불커버80수,1960.0,17496.0,8.93,107986.0
무인양품이불커버,1410.0,4221.0,2.99,38058.0
이브자리이불커버,1460.0,475.0,0.33,57115.0
패딩담요,6070.0,37276.0,6.14,41701.0
두꺼운밍크담요,2540.0,50707.0,19.96,27929.0
메종노아담요,3300.0,186.0,0.06,78385.0
코스트코담요,5020.0,3251.0,0.65,25277.0
똑딱이담요,4770.0,97210.0,20.38,11475.0
산리오담요,4210.0,27131.0,6.44,18291.0
캐릭터무릎담요,1390.0,86029.0,61.89,11393.0
쿠로미담요,1560.0,16033.0,10.28,17789.0
시나모롤담요,1560.0,15531.0,9.96,19693.0
춘식이담요,3350.0,5322.0,1.59,20977.0
무릎담요제작,1270.0,42518.0,33.48,7469.0
밍크무릎담요,1600.0,77459.0,48.41,10186.0
미니담요,1800.0,80186.0,44.55,11273.0
치마담요,1350.0,36719.0,27.2,11591.0
짱구담요,1620.0,8278.0,5.11,19413.0
보웰담요,1380.0,375.0,0.27,31568.0
위글위글담요,2810.0,256.0,0.09,38060.0
보웰패딩담요,1170.0,40.0,0.03,38066.0
전기매트커버,3490.0,75330.0,21.58,25273.0
온수매트커버,4070.0,38889.0,9.56,22960.0
전기장판커버,3510.0,34331.0,9.78,23712.0
경동나비엔온수매트커버,1040.0,2092.0,2.01,32802.0
나비엔온수매트커버,1310.0,2092.0,1.6,32529.0
카본매트커버,1190.0,48514.0,40.77,34111.0
전기요커버,1260.0,16387.0,13.01,34788.0
침대패드고정,2150.0,83631.0,38.9,4294.0
이불고정핀,1210.0,22395.0,18.51,2337.0
침대시트고정밴드,1870.0,23868.0,12.76,4346.0
코타츠이불,3570.0,18749.0,5.25,110504.0
침대커버고정,1470.0,67940.0,46.22,2485.0
침대시트고정,1270.0,77118.0,60.72,3120.0
이불고정,1260.0,105571.0,83.79,2450.0
침대매트고정,1110.0,40928.0,36.87,3578.0
침대고정밴드,1800.0,55791.0,31.0,3994.0
토퍼보관,1300.0,8118.0,6.24,33409.0
다이소이불고정,1260.0,96.0,0.08,2151.0
예단이불,3360.0,33208.0,9.88,379424.0
혼수이불,2930.0,32829.0,11.2,90424.0
에어룸극세사,3050.0,1708.0,0.56,54035.0
방울솜,2170.0,45789.0,21.1,6358.0
구름솜,2230.0,33524.0,15.03,5626.0
아기원형러그,5250.0,17703.0,3.37,47573.0
모로칸러그,2060.0,28380.0,13.78,172282.0
체크러그,1180.0,76650.0,64.96,39756.0
사이잘룩러그,4710.0,60079.0,12.76,46470.0
죽부인,4140.0,75601.0,18.26,30003.0
일본다다미,1330.0,37419.0,28.13,65077.0
화문석,2700.0,5924.0,2.19,67547.0
스키폴,1670.0,39222.0,23.49,100040.0
스키플레이트,2300.0,51354.0,22.33,465924.0
인라인스키,4270.0,17093.0,4.0,68874.0
아토믹스키,1290.0,13971.0,10.83,932831.0
헤드스키,1140.0,43941.0,38.54,1125340.0
슬레드독,1470.0,46.0,0.03,185355.0
디미토보드복,4000.0,6014.0,1.5,250187.0
오비오보드복,3250.0,1160.0,0.36,284934.0
686보드복,2460.0,4721.0,1.92,362601.0
디미토,12590.0,9580.0,0.76,241854.0
볼컴보드복,1290.0,11503.0,8.92,359130.0
엘나스보드복,2300.0,1529.0,0.66,256828.0
비에스래빗,5990.0,9261.0,1.55,186063.0
LG유광점퍼,17860.0,57.0,0.0,68213.0
스노우보드데크,3610.0,50403.0,13.96,724798.0
스노우보드바인딩,1850.0,27531.0,14.88,248741.0
해머데크,1270.0,2298.0,1.81,835775.0
요넥스시막,1110.0,55.0,0.05,865383.0
스키양말,2970.0,90244.0,30.39,18418.0
이너장갑,2530.0,22251.0,8.79,16584.0
이어워머,3620.0,52539.0,14.51,28140.0
그루브스타,2230.0,8433.0,3.78,14114.0
노스페이스귀마개,5190.0,2849.0,0.55,35155.0
블랙야크귀마개,1690.0,3396.0,2.01,8309.0
주니어스키장갑,1110.0,13706.0,12.35,40964.0
네파귀마개,2870.0,3394.0,1.18,14725.0
타이틀리스트귀마개,3120.0,1537.0,0.49,40035.0
K2귀마개,3050.0,9717.0,3.19,6790.0
방한헤어밴드,1700.0,40145.0,23.61,11749.0
러닝귀마개,2560.0,16243.0,6.34,7578.0
스키부츠가방,1070.0,41088.0,38.4,100688.0
엉덩이보호대,2540.0,77736.0,30.6,25377.0
스노우보드보호대,1780.0,45565.0,25.6,31567.0
스노우보드가방,1290.0,84203.0,65.27,72562.0
POC스키헬멧,1180.0,3183.0,2.7,264057.0
아토믹헬멧,2000.0,3354.0,1.68,183501.0
오클리스키고글,1520.0,31516.0,20.73,155010.0
드래곤고글,1780.0,9794.0,5.5,153521.0
블랙브라이어,3010.0,1138.0,0.38,280001.0
갑오징어낚시대,7490.0,89604.0,11.96,182028.0
아부가르시아새턴2,4260.0,97.0,0.02,74039.0
문어낚시대,5160.0,84374.0,16.35,101600.0
갑오징어로드,2560.0,82836.0,32.36,184323.0
갈치낚시대,4750.0,56425.0,11.88,450377.0
바다민장대,2700.0,45775.0,16.95,110174.0
팁런로드,1600.0,8862.0,5.54,213368.0
에깅대,2920.0,24865.0,8.52,169043.0
블랭크웍스,4190.0,1618.0,0.39,16258.0
주선마스터모델2,3980.0,314.0,0.08,184673.0
주선쿠로다이찌,2590.0,8.0,0.0,12290.0
전동릴,8620.0,98013.0,11.37,542277.0
도요베이트릴,6780.0,3692.0,0.54,218268.0
시마노전동릴,5970.0,18144.0,3.04,597736.0
다이와베이트릴,3630.0,57172.0,15.75,337054.0
시마노울테그라,6720.0,18776.0,2.79,893248.0
레가리스LT,4360.0,5665.0,1.3,68425.0
전동릴배터리,4600.0,12764.0,2.77,147905.0
시마노베이트릴,3530.0,72466.0,20.53,385591.0
염월프리미엄,5030.0,614.0,0.12,368190.0
스티레100PG,3600.0,43.0,0.01,427400.0
원투릴,2540.0,102926.0,40.52,90843.0
고멕서스더블핸들,2270.0,2551.0,1.12,72292.0
코바4,3120.0,795.0,0.25,295355.0
스티레,2530.0,2732.0,1.08,290940.0
쇼크리더,6170.0,33198.0,5.38,11288.0
합사0.8호,2560.0,17913.0,7.0,28661.0
베이직FC,1610.0,3468.0,2.15,12437.0
합사1호,2710.0,18184.0,6.71,20515.0
세미플로팅원줄,2410.0,13279.0,5.51,17390.0
에스테르라인,2630.0,4197.0,1.6,12580.0
경심줄,2230.0,10101.0,4.53,3308.0
12합사,1550.0,18480.0,11.92,29409.0
카본목줄,1210.0,103743.0,85.74,12347.0
8합사1호,1420.0,9723.0,6.85,20404.0
요즈리에기,6840.0,14187.0,2.07,6295.0
왕눈이에기,4830.0,26190.0,5.42,517.0
팁런에기,1950.0,16818.0,8.62,7832.0
씨넥스쪼꼬미에기,4370.0,492.0,0.11,17042.0
열린산업에기,4210.0,286.0,0.07,8507.0
야마시타토토슷테,2270.0,3039.0,1.34,6666.0
귀수에기,4110.0,198.0,0.05,9226.0
키우라에기,6660.0,5937.0,0.89,3854.0
틴셀에기,2940.0,12650.0,4.3,3187.0
요즈리레이저,3200.0,4265.0,1.33,6405.0
낚시대거치대,8980.0,100270.0,11.17,25171.0
전자찌,5080.0,93244.0,18.36,14527.0
선상거치대,1980.0,18490.0,9.34,22419.0
빙어낚시대,2590.0,40562.0,15.66,17069.0
샌드폴,1440.0,5213.0,3.62,32227.0
내림찌,1810.0,27497.0,15.19,14623.0
민물전자찌,1890.0,56127.0,29.7,13578.0
우경받침틀,2660.0,7558.0,2.84,28095.0
스마트전자찌,1480.0,19327.0,13.06,9687.0
낚시가방하드케이스,1690.0,101797.0,60.23,35753.0
다이와로드케이스,1880.0,8177.0,4.35,92837.0
갑오징어가지채비,2630.0,3627.0,1.38,2869.0
바다막대찌,2260.0,80198.0,35.49,8055.0
갈치바늘,2510.0,56206.0,22.39,7808.0
캐스팅볼,4300.0,12360.0,2.87,4084.0
혼무시,4720.0,1520.0,0.32,8222.0
전자구멍찌,2630.0,24681.0,9.38,5608.0
다이와낚시가방,2010.0,53962.0,26.85,127611.0
가지채비,1650.0,13493.0,8.18,2633.0
에기케이스,3610.0,43283.0,11.99,12781.0
메이호태클박스,5340.0,39256.0,7.35,24736.0
다이와태클박스,3870.0,17848.0,4.61,41772.0
갈치쿨러,1920.0,28676.0,14.94,160226.0
살림망,2910.0,43452.0,14.93,17138.0
낚시기포기,4360.0,62472.0,14.33,30040.0
다이와아이스박스,2860.0,17126.0,5.99,194664.0
해동아이스박스,3950.0,13886.0,3.52,138690.0
시마노낚시복,8560.0,30638.0,3.58,448155.0
겨울낚시복,7480.0,102419.0,13.69,179411.0
다이와모자,4440.0,21550.0,4.85,52772.0
다이와장화,3380.0,11652.0,3.45,116631.0
다이와구명조끼,6370.0,12570.0,1.97,240764.0
갯바위신발,3230.0,43490.0,13.46,115285.0
선상장화,2080.0,53974.0,25.95,68432.0
가마가츠낚시복,3270.0,17528.0,5.36,243003.0
낚시화,2090.0,66817.0,31.97,132746.0
낚시복세트,3140.0,80184.0,25.54,168576.0
마즈메레인슈트,2030.0,1936.0,0.95,152093.0
남자탄탄이수영복,1510.0,76036.0,50.35,42289.0
아레나남자수영복,10840.0,91220.0,8.42,51101.0
남자숏사각수영복,1030.0,80907.0,78.55,42686.0
남자3부수영복,1030.0,13664.0,13.27,29913.0
배럴남자수영복,1460.0,1994.0,1.37,42575.0
아레나남성수영복,1200.0,91220.0,76.02,50826.0
숏사각수영복,1390.0,88043.0,63.34,49948.0
남자5부수영복,1310.0,96906.0,73.97,46035.0
아레나숏사각,1170.0,21987.0,18.79,68408.0
나이키남자수영복,2640.0,20277.0,7.68,55289.0
펑키트렁크,3280.0,7752.0,2.36,67707.0
남자전신수영복,1160.0,64988.0,56.02,51814.0
나이키수영복남자,1940.0,20278.0,10.45,56169.0
졸린수영복,17120.0,13320.0,0.78,103002.0
배럴래쉬가드,15880.0,7310.0,0.46,55571.0
루즈핏래쉬가드,5380.0,53251.0,9.9,49141.0
디스커버리래쉬가드,6560.0,1294.0,0.2,63545.0
크롭래쉬가드,2020.0,33030.0,16.35,36582.0
스위브,2850.0,5945.0,2.09,11235.0
암튜브,17110.0,66677.0,3.9,11607.0
졸린수모,10750.0,4831.0,0.45,27611.0
아레나수경,9500.0,85269.0,8.98,32448.0
오리발숏핀,7710.0,98986.0,12.84,64484.0
뷰블레이드F제로,5300.0,553.0,0.1,47958.0
가정용런닝머신,7010.0,72511.0,10.34,657559.0
워킹머신,5220.0,83467.0,15.99,275560.0
워킹패드,10010.0,37830.0,3.78,289634.0
이고진런닝머신,5170.0,1857.0,0.36,285348.0
무동력트레드밀,5070.0,20000.0,3.94,188663.0
강아지런닝머신,1520.0,18182.0,11.96,441101.0
샤오미워킹패드,5070.0,2042.0,0.4,367962.0
아이러너런닝머신,5450.0,1777.0,0.33,356543.0
마이마운틴,9620.0,487.0,0.05,1168327.0
턱걸이운동기구,9520.0,92986.0,9.77,69377.0
윗몸일으키기기구,7460.0,86108.0,11.54,47310.0
스미스머신,16310.0,20972.0,1.29,1633972.0
풀업밴드,10350.0,79039.0,7.64,11383.0
딥스바,5640.0,33017.0,5.85,63824.0
인클라인벤치,5750.0,22205.0,3.86,162664.0
튜빙밴드,5540.0,104997.0,18.95,8667.0
레그익스텐션,18840.0,15238.0,0.81,397078.0
하드폼롤러,1090.0,23224.0,21.31,21154.0
스텝박스,9470.0,92164.0,9.73,56039.0
스트레칭보드,4280.0,76160.0,17.79,24241.0
케겔운동기구,9120.0,47175.0,5.17,12501.0
중량조끼,6000.0,38855.0,6.48,63958.0
전완근운동기구,4260.0,44661.0,10.48,40679.0
추감기,5550.0,9064.0,1.63,24798.0
종아리스트레칭보드,2980.0,33844.0,11.36,23856.0
미니폼롤러,3420.0,21563.0,6.3,17546.0
팔굽혀펴기기구,4030.0,49096.0,12.18,19427.0
알로요가복,10200.0,506.0,0.05,122763.0
젝시믹스상의,5150.0,2336.0,0.45,25742.0
요가커버업,1620.0,62014.0,38.28,21751.0
알로요가,12830.0,20344.0,1.59,174521.0
슈퍼커브튜닝,3350.0,36928.0,11.02,35557.0
헌터커브,12770.0,10850.0,0.85,80887.0
열선그립,2660.0,32195.0,12.1,54586.0
오토바이열선그립,3800.0,29503.0,7.76,50173.0
슈퍼커브윈드스크린,1590.0,5438.0,3.42,38079.0
슈퍼커브시트,1560.0,8460.0,5.42,72072.0
오토바이핸들열선,1820.0,31861.0,17.51,33535.0
탈리스만안개등,1370.0,559.0,0.41,42901.0
PCX윈드스크린,1390.0,7835.0,5.64,87805.0
오토바이트레일러,1300.0,68787.0,52.91,188132.0
슈퍼커브스티커,1020.0,11003.0,10.79,4116.0
PCX카울,1500.0,2659.0,1.77,78842.0
대구공돌,4730.0,56.0,0.01,21275.0
세나50S,8060.0,4264.0,0.53,165772.0
알루미늄탑박스,3050.0,95740.0,31.39,128880.0
아라이헬멧,9260.0,29201.0,3.15,492052.0
세나,12820.0,87944.0,6.86,150373.0
시스템헬멧,2260.0,62568.0,27.68,139094.0
슈퍼커브탑박스,2400.0,20727.0,8.64,112236.0
아라이바람막이,2160.0,4986.0,2.31,66201.0
오토바이방한바지,4410.0,35626.0,8.08,61924.0
블루샤크토시,4440.0,1154.0,0.26,50278.0
다이네즈자켓,2940.0,10361.0,3.52,412735.0
오토바이겨울토시,1030.0,72997.0,70.87,26431.0
아라이자켓,1510.0,5381.0,3.56,36907.0
배달우주복,3230.0,31552.0,9.77,71882.0
오토바이우주복,3820.0,37517.0,9.82,72952.0
축구화가방,3560.0,35757.0,10.04,12250.0
나이키운동가방,5280.0,8823.0,1.67,52165.0
언더아머더플백,4660.0,14512.0,3.11,48660.0
DM3977-010,1330.0,1434.0,1.08,31823.0
더블백,5910.0,71010.0,12.02,30420.0
나이키브라질리아더플백,5100.0,12766.0,2.5,34202.0
나이키짐클럽더플백,2940.0,4840.0,1.65,53111.0
짐색,7340.0,17899.0,2.44,23229.0
아디다스더플백,3930.0,34110.0,8.68,34270.0
나이키더블백,3650.0,1455.0,0.4,51982.0
나이키신발주머니,2190.0,3205.0,1.46,24872.0
나이키슈즈백,1840.0,12846.0,6.98,21008.0
미니헬스가방,1530.0,15740.0,10.29,30538.0
타이거더블컷,14590.0,728.0,0.05,94818.0
디월트원형톱,3390.0,26751.0,7.89,180725.0
디월트샌딩기,2970.0,3685.0,1.24,184997.0
마끼다원형톱,2820.0,35288.0,12.51,201534.0
원형톱가이드,1890.0,60551.0,32.04,50504.0
보온재,15230.0,72147.0,4.74,8302.0
디월트멀티커터,3480.0,15559.0,4.47,199370.0
보일러분배기,11810.0,35786.0,3.03,40418.0
에어컨배관커버,4290.0,28307.0,6.6,9756.0
주름관,4640.0,93377.0,20.12,11282.0
배관보온재,6210.0,27704.0,4.46,7950.0
각파이프규격,7470.0,982.0,0.13,50249.0
감압밸브,9510.0,49253.0,5.18,27861.0
파이프밴딩기,1920.0,105091.0,54.73,78038.0
논가스용접기,9260.0,98065.0,10.59,175134.0
코리아나용접기,6090.0,9394.0,1.54,197985.0
자동용접면,2710.0,70138.0,25.88,99225.0
스팀해빙기,2130.0,28571.0,13.41,169442.0
용접두건,2200.0,10510.0,4.78,16525.0
CO2용접기,4060.0,54141.0,13.34,624928.0
혼다예초기,1560.0,76324.0,48.93,240549.0
제노아예초기,1330.0,7180.0,5.4,543909.0
계양예초기,1140.0,7340.0,6.44,227809.0
아세아관리기,10780.0,11699.0,1.09,147333.0
감따는기구,6520.0,39904.0,6.12,37147.0
콩탈곡기,6770.0,71424.0,10.55,629773.0
들깨탈곡기,2870.0,66140.0,23.05,239588.0
염화칼슘살포기,6610.0,42081.0,6.37,126342.0
동력분무기,3700.0,80644.0,21.8,271821.0
곶감걸이,5350.0,9877.0,1.85,8350.0
잔가지파쇄기,3670.0,80522.0,21.94,307434.0
풍구,4370.0,39129.0,8.95,136446.0
유압도끼,5740.0,37473.0,6.53,510772.0
윈코에어몬스터프로,5180.0,370.0,0.07,73684.0
구리스카트리지,2000.0,20994.0,10.5,51329.0
콜라보콤프레샤,3480.0,3517.0,1.01,289442.0
슬리브압착기,2340.0,36599.0,15.64,81032.0
전기타카,2350.0,72247.0,30.74,88483.0
디월트공구함,9900.0,85833.0,8.67,44183.0
샌드위치판넬,20110.0,20331.0,1.01,18454.0
각파이프,12920.0,47162.0,3.65,4623.0
밀워키팩아웃,5030.0,22527.0,4.48,68908.0
못주머니,3740.0,101101.0,27.03,17285.0
디월트공구박스,3820.0,27274.0,7.14,44184.0
보도블럭,13230.0,63569.0,4.8,53928.0
디월트송풍기,21400.0,22024.0,1.03,144784.0
디월트임팩드릴,13120.0,41464.0,3.16,192007.0
마끼다송풍기,10310.0,41926.0,4.07,100724.0
아임삭임팩드릴,10800.0,16209.0,1.5,205540.0
마끼다임팩드릴,12210.0,42296.0,3.46,155315.0
디월트그라인더,8970.0,44509.0,4.96,161239.0
밴드쏘,5070.0,75726.0,14.94,367700.0
보쉬그라인더,6010.0,84254.0,14.02,121972.0
탁상그라인더,3010.0,98931.0,32.87,87166.0
마끼다그라인더,3910.0,62924.0,16.09,154760.0
계양그라인더,3630.0,26881.0,7.41,96858.0
밀워키그라인더,3080.0,13924.0,4.52,288322.0
슬라이딩각도절단기,1700.0,57962.0,34.1,519160.0
열화상카메라,16930.0,92348.0,5.45,689888.0
접지테스터기,6360.0,104354.0,16.41,63161.0
검전기,6270.0,104119.0,16.61,16303.0
음주측정기,9780.0,95239.0,9.74,54160.0
수평자,4720.0,99929.0,21.17,11360.0
휴비딕온습도계,10390.0,4254.0,0.41,13147.0
월광보합,24320.0,2120.0,0.09,131018.0
가압펌프,3790.0,100670.0,26.56,133196.0
자동급유기,5280.0,51673.0,9.79,75985.0
고신자동급유기,6600.0,1463.0,0.22,45098.0
미니포크레인,6180.0,25709.0,4.16,5754259.0
고신등유펌프,1190.0,1044.0,0.88,38835.0
윌로펌프,14460.0,54429.0,3.76,263540.0
자가발전기,2820.0,46577.0,16.52,152200.0
무소음발전기,1740.0,28519.0,16.39,587939.0
자동주유기,2870.0,57047.0,19.88,62995.0
미니굴삭기,5010.0,60610.0,12.1,15316501.0
우레탄폼,21490.0,30285.0,1.41,5664.0
내열실리콘,6560.0,104181.0,15.88,6850.0
실리콘헤라,5000.0,58657.0,11.73,2372.0
무선글루건,3510.0,64868.0,18.48,32826.0
순간접착제,8350.0,75862.0,9.09,2432.0
록타이트401,5260.0,5962.0,1.13,2938.0
녹제거제,8450.0,43240.0,5.12,11968.0
록타이트리뉴,2760.0,834.0,0.3,16851.0
에폭시접착제,5990.0,89860.0,15.0,6569.0
바이오실리콘,6070.0,18645.0,3.07,3944.0
폼건,5720.0,104947.0,18.35,17760.0
전산볼트,7790.0,29524.0,3.79,2544.0
앙카볼트,10170.0,69826.0,6.87,843.0
석고보드앙카,5530.0,28385.0,5.13,1640.0
직결피스,5280.0,70587.0,13.37,4823.0
석고피스,4050.0,28631.0,7.07,4198.0
아이볼트,6380.0,24400.0,3.82,1783.0
아시바클램프,3590.0,14817.0,4.13,4395.0
석고앙카,3440.0,48304.0,14.04,3117.0
리벳못,2710.0,37258.0,13.75,4898.0
오일스테인,14060.0,52198.0,3.71,45847.0
벽지페인트,7460.0,95151.0,12.75,27511.0
젯소,8640.0,34813.0,4.03,19282.0
내열페인트,5020.0,13967.0,2.78,6566.0
핸디코트,6820.0,6991.0,1.03,13779.0
우드스테인,3120.0,23833.0,7.64,20024.0
친환경페인트,5210.0,60073.0,11.53,20845.0
결로방지페인트,4940.0,13639.0,2.76,38984.0
핑고스프레이,2810.0,2933.0,1.04,20223.0
