relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
휘슬러믹싱볼,2390.0,535.0,0.22,84802.0,534814.0,7,3,5,2,30,4,6,0,2730,68
브이가드PPF,1500.0,1864.0,1.24,28336.0,534996.0,0,1,38,1,20,11,8,1,4637,115
스마트포인터,1750.0,2142.0,1.22,33143.0,535153.0,1,5,10,9,20,4,15,1,10138,253
쥐퇴치기,1180.0,54626.0,46.29,36336.0,535187.0,11,10,5,14,25,3,12,0,3755,93
포터필터바스켓,1300.0,6107.0,4.7,18754.0,535192.0,3,6,30,1,7,5,25,3,17468,436
코스트코버터,7960.0,7171.0,0.9,25732.0,535257.0,0,0,19,1,26,2,10,2,6412,160
복싱핸드랩,3560.0,42097.0,11.82,13616.0,535295.0,7,3,11,0,19,7,12,2,7811,195
아모스트리트먼트,7610.0,1921.0,0.25,59468.0,535308.0,1,4,12,10,25,2,9,4,14325,358
맛술,11110.0,15111.0,1.36,6589.0,535314.0,2,1,13,16,17,4,14,5,20475,511
LDW931,1400.0,2810.0,2.01,32892.0,535320.0,17,4,2,17,36,0,3,1,2039,50
비지북,2520.0,3753.0,1.49,20942.0,535350.0,2,7,0,3,39,0,1,0,279,6
강아지후코이단,2380.0,6466.0,2.72,6548.0,535394.0,9,9,16,5,24,3,11,2,5697,142
냉장고냄새,2030.0,45783.0,22.55,11161.0,535615.0,4,6,9,5,12,6,14,8,22389,559
코안다스무딩드라이어,1900.0,441.0,0.23,49214.0,535632.0,18,6,5,11,30,3,7,0,2230,55
오토바이컵홀더,1740.0,74352.0,42.73,11311.0,535743.0,3,2,12,0,19,5,13,3,9488,237
클리오아이브로우,3320.0,3360.0,1.01,13233.0,535754.0,3,7,5,16,20,1,11,8,25450,636
논슬립바지걸이,2450.0,96780.0,39.5,8410.0,535823.0,1,9,15,3,1,3,12,24,146952,3673
아이브스티커,3870.0,5805.0,1.5,14215.0,535926.0,8,11,1,8,34,2,3,1,2532,63
연근칩,2810.0,3259.0,1.16,12070.0,536118.0,5,11,10,14,17,3,13,7,24932,623
건조매생이,2170.0,2716.0,1.25,21438.0,536182.0,6,3,16,15,5,5,20,10,47387,1184
보성홍차아이스티,2290.0,7430.0,3.24,15679.0,536216.0,0,0,2,1,31,3,3,3,9362,234
시사모,17510.0,555.0,0.03,10095.0,536460.0,2,4,18,16,10,3,17,10,63922,1598
붙이는자석보드,2540.0,27439.0,10.8,12596.0,536496.0,4,16,15,5,17,0,10,13,52361,1309
삼성아로마시트,2580.0,809.0,0.31,14262.0,536926.0,6,13,8,11,24,3,9,4,13624,340
타임허브,1810.0,76437.0,42.23,6610.0,537110.0,8,16,14,2,15,11,9,5,28332,708
온열데스크매트,6200.0,32330.0,5.21,27682.0,537131.0,9,12,9,8,23,4,12,1,4872,121
말하는선인장,4620.0,4519.0,0.98,15195.0,537148.0,1,4,7,1,29,1,7,3,20886,522
타코야끼기계,17720.0,82653.0,4.66,60033.0,537258.0,12,5,3,3,34,1,4,1,2845,71
생도라지,1080.0,1526.0,1.41,20645.0,537381.0,8,13,12,7,11,3,22,4,20767,519
스와들미,8280.0,957.0,0.12,38522.0,537405.0,1,0,4,3,34,0,4,2,8532,213
세차버킷,4970.0,103873.0,20.9,10589.0,537419.0,1,3,4,2,12,1,21,6,41578,1039
태권도도복,2910.0,20580.0,7.07,27386.0,538004.0,0,1,11,2,30,4,6,0,2243,56
물고기장난감,1280.0,92585.0,72.33,9053.0,538049.0,3,7,13,0,14,5,12,9,22934,573
홍삼절편,5110.0,24651.0,4.82,34581.0,538689.0,3,4,15,0,10,7,18,5,19955,498
홍삼정과,3660.0,19752.0,5.4,48105.0,538808.0,11,3,15,2,8,2,25,5,21785,544
DDR38GB,2950.0,13311.0,4.51,32393.0,538968.0,6,8,8,18,30,3,5,2,6847,171
헬로키티팝업티슈,1610.0,1121.0,0.7,19906.0,539038.0,2,0,5,29,13,3,14,10,88530,2213
테라맥주,8860.0,3893.0,0.44,13736.0,539052.0,10,9,5,4,20,9,11,0,5191,129
폴햄키즈바지,3450.0,21255.0,6.16,14972.0,539096.0,1,2,7,1,37,2,1,0,1252,31
레트로계산기,1820.0,17921.0,9.85,15926.0,539244.0,8,9,5,2,29,2,9,0,2417,60
BMW도어라이트,1620.0,22742.0,14.04,24482.0,539252.0,11,6,11,12,24,5,9,2,5650,141
전어회,16400.0,485.0,0.03,18409.0,539294.0,9,9,7,15,30,3,5,2,6929,173
아몬드브리즈언스위트,7510.0,6938.0,0.92,21884.0,539305.0,3,5,5,25,18,1,12,9,120221,3005
자동차빠데,1180.0,22653.0,19.2,8885.0,539313.0,5,5,6,16,18,3,14,5,20487,512
아이오페선크림,9360.0,4084.0,0.44,35540.0,539399.0,5,9,13,10,31,1,5,3,26199,654
참존기초세트,16050.0,2795.0,0.17,49491.0,539426.0,2,8,18,12,28,6,6,0,3668,91
미아방지가방,3780.0,28425.0,7.52,27318.0,539429.0,7,2,7,0,24,2,11,3,8564,214
제주천혜향,1320.0,15260.0,11.56,26285.0,539444.0,9,4,18,9,18,8,7,7,42373,1059
닌텐도스위치가방,1120.0,66671.0,59.53,17691.0,539470.0,2,11,17,5,11,6,17,6,71881,1797
세계전도,1480.0,53275.0,36.0,17143.0,539480.0,11,7,20,1,15,1,17,7,35291,882
아령7KG,1120.0,26235.0,23.42,31348.0,539534.0,1,8,7,6,13,6,13,8,61986,1549
갸프,1600.0,52881.0,33.05,18606.0,539575.0,1,1,3,0,31,3,6,0,2453,61
가프,2160.0,52881.0,24.48,18470.0,539575.0,1,1,3,0,31,3,6,0,2453,61
자동차시트교체,6940.0,78520.0,11.31,72762.0,539578.0,16,5,10,8,28,2,6,4,11125,278
깐녹두,1560.0,4788.0,3.07,15721.0,539579.0,2,4,17,17,11,2,20,7,29882,747
인조잔디야구화,1380.0,5258.0,3.81,67315.0,539589.0,6,2,9,0,34,3,3,0,1561,39
인천공항고프로대여,4930.0,30.0,0.01,9100.0,539812.0,8,4,19,2,24,1,8,0,3262,98
볏짚,12930.0,93772.0,7.25,25431.0,539892.0,15,9,5,1,27,2,8,3,7389,184
콤비타프로폴리스스프레이,1700.0,2349.0,1.38,51512.0,540427.0,7,6,18,7,24,2,11,3,8019,200
테니스뎀프너,1050.0,18798.0,17.9,7102.0,540477.0,9,0,12,2,20,7,12,1,5704,142
부쉬넬케이스,2610.0,7933.0,3.04,51552.0,540531.0,5,4,4,3,35,2,2,1,2336,58
의자등받이커버,1260.0,97150.0,77.1,10351.0,540532.0,3,7,5,1,21,4,9,6,23545,588
벨보아,11900.0,44736.0,3.76,11598.0,540576.0,0,11,1,0,22,2,13,3,11291,282
문스와치스트랩,1090.0,5564.0,5.1,24466.0,540577.0,7,7,4,1,27,5,8,0,2692,67
스리라차,15270.0,18669.0,1.22,7959.0,540600.0,3,7,13,13,18,6,10,6,47896,1197
대한민국전도,3150.0,4635.0,1.47,18094.0,540646.0,7,9,9,15,28,2,7,3,16414,410
쏘서대여,2940.0,163.0,0.06,21863.0,540725.0,5,10,25,0,17,4,11,8,32375,809
메타퀘스트3악세사리,1270.0,18056.0,14.22,29387.0,540731.0,0,0,38,2,36,3,1,0,891,22
반코르맥주효모샴푸,25340.0,1025.0,0.04,52609.0,540879.0,12,10,8,9,36,1,2,1,30631,765
베이컨칩,2270.0,3493.0,1.54,20065.0,540979.0,1,2,5,3,33,1,6,0,1354,33
거북이쉼터,1520.0,36910.0,24.28,17509.0,541382.0,2,10,5,1,25,5,9,1,5568,139
코리안좀비에너지드링크,1710.0,159.0,0.09,32562.0,541450.0,3,0,4,31,39,1,0,0,89,2
K2작업복,4800.0,23803.0,4.96,57173.0,541698.0,4,3,20,0,37,1,2,0,612,15
