relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
마칼디,12,7,18,3,22,8,9,1,12435,310
대형지퍼백,3,7,18,4,8,5,16,11,116675,2916
씨플로제리캔,2,4,13,14,22,3,11,4,18948,473
백설공주옷,0,15,10,1,17,3,11,9,48226,1205
15개월아기장난감,3,6,10,0,31,0,7,2,12918,322
다과상,1,2,2,1,31,4,5,0,3123,78
오이소박이,5,2,17,6,13,5,15,7,32862,821
면보루,4,3,6,0,29,1,5,5,8285,207
한아름상토,2,1,13,6,10,6,17,7,55077,1376
PXG모자,6,3,13,1,33,0,6,1,3841,96
다이와모자,5,1,10,3,33,4,3,0,927,23
메델라유축기,1,1,18,1,18,4,14,4,10312,257
외풍차단비닐,5,8,19,8,14,3,12,11,66696,1667
펜텔그래프1000,8,4,7,4,20,7,8,5,27656,691
폴햄키즈조끼,0,3,3,3,36,2,2,0,904,22
또띠아,0,1,7,2,19,4,10,7,30092,752
옷염색약,7,9,6,0,21,0,12,7,23106,577
슬림카페,7,4,4,24,36,0,3,1,5436,135
유닉스미니고데기,10,9,4,13,28,2,9,1,4817,120
캐스케이드플래티넘,4,7,16,11,25,4,9,2,5566,139
브라인쉬림프,2,14,3,4,15,2,15,8,22458,561
강아지미스트,9,6,14,2,5,4,23,8,29119,727
프로미스쪽쪽이,2,6,2,30,31,2,5,2,34443,861
석류즙,3,2,1,0,1,2,21,16,102322,2558
헤겐젖꼭지,1,0,5,29,25,4,4,7,15629,390
닭가슴살샐러드,7,7,14,9,10,6,16,8,88394,2209
과탄산소다5KG,5,6,7,11,15,4,13,8,56692,1417
강아지가수분해간식,5,0,30,5,11,5,15,9,46950,1173
발포지,3,10,19,6,10,3,20,7,28999,724
글루타치온콜라겐팩,10,2,12,14,34,4,2,0,904,22
방충망교체,5,0,13,3,16,1,9,14,125081,3127
메타퀘스트3스트랩,4,0,29,7,37,2,1,0,621,15
자동손세정기,2,1,11,4,12,6,16,6,16881,422
실리콘공병,16,12,11,1,15,5,14,6,18492,462
6공펀치,2,3,5,2,29,2,5,4,20264,506
엄마딸커플룩,10,12,13,0,27,3,9,1,6018,150
마로렉스압축분무기,1,4,11,4,19,4,14,3,16637,415
꽃보다오징어,0,2,5,1,14,3,16,7,54718,1367
베트남고추가루,3,6,23,7,10,4,20,6,33416,835
베트남고춧가루,3,6,23,7,10,4,20,6,33416,835
설향딸기,13,7,16,4,15,3,13,9,46523,1163
나전칠기보석함,5,2,19,8,25,6,8,1,4286,107
임산부루이보스티,6,12,18,4,9,4,18,9,35387,884
루바,8,3,4,0,29,5,5,1,6477,161
도징컵,3,2,7,1,23,3,14,0,4184,104
킥보드워머,6,7,11,1,26,3,11,0,4112,102
소이캔들,6,6,4,0,5,1,19,15,55970,1399
비비탄권총,1,11,12,7,27,2,9,2,8156,203
플레이도우,0,1,4,2,18,2,18,2,16913,422
미스디올헤어미스트,4,1,10,22,33,1,4,2,4136,103
면도젤,5,5,23,7,14,4,17,5,26981,674
엄마표영어,12,2,8,18,33,1,4,2,4405,110
뉴진스앨범,1,4,19,2,23,4,12,1,7223,180
강아지선글라스,5,6,11,0,19,6,13,2,9215,230
밀로앤개비,0,3,0,3,26,2,9,3,13507,337
밀로앤개비베개,0,2,0,4,24,3,10,3,13748,343
에어팟프로2세대케이스,6,9,10,1,7,5,18,10,41584,1039
SUBU슬리퍼,7,2,12,1,36,0,4,0,1381,34
스부슬리퍼,7,2,13,1,36,0,4,0,1380,34
버박약용샴푸,2,6,20,11,21,8,8,3,20478,511
32인치모니터암,6,7,4,0,8,7,17,8,25884,647
자개보석함,6,3,16,8,24,6,9,1,4448,111
회음부방석,3,5,4,0,21,6,6,7,32211,805
분리형멀티쿠커,9,7,6,11,27,3,9,1,8125,203
노루궁뎅이버섯,20,6,9,5,18,4,14,4,14808,370
아기침대쿠션,4,4,14,2,14,5,13,8,26370,659
소일,1,1,6,2,22,7,8,3,7905,197
카웨코샤프,10,5,8,6,31,4,4,1,3000,75
플루맥스,2,4,21,12,23,3,9,5,12894,322
마루바닥보수,6,3,11,0,16,2,14,8,30666,766
파쉬물주머니,3,1,16,4,19,0,11,10,47151,1178
포카리스웨트500,7,6,12,13,23,3,8,6,31762,794
미니압력밥솥,12,9,14,5,28,4,8,0,2195,54
개량한복원피스,9,3,19,0,32,3,5,0,2029,50
강아지올인원패딩,4,9,8,0,23,3,13,1,5911,147
포르단밤,12,12,13,3,13,7,12,8,71923,1798
차전차피,10,8,18,4,9,5,16,10,98127,2453
자색당근,11,2,3,24,33,1,5,1,3712,92
MSM글루코사민,3,4,10,14,15,2,14,9,96188,2404
구피먹이,4,9,8,6,7,3,18,12,43185,1079
수유원피스,4,2,1,4,23,2,13,2,7475,186
고추기름,4,1,18,7,11,5,21,3,21075,526
SSD250GB,0,1,3,9,7,4,17,12,50030,1250
탈지분유,2,0,13,24,18,8,10,4,10652,266
산토리,0,8,13,9,35,1,1,3,4540,113
언니베개,5,12,9,3,24,3,11,2,12180,304
해피바스비누,3,2,15,13,12,1,17,10,79089,1977
에버크린19KG,7,3,13,16,23,2,11,4,24102,602
아기디딤대,4,0,9,1,17,6,10,7,30963,774
양키캔들워머세트,1,5,7,0,19,0,10,11,86082,2152
쁘띠첼푸딩,1,1,0,4,29,2,9,0,2897,72
베베르엘,11,1,7,16,30,4,6,0,1508,37
레몬즙,0,5,19,12,12,4,18,6,29510,737
부케말리기,17,12,2,0,12,8,14,6,16067,401
닥터페퍼,2,9,12,15,21,4,9,6,44247,1106
포카리스웨트분말,2,8,13,15,16,6,16,2,11564,289
피크닉음료,6,4,6,23,22,3,10,5,24146,603
동원고추참치,3,6,9,14,25,4,6,5,23640,591
초코링,7,5,3,23,27,5,5,3,18189,454
특이한소주잔,15,9,8,0,7,4,20,9,44558,1113
태교동화,2,0,2,4,38,1,1,0,354,8
결혼식식권도장,13,4,7,5,31,1,6,2,18561,464
짐빔하이볼잔,4,8,6,1,28,3,8,1,4033,100
다나음비타민D,6,7,10,6,18,1,11,10,65081,1627
이중커튼레일,0,3,12,3,12,5,15,8,51523,1288
건티슈,6,8,11,8,3,6,22,9,45074,1126
장아찌간장,2,0,5,5,14,6,14,6,19462,486
골프힙색,6,7,6,0,29,4,7,0,2318,57
당면만두,5,7,10,4,6,0,15,19,78646,1966
스튜디오대여,35,4,1,0,14,7,18,1,9423,235
에어소프트건,10,3,23,0,21,2,13,4,10590,264
돌돌이채칼,6,6,2,4,33,4,2,1,3307,82
코피지제거기,9,14,12,3,11,6,14,9,119501,2987
현판제작,5,9,23,0,8,5,13,14,46424,1160
차전자피가루,10,4,21,2,7,5,16,12,91983,2299
다이슨파우치,10,6,16,4,13,4,17,6,21239,530
에어드레서아로마시트,10,10,6,12,24,4,6,6,18189,454
발열팩,4,9,4,0,23,3,14,0,5675,141
인간사료,0,7,28,5,11,3,11,15,78968,1974
칡즙의효능,20,5,6,9,25,3,9,3,13413,335
칡즙효능,20,5,6,9,25,3,9,3,13413,335
칵테일지거,2,9,7,0,18,2,17,3,15104,377
무환수어항,9,0,21,0,22,5,12,1,5447,136
농협고추가루,4,2,14,15,21,8,7,4,16668,416
녹차가루,5,5,16,8,9,3,18,10,47367,1184
반스뮬,0,2,7,2,29,3,7,1,3844,96
9개월아기장난감,5,9,12,0,31,2,7,0,2045,51
설거지통,1,6,4,0,14,4,15,7,32617,815
코링코속눈썹,9,5,4,18,32,2,4,2,11496,287
니들롤러,11,11,8,7,22,2,11,5,34636,865
브라운면도기충전기,8,3,3,25,34,3,3,0,1028,25
칼하트모자,0,1,8,1,34,3,3,0,1237,30
칠게젓,6,3,5,18,25,1,4,3,4846,146
안동소주,2,2,5,10,16,4,13,7,31543,788
크록스퍼슈어,13,9,13,4,29,3,6,2,4831,120
스탠리공구함,0,0,13,0,24,6,8,2,6835,170
자른미역,3,6,16,14,7,3,19,11,77191,1929
와인칠러,2,7,6,0,26,2,10,2,7513,187
살림망,0,0,4,0,23,5,12,0,3211,80
아기돌드레스,11,3,26,0,22,5,13,0,5079,126
제스파,0,0,0,0,1,1,14,24,80600,2015
소토버너,5,0,8,1,24,4,12,0,4028,100
쥬얼아이스,3,6,3,6,32,4,4,0,1698,42
샤오미온습도계,2,6,7,6,24,3,10,3,11919,297
로즈힙퓨레,6,5,16,8,18,4,14,4,22665,566
만보기,3,1,3,0,19,6,13,2,12158,303
아디다스더플백,2,6,14,10,29,4,5,2,4547,113
스탠리송풍기,0,0,1,5,33,2,5,0,1596,39
버츄오캡슐보관함,3,8,10,3,13,4,17,6,32767,819
아이브포토카드,6,15,7,1,34,0,4,2,5470,136
0W30,0,1,7,6,7,2,22,9,33534,838
우레탄완충기,7,16,6,11,34,0,6,0,1843,46
건조기양모볼,5,7,4,0,26,0,10,4,17357,433
도브바디워시,4,1,18,8,14,2,13,11,79044,1976
파바빈콩,6,4,24,4,14,6,18,2,15041,376
프렌치카페커피믹스,3,2,5,15,17,1,7,15,118876,2971
이케아수납장,3,3,34,0,19,7,12,2,8808,220
돼지껍데기,4,7,9,5,7,3,23,7,22751,568
베어파우위니,3,0,2,18,22,0,3,0,1214,48
생칡즙,8,8,8,6,4,4,20,12,81455,2036
냉동가리비,5,7,15,12,16,7,16,1,19189,479
ID221,7,2,12,1,28,3,6,3,9057,226
쟈뎅아워티,2,1,7,2,22,4,11,3,10469,261
스템프제작,9,11,16,2,7,5,18,10,64292,1607
유모차모빌,9,2,7,7,27,4,6,3,6868,171
파카볼펜,9,3,15,12,5,5,24,6,23141,578
동원양반죽,0,1,11,10,14,1,12,13,79890,1997
면도크림,5,5,19,10,16,3,15,6,30862,771
코코도르,0,0,8,1,10,3,10,17,103039,2575
덕화명란,2,3,24,10,19,4,11,6,25090,627
스파우트컵,2,4,12,1,13,7,16,4,15274,381
팔씨름,3,1,0,0,25,4,6,5,40629,1015
탑기어,35,0,0,5,39,0,0,1,1714,42
조르단치약,2,8,6,21,26,2,8,4,13033,325
비욘드바디로션,2,2,6,13,16,3,14,7,29804,745
셀렉스프로핏,2,3,8,27,19,2,14,5,21347,533
로지텍G435,11,6,3,19,35,2,2,1,2743,68
실리콘약병,13,12,6,9,27,1,9,3,13114,327
한일카페트,0,0,24,8,19,1,9,11,34864,871
챔스축구공,14,5,13,0,30,3,7,0,4007,100
귤15KG,21,2,4,13,20,6,13,1,7238,180
아동페이크목폴라,6,8,9,0,18,5,11,6,36744,918
미니벨로가방,3,4,6,6,29,3,8,0,2356,58
젤다아미보,5,2,7,6,30,3,7,0,1943,48
하리오V60,1,1,7,3,27,5,6,2,5826,145
탱글엔젤,8,9,2,16,24,1,9,6,25151,628
남자은반지,9,7,2,0,30,2,8,0,1962,49
아기넥워머,2,12,19,1,13,1,16,10,35652,891
다이슨슈퍼소닉거치대,9,10,11,3,14,2,17,7,23749,593
플랜카드제작,3,6,30,0,9,5,19,7,40669,1016
지퍼백대형,2,7,17,4,5,5,17,13,119077,2976
에그무제한,7,1,20,12,32,4,4,0,2775,69
골프화가방,3,6,10,4,24,5,9,2,6515,162
나이키남자수영복,3,2,24,8,35,2,2,1,3688,92
남자선크림,5,6,11,5,16,3,13,8,18961,474
남자썬크림,4,4,11,3,11,3,16,10,22723,568
고구마빵,14,9,7,10,11,5,20,4,17589,439
유기농비타민D,0,3,9,7,13,4,12,11,60112,1502
질레트면도젤,1,1,30,8,10,8,16,6,28747,718
꼬깔컵,1,13,7,18,12,5,12,11,21799,544
함소아비타민D,7,7,5,18,28,3,4,5,69105,1727
발모제,16,6,6,12,31,5,4,0,1731,43
고기망치,1,0,2,0,33,3,4,0,2143,53
싯업,0,2,1,1,21,4,13,2,10259,256
문턱경사로,3,2,6,3,29,2,7,2,7480,187
8온스종이컵,2,10,15,6,10,3,19,8,135879,3396
파워큐브,8,3,6,11,23,3,7,7,23929,598
바운서대여,8,4,28,0,13,5,12,10,48135,1203
저당고추장,4,1,9,2,24,2,8,6,12696,317
쿤달바디워시,0,0,1,9,7,4,22,7,70505,1762
소형라디에이터,9,11,17,3,29,4,5,2,21858,546
초등시계,7,10,3,1,20,5,10,5,24462,611
무지주선반,6,2,16,0,8,4,15,13,33720,843
당화혈색소측정기,1,3,1,35,40,0,0,0,43,1
롬앤쥬시래스팅틴트,18,3,2,13,31,2,2,5,17897,447
밀푀유나베밀키트,5,4,8,11,22,2,9,7,29505,737
클렌징밤,1,2,1,6,8,3,19,10,45283,1132
강경젓갈,13,6,12,9,10,6,13,11,66377,1659
나이키수영복남자,4,2,23,8,35,2,2,1,3691,92
빼빼주스,18,6,12,1,14,5,16,5,22116,552
그램충전기,3,4,26,7,18,2,19,1,21369,534
다마고치,3,3,7,1,33,1,5,1,3209,80
미사포,12,0,0,0,31,4,5,0,1908,47
미사보,12,0,0,0,31,4,5,0,1866,46
컬쳐랜드상품권,4,2,11,5,14,2,12,12,92861,2321
코닥골드200,12,9,11,6,27,3,5,5,12438,310
피트모스,4,5,8,2,9,4,17,10,102771,2569
스텐설거지통,1,4,5,2,11,5,17,7,33810,845
유아스타킹,1,21,11,0,14,2,14,10,38054,951
이브이히어로즈,14,3,6,2,28,2,9,1,4731,118
반영구재료,6,9,25,0,6,4,23,7,23657,591
돌절구,0,1,5,0,34,0,4,2,4617,115
방진마스크1급,3,3,24,1,9,6,21,4,19417,485
귀후비개,2,10,4,0,11,3,20,6,25215,630
오스카마이어베이컨,2,2,6,17,33,3,3,1,6446,161
요거트젤,0,0,36,0,22,6,12,0,3649,91
현관문걸쇠,2,5,9,0,23,4,10,3,14815,370
폴메디슨비누,4,1,2,29,37,0,3,0,966,24
오랄비전동칫솔,3,2,4,10,12,4,17,7,31380,784
잇츄,1,14,8,6,7,1,13,19,300915,7522
목공본드,1,2,9,4,19,7,11,3,9668,241
스타우브조리도구,3,2,7,4,34,1,1,4,14654,366
고양이창문해먹,6,8,6,0,20,4,11,5,22572,564
감자옹심이,2,5,4,2,18,3,13,6,14726,368
나이키에어리프트,4,9,16,5,20,3,13,4,11540,288
유한펑크린,1,4,16,14,17,3,12,8,26602,665
수제떡갈비,6,4,10,0,15,1,17,7,21854,546
닌텐도스위치파우치,1,8,14,3,5,5,24,6,60454,1511
스탬프제작,10,9,16,3,8,5,17,10,63790,1594
크레모아V600+,6,5,20,7,13,7,15,5,20716,517
파버카스텔색연필,0,1,6,0,28,4,6,2,14108,352
랑콤선크림,4,4,8,14,24,5,6,5,29952,748
소근육발달놀이,1,0,8,1,35,2,2,1,2526,63
발수코팅워셔액,2,4,10,15,8,4,18,10,56204,1405
테팔핸드블렌더,6,1,10,11,31,3,4,2,3904,97
흑초,6,6,9,13,15,3,20,2,17707,442
돋보기안경,6,5,2,0,28,4,7,1,3978,99
땡초,4,7,19,10,9,4,16,11,32589,814
수제햄,0,5,2,2,28,1,8,3,8505,212
백오이,5,10,11,14,16,3,15,6,24089,602
초속경몰탈,3,2,9,1,21,4,11,4,12143,303
홍미노트13프로,7,0,3,30,40,0,0,0,5,0
컨버스키높이,6,9,19,5,26,4,7,3,10462,261
냉동쭈꾸미,3,5,18,14,11,4,15,10,71953,1798
교정젓가락,0,10,10,1,22,3,8,7,25275,631
미니헬스가방,2,7,3,1,34,3,3,0,1013,25
고양이턱드름,13,5,16,5,24,3,9,4,11264,281
하바티치즈,1,1,5,1,34,2,4,0,3419,85
돌가족사진의상,13,14,12,1,17,5,13,5,14121,353
원룸커튼,8,9,23,0,21,2,13,4,21996,549
블랙속눈썹영양제,7,3,9,8,25,5,6,4,17637,440
팝잇게임기,11,5,6,3,33,3,2,2,4748,118
더블하트빨대,4,8,15,13,15,3,12,10,28594,714
산모손목보호대,2,2,15,2,22,3,13,2,12030,300
병원놀이세트,2,5,11,0,24,4,11,1,5162,129
수능엿,1,7,5,1,21,5,11,3,18282,457
브라이덜샤워원피스,3,10,22,0,17,5,17,1,7831,195
틀니세정제,0,0,4,3,16,3,15,6,27264,681
뚝배기인덕션,8,5,18,2,14,3,20,3,13375,334
필리핀바나나칩,6,10,6,18,21,7,8,4,18615,465
은박매트,0,1,3,2,33,2,4,1,2743,68
솔가폴리코사놀,16,4,7,12,29,2,6,3,22393,559
디노테퓨란,11,4,15,10,30,2,7,1,3695,92
레드키위,12,9,17,2,11,3,15,11,26168,654
등산지도,8,10,11,11,29,2,6,3,10021,250
빅토리녹스,1,0,2,0,26,3,10,1,3639,90
소가죽미들부츠,6,5,8,0,29,4,6,1,2983,74
CD리더기,9,8,7,16,36,1,2,1,9984,249
타코야끼만들기,1,2,1,1,38,0,2,0,1066,26
도서상품권,2,0,4,9,10,1,13,16,111107,2777
강아지로션,23,6,3,8,33,1,5,1,3602,90
인덕션곰솥,0,2,19,8,20,5,10,5,19475,486
단소,1,3,2,1,23,5,9,3,8551,213
유닉스고데기,9,7,5,8,20,6,10,4,28010,700
꼬꼬노리,0,5,4,0,27,2,6,5,15244,381
인조잔디화,4,3,7,0,34,3,3,0,1078,26
윌슨테니스공,5,5,27,3,21,8,9,2,6920,173
차량단감,11,7,11,11,25,7,6,2,6391,159
쌀씻는도구,5,5,6,1,25,4,6,5,10498,262
쌈다시마,6,7,13,14,7,5,17,11,46630,1165
현대모비스요소수,4,2,3,29,35,3,0,2,22649,566
볶은땅콩,4,11,12,13,7,2,20,11,53651,1341
참깨1KG,7,3,22,8,8,5,14,13,43128,1078
담은막걸리,11,5,3,17,27,6,4,3,8900,222
잔스포츠슈퍼브레이크,2,1,11,3,30,0,9,1,4863,121
어린이아연,3,4,10,7,6,0,18,16,85663,2141
폴미첼스프레이,6,5,9,12,29,1,5,5,20639,515
샤워기슬라이드바,1,1,8,5,20,5,9,6,22299,557
라떼잔,1,4,10,0,24,3,9,4,13322,333
목카라,3,2,0,0,38,0,1,1,3946,98
버버리손수건,12,4,14,10,35,1,2,2,9701,242
건다시마,2,13,20,5,2,4,21,13,62148,1553
브라이덜샤워소품,15,15,8,0,14,4,17,5,29268,731
백골뱅이제철,17,11,9,3,25,3,4,8,27367,684
요거트만들기,8,10,17,5,20,5,12,3,11543,288
블루투스키보드마우스세트,5,3,21,2,12,5,18,5,18460,461
페더데일동물원,12,0,15,13,35,3,2,0,1334,33
독일가루분쇄기,5,2,1,32,35,4,1,0,649,16
강아지야채간식,5,4,17,3,2,2,20,16,56395,1409
펌핑치약,0,4,8,12,8,3,15,14,57259,1431
레트로밥상,3,3,11,1,27,1,6,6,27594,689
아워패딩조끼,7,8,12,0,33,5,2,0,1685,42
아페쎄에코백,3,1,12,3,34,1,3,2,3989,99
음쓰통,8,5,8,5,18,3,10,9,68538,1713
리유저블컵,7,8,12,1,14,1,18,7,20371,509
포맨트코튼허그,13,9,14,2,33,2,2,3,39566,989
유한크로락스,3,6,9,17,18,4,15,3,14479,361
스타농구공,0,3,5,0,25,3,11,1,6308,157
아기소변기,3,3,9,1,23,1,10,6,17233,430
타자기키보드,16,9,13,2,26,1,11,2,8789,219
곤약쌀,1,0,1,0,14,7,11,8,28885,722
부추,10,5,9,16,15,3,15,7,150394,3759
닥터아토손소독티슈,5,0,16,17,19,4,11,6,27161,679
밀락골드,2,0,7,7,23,2,15,0,5691,142
나잘후레쉬,7,5,9,3,14,6,15,5,17917,447
힐로소피,11,11,0,14,35,1,3,1,2303,57
미니간판,7,7,24,0,8,3,15,14,39422,985
곤약미,1,0,1,1,14,7,10,9,29808,745
레이저포인트,0,1,0,0,9,1,24,6,19579,489
헤라톤업선크림,6,2,11,20,24,1,9,6,42436,1060
시저,1,4,2,24,12,3,13,12,83923,2098
셀프줄눈,9,6,14,2,3,6,18,13,105858,2646
아이보리비누,1,2,12,23,18,2,13,7,39701,992
아기낱말카드,5,9,13,3,22,3,11,4,18505,462
르꽁뜨펌에어브러쉬,0,5,2,33,34,3,3,0,1169,29
어린이전동칫솔,7,2,12,7,13,4,14,9,36611,915
띠부띠부씰앨범,4,15,5,0,16,3,11,10,61914,1547
2024벽걸이달력,5,11,7,2,25,8,5,2,4576,114
환갑토퍼,11,8,15,0,8,1,22,9,40564,1014
똥츄,6,2,1,0,15,5,15,5,20578,514
슬립색,3,1,12,3,26,2,11,1,5647,141
엄마랑벽그림,20,6,2,3,32,1,3,4,18492,462
헬렌스타인이불커버,1,0,0,0,25,7,8,0,2774,69
법복,3,11,6,0,29,6,4,1,3002,75
안동소주가격,2,2,5,10,16,4,13,7,31543,788
온더바디바디워시,0,2,0,3,0,3,15,22,81849,2046
팔굽혀펴기,3,2,7,0,5,7,19,9,40261,1006
그릭요거트제조기,8,6,17,9,21,4,12,3,10443,261
해피트리,12,0,11,17,18,4,14,4,35844,896
일반전화기,7,8,23,0,20,3,14,3,17213,430
나이키러닝장갑,3,2,23,12,25,6,7,2,6731,168
휴대용CD플레이어,14,2,9,4,24,3,13,0,4786,119
히알루론산토너,2,0,5,0,4,3,16,17,89422,2235
맛사지크림,5,6,3,3,11,4,18,7,27667,691
마사지크림,3,6,3,5,11,4,18,7,27625,690
전복장,17,8,9,6,12,5,17,6,21006,525
모던하우스커튼,1,1,8,6,29,1,10,0,3192,79
포켓파이,14,0,14,12,33,3,4,0,2250,56
경광봉,1,1,4,2,27,3,7,3,9528,238
나무이젤,1,1,9,0,23,3,11,3,14720,368
어린이집네임택,9,15,7,0,5,4,19,12,64944,1623
싱잉볼,5,4,0,0,29,3,7,1,4443,111
뷰블레이드F제로,5,3,11,3,33,0,7,0,1702,42
바구니카시트대여,17,8,10,1,29,1,4,2,6055,168
스텐빨래바구니,4,0,2,0,37,0,1,2,9480,237
닌텐도파우치,1,7,14,4,6,5,22,7,77448,1936
나이키짐클럽더플백,5,3,22,10,33,2,5,0,1732,43
바다장어,8,3,24,4,5,2,18,15,52092,1302
아기딸랑이,2,5,13,0,17,2,14,7,31236,780
폰타나올리브유,10,4,1,20,31,0,4,5,15345,383
현미유,3,5,14,11,12,5,19,4,22843,571
아기드레스,7,3,28,1,20,5,14,1,7449,186
로얄캐닌캔,0,2,9,9,7,5,15,13,42509,1062
타요주차타워,5,7,11,3,34,2,4,0,1900,47
다원몬테소리,0,1,26,1,36,3,1,0,519,12
쏘렌토도어커버,3,8,17,12,12,2,20,6,19349,483
크록스겨울,4,7,18,10,30,3,5,2,7367,184
범퍼가드쿠션,4,4,15,4,14,5,12,9,27960,699
토이클리너,2,2,3,3,18,5,16,1,7694,192
발효율피,6,1,9,14,21,3,15,1,11578,289
용접안경,0,0,3,1,28,6,6,0,2247,56
시져,1,4,1,24,13,3,13,11,82689,2067
머루포도,7,5,10,18,36,0,4,0,911,22
자동차에어컨냄새,2,10,12,3,9,0,18,13,57337,1433
하리보젤리,2,1,8,7,24,4,11,1,6994,174
아귀찜,15,11,8,4,18,8,10,4,10403,260
암웨이공기청정기필터,5,3,22,4,14,5,15,6,21177,529
죽염치약,4,1,9,13,11,2,14,13,80886,2022
룸앤티비가방,7,3,13,17,27,6,5,2,7615,190
3중방한커튼,2,2,12,12,25,3,10,2,13279,331
전동와인오프너,3,3,4,1,14,3,17,6,21160,529
점수판,0,0,0,0,37,1,2,0,814,20
디월트호환배터리,13,4,8,9,34,1,5,0,2284,57
초유밀,4,0,3,28,26,5,7,2,5470,136
폴리보이,6,0,9,23,29,1,9,1,6445,161
티각태각,3,7,5,2,18,5,9,8,62767,1569
삼각김밥김,2,0,4,28,11,5,14,10,52256,1306
빨아쓰는행주,0,0,19,10,6,5,20,9,25281,632
문배주,0,0,7,28,28,2,10,0,4367,109
손질전복,10,9,16,5,17,7,13,3,11641,291
레벨기거치대,3,0,8,1,29,5,6,0,1605,40
일회용수건,3,3,9,1,16,4,17,3,18917,472
청진기,0,1,0,0,34,1,4,1,3256,81
헤라비누,7,10,9,11,11,3,21,5,25823,645
전자레인지팝콘,0,0,6,3,17,6,11,6,16223,405
토마토소스,1,1,18,4,6,2,21,11,45910,1147
방수방한화,7,10,10,0,23,3,12,2,10902,272
서울우유연유,1,3,8,3,28,4,6,2,8800,220
프롬더스킨글루타치온,5,0,13,21,34,4,2,0,862,21
반스어센틱뮬,0,0,9,3,25,6,7,2,6073,151
앉은뱅이저울,4,2,6,0,32,1,6,1,4062,101
볶은콩가루,1,7,16,14,4,3,17,16,154947,3873
더덕,14,10,12,4,9,4,16,11,38759,968
붙이는화이트보드,3,20,14,3,13,1,12,14,55172,1379
유리티팟,3,11,12,1,14,3,18,5,41689,1042
아기신발장,4,2,12,1,26,3,6,5,11769,294
아이브마인앨범,0,4,26,0,30,4,6,0,2280,57
납작만두,5,8,7,3,17,3,10,10,50227,1255
스텐음식물쓰레기통,3,1,7,3,13,5,13,9,29072,726
깔깔이바,1,1,6,0,20,3,12,5,18725,468
캠핑변기,2,6,6,2,13,2,20,5,16835,420
하이비젖병솔,1,1,8,1,25,3,5,7,79865,1996
레드비트즙,2,4,6,4,4,3,19,14,75056,1876
녹두가격,6,3,20,11,9,1,21,9,32755,818
비트주스,11,10,8,8,27,1,8,4,16829,420
돌아기장난감,4,13,19,0,13,4,15,8,20837,520
착화제,6,6,16,6,10,3,21,6,31703,792
포토월,3,1,3,2,35,1,4,0,1113,27
킥보드장갑,5,6,13,1,18,4,16,2,8833,220
나이키리유저블쇼핑백,7,6,17,3,16,6,10,8,29943,748
윌,3,3,10,20,18,3,8,11,108300,2707
도리명가,2,0,4,2,5,1,1,1,1917,239
산모패드,1,2,6,4,32,1,4,3,15092,377
빅퍼스5A,6,4,3,2,31,3,4,2,5652,141
NBA유니폼,1,4,5,0,37,0,3,0,843,21
보일러온도조절기,8,3,8,19,23,3,14,0,4933,123
포맨트향수,9,14,9,5,31,2,4,3,41016,1025
뉴케어미니구수한맛,8,5,12,14,22,2,10,6,63853,1596
샤파연필깎이,0,2,2,4,26,2,8,4,12039,300
늘보리압맥,0,0,23,17,8,5,17,10,43981,1099
수초조명,0,3,12,0,20,4,12,4,13606,340
쑥뜸,2,1,2,0,15,7,15,3,14252,356
베이비오일,2,0,2,9,7,0,20,13,44348,1108
삼각김밥틀,4,4,8,0,26,8,3,3,8456,211
브리타,6,5,12,10,21,3,9,7,51672,1291
EMIS모자,1,2,23,3,31,2,7,0,2452,61
소독티슈,4,4,22,5,9,6,20,5,22394,559
신점,23,7,10,0,7,5,21,7,23186,579
존테스350D,19,1,7,4,40,0,0,0,62,1
어린이손목시계,6,9,4,3,16,7,12,5,27083,677
자석시트지,18,7,6,9,30,0,6,4,17619,440
펠트바구니,3,4,10,0,27,3,7,3,12755,318
트위스비에코,1,9,17,13,31,3,5,1,7316,182
번데기,8,2,11,13,18,0,12,10,43002,1075
아동학대,4,3,1,23,39,1,0,0,59,1
중국보이차,8,0,2,0,31,4,4,1,4261,106
장미바리깡,5,7,19,9,28,6,6,0,2376,59
레이져포인트,0,1,0,0,9,1,24,6,19579,489
스피룰리나,6,5,7,7,13,6,15,6,39698,992
튀김쥐포,3,5,24,8,1,6,14,19,102988,2574
인간화환,22,15,2,1,8,2,17,13,120052,3001
블루보넷마그네슘,7,10,13,9,26,3,10,1,13516,337
빅사이즈슬립,9,15,15,1,21,0,13,6,26142,653
라면기,2,2,5,0,18,2,16,4,23033,575
네츄레메디,8,0,12,10,28,4,5,3,14948,373
화물차후방카메라,5,3,11,20,29,2,6,3,6569,164
포고플,23,6,8,3,33,2,2,3,7168,179
치코아기비데,5,1,10,1,31,5,3,1,3695,92
유기농레몬즙,1,3,13,23,25,4,9,2,8309,207
거리측정기케이스,3,5,5,1,27,4,8,1,3788,94
푸쉬팝게임기,8,5,6,3,34,2,2,2,4670,116
이유식저울,4,2,14,0,15,4,12,9,42117,1052
시라쿠스접시,1,7,22,0,11,4,19,6,27816,695
초코파우더,1,1,5,3,16,9,15,0,4732,118
베타인살리실레이트바디워시,6,8,3,22,38,0,1,1,11199,279
