relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
졸리점퍼,7,10,10,3,24,1,8,7,45840,1146
냉동두리안,7,5,14,14,16,5,12,7,40605,1015
샘트라이크100,7,2,10,13,26,5,8,1,5027,125
안동생강,6,12,8,14,29,1,9,1,8319,207
청귤청,8,5,23,3,8,2,18,12,72156,1803
화과방,0,0,14,9,19,2,12,7,23119,577
보청기가격비교,9,2,3,1,20,5,12,3,25732,643
보청기가격,9,2,3,1,21,6,10,3,25130,628
2024년벽걸이달력,4,8,5,2,27,6,5,2,4349,108
덴비,7,6,14,0,20,3,17,0,4109,102
비비안스타킹,3,6,13,3,21,0,14,5,38050,951
발도르프,11,4,12,1,26,2,9,3,9420,235
웨딩속바지,1,5,5,1,30,2,3,5,19433,485
데이지체인,1,4,7,2,9,4,23,4,22849,571
간판제작,7,7,22,2,10,2,12,16,53418,1335
아기머플러,6,13,14,1,17,2,12,9,27624,690
스노우보드보호대,3,1,7,3,22,4,11,3,16426,410
자가진단키트,1,2,8,1,12,1,16,11,54818,1370
테이크아웃컵홀더,2,2,20,2,11,2,15,12,37668,941
쌀국수컵라면,4,2,13,10,17,2,12,9,35607,890
레드비트,8,4,23,5,7,3,18,12,104264,2606
얇은핸들커버,7,6,3,2,29,3,5,3,14531,363
키즈프로폴리스,10,6,11,3,13,3,18,6,17534,438
에버넷도어락,0,7,9,8,16,5,15,4,15326,383
눈썹펜슬,4,6,15,8,8,3,17,12,39567,989
COC악력기,3,0,2,3,37,1,1,1,3642,91
비비탄저격총,12,3,3,4,33,2,5,0,1975,49
축구공가방,2,4,4,0,26,3,10,1,5998,149
1급방진마스크,3,3,25,1,8,7,21,4,19282,482
하이볼얼음틀,3,9,9,1,11,3,12,14,91941,2298
탈리스만안개등,0,1,4,23,37,2,1,0,525,13
아누아어성초패드,5,6,17,9,33,1,3,3,24489,612
포도당캔디,7,6,12,11,9,4,17,10,51863,1296
변기필밸브,1,6,16,3,16,6,11,7,25699,642
페페로니,0,1,7,6,24,2,12,2,9578,239
크롬캐스트3,7,0,3,28,33,1,2,4,17646,441
뻐꾸기시계,3,1,2,0,38,0,1,1,2228,55
USB온열담요,12,9,10,8,27,10,3,0,2742,68
입생로랑쿠션리필,0,2,24,9,29,1,7,3,15622,390
볼풀장,0,2,2,0,22,0,14,4,14022,350
극손상헤어팩,12,6,10,6,14,4,14,8,35929,898
셀프줄눈시공,8,7,13,2,7,5,15,13,109679,2741
