relative_keyword,zzim_10,zzim_50,zzim_100,zzim_1000
프리즈마유성색연필,33,3,4,0
버팔로구명조끼,29,4,7,0
꿀맘스푸드,7,2,3,0
캐리어바퀴교체,28,1,9,2
영양바,31,3,5,1
화과자,23,7,9,1
오토마톤,35,0,4,1
윈코,31,3,6,0
크로스핏줄넘기,34,3,3,0
셀프중문,34,2,4,0
스타풋살공,36,2,2,0
디자인마카,30,4,6,0
원적외선치료기,37,2,1,0
아기무릎보호대,31,3,6,0
파메스테틱,31,5,3,1
트림원라이트,37,3,0,0
농구공7호,25,5,10,0
타닥화로대,37,1,2,0
원목마루,31,1,7,1
놋담방짜유기,32,4,4,0
베트남지갑,21,5,11,3
힛툴,38,0,2,0
강황가루,35,1,4,0
냉장고온도계,40,0,0,0
골프볼파우치,26,3,10,1
육추기,39,1,0,0
지팡이의자,36,2,2,0
차판,34,1,4,1
코베아버너,24,5,10,1
트위스트운동기구,38,1,0,1
아코디언의자,31,2,5,2
운수대통수산,4,0,1,0
백일상차림,16,5,14,5
사무실서랍장,34,1,5,0
어린이샤워가운,26,5,9,0
스타일러5벌,30,0,10,0
월넛도마,14,3,18,5
어린이가슴장화,32,2,4,2
매셔,36,0,3,1
하림삼계탕,40,0,0,0
하수구뚫음기계,35,2,3,0
에어호스릴,35,1,4,0
여성골프샤워가운,21,2,16,1
유도도복,36,2,2,0
배드민턴줄,40,0,0,0
파워볼,34,3,3,0
토리베가위,31,2,6,1
포크레인붕붕카,36,1,3,0
대형돗자리,25,3,9,3
아치슬리퍼,20,6,14,0
제초제,36,0,4,0
에드학미스터브루,38,0,2,0
유모차방한장갑,31,5,3,1
초배지,37,0,2,1
핏플랍슬리퍼,31,0,9,0
아스팔트싱글,38,0,2,0
원목트롤리,28,3,9,0
허벌라이프허벌티,39,0,1,0
의자허리받침대,29,4,7,0
원적외선조사기,37,2,1,0
엘릭서기타줄,38,1,1,0
수면용귀마개,30,3,6,1
반가발,36,0,4,0
인삼차,39,0,1,0
상체운동기구,39,0,0,1
맨유유니폼,24,10,5,0
발목반깁스,32,4,4,0
아기목튜브,34,3,2,1
간호복,18,8,14,0
폼건,37,1,2,0
미테르리모컨,5,0,1,0
케겔운동기구,17,6,15,2
추감기운동,33,2,5,0
카시오가죽시계,28,5,5,2
내셔널지오그래픽반팔,35,3,2,0
인모헤어피스,23,6,10,1
인형보관함,27,3,6,4
놀이동산의자,35,0,4,1
햄스터리빙박스,26,6,7,1
고흥유자차,26,9,4,1
가정용샌드백,28,1,11,0
레몽카디,21,1,5,1
레몽,33,1,5,1
스텐마늘다지기,28,6,5,1
배드민턴스트링,40,0,0,0
해초면,33,1,6,0
여드름압출바늘,26,5,8,1
크루져보드,35,1,4,0
허벅지운동기구,24,3,11,2
잭링크스육포,35,2,3,0
골든햄스터케이지,29,4,6,1
배럴수영가방,35,2,3,0
신생아목튜브,36,2,1,1
가정용식판,32,0,3,5
크로스핏그립,27,5,8,0
마뗑킴지갑,33,0,7,0
비키니옷장,28,5,6,1
자동용접면,36,3,1,0
훈제박스,35,1,2,2
화장실안전바,32,3,5,0
거미줄제거기,36,1,3,0
세탁기청소업체,24,7,7,2
세방황칠족발,14,1,3,1
올반핫도그,38,1,1,0
목화솜이불,33,3,4,0
레알마드리드유니폼,33,2,5,0
동지갑,21,5,11,3
엘르스카프,34,1,4,1
코뚜레,28,4,5,3
간즈큐브,30,7,3,0
청정원고추장,36,2,2,0
물파스,36,0,4,0
가슴운동기구,39,0,1,0
노기스,35,2,3,0
롯데껌,33,4,2,1
과즙망,32,3,3,2
칼타공기,32,1,7,0
오다리교정,31,2,7,0
포켓몬카드박스,18,5,16,1
캠핑조리도구세트,27,1,11,1
버터플라이탁구화,38,1,1,0
방도,14,4,20,2
하남쭈꾸미500,35,1,4,0
캐디백항공커버,28,7,5,0
에바크리닝,36,0,4,0
에디슨수저,37,1,1,1
안티스키밍여권케이스,11,6,18,5
텅드럼,36,2,2,0
브리오,34,3,3,0
LED보석십자수,35,1,3,1
신발스트레쳐,37,1,1,1
토종순대,28,4,7,1
시끄러운알람시계,33,3,3,1
배럴래쉬가드,23,6,11,0
드라이아이스,37,2,1,0
DJI마이크,40,0,0,0
무르지않은알타리김치,8,0,1,0
수능귀마개,36,1,3,0
무선LED벽시계,27,7,5,1
벨라이프,28,2,9,1
투망,38,1,1,0
미즈노배드민턴화,34,4,2,0
목화솜요,32,2,6,0
코끼리의자,36,0,3,1
어간장,28,3,9,0
유치보관,33,1,5,1
레이저자,38,0,2,0
아스팔트슁글,38,0,2,0
세탁기분해청소,28,7,3,2
남자3부수영복,37,2,1,0
Z908PRO,35,1,4,0
엉덩이뽕팬티,31,1,7,1
가스차단기,28,7,5,0
코세척식염수,29,5,6,0
무선다지기,31,2,6,1
추감기,33,3,4,0
대림바스샤워기,27,7,6,0
네발지팡이,30,3,7,0
목화솜,34,2,4,0
유비맘빨대컵,34,3,3,0
국간장,32,0,7,1
미끄럼방지장판,39,0,1,0
장애인복지,34,1,5,0
어르신지팡이,24,4,12,0
가정용코팅기,37,0,3,0
동그랑땡,32,3,5,0
초음파안경세척기,32,3,4,1
안경초음파세척기,32,3,4,1
휴대용보틀워머,35,1,3,1
신발볼늘리기,35,1,3,1
하스,31,6,3,0
라텍스목베개,37,2,1,0
유아방수바지,22,6,11,1
오리발스티커,32,3,4,1
와룡막창,33,2,3,2
샘소나이트캐리어바퀴,32,1,5,2
아메리칸투어리스터캐리어바퀴,32,1,5,2
아메리칸투어리스트바퀴,32,1,5,2
아기체중계,37,1,2,0
개인금고,27,1,12,0
맥과이어UC,38,0,2,0
시스템에어컨청소,23,6,10,1
이지베이션,36,4,0,0
손저울,36,1,3,0
쇠스랑,37,1,2,0
젖병거치대,37,0,2,1
태명배냇저고리,29,2,8,1
발란스핏압박스타킹,38,0,1,1
란쥬,38,0,2,0
오스탈레띠,37,1,2,0
맘스팬티,33,0,6,1
데비마이어그린백,35,3,1,1
곤약현미밥,32,3,5,0
모도리도마,34,3,3,0
아기샤워캡,34,1,3,2
두꺼운돗자리,28,6,3,3
발레바,33,2,5,0
졸리베이비헝겊책,39,1,0,0
구유조명,37,2,1,0
의성마늘프랑크,31,4,4,1
해금,39,0,1,0
안마의자커버,34,1,5,0
기내용목배게,24,4,11,1
하페,39,1,0,0
염도계,35,1,4,0
인형탈,35,0,4,1
카스저울,22,4,14,0
제일타카,34,4,2,0
DJI미니4,40,0,0,0
DJI미니4프로,39,0,0,0
원양산오징어다리,4,0,2,0
얇은폼롤러,30,2,4,4
임산부압박스타킹,20,5,13,2
목튜브,34,3,2,1
풋살공,36,2,2,0
초강력에어건,31,4,4,1
안경세척기,32,3,4,1
장요근마사지,31,3,4,2
코골이방지밴드,20,6,12,2
카스전자저울,22,4,14,0
휴양지커플룩,28,3,7,2
대금,39,0,1,0
산전복대,32,1,7,0
넓적당면,36,2,2,0
함몰유두,35,2,3,0
듀퐁와이셔츠,32,2,6,0
올반찰핫도그,37,2,1,0
부항,33,0,6,0
부황,34,0,6,0
부항기,32,2,6,0
부황기,31,3,6,0
방수팬티,34,1,4,1
해초국수,32,1,7,0
골반교정,29,2,9,0
붕어빵키트,33,2,4,1
넉박스,29,3,8,0
스타축구공,31,4,5,0
마늘가는기계,32,4,2,2
IGPSPORT,39,0,1,0
궁채장아찌,33,4,3,0
파채기계,32,3,4,1
골프스틱,28,5,7,0
슬라이스치즈100매,28,7,5,0
부산과일바구니,31,4,4,1
채써는기계,27,0,10,3
돈통,30,2,8,0
코주부육포,36,0,4,0
핏플랍샌들,31,2,7,0
요넥스배드민턴화,33,7,0,0
쑥뜸기,37,1,2,0
함께늘봄,2,3,3,1
줄없는줄넘기,34,1,4,1
먹르가즘,6,0,1,0
어깨뽕티셔츠,33,4,3,0
아기방수팬티,34,1,4,1
명품힙색,26,5,8,1
막장,33,1,6,0
거북이키우기,32,1,5,2
아기띠바람막이,29,2,9,0
ID221C5,5,0,1,0
페이크후드,32,2,5,1
걸음보조기,34,2,4,0
창안애,33,5,2,0
골프연습채,32,2,6,0
대형견켄넬,30,1,8,1
달러북,38,1,1,0
오토바이리프트,36,0,4,0
답례연구소호두강정,3,0,2,1
접지매트,37,2,1,0
항아리바베큐,30,2,8,0
의료용무릎보호대,26,6,5,3
사브르,26,5,6,3
바렌발각질,38,0,1,1
어깨뽕,32,4,4,0
자바라의자,34,0,4,2
현미곤약밥,31,4,5,0
데비마이어,29,6,4,1
우드윅,34,2,4,0
비비고동그랑땡,37,1,2,0
신생아체중계,37,1,2,0
해먹튜브,20,7,11,2
롱샴크로스끈,32,2,5,1
탄탄방수,32,3,5,0
눕서대,31,2,7,0
LPG가스통,34,3,2,1
아기앞치마두건,21,4,14,1
미니골대,37,2,1,0
미니축구골대,37,2,1,0
수중랜턴,38,1,1,0
다운펌기계,32,2,4,2
장조림,37,1,1,1
아기킥보드,33,2,5,0
기내목베개,27,3,9,1
발볼넓히기,36,0,3,1
미즈노탁구화,38,1,1,0
스마트줄넘기,36,0,3,1
매직큐브,32,3,4,1
장독대,34,0,5,1
키커볼,39,0,1,0
킥커볼,39,0,1,0
맨시티유니폼,32,3,5,0
약과도넛,37,1,1,1
구이바다M,25,8,6,1
자동구리스주입기,40,0,0,0
족욕통,31,3,6,0
못주머니,34,3,3,0
적외선치료기,25,3,10,2
노스페이스빅샷,34,2,4,0
탁구화추천,36,2,2,0
분유워머,35,1,3,1
초소형CCTV,31,2,4,3
포장마차테이블,32,1,7,0
단팥,35,1,4,0
쪼꼬미에기,38,1,1,0
그린박스,30,7,2,1
진이샵,38,0,2,0
자동팽창식구명조끼,31,8,1,0
X반도,37,2,1,0
패러글라이딩,21,2,15,2
발온열기,23,4,9,4
차가버섯,34,4,2,0
이지월타일,39,0,1,0
투명방수본드,34,0,6,0
아레나수경,27,4,9,0
스파인코렉터,24,4,10,2
조아뜨,37,1,1,1
유아침대가드,32,2,4,2
스와들업뱀부라이트,33,1,6,0
페러글라이딩체험,21,1,16,2
견사,31,0,8,1
스트레칭보드,20,7,11,2
적외선조사기,23,5,10,2
호신용3단봉,29,4,5,2
복근킹카,36,2,1,1
디귿수납장,32,5,2,1
골프연습망,32,5,3,0
필라테스소도구,33,2,4,1
츄바스코,37,1,2,0
메쉬넵2,35,1,2,2
실내줄넘기,34,1,4,1
롱샴파우치스트랩,31,4,4,1
종아리스트레칭보드,23,5,10,2
평상마루,32,3,4,1
코골이방지기구,22,2,14,2
선상구명조끼,32,7,1,0
내셔널지오그래픽방수팩,35,0,5,0
장요근마사지기,36,2,2,0
칡냉면,33,1,5,1
탁구화,36,2,2,0
자석유리창닦이,32,3,4,1
자석창문닦이,31,4,4,1
캣워커,24,3,11,2
휴대용네블라이저,25,5,8,2
발가락링,26,5,6,3
조사기,24,4,10,2
태양계,31,2,4,3
비염코세척,27,6,7,0
후추스프레이,25,2,10,3
진간장,38,0,2,0
갈릴리농원,9,0,2,0
심플룸아기텐트,34,2,3,1
호신용삼단봉,28,3,7,2
캠핑수레,31,0,7,2
페퍼스프레이,28,1,8,3
연무기,34,2,3,1
로봇강아지,34,1,4,1
레스큐미,38,0,1,1
오리발숏핀,22,7,11,0
동망접지패드,1,0,1,0
페인트후끼,31,2,7,0
마렌속눈썹영양제,4,0,1,1
어린이코세척,32,1,7,0
밸런스파워,37,1,1,1
목디스크보호대,28,2,8,2
놋담,29,4,7,0
샴푸의자,32,4,3,1
남자워터레깅스,27,6,5,2
전동물총,30,1,9,0
경추보호대,31,1,6,2
유아캐리어,23,4,13,0
엘펀즈기저귀가방,3,2,1,1
강아지산소방,29,4,6,1
한영석청명주,4,1,1,0
락포트남성화,29,5,6,0
연유,31,4,5,0
정확한체중계,36,1,2,1
필라테스도구,35,1,3,1
에듀테이블,35,2,2,1
인공태양알람시계,38,0,1,1
아기샴푸의자,31,4,4,1
신일식품건조기,33,3,4,0
숏핀,25,5,10,0
역방쿠,36,2,1,1
목견인치료기,33,1,5,1
허리견인기,37,1,0,2
책이몽,0,0,1,1
신생아비데,28,3,6,3
양압기,35,1,4,0
AI강아지,35,1,3,1
로봇개,34,1,4,1
홍사운드집가락,1,0,0,1
예작와이셔츠,36,0,4,0
목견인,31,4,4,1
자동코세척기,35,0,5,0
에어스텝퍼,31,4,5,0
극한직업꽃게액젓,0,0,0,1
아레나남성수영복,29,5,6,0
아레나남자수영복,29,5,6,0
붙이는전신거울,30,3,5,2
SBD벨트,35,1,3,1
골프손목교정기,34,1,4,1
고관함박,1,0,4,1
탁상시계뉴라이프챌린지,38,0,1,1
뉴라이프챌린지,38,0,1,1
풀무원핫도그,37,1,2,0
올바른핫도그,37,1,2,0
공항칼국수,3,0,1,2
큐폴드,37,0,1,2
광주서울곱창,0,1,0,2
콤비타마누카꿀,34,2,4,0
공항칼국수밀키트,1,0,1,2
조조칼국수밀키트,0,0,1,1
코리아패러글라이딩,9,0,0,1
레그필라,38,1,0,1
햄지소갈비찜,0,0,0,1
햄지대왕소갈비찜,0,0,0,1
푸른회식당오징어무침,0,0,0,1
