relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review,zzim_10,zzim_50,zzim_100,zzim_1000
초밥틀,1670.0,46744.0,27.99,16734.0,1467133.0,0,0,2,0,34,0,4,2,3730,93,38,0,2,0
달구지막창,4340.0,2432.0,0.56,20735.0,1468397.0,0,4,8,0,25,4,6,5,10328,258,33,3,4,0
세차폼건,1530.0,59358.0,38.8,34713.0,1469611.0,3,2,4,0,28,3,7,2,9046,226,37,2,1,0
편도결석흡입기,1370.0,859.0,0.63,21801.0,1474683.0,11,1,2,1,37,0,1,2,13276,331,36,2,2,0
무설탕껌,2570.0,20502.0,7.98,25040.0,1475795.0,2,2,9,2,23,7,7,3,10164,254,33,4,2,1
성조기,6440.0,48475.0,7.53,21778.0,1476136.0,2,0,6,1,35,2,3,0,1018,25,34,2,4,0
아기샤워가운,1190.0,14949.0,12.56,23523.0,1478556.0,2,7,5,1,20,5,11,4,13234,330,27,4,9,0
색연필그림,1380.0,41243.0,29.89,28894.0,1479195.0,2,1,1,1,37,0,2,1,4890,122,37,0,2,1
메델라유축기대여,1520.0,22.0,0.01,41187.0,1482791.0,6,4,9,2,15,2,2,2,4232,201,16,2,4,0
노스페이스반팔티,1170.0,104218.0,89.08,32296.0,1492612.0,0,0,1,1,27,6,7,0,3385,84,36,2,2,0
반깁스,12860.0,21634.0,1.68,30730.0,1493030.0,1,4,2,0,24,5,5,6,9631,240,31,5,4,0
무반전거울,1240.0,7851.0,6.33,29913.0,1505166.0,1,1,2,0,38,1,0,1,2680,67,36,2,1,1
프리즈마유성색연필,1030.0,24780.0,24.06,61334.0,1508700.0,2,6,5,0,19,2,13,6,21382,534,33,3,4,0
버팔로구명조끼,1030.0,6197.0,6.02,36263.0,1512518.0,0,1,2,2,20,4,13,3,10285,257,29,4,7,0
꿀맘스푸드,2600.0,12.0,0.0,15298.0,1519425.0,0,3,5,1,6,2,3,1,2494,207,7,2,3,0
캐리어바퀴교체,7990.0,25661.0,3.21,13610.0,1520871.0,2,3,8,2,26,2,9,3,14801,370,28,1,9,2
영양바,1600.0,17595.0,11.0,20912.0,1525459.0,3,4,5,1,19,3,14,4,18741,468,31,3,5,1
화과자,25000.0,84503.0,3.38,25718.0,1528134.0,9,7,7,0,15,9,13,3,14175,354,23,7,9,1
오토마톤,3030.0,52733.0,17.4,69579.0,1531680.0,1,4,1,1,35,1,3,1,3624,90,35,0,4,1
윈코,2840.0,11646.0,4.1,69914.0,1531825.0,6,0,9,2,33,3,2,2,5105,127,31,3,6,0
크로스핏줄넘기,1590.0,22146.0,13.93,13230.0,1539616.0,2,4,2,0,18,4,15,3,24442,611,34,3,3,0
셀프중문,3840.0,11556.0,3.01,99316.0,1543050.0,9,1,0,2,39,1,0,0,164,4,34,2,4,0
스타풋살공,1060.0,14854.0,14.01,35001.0,1544895.0,0,3,1,2,32,0,6,2,4974,124,36,2,2,0
디자인마카,1900.0,54881.0,28.88,22231.0,1545998.0,0,2,7,0,26,2,10,2,6930,173,30,4,6,0
원적외선치료기,1500.0,4772.0,3.18,80224.0,1548657.0,4,2,0,1,36,2,2,0,793,19,37,2,1,0
아기무릎보호대,2830.0,10370.0,3.66,12057.0,1551036.0,4,7,9,1,14,2,20,4,63961,1599,31,3,6,0
파메스테틱,14770.0,331.0,0.02,87190.0,1553491.0,27,9,4,0,38,0,2,0,791,19,31,5,3,1
트림원라이트,1450.0,2181.0,1.5,45045.0,1554752.0,2,0,2,0,36,1,3,0,637,15,37,3,0,0
농구공7호,1470.0,63421.0,43.14,41383.0,1554799.0,2,1,9,2,18,5,15,2,9486,237,25,5,10,0
타닥화로대,7740.0,2085.0,0.27,83597.0,1558333.0,4,0,4,2,38,1,1,0,343,8,37,1,2,0
원목마루,3650.0,72644.0,19.9,56816.0,1559911.0,7,12,6,1,27,0,7,6,24740,618,31,1,7,1
놋담방짜유기,1940.0,16832.0,8.68,72025.0,1560646.0,0,0,4,0,21,5,11,3,17834,445,32,4,4,0
베트남지갑,2470.0,7239.0,2.93,7879.0,1567428.0,10,9,6,2,16,9,9,6,31623,790,21,5,11,3
힛툴,1300.0,23157.0,17.81,32307.0,1568891.0,0,0,2,0,35,2,3,0,2089,52,38,0,2,0
강황가루,10920.0,21224.0,1.94,12501.0,1570629.0,5,0,6,1,10,2,22,6,30056,751,35,1,4,0
냉장고온도계,1780.0,38153.0,21.43,11365.0,1572021.0,3,0,0,2,23,7,7,3,7537,188,40,0,0,0
골프볼파우치,3150.0,36101.0,11.46,17905.0,1574753.0,3,7,5,0,28,2,7,3,7376,184,26,3,10,1
육추기,1040.0,35782.0,34.41,47499.0,1575500.0,0,1,0,1,38,1,1,0,427,10,39,1,0,0
지팡이의자,2110.0,43493.0,20.61,80149.0,1578666.0,2,2,2,1,38,1,1,0,419,10,36,2,2,0
차판,1670.0,89720.0,53.72,28821.0,1580958.0,1,0,4,0,32,1,7,0,1745,43,34,1,4,1
코베아버너,8480.0,14879.0,1.75,69447.0,1583241.0,2,2,9,1,19,6,13,2,10802,270,24,5,10,1
트위스트운동기구,1460.0,54325.0,37.21,47543.0,1585683.0,3,0,1,0,33,2,4,1,4506,112,38,1,0,1
아코디언의자,5880.0,20109.0,3.42,50726.0,1590372.0,5,2,6,0,30,1,6,3,8720,218,31,2,5,2
운수대통수산,2190.0,5.0,0.0,26800.0,1591500.0,0,0,5,0,4,0,1,0,379,75,4,0,1,0
백일상차림,5460.0,1090.0,0.2,49875.0,1594078.0,24,10,5,1,24,4,7,5,26976,674,16,5,14,5
사무실서랍장,1800.0,101745.0,56.52,77483.0,1594922.0,1,1,6,1,32,3,3,2,5726,143,34,1,5,0
어린이샤워가운,1040.0,18668.0,17.95,22523.0,1603724.0,2,7,7,1,19,6,11,4,13386,334,26,5,9,0
스타일러5벌,2660.0,6435.0,2.42,49224.0,1607250.0,9,3,7,2,26,4,8,2,6625,165,30,0,10,0
월넛도마,2140.0,31012.0,14.49,47440.0,1607600.0,9,10,9,0,7,4,23,6,43870,1096,14,3,18,5
어린이가슴장화,1010.0,3410.0,3.38,29680.0,1608685.0,2,2,6,2,20,7,9,4,14680,367,32,2,4,2
매셔,1270.0,47295.0,37.24,9666.0,1613687.0,0,0,4,1,31,2,5,2,13192,329,36,0,3,1
하림삼계탕,1530.0,4919.0,3.22,27437.0,1614250.0,1,1,0,1,29,2,8,1,5364,134,40,0,0,0
하수구뚫음기계,1420.0,14151.0,9.97,81713.0,1618828.0,16,3,6,0,33,2,3,2,4706,117,35,2,3,0
에어호스릴,1410.0,75550.0,53.58,75174.0,1621726.0,0,2,7,0,30,3,5,2,7777,194,35,1,4,0
여성골프샤워가운,1990.0,52901.0,26.58,25544.0,1624194.0,4,6,8,0,20,4,11,5,11471,286,21,2,16,1
유도도복,1020.0,15912.0,15.6,94593.0,1625642.0,10,0,0,0,40,0,0,0,124,3,36,2,2,0
배드민턴줄,1020.0,89655.0,87.9,78835.0,1632518.0,0,1,6,1,27,3,10,0,2422,60,40,0,0,0
파워볼,20200.0,26797.0,1.33,20684.0,1636636.0,0,2,4,1,30,2,7,1,5118,127,34,3,3,0
토리베가위,7400.0,1342.0,0.18,48059.0,1637813.0,5,4,7,2,29,5,4,2,5524,138,31,2,6,1
포크레인붕붕카,1450.0,3556.0,2.45,54908.0,1640822.0,0,0,3,2,34,1,4,1,3163,79,36,1,3,0
대형돗자리,1390.0,79735.0,57.36,19549.0,1645570.0,2,5,6,0,26,2,6,6,14539,363,25,3,9,3
아치슬리퍼,1570.0,27940.0,17.8,20277.0,1647343.0,9,13,4,0,22,3,9,6,13756,343,20,6,14,0
제초제,6040.0,58050.0,9.61,49543.0,1647404.0,5,1,0,1,32,3,4,1,4688,117,36,0,4,0
에드학미스터브루,3780.0,549.0,0.15,95848.0,1648555.0,5,1,5,2,39,1,0,0,79,1,38,0,2,0
유모차방한장갑,1420.0,6184.0,4.35,16947.0,1649516.0,7,9,4,2,23,2,13,2,12706,317,31,5,3,1
초배지,2870.0,9252.0,3.22,21568.0,1651173.0,0,2,1,1,28,5,6,1,22685,567,37,0,2,1
핏플랍슬리퍼,8610.0,74019.0,8.6,73494.0,1651578.0,3,0,5,1,23,6,9,2,6880,172,31,0,9,0
아스팔트싱글,1440.0,3874.0,2.69,60576.0,1653629.0,1,0,4,0,37,1,2,0,994,24,38,0,2,0
원목트롤리,1450.0,67461.0,46.52,66408.0,1655861.0,0,2,6,1,33,3,2,2,4488,112,28,3,9,0
허벌라이프허벌티,3540.0,2085.0,0.59,75663.0,1656065.0,5,4,4,2,30,4,5,1,4548,113,39,0,1,0
의자허리받침대,2140.0,53791.0,25.14,25901.0,1656904.0,2,4,2,0,29,3,6,2,15193,379,29,4,7,0
원적외선조사기,1160.0,6415.0,5.53,90530.0,1671357.0,4,1,1,1,36,1,3,0,1011,25,37,2,1,0
엘릭서기타줄,4250.0,14200.0,3.34,29534.0,1672666.0,1,1,4,0,30,4,5,1,4414,110,38,1,1,0
수면용귀마개,1580.0,17753.0,11.24,17122.0,1679248.0,6,5,4,1,26,1,8,5,21336,533,30,3,6,1
반가발,1620.0,14124.0,8.72,25672.0,1679436.0,0,4,2,0,35,1,1,3,8100,202,36,0,4,0
인삼차,2810.0,26114.0,9.29,11712.0,1679577.0,0,0,1,1,38,0,1,1,6353,158,39,0,1,0
상체운동기구,1050.0,25165.0,23.97,56338.0,1681225.0,3,0,1,0,34,2,3,1,5767,144,39,0,0,1
맨유유니폼,12100.0,9183.0,0.76,48512.0,1689514.0,8,5,7,1,36,3,1,0,444,11,24,10,5,0
발목반깁스,2270.0,9574.0,4.22,36030.0,1694475.0,1,3,3,0,28,3,3,6,8899,222,32,4,4,0
아기목튜브,3470.0,4125.0,1.19,23595.0,1699609.0,5,6,9,1,19,2,15,4,28128,703,34,3,2,1
간호복,7540.0,49867.0,6.61,30122.0,1700163.0,3,9,8,0,5,5,24,6,23638,590,18,8,14,0
폼건,5720.0,104947.0,18.35,17760.0,1700232.0,0,0,8,1,28,4,7,1,4314,107,37,1,2,0
미테르리모컨,3550.0,6.0,0.0,39000.0,1705166.0,1,0,2,2,5,0,1,0,201,33,5,0,1,0
케겔운동기구,9120.0,47175.0,5.17,12501.0,1706230.0,9,13,3,0,18,4,14,4,14130,353,17,6,15,2
추감기운동,1180.0,7170.0,6.08,24791.0,1707500.0,3,5,3,0,25,3,8,4,11314,282,33,2,5,0
카시오가죽시계,2560.0,92985.0,36.32,22505.0,1710729.0,1,1,7,0,25,5,4,6,19575,489,28,5,5,2
내셔널지오그래픽반팔,1120.0,62635.0,55.92,48637.0,1712837.0,1,0,4,0,25,8,7,0,3652,91,35,3,2,0
인모헤어피스,1230.0,39456.0,32.08,50117.0,1713870.0,5,4,9,0,22,8,8,2,6147,153,23,6,10,1
인형보관함,1480.0,51865.0,35.04,25957.0,1717505.0,4,5,5,2,31,2,5,2,5511,137,27,3,6,4
놀이동산의자,1230.0,3738.0,3.04,13780.0,1722376.0,4,3,4,0,35,1,2,2,5580,139,35,0,4,1
햄스터리빙박스,1430.0,34650.0,24.23,44989.0,1731955.0,2,4,5,0,28,2,8,2,6883,172,26,6,7,1
고흥유자차,3440.0,5433.0,1.58,19053.0,1735104.0,8,2,9,2,14,6,16,4,30998,774,26,9,4,1
가정용샌드백,2430.0,88431.0,36.39,59965.0,1740498.0,4,4,6,0,21,4,10,5,14834,370,28,1,11,0
레몽카디,2470.0,15.0,0.01,47615.0,1740941.0,22,0,6,0,21,4,2,1,2816,100,21,1,5,1
레몽,1920.0,8948.0,4.66,11209.0,1740941.0,27,0,6,1,33,4,2,1,2820,70,33,1,5,1
스텐마늘다지기,1310.0,68024.0,51.93,6781.0,1747200.0,2,3,5,0,25,3,10,2,6510,162,28,6,5,1
배드민턴스트링,1240.0,89655.0,72.3,78524.0,1753395.0,0,1,6,0,29,3,8,0,2125,53,40,0,0,0
해초면,1280.0,5491.0,4.29,23031.0,1758127.0,1,5,3,1,27,1,8,4,20860,521,33,1,6,0
여드름압출바늘,1800.0,3845.0,2.14,7225.0,1761149.0,13,16,9,2,27,3,4,6,61339,1533,26,5,8,1
크루져보드,1220.0,75330.0,61.75,68716.0,1767391.0,4,1,1,0,30,3,4,3,13031,325,35,1,4,0
허벅지운동기구,3520.0,86254.0,24.5,19321.0,1772410.0,7,9,3,1,23,2,13,2,8886,222,24,3,11,2
잭링크스육포,3090.0,3195.0,1.03,30021.0,1773004.0,1,0,4,0,31,3,6,0,2947,73,35,2,3,0
골든햄스터케이지,1240.0,23230.0,18.73,77461.0,1778969.0,3,2,5,1,33,1,6,0,2063,51,29,4,6,1
배럴수영가방,1560.0,4716.0,3.02,38463.0,1781000.0,1,0,5,1,38,2,0,0,445,11,35,2,3,0
신생아목튜브,1610.0,1422.0,0.88,19659.0,1783261.0,3,5,4,1,27,0,11,2,17909,447,36,2,1,1
가정용식판,1460.0,32030.0,21.94,15392.0,1790492.0,1,8,1,1,31,2,3,4,15957,398,32,0,3,5
크로스핏그립,4520.0,30549.0,6.76,31208.0,1790746.0,7,9,9,0,13,10,13,4,11221,280,27,5,8,0
마뗑킴지갑,19260.0,4680.0,0.24,80593.0,1798083.0,2,0,2,2,29,4,7,0,2645,66,33,0,7,0
비키니옷장,7090.0,64958.0,9.16,37085.0,1805176.0,5,2,7,1,19,6,11,4,51669,1291,28,5,6,1
자동용접면,2710.0,70138.0,25.88,99225.0,1809308.0,0,1,8,2,25,5,9,1,7285,182,36,3,1,0
훈제박스,3460.0,10067.0,2.91,74186.0,1823190.0,0,1,4,1,34,2,3,1,3877,96,35,1,2,2
화장실안전바,2230.0,53503.0,23.99,39910.0,1832955.0,1,2,7,0,25,6,8,1,3777,94,32,3,5,0
거미줄제거기,1270.0,8478.0,6.68,22474.0,1838279.0,1,1,3,1,34,2,3,1,3931,98,36,1,3,0
세탁기청소업체,3580.0,1194.0,0.33,53051.0,1846646.0,32,5,3,0,24,3,8,5,19325,483,24,7,7,2
세방황칠족발,2240.0,19.0,0.01,10127.0,1847728.0,6,1,7,0,8,1,7,3,66099,3478,14,1,3,1
올반핫도그,3600.0,6851.0,1.9,24270.0,1855821.0,1,0,1,1,25,2,8,5,31948,798,38,1,1,0
목화솜이불,6160.0,20408.0,3.31,59243.0,1855878.0,6,1,1,0,31,2,5,2,5111,127,33,3,4,0
레알마드리드유니폼,14490.0,15129.0,1.04,37683.0,1856879.0,5,3,8,0,36,2,2,0,540,13,33,2,5,0
동지갑,16910.0,10841.0,0.64,7018.0,1857566.0,10,8,6,1,16,9,9,6,31624,790,21,5,11,3
엘르스카프,5110.0,19526.0,3.82,15053.0,1861958.0,0,0,3,0,22,4,13,1,5959,148,34,1,4,1
코뚜레,5310.0,23900.0,4.5,18069.0,1870004.0,1,6,5,1,27,4,6,3,13012,325,28,4,5,3
간즈큐브,2000.0,14014.0,7.01,46814.0,1875852.0,0,1,9,0,22,1,16,1,8029,200,30,7,3,0
청정원고추장,1070.0,41404.0,38.7,14594.0,1877991.0,0,1,2,1,12,4,18,6,22724,568,36,2,2,0
물파스,3670.0,10864.0,2.96,7265.0,1878637.0,0,1,3,0,33,2,2,3,12440,311,36,0,4,0
가슴운동기구,2460.0,54394.0,22.11,43471.0,1879533.0,0,1,1,0,37,0,2,1,3692,92,39,0,1,0
노기스,3710.0,79282.0,21.37,16857.0,1884300.0,0,1,3,1,23,5,8,4,11558,288,35,2,3,0
롯데껌,1820.0,82675.0,45.43,7117.0,1888099.0,0,1,4,2,17,6,12,5,20297,507,33,4,2,1
과즙망,4740.0,6713.0,1.42,10050.0,1891527.0,2,0,6,1,15,6,15,4,25267,631,32,3,3,2
칼타공기,3100.0,4923.0,1.59,62207.0,1892911.0,0,2,6,0,31,3,4,2,5093,127,32,1,7,0
오다리교정,5510.0,14187.0,2.57,30263.0,1896157.0,1,2,6,0,29,2,6,3,9044,226,31,2,7,0
포켓몬카드박스,4220.0,33256.0,7.88,22807.0,1899031.0,11,6,7,1,14,1,20,5,40118,1002,18,5,16,1
캠핑조리도구세트,1040.0,58655.0,56.4,39257.0,1900536.0,5,3,7,1,28,3,7,2,4786,119,27,1,11,1
버터플라이탁구화,1590.0,64584.0,40.62,76634.0,1907555.0,3,1,3,1,36,1,3,0,1503,37,38,1,1,0
방도,10010.0,83743.0,8.37,44974.0,1924675.0,11,3,4,0,31,6,3,0,1776,44,14,4,20,2
하남쭈꾸미500,6260.0,10293.0,1.64,55811.0,1937657.0,2,1,7,1,30,3,2,5,70388,1759,35,1,4,0
캐디백항공커버,1620.0,25443.0,15.71,39655.0,1939955.0,5,2,7,2,24,3,12,1,5882,147,28,7,5,0
에바크리닝,6450.0,4695.0,0.73,98678.0,1943025.0,10,1,0,0,34,1,3,2,6097,152,36,0,4,0
에디슨수저,2910.0,7194.0,2.47,12027.0,1943472.0,2,7,3,1,27,0,8,5,53941,1348,37,1,1,1
안티스키밍여권케이스,1940.0,10452.0,5.39,12659.0,1956915.0,12,14,7,0,16,5,15,4,15006,375,11,6,18,5
텅드럼,4500.0,56242.0,12.5,79083.0,1967500.0,0,1,3,0,35,0,5,0,1118,27,36,2,2,0
브리오,4130.0,37129.0,8.99,92990.0,1973608.0,2,4,4,0,36,0,4,0,861,21,34,3,3,0
LED보석십자수,1180.0,16625.0,14.09,24938.0,1976044.0,0,2,6,1,30,0,8,2,7226,180,35,1,3,1
신발스트레쳐,1060.0,7483.0,7.06,8882.0,1977032.0,2,3,5,0,28,0,8,4,40431,1010,37,1,1,1
토종순대,3130.0,3397.0,1.09,9957.0,1977397.0,5,6,4,2,17,3,14,6,26887,672,28,4,7,1
시끄러운알람시계,1810.0,22531.0,12.45,14835.0,1986369.0,4,4,5,1,15,5,15,5,26435,660,33,3,3,1
배럴래쉬가드,15880.0,7310.0,0.46,55571.0,1988416.0,0,0,7,1,32,5,3,0,1117,27,23,6,11,0
드라이아이스,12140.0,64260.0,5.29,40657.0,1993187.0,5,1,6,0,33,1,3,3,6996,174,37,2,1,0
DJI마이크,2370.0,10450.0,4.41,97620.0,1998000.0,11,2,4,1,38,0,2,0,283,7,40,0,0,0
무르지않은알타리김치,1040.0,9.0,0.01,39086.0,2003266.0,6,1,0,2,8,0,1,0,190,21,8,0,1,0
수능귀마개,6750.0,2111.0,0.31,6827.0,2012453.0,9,2,3,0,33,2,3,2,9901,247,36,1,3,0
무선LED벽시계,3620.0,30391.0,8.4,46782.0,2014507.0,2,3,5,0,25,3,7,5,12873,321,27,7,5,1
벨라이프,1360.0,68340.0,50.25,20546.0,2025447.0,0,1,7,1,16,8,13,3,21704,542,28,2,9,1
투망,3210.0,60347.0,18.8,28303.0,2031666.0,0,0,2,0,29,4,7,0,2356,58,38,1,1,0
미즈노배드민턴화,12980.0,36551.0,2.82,97349.0,2034714.0,0,0,5,1,21,5,12,2,6670,166,34,4,2,0
목화솜요,1940.0,4008.0,2.07,57578.0,2035338.0,5,1,4,0,32,0,7,1,4143,103,32,2,6,0
코끼리의자,1500.0,38897.0,25.93,19703.0,2035845.0,3,0,4,0,34,0,4,2,6670,166,36,0,3,1
어간장,7410.0,11677.0,1.58,14834.0,2036754.0,0,4,8,0,22,2,12,4,33581,839,28,3,9,0
유치보관,1350.0,8357.0,6.19,13954.0,2044680.0,4,1,4,0,29,0,9,2,7015,175,33,1,5,1
레이저자,1950.0,47932.0,24.58,42564.0,2049513.0,1,1,2,1,34,1,4,1,3257,81,38,0,2,0
아스팔트슁글,3100.0,5134.0,1.66,53416.0,2066627.0,3,3,2,0,35,1,4,0,1505,37,38,0,2,0
세탁기분해청소,2750.0,4593.0,1.67,80352.0,2067176.0,32,4,4,0,28,3,6,3,15378,384,28,7,3,2
남자3부수영복,1030.0,13664.0,13.27,29913.0,2070666.0,0,1,3,1,36,0,2,2,10173,254,37,2,1,0
Z908PRO,2950.0,23397.0,7.93,39313.0,2071875.0,0,0,2,0,31,3,6,0,1720,43,35,1,4,0
엉덩이뽕팬티,1920.0,54501.0,28.39,11407.0,2074001.0,0,8,6,0,26,5,7,2,8433,210,31,1,7,1
가스차단기,6570.0,10121.0,1.54,49530.0,2074692.0,4,0,9,2,17,2,19,2,15034,375,28,7,5,0
코세척식염수,4450.0,2664.0,0.6,19924.0,2074858.0,3,9,9,2,13,2,19,6,43083,1077,29,5,6,0
무선다지기,1830.0,29476.0,16.11,42860.0,2081516.0,4,2,4,1,31,1,8,0,2874,71,31,2,6,1
추감기,5550.0,9064.0,1.63,24798.0,2082937.0,3,4,1,0,25,4,6,5,12816,320,33,3,4,0
대림바스샤워기,3700.0,23313.0,6.3,21955.0,2089414.0,1,0,9,2,9,3,24,4,14193,354,27,7,6,0
네발지팡이,1140.0,28891.0,25.34,24897.0,2090535.0,8,4,5,1,23,7,7,3,14586,364,30,3,7,0
목화솜,4660.0,69673.0,14.95,57870.0,2091302.0,5,1,1,0,31,2,5,2,5091,127,34,2,4,0
유비맘빨대컵,3890.0,1325.0,0.34,14811.0,2095737.0,0,1,9,2,27,4,4,5,17771,444,34,3,3,0
국간장,6660.0,37100.0,5.57,12765.0,2099071.0,2,2,5,0,19,6,9,6,44401,1110,32,0,7,1
미끄럼방지장판,1150.0,36330.0,31.59,43328.0,2106000.0,0,0,1,0,38,1,1,0,1072,26,39,0,1,0
장애인복지,2900.0,7072.0,2.44,83126.0,2106259.0,1,0,5,1,34,2,4,0,1083,27,34,1,5,0
어르신지팡이,1940.0,67908.0,35.0,25462.0,2123367.0,11,5,6,0,21,5,10,4,33706,842,24,4,12,0
가정용코팅기,1220.0,28668.0,23.5,96505.0,2125100.0,0,0,1,1,22,6,10,2,13115,327,37,0,3,0
동그랑땡,10200.0,35766.0,3.51,10622.0,2131800.0,0,2,5,2,18,6,10,6,29154,728,32,3,5,0
초음파안경세척기,2350.0,85043.0,36.19,35277.0,2133478.0,2,5,6,1,20,6,9,5,15589,389,32,3,4,1
안경초음파세척기,1880.0,85042.0,45.24,44588.0,2135862.0,2,4,7,0,22,6,7,5,15080,377,32,3,4,1
휴대용보틀워머,1240.0,7441.0,6.0,37854.0,2137028.0,4,1,2,2,31,2,5,2,5355,133,35,1,3,1
신발볼늘리기,1420.0,10002.0,7.04,9939.0,2137990.0,1,1,5,0,32,0,4,4,38650,966,35,1,3,1
하스,3690.0,105022.0,28.46,33251.0,2140612.0,0,0,2,1,28,5,7,0,3586,89,31,6,3,0
라텍스목베개,1460.0,18864.0,12.92,24915.0,2165754.0,3,2,1,0,36,2,1,1,1529,38,37,2,1,0
유아방수바지,1040.0,21437.0,20.61,30631.0,2166334.0,3,9,8,1,25,4,6,5,43365,1084,22,6,11,1
오리발스티커,3040.0,4544.0,1.49,23113.0,2170330.0,27,4,1,1,34,2,1,3,13179,329,32,3,4,1
와룡막창,4090.0,389.0,0.1,26348.0,2175892.0,3,0,7,2,26,2,8,4,63127,1578,33,2,3,2
샘소나이트캐리어바퀴,1630.0,3971.0,2.44,14260.0,2179505.0,3,2,5,0,32,2,3,3,12432,310,32,1,5,2
아메리칸투어리스터캐리어바퀴,2150.0,2968.0,1.38,16910.0,2179505.0,3,2,5,1,32,2,3,3,12469,311,32,1,5,2
아메리칸투어리스트바퀴,1450.0,3050.0,2.1,16358.0,2179505.0,3,2,5,1,32,2,3,3,12469,311,32,1,5,2
아기체중계,2980.0,9176.0,3.08,52685.0,2180907.0,1,0,6,1,32,1,5,2,5422,135,37,1,2,0
개인금고,1590.0,98113.0,61.71,61768.0,2184637.0,6,2,7,1,22,6,11,1,8501,212,27,1,12,0
맥과이어UC,1720.0,583.0,0.34,48428.0,2190386.0,4,4,3,1,36,2,1,1,1703,42,38,0,2,0
시스템에어컨청소,2970.0,20705.0,6.97,74570.0,2193461.0,35,2,3,0,15,7,14,4,17598,439,23,6,10,1
이지베이션,5090.0,527.0,0.1,48564.0,2193750.0,26,1,7,1,35,2,3,0,714,17,36,4,0,0
손저울,1340.0,75033.0,55.99,8713.0,2204083.0,0,3,3,0,24,6,9,1,10082,252,36,1,3,0
쇠스랑,4010.0,44952.0,11.21,10808.0,2204933.0,0,1,0,2,33,0,6,1,4603,115,37,1,2,0
젖병거치대,1090.0,10312.0,9.46,12415.0,2218125.0,1,2,3,0,31,2,6,1,3313,82,37,0,2,1
태명배냇저고리,1040.0,263.0,0.25,28793.0,2220037.0,14,6,5,1,23,1,13,3,17940,448,29,2,8,1
발란스핏압박스타킹,9400.0,2217.0,0.24,18633.0,2224266.0,4,1,6,1,35,0,3,2,6575,164,38,0,1,1
란쥬,1150.0,25325.0,22.02,40005.0,2235183.0,0,2,0,0,26,6,8,0,3368,84,38,0,2,0
오스탈레띠,6860.0,2105.0,0.31,38193.0,2235633.0,0,0,3,1,17,5,14,4,12864,321,37,1,2,0
맘스팬티,1520.0,3738.0,2.46,19132.0,2240050.0,1,2,6,2,23,3,8,6,40405,1010,33,0,6,1
데비마이어그린백,5700.0,1724.0,0.3,59670.0,2248766.0,0,0,2,2,23,6,8,3,14742,368,35,3,1,1
곤약현미밥,1340.0,14047.0,10.48,22481.0,2253292.0,1,1,3,0,20,7,8,5,50001,1250,32,3,5,0
모도리도마,6800.0,490.0,0.07,67486.0,2267083.0,8,2,6,1,29,2,6,3,14492,362,34,3,3,0
아기샤워캡,2530.0,16710.0,6.6,7101.0,2268744.0,2,4,6,2,27,3,5,5,19827,495,34,1,3,2
두꺼운돗자리,1580.0,44380.0,28.09,21382.0,2273070.0,1,6,6,0,31,1,6,2,5544,138,28,6,3,3
발레바,4750.0,48007.0,10.11,98091.0,2276016.0,3,0,2,0,37,0,2,1,3062,76,33,2,5,0
졸리베이비헝겊책,1460.0,2060.0,1.41,23617.0,2279266.0,1,0,0,1,36,2,2,0,472,11,39,1,0,0
구유조명,1020.0,7655.0,7.5,49601.0,2305933.0,0,2,0,0,38,0,1,1,2756,68,37,2,1,0
의성마늘프랑크,1440.0,7051.0,4.9,16507.0,2308970.0,0,0,6,2,23,2,9,6,65668,1641,31,4,4,1
해금,19570.0,12609.0,0.64,54901.0,2310000.0,1,1,0,0,40,0,0,0,65,1,39,0,1,0
안마의자커버,3020.0,25129.0,8.32,35343.0,2312798.0,2,4,4,0,31,2,7,0,2530,63,34,1,5,0
기내용목배게,1190.0,41327.0,34.73,13940.0,2316003.0,9,9,6,2,21,5,10,4,8560,214,24,4,11,1
하페,2270.0,18262.0,8.04,45481.0,2319838.0,2,0,4,0,35,3,1,1,1842,46,39,1,0,0
염도계,6980.0,76491.0,10.96,43025.0,2324891.0,1,0,7,0,22,1,15,2,10301,257,35,1,4,0
인형탈,8820.0,86764.0,9.84,54219.0,2331096.0,2,0,5,0,35,0,3,2,6511,162,35,0,4,1
카스저울,9890.0,54694.0,5.53,52784.0,2331208.0,2,3,7,1,9,5,21,5,26710,667,22,4,14,0
제일타카,5390.0,50694.0,9.41,77143.0,2334068.0,1,2,4,2,28,1,9,2,7948,198,34,4,2,0
DJI미니4,7180.0,57434.0,8.0,36930.0,2338416.0,1,3,6,0,38,1,1,0,433,10,40,0,0,0
DJI미니4프로,3460.0,34294.0,9.91,38659.0,2338416.0,1,2,5,0,38,1,1,0,431,10,39,0,0,0
원양산오징어다리,2260.0,7.0,0.0,12540.0,2357833.0,2,0,2,2,5,0,1,1,1722,246,4,0,2,0
얇은폼롤러,1330.0,11492.0,8.64,22546.0,2366962.0,7,3,6,1,25,2,9,4,18337,458,30,2,4,4
임산부압박스타킹,4320.0,8248.0,1.91,15486.0,2379149.0,7,9,8,1,14,4,17,5,39874,996,20,5,13,2
목튜브,2940.0,55279.0,18.8,21552.0,2379233.0,2,5,6,1,21,1,14,4,27971,699,34,3,2,1
