relative_keyword,total_search,total_store_count,competitive_rate,avg_price
마요네즈,31580.0,78522.0,2.49,10462
겨자,7610.0,78640.0,10.33,15483
어학,3600.0,78721.0,21.87,214097
운영체제,3230.0,78783.0,24.39,221134
족탕기,570.0,78888.0,138.4,58511
콩가루,7350.0,78898.0,10.73,9987
벨트마사지,650.0,79054.0,121.62,188756
유아치약,3980.0,79318.0,19.93,9658
업소용자외선소독기,150.0,79749.0,531.66,1868953
콘센트안전커버,1720.0,80184.0,46.62,2363
볼링화,10230.0,80248.0,7.84,114039
실커튼,1610.0,81130.0,50.39,25772
카팩,2040.0,81183.0,39.8,29715
물엿,7940.0,81388.0,10.25,16409
네일영양제,2320.0,81427.0,35.1,20177
카놀라유,27400.0,81561.0,2.98,17378
전자책,30400.0,81954.0,2.7,193476
파마약,5450.0,81967.0,15.04,11555
제빵믹스,80.0,82132.0,1026.65,12075
속싸개,15350.0,82939.0,5.4,31761
핫소스,9590.0,83289.0,8.68,10125
무선모뎀,170.0,83333.0,490.19,148551
탁구대,7110.0,83739.0,11.78,541141
보존화,250.0,83903.0,335.61,20742
사회,11590.0,84845.0,7.32,25118
액젓,4970.0,85142.0,17.13,16802
클렌징티슈,11420.0,85288.0,7.47,9386
립라이너,4810.0,86436.0,17.97,13456
볼링공,19990.0,87029.0,4.35,212741
수면팩,3720.0,87457.0,23.51,28284
회계,20850.0,87634.0,4.2,28188
눈썹정리기,25410.0,87718.0,3.45,23875
경제,26700.0,87731.0,3.29,20461
수의,7810.0,87873.0,11.25,263940
혈압계,28690.0,88629.0,3.09,119043
업소용빙수기,90.0,88855.0,987.28,917454
스코어보드,1270.0,89277.0,70.3,41128
농구공가방,2800.0,89652.0,32.02,14107
만보계,1120.0,89882.0,80.25,8174
USIM,2610.0,90658.0,34.73,10098
핑거보드,4670.0,90734.0,19.43,18375
배드민턴네트,4180.0,91039.0,21.78,56805
로잉머신,37340.0,91504.0,2.45,458187
영양보충식,70.0,92488.0,1321.26,29530
깍두기,25560.0,93067.0,3.64,18740
천문,8850.0,94242.0,10.65,396054
조경수,7120.0,94315.0,13.25,589077
유아로션,3160.0,94590.0,29.93,18808
장기렌터카,4260.0,94926.0,22.28,418664
쏘서,13050.0,96515.0,7.4,125470
노트북도난방지,400.0,96553.0,241.38,15001
커피시럽,5230.0,97083.0,18.56,15261
여성청결제,31440.0,98072.0,3.12,21177
족욕,8500.0,98117.0,11.54,33424
유아소파,2210.0,99020.0,44.81,101262
빨래판,2790.0,99806.0,35.77,16261
딸기잼,11990.0,99911.0,8.33,16742
생선그릴,2740.0,100041.0,36.51,156372
취업,21040.0,100589.0,4.78,21954
방수요,6590.0,100735.0,15.29,24652
대나무발,4170.0,101509.0,24.34,26195
유아책상,11540.0,101661.0,8.81,112407
스포츠만화,400.0,101818.0,254.54,41618
선스틱,9220.0,102499.0,11.12,13536
넥케이프,1710.0,103179.0,60.34,11038
안마매트,6600.0,103476.0,15.68,224956
돌잔치용품,240.0,103635.0,431.81,16536
슬리핑백,3630.0,104185.0,28.7,53410
다이어트차,7530.0,104473.0,13.87,31330
로스트볼,53220.0,104662.0,1.97,15815
모기밴드,3820.0,104666.0,27.4,6290
수면조끼,12220.0,104893.0,8.58,20633
환자식,2470.0,104911.0,42.47,28314
필라테스링,3830.0,104927.0,27.4,9164
탁구화,12100.0,105912.0,8.75,84441
수련화,380.0,106311.0,279.77,89077
저주파안마기,930.0,106530.0,114.55,56974
마사지크림,4130.0,107293.0,25.98,14926
조림,2870.0,107322.0,37.39,14145
유아변기,6270.0,107422.0,17.13,25121
들기름,30970.0,107955.0,3.49,21842
업소용튀김기,4940.0,108223.0,21.91,654601
두피케어기기,100.0,108585.0,1085.85,153668
요구르트제조기,3730.0,109549.0,29.37,39514
클렌징워터,16740.0,109602.0,6.55,14744
카세트플레이어,7350.0,109652.0,14.92,122850
ODD,23820.0,110385.0,4.63,37190
핸드드라이어,3300.0,110431.0,33.46,452807
기타인형,60.0,110976.0,1849.6,21936
볼캐리어,150.0,111279.0,741.86,118032
매직기,10460.0,111413.0,10.65,64979
유아과자,940.0,112081.0,119.24,11189
이민,10880.0,112465.0,10.34,29671
디딤대,1380.0,112577.0,81.58,23886
연습용젓가락,250.0,113009.0,452.04,6025
포스터컬러,150.0,113458.0,756.39,15133
쉐이빙폼,8990.0,115172.0,12.81,11999
KVM케이블,190.0,115489.0,607.84,33381
생크림,22110.0,115628.0,5.23,10340
이온수기,1660.0,115688.0,69.69,383239
국악기,2410.0,116153.0,48.2,140704
구강청정제,260.0,116573.0,448.36,10689
온수매트,43940.0,116965.0,2.66,192377
골드바,54720.0,117291.0,2.14,4075319
테이핑요법,350.0,117569.0,335.91,9146
네트워크테스트기,50.0,118103.0,2362.06,78723
강정,8890.0,118943.0,13.38,12537
워시오프팩,3250.0,119446.0,36.75,23174
구둣주걱,350.0,119602.0,341.72,10881
업소용진공포장기,4280.0,120400.0,28.13,1224983
자급제폰,77800.0,121211.0,1.56,1054100
파크골프,56280.0,121265.0,2.15,684784
보컬,3850.0,121432.0,31.54,176712
아이스크림제조기,540.0,121718.0,225.4,3149373
도복,4510.0,121824.0,27.01,116284
헤어미스트,12390.0,122731.0,9.91,38069
절임류,220.0,123349.0,560.68,11243
고슴도치용품,260.0,125771.0,483.73,38904
매직블럭,14070.0,126437.0,8.99,9553
젖병솔,5940.0,126616.0,21.32,9778
렌즈세척기,7130.0,126722.0,17.77,65080
야구화,7680.0,127057.0,16.54,63595
배구화,11900.0,127990.0,10.76,89546
핫플레이트,7860.0,129152.0,16.43,59297
냉온풍기,7470.0,129186.0,17.29,1006166
콤비블라인드,8140.0,129229.0,15.88,22293
한자,142000.0,129295.0,0.91,5701
훌라후프,19530.0,130259.0,6.67,18075
요가링,15610.0,131104.0,8.4,8212
아이스스케이트,1560.0,131336.0,84.19,151851
재활운동기구,770.0,131937.0,171.35,323721
메이크업베이스,10890.0,132601.0,12.18,27854
네일리무버,1640.0,132954.0,81.07,7525
장아찌,10120.0,133176.0,13.16,20702
볼링용품,4500.0,133479.0,29.66,10282
포대기,12420.0,133738.0,10.77,40106
공기계,16230.0,134640.0,8.3,203939
올리고당,15180.0,135459.0,8.92,13993
야구공,11650.0,135797.0,11.66,12728
바디파우더,480.0,136266.0,283.89,48024
부부테이블,860.0,136442.0,158.65,251055
고가구,4100.0,136787.0,33.36,574453
컵보드,430.0,136965.0,318.52,169507
건강슬리퍼,630.0,137023.0,217.5,13638
미러리스디카,340.0,137368.0,404.02,2156694
암워머,1390.0,137619.0,99.01,5064
일본어,87700.0,137658.0,1.57,5522
보행차,980.0,137777.0,140.59,131989
어깨보호대,11440.0,137784.0,12.04,22361
유아바스,340.0,137879.0,405.53,16230
제빵기,8990.0,138225.0,15.38,433687
지구본,23950.0,139168.0,5.81,180556
녹즙기,5590.0,139636.0,24.98,312753
낫토,6510.0,139636.0,21.45,22604
KVM스위치,5180.0,140202.0,27.07,203930
실버카,4720.0,140742.0,29.82,146686
팔보호대,2810.0,140763.0,50.09,16392
PMP,6970.0,140908.0,20.22,195578
스노보드장비,50.0,141251.0,2825.02,586741
배구공,11320.0,141253.0,12.48,36719
가스레인지후드,2510.0,141254.0,56.28,222237
마케팅,36500.0,143028.0,3.92,550726
가르시니아,33940.0,145272.0,4.28,25434
속통,80.0,145471.0,1818.39,16462
오리고기,41470.0,145832.0,3.52,21693
장례용품,810.0,146439.0,180.79,59014
고춧가루,64620.0,147495.0,2.28,35115
태닝,13830.0,148440.0,10.73,59659
스패츠,4580.0,148698.0,32.47,21975
방석솜,1170.0,148973.0,127.33,7743
지압기,1450.0,150042.0,103.48,43631
파스타소스,6730.0,150491.0,22.36,9410
케첩,3250.0,150541.0,46.32,6317
아동화장품,80.0,150553.0,1881.91,41556
전설,5100.0,150819.0,29.57,94095
탁구의류,340.0,150881.0,443.77,41267
영상촬영,1100.0,151193.0,137.45,227344
안경줄,8290.0,151819.0,18.31,6635
모니터브라켓,1820.0,152145.0,83.6,34453
NAS,14080.0,153016.0,10.87,840921
발가락교정기,15640.0,153910.0,9.84,20891
슈트케이스,2880.0,154401.0,53.61,96457
클렌징세트,50.0,154923.0,3098.46,38774
낮잠이불,18130.0,157498.0,8.69,70704
탁구공,8300.0,158291.0,19.07,9546
신화,33370.0,158686.0,4.76,759352
머리보호대,1270.0,159433.0,125.54,21924
패밀리룩,12230.0,159680.0,13.06,26485
곤약,21870.0,161492.0,7.38,14282
뜸,5650.0,161829.0,28.64,31531
한복소품,1340.0,162407.0,121.2,16153
아이돌굿즈,1980.0,162817.0,82.23,21201
회전청소기,110.0,162850.0,1480.45,21800
다림판,1270.0,163184.0,128.49,26308
클렌징크림,5620.0,163638.0,29.12,17971
세탁볼,2680.0,164845.0,61.51,5356
웰트화,290.0,164861.0,568.49,37018
학습보드게임,80.0,165251.0,2065.64,22798
코너장,7900.0,165538.0,20.95,95441
조리기,190.0,165574.0,871.44,156212
E쿠폰,1050.0,166041.0,158.13,20062
목보호대,6930.0,166527.0,24.03,32468
포기김치,8970.0,166791.0,18.59,31982
선풍기커버,10900.0,169799.0,15.58,4660
액티비티,16920.0,170261.0,10.06,27341
보풀제거기,15320.0,170407.0,11.12,28656
유아목욕장난감,90.0,171024.0,1900.27,13785
쉐이딩,1230.0,171085.0,139.09,23982
수반,11260.0,171109.0,15.2,19964
BB크림,6220.0,171955.0,27.65,25447
배냇저고리,25600.0,172346.0,6.73,30436
일반디카,90.0,172837.0,1920.41,645185
무도복,200.0,173401.0,867.0,96132
사케,24450.0,173487.0,7.1,95334
유아청소년,30.0,173668.0,5788.93,26873
디지털액자,9520.0,174471.0,18.33,234879
신생아모자,8830.0,175118.0,19.83,12047
연극,154800.0,175377.0,1.13,17784
유아크림,880.0,176988.0,201.12,19317
야구장갑,2720.0,177658.0,65.32,29978
짜장,8850.0,178700.0,20.19,6203
대자리,1620.0,179776.0,110.97,42369
책상의자세트,1470.0,180310.0,122.66,223803
유아칫솔,8000.0,180501.0,22.56,12333
헤어롤,7360.0,182427.0,24.79,9970
야구배트,7990.0,183109.0,22.92,126564
유아베개,5110.0,183665.0,35.94,32266
업소용믹서기,1830.0,183889.0,100.49,660834
선택기,110.0,184854.0,1680.49,35438
농구대,2180.0,185131.0,84.92,314861
우드락,17860.0,187132.0,10.48,10346
컴퓨터공학,3380.0,187209.0,55.39,118771
코털제거기,28880.0,189196.0,6.55,18801
천주교용품,230.0,189273.0,822.93,193877
토퍼커버,7530.0,189328.0,25.14,41300
즉석카메라,7230.0,190657.0,26.37,156572
관엽식물,7760.0,190658.0,24.57,34946
클렌징젤,4550.0,191860.0,42.17,33049
워크스테이션,4830.0,192573.0,39.87,2031533
입욕제,16730.0,192871.0,11.53,19860
쥬서기,1670.0,194361.0,116.38,266854
빙수기,2080.0,194507.0,93.51,432121
정자,18660.0,195038.0,10.45,813843
반제품,2280.0,195066.0,85.56,48986
커플시계,3010.0,195272.0,64.87,335081
넝쿨식물,3750.0,196021.0,52.27,8992
창작,2800.0,196720.0,70.26,33240
셔틀콕,14180.0,197015.0,13.89,39665
포셉,4240.0,197048.0,46.47,14855
참기름,49880.0,197809.0,3.97,17849
헤어왁스,6070.0,197995.0,32.62,14264
안마의자,109600.0,198606.0,1.81,2221757
제수용품,5000.0,200420.0,40.08,226033
성인용기저귀,8430.0,200465.0,23.78,29197
폼보드,20780.0,201224.0,9.68,13268
문학,12930.0,201923.0,15.62,37689
롤러슈즈,1370.0,203105.0,148.25,145780
모뎀,6080.0,203156.0,33.41,325192
대화,10210.0,203917.0,19.97,26274
고등어,48380.0,205046.0,4.24,21616
소음방지귀마개,5300.0,205079.0,38.69,11717
한과,58500.0,207457.0,3.55,22537
리피터장비,20.0,207669.0,10383.45,190500
바디스크럽,16850.0,208708.0,12.39,21890
올리브유,50810.0,208730.0,4.11,28133
아기이불,10500.0,209700.0,19.97,48690
칠리,4020.0,210144.0,52.27,10735
발레복,19600.0,211680.0,10.8,29009
칫솔치약세트,1440.0,212185.0,147.35,7478
헤어스프레이,25450.0,212201.0,8.34,11851
클렌징오일,48380.0,212715.0,4.4,19962
축구양말,12480.0,213103.0,17.08,8571
젓갈,17290.0,213736.0,12.36,20316
하이라이터,14060.0,213761.0,15.2,25685
비누꽃,4720.0,214151.0,45.37,13028
양념장,3060.0,215700.0,70.49,12424
종이꽃,3870.0,216195.0,55.86,36895
데오드란트,30200.0,216746.0,7.18,10801
화폐,7260.0,216911.0,29.88,71331
그릇장,6620.0,217307.0,32.83,170059
가글,17630.0,218754.0,12.41,13127
문닫힘방지,5070.0,218955.0,43.19,4716
바디미스트,16840.0,219071.0,13.01,26260
축구보호대,1080.0,219698.0,203.42,9954
스키장비,1520.0,220067.0,144.78,701658
김치냉장고,119700.0,220598.0,1.84,1380033
아이스머플러,210.0,220619.0,1050.57,7105
트램펄린,10160.0,221441.0,21.8,158534
욕실장,14030.0,221754.0,15.81,87390
향수세트,420.0,222219.0,529.09,80852
반찬세트,360.0,222730.0,618.69,97216
블러셔,12240.0,222967.0,18.22,24307
배드민턴가방,17720.0,223357.0,12.6,70109
국내패키지,1390.0,223640.0,160.89,68280
디지털도어록,1460.0,224268.0,153.61,158635
다이어트바,930.0,224533.0,241.43,14372
빨랫줄,1480.0,225547.0,152.4,7051
LGU+,72300.0,226072.0,3.13,477085
호각,2920.0,228165.0,78.14,13620
튀김기,30160.0,228663.0,7.58,90994
임부속옷,970.0,230385.0,237.51,14339
돌기념품,120.0,230456.0,1920.47,8957
와플제조기,20.0,230560.0,11528.0,63364
축구장갑,1230.0,230954.0,187.77,33556
기어백,210.0,231077.0,1100.37,93710
속치마,5610.0,232227.0,41.4,9997
배드민턴화,35100.0,233857.0,6.66,102244
토스터기,12590.0,233946.0,18.58,60552
유아마스크,2720.0,235037.0,86.41,8967
군모,3850.0,236959.0,61.55,20245
바디슬리밍,440.0,238755.0,542.62,30019
립케어,970.0,239982.0,247.4,18610
페이스오일,4850.0,241814.0,49.86,34476
헬스사이클,700.0,242052.0,345.79,327324
식품건조기,20350.0,242086.0,11.9,266853
테라리엄,280.0,243153.0,868.4,24535
핫도그,44160.0,243206.0,5.51,15716
유아침대,12040.0,243723.0,20.24,226987
피클,14220.0,245328.0,17.25,66431
천체망원경,26070.0,246301.0,9.45,1350743
마라톤용품,1120.0,247300.0,220.8,38938
유아의자,5410.0,247681.0,45.78,122922
여과제,820.0,249068.0,303.74,20237
안대,22380.0,249164.0,11.13,15789
고전,9200.0,249590.0,27.13,5237
튜너,2350.0,251356.0,106.96,34478
넥타이핀,8130.0,251803.0,30.97,45037
베어본PC,1270.0,254963.0,200.76,563765
치간칫솔,39740.0,256601.0,6.46,9336
행정,10930.0,257912.0,23.6,24192
도서,26310.0,257980.0,9.81,19660
중국어,40950.0,258005.0,6.3,34993
전자담배,249100.0,258239.0,1.04,45967
전기요,19400.0,258282.0,13.31,67371
어패류,6920.0,258708.0,37.39,45382
푸딩,25610.0,259249.0,10.12,9815
러닝머신,11790.0,259489.0,22.01,688032
교자상,20460.0,260137.0,12.71,50542
물조리개,8100.0,261517.0,32.29,6737
양고기,42160.0,261882.0,6.21,29578
건과류,4090.0,262116.0,64.09,22433
셀프촬영,1350.0,263579.0,195.24,31230
신발끈,11910.0,265071.0,22.26,3075
워터볼,4870.0,265222.0,54.46,28792
물리치료용품,40.0,266618.0,6665.45,269084
탄산수,61810.0,268217.0,4.34,11409
카레,49180.0,269278.0,5.48,4920
드라마,946500.0,270334.0,0.29,61587
누룽지,43660.0,271419.0,6.22,13639
스키복,10770.0,271638.0,25.22,426132
CLA,19230.0,272218.0,14.16,31461
방울털모자,100.0,273735.0,2737.35,11566
고추장,24190.0,274022.0,11.33,21047
제빵재료,1260.0,274310.0,217.71,12861
야구가방,3850.0,275561.0,71.57,86802
캐리어커버,20850.0,277754.0,13.32,13782
햄버거,117900.0,278791.0,2.36,18769
인라인용품,70.0,279669.0,3995.27,26530
열쇠지갑,940.0,279899.0,297.76,38105
카드리더기,7620.0,281554.0,36.95,13414
어묵,20890.0,281958.0,13.5,14083
판타지,9810.0,283255.0,28.87,218976
DAC,9410.0,285484.0,30.34,519291
제모기,12820.0,285739.0,22.29,120639
마우스피스,20110.0,286403.0,14.24,21426
헤어케어세트,20.0,287082.0,14354.1,57075
자세교정용품,30.0,289105.0,9636.83,31585
자외선소독기,2770.0,290001.0,104.69,98670
우표,8170.0,293098.0,35.87,23122
조소,10800.0,293233.0,27.15,76684
발각질제거기,13510.0,295238.0,21.85,28210
유아스푼,280.0,296215.0,1057.91,10517
유아학습,360.0,297249.0,825.69,50823
호루라기,14700.0,297485.0,20.24,13797
여권지갑,14830.0,297560.0,20.06,36619
립틴트,5510.0,298458.0,54.17,14018
장난감정리함,21050.0,298727.0,14.19,40273
전통공예소품,20.0,299056.0,14952.8,17654
히알루론산,39550.0,299132.0,7.56,30505
립글로스,8540.0,299773.0,35.1,24157
한방재료,240.0,299809.0,1249.2,19518
기저귀가방,63400.0,299911.0,4.73,56646
하이라이트,52850.0,300049.0,5.68,151468
털신,1470.0,300085.0,204.14,32914
머니클립,9550.0,300501.0,31.47,104781
수경식물,10030.0,301116.0,30.02,7650
식이섬유,24290.0,301430.0,12.41,28276
프라이머,36470.0,305560.0,8.38,26190
튀김류,230.0,306130.0,1331.0,11391
건강팔찌,5160.0,307288.0,59.55,101285
발마사지기,35440.0,307448.0,8.68,163472
아이브로,490.0,307875.0,628.32,10044
염료,2010.0,308182.0,153.32,6210
화분영양제,2920.0,308216.0,105.55,14707
승용완구,200.0,308490.0,1542.45,108749
인삼,30440.0,308806.0,10.14,30608
남성화장품세트,1110.0,310127.0,279.39,39776
스무디,11950.0,311747.0,26.09,16510
댄스소품,90.0,311939.0,3465.99,61935
블루투스동글,13930.0,312503.0,22.43,11476
컨실러,19140.0,314089.0,16.41,15933
냉풍기,9880.0,314221.0,31.8,124365
발지압,10810.0,314281.0,29.07,27103
손목받침대,3280.0,315017.0,96.04,16410
축구연습용품,130.0,315611.0,2427.78,41897
된장,19750.0,315718.0,15.99,20117
아동시계,910.0,316963.0,348.31,17974
핸드블렌더,4600.0,317068.0,68.93,61707
공기정화식물,27680.0,317168.0,11.46,71525
압축팩,13320.0,319650.0,24.0,12877
살림,4730.0,320230.0,67.7,9214
홑이불,2130.0,321217.0,150.81,25157
쓰레받기,9220.0,321367.0,34.86,10121
우체통,18740.0,321773.0,17.17,29180
반죽기,12010.0,321999.0,26.81,336507
버티컬,13670.0,323597.0,23.67,83726
브랜드PC,200.0,323748.0,1618.74,919619
노트북보안기,40.0,323962.0,8099.05,26155
마스카라,14160.0,324478.0,22.92,12998
발보호대,1200.0,325116.0,270.93,6458
테니스가방,32140.0,325666.0,10.13,76916
위생마스크,1060.0,326615.0,308.13,11593
찜질기,6400.0,327385.0,51.15,71279
영상플레이어,1960.0,327668.0,167.18,114509
캠핑왜건,1500.0,328273.0,218.85,100098
티켓,18500.0,329760.0,17.82,78697
양주,77900.0,329790.0,4.23,227627
오디오믹서,2190.0,330312.0,150.83,627288
목욕비누,460.0,330751.0,719.02,14093
돼지고기,25830.0,330840.0,12.81,16055
복근운동기구,10950.0,331086.0,30.24,34464
가정용게임기,2710.0,332186.0,122.58,370802
가구설치,190.0,332807.0,1751.62,45236
정원그네,830.0,334039.0,402.46,224223
롤스크린,12100.0,334535.0,27.65,17127
탈수기,6020.0,335308.0,55.7,90347
묘목,6820.0,336118.0,49.28,22198
선글라스케이스,4820.0,340188.0,70.58,10709
모서리보호대,13550.0,343196.0,25.33,6050
안경케이스,7580.0,348203.0,45.94,7571
놀이방매트,14190.0,348451.0,24.56,76955
기포,1850.0,348883.0,188.59,24681
탈모케어,1020.0,349934.0,343.07,22648
보행기,19940.0,350198.0,17.56,96977
DVR,3010.0,350854.0,116.56,276792
풋케어,3040.0,351680.0,115.68,12106
자동차TV,180.0,352290.0,1957.17,233169
외장SSD,16330.0,352418.0,21.58,112262
사전,279700.0,354190.0,1.27,193668
모니터어댑터,2100.0,355484.0,169.28,8628
사운드카드,3920.0,357358.0,91.16,216091
발목보호대,42550.0,358095.0,8.42,27008
공포,8060.0,358396.0,44.47,26718
마네킹,13010.0,359222.0,27.61,40253
남아수영복,5510.0,359809.0,65.3,33234
보드복,7440.0,360099.0,48.4,132039
무용,4510.0,363015.0,80.49,30972
웹캠,10240.0,364202.0,35.57,91740
세탁망,5400.0,367932.0,68.14,4837
쌍안경,7640.0,369208.0,48.33,201719
유아식기,3530.0,370696.0,105.01,20164
유아컵,1450.0,370897.0,255.79,16624
농구공,29340.0,371082.0,12.65,33837
진공포장기,50020.0,371716.0,7.43,132450
식기세척,330.0,372025.0,1127.35,661721
잡지꽂이,2370.0,372252.0,157.07,42555
체중계,55890.0,372581.0,6.67,67119
건반악기,740.0,372840.0,503.84,713266
법,16080.0,375588.0,23.36,33045
글씨,3490.0,376848.0,107.98,13732
코코아,6040.0,377172.0,62.45,10068
떡볶이,212000.0,380048.0,1.79,9419
자갈,9210.0,381488.0,41.42,11505
밀가루,14640.0,382059.0,26.1,18349
헌팅캡,9030.0,384379.0,42.57,41586
온수기,9710.0,386337.0,39.79,135791
여아수영복,7340.0,388095.0,52.87,34404
스프레드,12390.0,388238.0,31.33,69891
시계수리용품,20.0,388841.0,19442.05,7137
바디케어세트,120.0,390582.0,3254.85,44012
휴대폰젠더,270.0,391713.0,1450.79,9137
테니스공,15100.0,393161.0,26.04,51054
수초,15820.0,393959.0,24.9,6268
에어브러시,630.0,394001.0,625.4,50798
젖병,18250.0,394522.0,21.62,24979
전동휠,14000.0,394677.0,28.19,980726
턱받이,16540.0,395868.0,23.93,12022
탁구라켓,19860.0,396757.0,19.98,149842
아이라이너,13690.0,396847.0,28.99,9610
풋살화,93800.0,396851.0,4.23,79980
기능성음료,220.0,396907.0,1804.12,18218
다리보호대,960.0,397127.0,413.67,23210
건어물,14300.0,398301.0,27.85,21335
치실,28980.0,400662.0,13.83,7443
먼지떨이,960.0,402643.0,419.42,9215
순금주얼리,400.0,405710.0,1014.28,1847108
샌드백,20250.0,406777.0,20.09,85443
악기놀이,190.0,406893.0,2141.54,44927
건축,11540.0,407069.0,35.27,28707
팝콘,25730.0,408742.0,15.89,9871
테이프클리너,2570.0,413630.0,160.95,12506
가베,12980.0,416275.0,32.07,52480
해산물,31450.0,416781.0,13.25,17353
헤드유닛,270.0,419397.0,1553.32,220818
위생도기,1140.0,420534.0,368.89,212725
모니터암,60200.0,421362.0,7.0,69492
휴대용게임기,5900.0,422313.0,71.58,296472
스페인,105300.0,423907.0,4.03,1222963
휠체어,29550.0,426082.0,14.42,251402
인테리어분수,300.0,427675.0,1425.58,126224
전방,3940.0,430090.0,109.16,101546
테니스화,38970.0,434372.0,11.15,102953
식초,16850.0,439220.0,26.07,12130
에어프라이어,196900.0,440135.0,2.24,156390
스위칭허브,4460.0,444390.0,99.64,110606
제습기,136800.0,446087.0,3.26,228239
어린이자전거,15540.0,447576.0,28.8,196270
농구의류,160.0,447676.0,2797.98,25048
오트밀,109300.0,447926.0,4.1,14585
피부케어기기,140.0,449711.0,3212.22,326692
스포츠헤어밴드,13620.0,449952.0,33.04,8694
베개솜,11920.0,450873.0,37.82,19037
부채,25620.0,451835.0,17.64,6484
복대,18540.0,453778.0,24.48,10050
헤어팩,17570.0,453825.0,25.83,21693
반신욕용품,90.0,455019.0,5055.77,23794
미니화분,6360.0,458103.0,72.03,10220
보일러,19130.0,461998.0,24.15,464107
모종,11800.0,463234.0,39.26,6547
축구가방,6150.0,465639.0,75.71,39871
네임태그,940.0,467625.0,497.47,7007
헤어에센스,59350.0,469752.0,7.91,25840
쿠션솜,4530.0,471582.0,104.1,9592
셀카봉,28600.0,472099.0,16.51,25601
아로마테라피,8920.0,476379.0,53.41,25882
전기밥솥,37950.0,476928.0,12.57,231522
도어벨,5900.0,478712.0,81.14,16254
손발톱정리기,40.0,479721.0,11993.02,91161
덤벨,39100.0,481678.0,12.32,49255
아령,30170.0,481678.0,15.97,52233
축구공,48870.0,483431.0,9.89,1517298
분재,9790.0,484412.0,49.48,209833
안전잠금장치,430.0,485520.0,1129.12,4276
생수,93400.0,486238.0,5.21,6495
부티,11510.0,487286.0,42.34,101993
홈시어터,5600.0,488286.0,87.19,486031
찜질팩,18780.0,488687.0,26.02,19608
붕대,5160.0,490420.0,95.04,4881
전화기,14370.0,490529.0,34.14,39638
이불솜,4490.0,490754.0,109.3,78525
장판,42680.0,491602.0,11.52,67733
캐러멜,1980.0,491881.0,248.42,9598
미트,8530.0,492047.0,57.68,40619
임신,32550.0,492405.0,15.13,47626
고데기,43760.0,492600.0,11.26,123237
커프스,4710.0,492608.0,104.59,51327
클렌징비누,1100.0,493372.0,448.52,9849
허리보호대,38950.0,493528.0,12.67,50658
보트슈즈,2050.0,494232.0,241.09,130206
밥상,30970.0,494392.0,15.96,43693
수모,23610.0,494525.0,20.95,18275
무전기,23360.0,498696.0,21.35,111773
원목교구,2630.0,500626.0,190.35,71020
우주복,11560.0,501359.0,43.37,55558
서예,6390.0,501800.0,78.53,28795
줄넘기,29130.0,501974.0,17.23,14329
캡형,40.0,504457.0,12611.42,14432
짐벌,19680.0,505843.0,25.7,253814
안경소품,80.0,508172.0,6352.15,5883
모카신,4570.0,508271.0,111.22,60964
전기쿠커,2950.0,510339.0,173.0,63793
당구용품,2320.0,510484.0,220.04,295555
비데,81100.0,512154.0,6.32,202218
OS,8700.0,513848.0,59.06,217274
쿨매트,8810.0,513856.0,58.33,58499
리시버,4210.0,518261.0,123.1,1108070
화분받침,6740.0,520932.0,77.29,4941
후추,14500.0,523188.0,36.08,7553
야외벤치,5460.0,523497.0,95.88,124602
이사,30670.0,524623.0,17.11,12357
스텝퍼,45920.0,525550.0,11.44,390528
냉장고자석,7990.0,525649.0,65.79,4352
먼지제거기,4350.0,525886.0,120.89,5786
제도용품,480.0,526005.0,1095.84,37244
외장HDD,1110.0,526468.0,474.3,87244
반다나,15880.0,527249.0,33.2,5871
보안기,190.0,528207.0,2780.04,52436
PC헤드셋,920.0,528987.0,574.99,88189
지도,1950100.0,529214.0,0.27,19388
레귤레이터,11420.0,531654.0,46.55,63011
수학,26020.0,533137.0,20.49,2351
모니터받침대,45700.0,534031.0,11.69,24369
잡곡,13960.0,535817.0,38.38,17245
미술작품,7170.0,536269.0,74.79,13287494
남녀공용향수,670.0,539115.0,804.65,87810
전기그릴,27650.0,540438.0,19.55,115723
빙수,49680.0,540600.0,10.88,20738
손톱깎이,25750.0,540618.0,20.99,12523
마우스세트,50.0,540763.0,10815.26,39845
한글,63200.0,544289.0,8.61,212454
해외숙박,840.0,546574.0,650.68,147105
두유,63740.0,547781.0,8.59,14063
손수건,23890.0,548853.0,22.97,7379
오르골,20710.0,549486.0,26.53,51605
돋보기,19600.0,551817.0,28.15,16506
연어,63740.0,551870.0,8.66,35468
공간박스,10520.0,552261.0,52.5,19830
발찌,9960.0,559252.0,56.15,108101
유모차용품,160.0,559445.0,3496.53,37122
빨래집게,4270.0,559467.0,131.02,2646
귀달이모자,1820.0,560237.0,307.82,21880
키보드키스킨,1680.0,563106.0,335.18,5009
건강환,440.0,563403.0,1280.46,81699
무릎담요,14540.0,563678.0,38.77,10643
현미경,11330.0,565202.0,49.89,366245
바디오일,11240.0,565602.0,50.32,29484
도시,13690.0,566593.0,41.39,7969
면도용품,140.0,567134.0,4050.96,23239
CD플레이어,43630.0,573079.0,13.13,144863
베레모,20520.0,574619.0,28.0,49215
화학,14550.0,576354.0,39.61,102009
냉동고,87280.0,576854.0,6.61,482308
우산꽂이,30700.0,577576.0,18.81,29526
공주드레스,7200.0,583763.0,81.08,30847
롬퍼,2350.0,584950.0,248.91,34299
