relative_keyword,total_search,total_store_count,competitive_rate,avg_price
고양이캣타워,8750.0,585289.0,66.89,146470
침대커버세트,2930.0,587166.0,200.4,77028
즉석밥,10440.0,590020.0,56.52,12104
거즈,9900.0,591303.0,59.73,5983
인터페이스카드,40.0,592633.0,14815.82,130544
두피케어,9880.0,593437.0,60.06,37329
공학,10380.0,599426.0,57.75,198556
간장,16630.0,603305.0,36.28,14426
슈즈커버,210.0,605004.0,2880.97,4823
이발기,4730.0,605776.0,128.07,69913
랜카드,6000.0,608758.0,101.46,32145
비료,10650.0,611864.0,57.45,15028
해초,6690.0,614132.0,91.8,15370
스파게티,38490.0,618553.0,16.07,21329
배드민턴의류,12250.0,619382.0,50.56,41875
배드민턴라켓,45400.0,620390.0,13.66,117222
두건,8480.0,621760.0,73.32,9774
빗자루,16040.0,623316.0,38.86,9267
PC마이크,1190.0,632653.0,531.64,32277
마스크시트,1460.0,633315.0,433.78,13329
즉석탕,80.0,634114.0,7926.42,15290
리모델링,13000.0,636068.0,48.93,848466
과일즙,950.0,638737.0,672.35,50829
스크럽,9430.0,641027.0,67.98,21653
공유기,34600.0,645376.0,18.65,75254
건강즙,1730.0,645833.0,373.31,52533
혼합세트,60.0,649363.0,10822.72,50326
즉석국,2650.0,650368.0,245.42,17523
레인지대,260.0,652731.0,2510.5,88958
필링,7540.0,656416.0,87.06,23623
염색약,54430.0,658835.0,12.1,8855
턴테이블,30240.0,663429.0,21.94,268144
타투,33030.0,666273.0,20.17,12919
다이빙슈트,3170.0,666279.0,210.18,213196
핸즈프리,3450.0,666559.0,193.21,52116
낚싯줄,570.0,667890.0,1171.74,15015
섬유유연제,75940.0,668999.0,8.81,14117
터치펜,6280.0,671553.0,106.94,26160
제습,5550.0,673173.0,121.29,12054
그래픽카드,47100.0,675429.0,14.34,620815
고양이사료,50270.0,678788.0,13.5,22040
게이밍키보드,26860.0,679649.0,25.3,92517
홍삼,94500.0,680187.0,7.2,75307
햄스터용품,6440.0,681375.0,105.8,39105
농구화,25510.0,684310.0,26.83,102928
카메라스트랩,6310.0,685633.0,108.66,47315
생리대,46180.0,686196.0,14.86,9583
망토,5410.0,687700.0,127.12,22750
죽,50430.0,688477.0,13.65,6270
보닛,3480.0,693578.0,199.3,16144
스포츠넥워머,110.0,693762.0,6306.93,12962
가스레인지,56830.0,694189.0,12.22,192760
단체복,8500.0,694686.0,81.73,20376
테니스라켓,52540.0,695244.0,13.23,215666
중대형캐리어,80.0,698440.0,8730.5,164244
아이케어,2690.0,700830.0,260.53,40293
네일케어세트,830.0,700997.0,844.57,26170
빨래바구니,43810.0,701152.0,16.0,26284
안전문,12090.0,701809.0,58.05,38899
닭고기,5350.0,703978.0,131.58,13004
건강목걸이,1630.0,704961.0,432.49,246157
남성향수,4060.0,707118.0,174.17,69860
PC스피커,7830.0,708837.0,90.53,55605
다육식물,9380.0,710336.0,75.73,21227
클렌징폼,24130.0,711320.0,29.48,13150
구강청정기,70.0,711649.0,10166.41,61326
급수기,1390.0,712813.0,512.82,33459
파워서플라이,9440.0,717740.0,76.03,108104
욕실발판,6310.0,719103.0,113.96,15655
아대,7180.0,719808.0,100.25,13136
흙,8890.0,720643.0,81.06,9132
액션캠,46780.0,721810.0,15.43,242408
바란스,2000.0,722024.0,361.01,14580
다리미,30570.0,722448.0,23.63,86758
온풍기,15490.0,725130.0,46.81,139491
커피메이커,13020.0,727239.0,55.86,205728
요가매트,66500.0,728161.0,10.95,36440
낚시공구,150.0,730244.0,4868.29,12943
후방카메라,23820.0,734196.0,30.82,57109
떡,62010.0,742278.0,11.97,21911
축구화,89350.0,743068.0,8.32,122672
페도라,9550.0,744050.0,77.91,27560
아이섀도,440.0,746802.0,1697.28,20017
딱지,6820.0,748946.0,109.82,38623
핀셋,10140.0,752311.0,74.19,4603
요구르트,23710.0,752817.0,31.75,10767
축산가공식품,20.0,760054.0,38002.7,10255
린스,11260.0,764317.0,67.88,19564
찌개,33130.0,765915.0,23.12,7650
라이터,24460.0,769873.0,31.47,62144
참치,84650.0,770686.0,9.1,8225
DSLR카메라,7940.0,771101.0,97.12,636043
전기매트,25400.0,772582.0,30.42,135528
재봉틀,13630.0,775745.0,56.91,733516
PC받침대,660.0,776354.0,1176.29,24470
빨래건조대,83380.0,793382.0,9.52,34700
메이크업브러시,110.0,793932.0,7217.56,26961
시럽,9580.0,794018.0,82.88,16074
견과류,81700.0,794539.0,9.73,21300
방음,3910.0,797507.0,203.97,229328
선크림,55900.0,799657.0,14.31,16387
이불패드세트,1130.0,801878.0,709.63,160115
침낭,57170.0,801964.0,14.03,112120
인테리어파티션,2280.0,803085.0,352.23,67449
야구의류,200.0,803937.0,4019.68,59055
요,15950.0,804351.0,50.43,49431
찜,5810.0,804639.0,138.49,39493
테니스의류,1770.0,804650.0,454.6,56333
휴대폰렌즈,330.0,812640.0,2462.55,55208
씨앗,8990.0,816600.0,90.83,8212
비치백,6970.0,817640.0,117.31,12579
스테이크,47010.0,817872.0,17.4,40986
고양이배변용품,30.0,819848.0,27328.27,84082
서버,6890.0,828856.0,120.3,2491411
과즙음료,120.0,829319.0,6910.99,14253
골프공,56200.0,830910.0,14.78,25106
고시,10150.0,831506.0,81.92,79524
피자,172100.0,831824.0,4.83,15890
전기팬,4290.0,833747.0,194.35,75814
활용,4930.0,835395.0,169.45,36257
화분대,1720.0,839399.0,488.02,25606
언어,10830.0,840773.0,77.63,26877
지류,8260.0,844302.0,102.22,24769
침실세트,60.0,847443.0,14124.05,1954763
여과기,9590.0,855785.0,89.24,32609
서바이벌,8010.0,856107.0,106.88,64464
축산,5950.0,860546.0,144.63,16281
옥수수,64410.0,860938.0,13.37,20973
자바라,33630.0,862886.0,25.66,58664
손목보호대,93400.0,871664.0,9.33,20801
예술,12850.0,874131.0,68.03,57997
바디클렌저,2210.0,874454.0,395.68,14939
케이블타이,22310.0,875892.0,39.26,4798
군사,3150.0,879351.0,279.16,56533
타이즈,4040.0,887531.0,219.69,11871
영어,66700.0,889632.0,13.34,156337
스캐너,13700.0,897025.0,65.48,775365
햄,12130.0,906601.0,74.74,10910
노트북받침대,11120.0,908678.0,81.72,23785
블랙박스,149100.0,909014.0,6.1,183621
보호쿠션,180.0,910307.0,5057.26,4191
속바지,9830.0,912269.0,92.8,6643
PC홀더,810.0,914899.0,1129.5,45284
망원경,35620.0,915251.0,25.69,48656
파스타,112410.0,915724.0,8.15,7148
DOCK,5860.0,917633.0,156.59,239390
시리얼,22650.0,919579.0,40.6,10043
관악기,6480.0,926248.0,142.94,236901
해충퇴치기,4720.0,931237.0,197.3,51108
바디로션,43750.0,937981.0,21.44,16284
휴대용스피커,2460.0,942096.0,382.97,122306
캐릭터카드,850.0,943255.0,1109.71,41478
장류,650.0,944860.0,1453.63,18981
건설,9330.0,945325.0,101.32,43194
선케어,240.0,948868.0,3953.62,17136
동전지갑,20910.0,952401.0,45.55,15098
트리트먼트,44500.0,953279.0,21.42,20784
SF,9200.0,954001.0,103.7,58455
골프연습용품,640.0,955896.0,1493.59,434230
강아지배변용품,20.0,956591.0,47829.55,17087
만두,64510.0,956865.0,14.83,14606
스포츠선글라스,7990.0,959752.0,120.12,103035
불교용품,11400.0,961041.0,84.3,22490
바디크림,3940.0,973178.0,247.0,28413
귀마개,21240.0,975485.0,45.93,16860
USB메모리,6800.0,977410.0,143.74,18675
스프,13240.0,993488.0,75.04,9045
헤어끈,1310.0,1000301.0,763.59,4048
왜건,7520.0,1000353.0,133.03,163542
토끼용품,610.0,1008443.0,1653.19,23580
라디에이터,20790.0,1018279.0,48.98,94588
기내용캐리어,72420.0,1028416.0,14.2,83177
브리프케이스,7790.0,1029311.0,132.13,226208
핸드케어,220.0,1029367.0,4678.94,17468
킥보드,46230.0,1029787.0,22.28,612383
수영가방,42500.0,1031558.0,24.27,23076
고양이간식,18790.0,1034972.0,55.08,10806
한복,85200.0,1035101.0,12.15,74374
볶음,1670.0,1036665.0,620.76,24100
파운데이션,32910.0,1041308.0,31.64,33711
숄,8160.0,1043661.0,127.9,41337
서비스,13860.0,1046753.0,75.52,24350
타악기,4940.0,1057663.0,214.1,292263
탈취,3780.0,1058682.0,280.07,68834
콜라겐,120300.0,1064965.0,8.85,26175
캐미솔,4300.0,1076260.0,250.29,16259
가습기,72800.0,1078458.0,14.81,134903
붙박이장,64420.0,1081526.0,16.79,718887
기독교용품,740.0,1082177.0,1462.4,29090
MP3,19710.0,1083267.0,54.96,365270
물감,6360.0,1085352.0,170.65,13901
공예품,1740.0,1086326.0,624.33,14181
TV거실장,5200.0,1098505.0,211.25,208073
구급,1040.0,1098579.0,1056.33,19479
스포츠토시,100.0,1100820.0,11008.2,8518
유모차,44820.0,1102593.0,24.6,496838
신발깔창,12110.0,1103365.0,91.11,16310
국내숙박,980.0,1107573.0,1130.18,395792
쇠고기,5490.0,1112051.0,202.56,61663
스케이트보드,27570.0,1119602.0,40.61,178768
바디슈트,6390.0,1122002.0,175.59,32317
물류,7910.0,1126468.0,142.41,392486
칠판,10850.0,1127479.0,103.92,57915
응급용품,110.0,1132494.0,10295.4,19451
라우터,15110.0,1132815.0,74.97,148772
미스트,26570.0,1133100.0,42.65,18806
무릎보호대,141400.0,1134584.0,8.02,26600
결혼,41460.0,1135744.0,27.39,5377
설탕,37690.0,1136151.0,30.14,12993
교복,21810.0,1141896.0,52.36,20302
책상의자,27570.0,1143482.0,41.48,154880
청량,4670.0,1144147.0,245.0,9152
데크,14280.0,1146673.0,80.3,20579
넥워머,7840.0,1159028.0,147.84,13192
블라인드,632900.0,1159043.0,1.83,20781
정원데코,70.0,1161907.0,16598.67,47783
네일케어도구,70.0,1167352.0,16676.46,23535
축구의류,480.0,1169910.0,2437.31,47428
장롱,17730.0,1171990.0,66.1,511156
엽서,12400.0,1181592.0,95.29,5440
샐러드,157600.0,1183014.0,7.51,29625
도장,69900.0,1188579.0,17.0,15574
아이스크림,117200.0,1189205.0,10.15,20306
화장품케이스,2140.0,1190562.0,556.34,3549
불교,17270.0,1196601.0,69.29,40641
껌,7930.0,1200947.0,151.44,9678
이동장,1300.0,1200970.0,923.82,66105
오토바이의류,440.0,1201403.0,2730.46,132239
강아지사료,45720.0,1202780.0,26.31,24712
버터,43310.0,1209548.0,27.93,28269
치약,78700.0,1213741.0,15.42,10094
필름카메라,48890.0,1214848.0,24.85,176372
스냅백,11980.0,1224197.0,102.19,29167
토퍼,107200.0,1227270.0,11.45,138144
낚시의류,2910.0,1229739.0,422.59,171875
팩세트,200.0,1235439.0,6177.2,22107
피아노,56200.0,1237211.0,22.01,745567
전기포트,35580.0,1237516.0,34.78,62172
PC게임,10720.0,1237867.0,115.47,22592
조류용품,60.0,1244687.0,20744.78,26692
스탬프,10640.0,1246249.0,117.13,7760
노트북어댑터,1870.0,1248733.0,667.77,21151
책꽂이,42160.0,1251585.0,29.69,24460
과학완구,410.0,1263498.0,3081.7,45254
탄산음료,5970.0,1264236.0,211.76,9489
스케치,12050.0,1266047.0,105.07,50523
뜨개질,18900.0,1275389.0,67.48,31282
채소,13160.0,1275509.0,96.92,11395
남성수영복,6640.0,1278652.0,192.57,43726
소품수납함,170.0,1280166.0,7530.39,19665
영화,3368800.0,1283738.0,0.38,245580
