relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale
셔틀콕,14180.0,197015.0,13.89,14508,1143969.0
포셉,4240.0,197048.0,46.47,11558,3636526.0
참기름,49880.0,197809.0,3.97,15857,1557293.0
헤어왁스,6070.0,197995.0,32.62,14186,364559.0
안마의자,109600.0,198606.0,1.81,1836037,4117617.0
제수용품,5000.0,200420.0,40.08,145083,370361.0
성인용기저귀,8430.0,200465.0,23.78,28261,2030413.0
폼보드,20780.0,201224.0,9.68,9687,3152986.0
문학,12930.0,201923.0,15.62,4126,2152674.0
롤러슈즈,1370.0,203105.0,148.25,53089,544096.0
모뎀,6080.0,203156.0,33.41,115402,77198.0
대화,10210.0,203917.0,19.97,20497,141000.0
고등어,48380.0,205046.0,4.24,21546,145000.0
소음방지귀마개,5300.0,205079.0,38.69,11105,540000.0
한과,58500.0,207457.0,3.55,19250,3059812.0
리피터장비,20.0,207669.0,10383.45,115471,2183471.0
바디스크럽,16850.0,208708.0,12.39,21862,355376.0
올리브유,50810.0,208730.0,4.11,22458,230961.0
아기이불,10500.0,209700.0,19.97,43356,4650933.0
칠리,4020.0,210144.0,52.27,6777,1659938.0
발레복,19600.0,211680.0,10.8,27372,9798233.0
칫솔치약세트,1440.0,212185.0,147.35,4348,1094304.0
헤어스프레이,25450.0,212201.0,8.34,10529,696258.0
클렌징오일,48380.0,212715.0,4.4,15365,971183.0
축구양말,12480.0,213103.0,17.08,6569,2331005.0
젓갈,17290.0,213736.0,12.36,16135,376458.0
하이라이터,14060.0,213761.0,15.2,19520,6917312.0
비누꽃,4720.0,214151.0,45.37,13587,904700.0
양념장,3060.0,215700.0,70.49,10678,10833.0
종이꽃,3870.0,216195.0,55.86,25771,1523633.0
데오드란트,30200.0,216746.0,7.18,8272,1830000.0
화폐,7260.0,216911.0,29.88,17944,4350690.0
그릇장,6620.0,217307.0,32.83,115750,738433.0
가글,17630.0,218754.0,12.41,10707,5306254.0
문닫힘방지,5070.0,218955.0,43.19,3765,4086736.0
바디미스트,16840.0,219071.0,13.01,23347,1235894.0
축구보호대,1080.0,219698.0,203.42,7878,736169.0
스키장비,1520.0,220067.0,144.78,575591,5894436.0
김치냉장고,119700.0,220598.0,1.84,1326062,1159188.0
아이스머플러,210.0,220619.0,1050.57,5887,426521.0
욕실장,14030.0,221754.0,15.81,83934,6208781.0
향수세트,420.0,222219.0,529.09,60958,1472850.0
반찬세트,360.0,222730.0,618.69,25874,685301.0
블러셔,12240.0,222967.0,18.22,21519,432091.0
배드민턴가방,17720.0,223357.0,12.6,66993,139916.0
국내패키지,1390.0,223640.0,160.89,35564,560229.0
디지털도어록,1460.0,224268.0,153.61,138237,565018.0
다이어트바,930.0,224533.0,241.43,14091,814354.0
빨랫줄,1480.0,225547.0,152.4,6115,160680.0
