relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale
쌍안경,7640.0,369208.0,48.33,97092,2326122
유아식기,3530.0,370696.0,105.01,17797,3704388
유아컵,1450.0,370897.0,255.79,16519,8635459
농구공,29340.0,371082.0,12.65,29987,1924809
진공포장기,50020.0,371716.0,7.43,74012,2196832
식기세척,330.0,372025.0,1127.35,669283,8639795
잡지꽂이,2370.0,372252.0,157.07,37664,529281
체중계,55890.0,372581.0,6.67,27682,31600661
건반악기,740.0,372840.0,503.84,584148,5807625
법,16080.0,375588.0,23.36,15909,640787
글씨,3490.0,376848.0,107.98,4897,67452
코코아,6040.0,377172.0,62.45,9388,666544
떡볶이,212000.0,380048.0,1.79,7062,6556877
자갈,9210.0,381488.0,41.42,8234,1064542
밀가루,14640.0,382059.0,26.1,18024,2190535
헌팅캡,9030.0,384379.0,42.57,39911,481950
온수기,9710.0,386337.0,39.79,114724,5920926
여아수영복,7340.0,388095.0,52.87,31310,3058811
스프레드,12390.0,388238.0,31.33,62985,759423
시계수리용품,20.0,388841.0,19442.05,5366,362958
바디케어세트,120.0,390582.0,3254.85,41875,371771
휴대폰젠더,270.0,391713.0,1450.79,5775,531093
테니스공,15100.0,393161.0,26.04,57287,1195755
수초,15820.0,393959.0,24.9,5046,707177
에어브러시,630.0,394001.0,625.4,44077,1700431
젖병,18250.0,394522.0,21.62,21333,4111484
전동휠,14000.0,394677.0,28.19,857159,1246152
턱받이,16540.0,395868.0,23.93,11487,7746120
탁구라켓,19860.0,396757.0,19.98,127733,2249301
아이라이너,13690.0,396847.0,28.99,8437,2270775
풋살화,93800.0,396851.0,4.23,74827,6305825
기능성음료,220.0,396907.0,1804.12,13238,6427768
다리보호대,960.0,397127.0,413.67,18513,2655827
건어물,14300.0,398301.0,27.85,19308,8434599
치실,28980.0,400662.0,13.83,7497,2489838
먼지떨이,960.0,402643.0,419.42,6437,1139678
순금주얼리,400.0,405710.0,1014.28,1335569,8727592
샌드백,20250.0,406777.0,20.09,55955,2799034
악기놀이,190.0,406893.0,2141.54,35356,212088
팝콘,25730.0,408742.0,15.89,9210,2349427
테이프클리너,2570.0,413630.0,160.95,11304,4743761
가베,12980.0,416275.0,32.07,24285,1000304
해산물,31450.0,416781.0,13.25,14281,11833901
헤드유닛,270.0,419397.0,1553.32,187890,212094
위생도기,1140.0,420534.0,368.89,185835,6459245
모니터암,60200.0,421362.0,7.0,60231,4145066
휴대용게임기,5900.0,422313.0,71.58,232157,5812916
스페인,105300.0,423907.0,4.03,1472693,4799745
휠체어,29550.0,426082.0,14.42,132093,6312648
인테리어분수,300.0,427675.0,1425.58,65644,1094000
전방,3940.0,430090.0,109.16,58238,48454
테니스화,38970.0,434372.0,11.15,99768,3181125
식초,16850.0,439220.0,26.07,8765,3939322
에어프라이어,196900.0,440135.0,2.24,130239,9430996
스위칭허브,4460.0,444390.0,99.64,64993,904417
제습기,136800.0,446087.0,3.26,220792,33254691
어린이자전거,15540.0,447576.0,28.8,196211,2760453
농구의류,160.0,447676.0,2797.98,22754,1843954
오트밀,109300.0,447926.0,4.1,13217,3881957
피부케어기기,140.0,449711.0,3212.22,153381,78473659
스포츠헤어밴드,13620.0,449952.0,33.04,8703,2474144
베개솜,11920.0,450873.0,37.82,15739,5856568
부채,25620.0,451835.0,17.64,4983,1705466
복대,18540.0,453778.0,24.48,8178,1060425
헤어팩,17570.0,453825.0,25.83,18846,12067083
반신욕용품,90.0,455019.0,5055.77,15897,599975
미니화분,6360.0,458103.0,72.03,9884,88930
보일러,19130.0,461998.0,24.15,467760,16581952
모종,11800.0,463234.0,39.26,6307,391326
축구가방,6150.0,465639.0,75.71,33850,4733458
네임태그,940.0,467625.0,497.47,6898,1333568
헤어에센스,59350.0,469752.0,7.91,18583,7589208
쿠션솜,4530.0,471582.0,104.1,6694,550447
셀카봉,28600.0,472099.0,16.51,24585,4214273
아로마테라피,8920.0,476379.0,53.41,21133,1633601
전기밥솥,37950.0,476928.0,12.57,228808,3043050
도어벨,5900.0,478712.0,81.14,14031,2197489
손발톱정리기,40.0,479721.0,11993.02,43984,2683843
덤벨,39100.0,481678.0,12.32,21015,4597025
아령,30170.0,481678.0,15.97,21153,4597025
축구공,48870.0,483431.0,9.89,31762,4802405
분재,9790.0,484412.0,49.48,50004,453700
안전잠금장치,430.0,485520.0,1129.12,3701,895564
생수,93400.0,486238.0,5.21,6253,15720979
부티,11510.0,487286.0,42.34,99768,61833
홈시어터,5600.0,488286.0,87.19,262933,3293400
찜질팩,18780.0,488687.0,26.02,17356,4118330
붕대,5160.0,490420.0,95.04,4015,637365
전화기,14370.0,490529.0,34.14,39921,1868663
이불솜,4490.0,490754.0,109.3,73832,2387841
장판,42680.0,491602.0,11.52,19776,676375
캐러멜,1980.0,491881.0,248.42,9295,1728734
미트,8530.0,492047.0,57.68,21753,1817225
임신,32550.0,492405.0,15.13,23640,10206687
고데기,43760.0,492600.0,11.26,50255,10929816
클렌징비누,1100.0,493372.0,448.52,9430,4488199
허리보호대,38950.0,493528.0,12.67,33440,7544359
보트슈즈,2050.0,494232.0,241.09,128568,397533
밥상,30970.0,494392.0,15.96,38951,6054118
수모,23610.0,494525.0,20.95,14104,1331542
무전기,23360.0,498696.0,21.35,84558,1065060
원목교구,2630.0,500626.0,190.35,52628,660938
우주복,11560.0,501359.0,43.37,50466,2874434
서예,6390.0,501800.0,78.53,16473,163373
줄넘기,29130.0,501974.0,17.23,9718,2353391
캡형,40.0,504457.0,12611.42,12358,26165868
짐벌,19680.0,505843.0,25.7,151824,1927961
안경소품,80.0,508172.0,6352.15,4728,1851131
모카신,4570.0,508271.0,111.22,61619,22920
전기쿠커,2950.0,510339.0,173.0,52451,680568
당구용품,2320.0,510484.0,220.04,47891,842886
비데,81100.0,512154.0,6.32,183429,22618214
OS,8700.0,513848.0,59.06,124846,7674801
쿨매트,8810.0,513856.0,58.33,38274,3876105
리시버,4210.0,518261.0,123.1,748000,473111
화분받침,6740.0,520932.0,77.29,4360,504005
후추,14500.0,523188.0,36.08,6649,535167
야외벤치,5460.0,523497.0,95.88,94857,1714500
이사,30670.0,524623.0,17.11,12122,5092410
스텝퍼,45920.0,525550.0,11.44,74451,14248922
냉장고자석,7990.0,525649.0,65.79,3811,297911
먼지제거기,4350.0,525886.0,120.89,3753,1349213
제도용품,480.0,526005.0,1095.84,9480,806549
외장HDD,1110.0,526468.0,474.3,87391,13483745
반다나,15880.0,527249.0,33.2,4760,1896272
보안기,190.0,528207.0,2780.04,40485,4655320
PC헤드셋,920.0,528987.0,574.99,70766,4229964
지도,1950100.0,529214.0,0.27,15873,613257
레귤레이터,11420.0,531654.0,46.55,28778,430712
수학,26020.0,533137.0,20.49,1905,326065
모니터받침대,45700.0,534031.0,11.69,19429,2296266
잡곡,13960.0,535817.0,38.38,14168,1285130
미술작품,7170.0,536269.0,74.79,473334,556494
남녀공용향수,670.0,539115.0,804.65,84512,10699362
전기그릴,27650.0,540438.0,19.55,111040,5566899
빙수,49680.0,540600.0,10.88,16815,7588688
손톱깎이,25750.0,540618.0,20.99,10398,1269488
마우스세트,50.0,540763.0,10815.26,32704,3092754
한글,63200.0,544289.0,8.61,216136,9157306
두유,63740.0,547781.0,8.59,11125,14981956
손수건,23890.0,548853.0,22.97,7884,1140718
오르골,20710.0,549486.0,26.53,28374,1122333
돋보기,19600.0,551817.0,28.15,10225,1605108
연어,63740.0,551870.0,8.66,20985,4596047
공간박스,10520.0,552261.0,52.5,18818,453210
발찌,9960.0,559252.0,56.15,91740,5081066
유모차용품,160.0,559445.0,3496.53,26184,1231479
빨래집게,4270.0,559467.0,131.02,1742,151011
귀달이모자,1820.0,560237.0,307.82,13186,431873
키보드키스킨,1680.0,563106.0,335.18,3917,172061
건강환,440.0,563403.0,1280.46,29997,18359588
무릎담요,14540.0,563678.0,38.77,9772,564358
현미경,11330.0,565202.0,49.89,143271,1294893
바디오일,11240.0,565602.0,50.32,23070,4878822
도시,13690.0,566593.0,41.39,5568,3758044
면도용품,140.0,567134.0,4050.96,14837,2788495
CD플레이어,43630.0,573079.0,13.13,79709,1493259
베레모,20520.0,574619.0,28.0,30610,967350
화학,14550.0,576354.0,39.61,19901,1497
냉동고,87280.0,576854.0,6.61,421417,9360493
우산꽂이,30700.0,577576.0,18.81,18396,5973142
공주드레스,7200.0,583763.0,81.08,28156,631100
롬퍼,2350.0,584950.0,248.91,31148,1414736
고양이캣타워,8750.0,585289.0,66.89,128915,11576688
침대커버세트,2930.0,587166.0,200.4,74108,455180
즉석밥,10440.0,590020.0,56.52,11209,10238706
거즈,9900.0,591303.0,59.73,5014,634301
인터페이스카드,40.0,592633.0,14815.82,68170,5333
두피케어,9880.0,593437.0,60.06,19110,3712540
공학,10380.0,599426.0,57.75,31803,1660202
간장,16630.0,603305.0,36.28,11154,2620428
슈즈커버,210.0,605004.0,2880.97,4561,605535
이발기,4730.0,605776.0,128.07,47903,5602549
랜카드,6000.0,608758.0,101.46,19409,1485168
비료,10650.0,611864.0,57.45,15119,1661160
해초,6690.0,614132.0,91.8,9468,127910
스파게티,38490.0,618553.0,16.07,19174,422302
배드민턴의류,12250.0,619382.0,50.56,41154,118333
배드민턴라켓,45400.0,620390.0,13.66,123976,4742529
두건,8480.0,621760.0,73.32,9225,369229
빗자루,16040.0,623316.0,38.86,7738,1863210
PC마이크,1190.0,632653.0,531.64,27300,654126
마스크시트,1460.0,633315.0,433.78,8548,7112870
즉석탕,80.0,634114.0,7926.42,11558,16633378
리모델링,13000.0,636068.0,48.93,549704,11807143
과일즙,950.0,638737.0,672.35,39690,33580775
스크럽,9430.0,641027.0,67.98,21637,6157862
공유기,34600.0,645376.0,18.65,60407,3744344
건강즙,1730.0,645833.0,373.31,39690,34995487
혼합세트,60.0,649363.0,10822.72,42591,3070255
즉석국,2650.0,650368.0,245.42,14760,15767783
레인지대,260.0,652731.0,2510.5,81801,4482906
필링,7540.0,656416.0,87.06,13639,6941108
염색약,54430.0,658835.0,12.1,7758,8133156
턴테이블,30240.0,663429.0,21.94,142471,1348685
타투,33030.0,666273.0,20.17,8569,1756264
다이빙슈트,3170.0,666279.0,210.18,125434,1989213
핸즈프리,3450.0,666559.0,193.21,38154,383526
낚싯줄,570.0,667890.0,1171.74,14994,605393
섬유유연제,75940.0,668999.0,8.81,13052,13993146
터치펜,6280.0,671553.0,106.94,20212,5491547
제습,5550.0,673173.0,121.29,9647,441304
그래픽카드,47100.0,675429.0,14.34,513005,906462
고양이사료,50270.0,678788.0,13.5,20340,26747529
게이밍키보드,26860.0,679649.0,25.3,93745,2831573
홍삼,94500.0,680187.0,7.2,60035,23491244
햄스터용품,6440.0,681375.0,105.8,22642,3101575
농구화,25510.0,684310.0,26.83,97410,1003083
카메라스트랩,6310.0,685633.0,108.66,43653,920673
생리대,46180.0,686196.0,14.86,6342,15494531
망토,5410.0,687700.0,127.12,17515,35755
죽,50430.0,688477.0,13.65,2057,6955820
보닛,3480.0,693578.0,199.3,17076,604579
스포츠넥워머,110.0,693762.0,6306.93,11327,1894356
가스레인지,56830.0,694189.0,12.22,182801,7356970
단체복,8500.0,694686.0,81.73,17308,1837451
테니스라켓,52540.0,695244.0,13.23,219434,2146561
중대형캐리어,80.0,698440.0,8730.5,154335,25980629
아이케어,2690.0,700830.0,260.53,35752,12338927
네일케어세트,830.0,700997.0,844.57,16406,1358755
빨래바구니,43810.0,701152.0,16.0,21902,3155072
안전문,12090.0,701809.0,58.05,30275,1845876
닭고기,5350.0,703978.0,131.58,12388,23642891
건강목걸이,1630.0,704961.0,432.49,248307,976250
남성향수,4060.0,707118.0,174.17,58885,4769119
PC스피커,7830.0,708837.0,90.53,30915,895668
다육식물,9380.0,710336.0,75.73,9301,400905
클렌징폼,24130.0,711320.0,29.48,10088,10180803
구강청정기,70.0,711649.0,10166.41,51875,13278575
급수기,1390.0,712813.0,512.82,31202,6392676
욕실발판,6310.0,719103.0,113.96,14882,1398754
아대,7180.0,719808.0,100.25,12701,3759490
흙,8890.0,720643.0,81.06,7144,2510292
액션캠,46780.0,721810.0,15.43,223438,5542979
바란스,2000.0,722024.0,361.01,14124,2102723
다리미,30570.0,722448.0,23.63,55627,11626014
온풍기,15490.0,725130.0,46.81,113696,8425658
커피메이커,13020.0,727239.0,55.86,94876,6076819
요가매트,66500.0,728161.0,10.95,28624,5260887
낚시공구,150.0,730244.0,4868.29,8514,369470
후방카메라,23820.0,734196.0,30.82,43203,1164493
떡,62010.0,742278.0,11.97,20966,8612996
축구화,89350.0,743068.0,8.32,119891,1970131
페도라,9550.0,744050.0,77.91,21579,582133
아이섀도,440.0,746802.0,1697.28,15324,3139901
딱지,6820.0,748946.0,109.82,14822,2841430
핀셋,10140.0,752311.0,74.19,3324,98188
요구르트,23710.0,752817.0,31.75,9994,4432606
축산가공식품,20.0,760054.0,38002.7,8870,14220429
린스,11260.0,764317.0,67.88,12500,1004666
찌개,33130.0,765915.0,23.12,7375,6573480
라이터,24460.0,769873.0,31.47,14118,873509
참치,84650.0,770686.0,9.1,8048,4460739
DSLR카메라,7940.0,771101.0,97.12,316749,615183
전기매트,25400.0,772582.0,30.42,110155,18048952
재봉틀,13630.0,775745.0,56.91,416122,2481391
PC받침대,660.0,776354.0,1176.29,23217,504564
빨래건조대,83380.0,793382.0,9.52,34170,5629364
메이크업브러시,110.0,793932.0,7217.56,18263,568477
시럽,9580.0,794018.0,82.88,11715,3363800
견과류,81700.0,794539.0,9.73,21374,9690408
방음,3910.0,797507.0,203.97,48201,980112
선크림,55900.0,799657.0,14.31,14813,57264117
이불패드세트,1130.0,801878.0,709.63,136245,537887
침낭,57170.0,801964.0,14.03,69396,12302618
인테리어파티션,2280.0,803085.0,352.23,54958,3691809
야구의류,200.0,803937.0,4019.68,50102,282795
요,15950.0,804351.0,50.43,40761,1835339
찜,5810.0,804639.0,138.49,25625,11382281
테니스의류,1770.0,804650.0,454.6,51673,304375
휴대폰렌즈,330.0,812640.0,2462.55,28702,560931
씨앗,8990.0,816600.0,90.83,6157,496020
비치백,6970.0,817640.0,117.31,10661,3275974
스테이크,47010.0,817872.0,17.4,35919,11416130
고양이배변용품,30.0,819848.0,27328.27,23517,29861298
서버,6890.0,828856.0,120.3,2194897,1683000
과즙음료,120.0,829319.0,6910.99,12585,4517564
골프공,56200.0,830910.0,14.78,23396,6140013
고시,10150.0,831506.0,81.92,78594,1650446
피자,172100.0,831824.0,4.83,13492,1804178
전기팬,4290.0,833747.0,194.35,61968,4289030
활용,4930.0,835395.0,169.45,21615,40380
화분대,1720.0,839399.0,488.02,23123,1864182
언어,10830.0,840773.0,77.63,21709,1467429
지류,8260.0,844302.0,102.22,17554,559528
여과기,9590.0,855785.0,89.24,16743,2357504
서바이벌,8010.0,856107.0,106.88,30791,1427152
축산,5950.0,860546.0,144.63,16703,4355414
옥수수,64410.0,860938.0,13.37,17946,7128071
자바라,33630.0,862886.0,25.66,50357,659171
손목보호대,93400.0,871664.0,9.33,18435,7507639
바디클렌저,2210.0,874454.0,395.68,13453,10160863
케이블타이,22310.0,875892.0,39.26,4587,338680
타이즈,4040.0,887531.0,219.69,8587,1117175
영어,66700.0,889632.0,13.34,50072,2934476
스캐너,13700.0,897025.0,65.48,404044,385183
햄,12130.0,906601.0,74.74,8376,2004663
노트북받침대,11120.0,908678.0,81.72,23722,4423453
블랙박스,149100.0,909014.0,6.1,169644,9155833
보호쿠션,180.0,910307.0,5057.26,3607,850364
속바지,9830.0,912269.0,92.8,5682,2856791
PC홀더,810.0,914899.0,1129.5,36111,155007
망원경,35620.0,915251.0,25.69,27875,1164363
파스타,112410.0,915724.0,8.15,6156,460885
DOCK,5860.0,917633.0,156.59,242170,240982
시리얼,22650.0,919579.0,40.6,8938,3932261
해충퇴치기,4720.0,931237.0,197.3,30371,6963963
바디로션,43750.0,937981.0,21.44,13464,18138732
휴대용스피커,2460.0,942096.0,382.97,76891,2058643
캐릭터카드,850.0,943255.0,1109.71,17181,2164461
장류,650.0,944860.0,1453.63,18199,3631120
건설,9330.0,945325.0,101.32,25470,404225
선케어,240.0,948868.0,3953.62,14712,74993688
동전지갑,20910.0,952401.0,45.55,7577,1722236
트리트먼트,44500.0,953279.0,21.42,19198,12694444
SF,9200.0,954001.0,103.7,14219,77129
골프연습용품,640.0,955896.0,1493.59,34733,13101869
강아지배변용품,20.0,956591.0,47829.55,16235,1719518
만두,64510.0,956865.0,14.83,14424,8444759
스포츠선글라스,7990.0,959752.0,120.12,99416,4879421
불교용품,11400.0,961041.0,84.3,19218,1304416
바디크림,3940.0,973178.0,247.0,20569,5833378
귀마개,21240.0,975485.0,45.93,11334,832521
USB메모리,6800.0,977410.0,143.74,14391,3716780
스프,13240.0,993488.0,75.04,6120,2386980
헤어끈,1310.0,1000301.0,763.59,2965,1240804
왜건,7520.0,1000353.0,133.03,76532,8895145
토끼용품,610.0,1008443.0,1653.19,12450,691613
라디에이터,20790.0,1018279.0,48.98,91132,2871796
기내용캐리어,72420.0,1028416.0,14.2,80856,15466172
브리프케이스,7790.0,1029311.0,132.13,178673,4138703
핸드케어,220.0,1029367.0,4678.94,16678,8127874
킥보드,46230.0,1029787.0,22.28,610777,3540703
수영가방,42500.0,1031558.0,24.27,19654,1870519
고양이간식,18790.0,1034972.0,55.08,10049,6077123
한복,85200.0,1035101.0,12.15,65150,2914326
볶음,1670.0,1036665.0,620.76,20955,5871320
파운데이션,32910.0,1041308.0,31.64,32659,9246775
숄,8160.0,1043661.0,127.9,34290,556777
서비스,13860.0,1046753.0,75.52,9367,1067465
타악기,4940.0,1057663.0,214.1,42417,3318583
탈취,3780.0,1058682.0,280.07,10803,6971957
콜라겐,120300.0,1064965.0,8.85,21717,27245296
캐미솔,4300.0,1076260.0,250.29,11868,3803991
가습기,72800.0,1078458.0,14.81,110079,22107241
붙박이장,64420.0,1081526.0,16.79,677369,8511837
기독교용품,740.0,1082177.0,1462.4,24100,737836
MP3,19710.0,1083267.0,54.96,127920,2490084
물감,6360.0,1085352.0,170.65,11142,908284
공예품,1740.0,1086326.0,624.33,9760,2623626
TV거실장,5200.0,1098505.0,211.25,172774,8531456
구급,1040.0,1098579.0,1056.33,12488,4664665
스포츠토시,100.0,1100820.0,11008.2,5449,4716619
유모차,44820.0,1102593.0,24.6,347057,14565085
신발깔창,12110.0,1103365.0,91.11,12993,6446048
쇠고기,5490.0,1112051.0,202.56,43925,25069957
스케이트보드,27570.0,1119602.0,40.61,73943,2371120
바디슈트,6390.0,1122002.0,175.59,32654,2421931
물류,7910.0,1126468.0,142.41,216613,1831500
칠판,10850.0,1127479.0,103.92,40620,2579587
응급용품,110.0,1132494.0,10295.4,12487,4608622
라우터,15110.0,1132815.0,74.97,66920,1270232
미스트,26570.0,1133100.0,42.65,13994,5367858
무릎보호대,141400.0,1134584.0,8.02,23601,9951239
결혼,41460.0,1135744.0,27.39,4692,637199
설탕,37690.0,1136151.0,30.14,11385,3184815
교복,21810.0,1141896.0,52.36,21131,1974135
책상의자,27570.0,1143482.0,41.48,120195,28302664
청량,4670.0,1144147.0,245.0,8919,20084872
데크,14280.0,1146673.0,80.3,14257,189839
넥워머,7840.0,1159028.0,147.84,11276,2066002
블라인드,632900.0,1159043.0,1.83,12041,2157063
정원데코,70.0,1161907.0,16598.67,38094,358743
네일케어도구,70.0,1167352.0,16676.46,12554,1612030
축구의류,480.0,1169910.0,2437.31,44581,2852242
장롱,17730.0,1171990.0,66.1,459592,5822927
엽서,12400.0,1181592.0,95.29,4167,232678
샐러드,157600.0,1183014.0,7.51,11678,7111003
도장,69900.0,1188579.0,17.0,9429,3416426
아이스크림,117200.0,1189205.0,10.15,18369,5719781
화장품케이스,2140.0,1190562.0,556.34,2269,509071
불교,17270.0,1196601.0,69.29,19273,1352920
껌,7930.0,1200947.0,151.44,9063,2488250
이동장,1300.0,1200970.0,923.82,61650,6113104
오토바이의류,440.0,1201403.0,2730.46,124739,1290496
강아지사료,45720.0,1202780.0,26.31,22200,15510045
버터,43310.0,1209548.0,27.93,14716,1208192
치약,78700.0,1213741.0,15.42,7834,12335253
필름카메라,48890.0,1214848.0,24.85,56975,1190325
스냅백,11980.0,1224197.0,102.19,25743,1050559
토퍼,107200.0,1227270.0,11.45,110075,20850012
낚시의류,2910.0,1229739.0,422.59,121127,2387056
팩세트,200.0,1235439.0,6177.2,22610,3092186
피아노,56200.0,1237211.0,22.01,659293,6629396
전기포트,35580.0,1237516.0,34.78,50104,7822581
PC게임,10720.0,1237867.0,115.47,22154,1694452
조류용품,60.0,1244687.0,20744.78,12773,1337421
스탬프,10640.0,1246249.0,117.13,6609,1454519
노트북어댑터,1870.0,1248733.0,667.77,17916,1216949
책꽂이,42160.0,1251585.0,29.69,19927,1632353
과학완구,410.0,1263498.0,3081.7,16370,206984
탄산음료,5970.0,1264236.0,211.76,9262,17444070
스케치,12050.0,1266047.0,105.07,34206,3361733
뜨개질,18900.0,1275389.0,67.48,18658,261716
채소,13160.0,1275509.0,96.92,10450,3241180
남성수영복,6640.0,1278652.0,192.57,41359,5969708
소품수납함,170.0,1280166.0,7530.39,16646,318388
영화,3368800.0,1283738.0,0.38,10615,1094216
마우스패드,49000.0,1289436.0,26.32,17882,2060237
드라이어,3550.0,1290978.0,363.66,63449,11999616
생선,18010.0,1292384.0,71.76,16802,3244904
천막,24050.0,1293717.0,53.79,145768,6874098
띠,31200.0,1297277.0,41.58,14685,119943
낚시릴,4840.0,1298247.0,268.23,134623,4499779
트위스트,4090.0,1303980.0,318.82,25783,1133500
공연,106900.0,1307885.0,12.23,48003,804000
유틸리티,24570.0,1309270.0,53.29,223354,3841658
립스틱,21990.0,1319785.0,60.02,23233,1645819
침,7870.0,1319976.0,167.72,14909,503415
소금,97600.0,1323612.0,13.56,16756,11489207
단백질보충제,78600.0,1324172.0,16.85,41642,35289300
브로치,12310.0,1326509.0,107.76,5443,326268
웨이트기구,310.0,1341649.0,4327.9,1113667,12657083
캐노피,42700.0,1341823.0,31.42,173034,7373411
와펜,21120.0,1346142.0,63.74,1513,287289
수경,36880.0,1347701.0,36.54,30835,6661677
아이스박스,75300.0,1351717.0,17.95,68937,5693380
퀼트,11020.0,1358802.0,123.3,13300,597565
보석십자수,59590.0,1361278.0,22.84,13257,2885124
국,36440.0,1363381.0,37.41,14255,15249446
티포트,10730.0,1371789.0,127.85,51573,3872216
바닥재,6060.0,1379103.0,227.57,21878,1285650
사탕,20870.0,1388352.0,66.52,10973,3692114
휴대폰줄,2700.0,1391218.0,515.27,7234,1596094
도마,60520.0,1397179.0,23.09,32440,5281486
메모리카드,12980.0,1401652.0,107.99,16724,8779358
플래너,15700.0,1401933.0,89.3,6937,827762
양산,92700.0,1403713.0,15.14,22134,7260641
꿀,56530.0,1411614.0,24.97,33757,10629331
장식장,21800.0,1418548.0,65.07,159918,4985448
남성장갑,200.0,1428183.0,7140.92,30706,588739
휴대폰배터리,1780.0,1429365.0,803.01,31841,14996789
브라켓,22390.0,1440560.0,64.34,5650,2073823
안테나,52700.0,1448422.0,27.48,30714,12320835
자물쇠,18090.0,1451980.0,80.26,8332,558715
소꿉놀이,6760.0,1455798.0,215.35,41762,3344776
김,67160.0,1460966.0,21.75,11487,7884099
커피머신,115200.0,1466858.0,12.73,232065,17292980
여성향수,3530.0,1485771.0,420.9,59382,9171900
HDD,11930.0,1489581.0,124.86,117889,4271549
매니큐어,21710.0,1493742.0,68.8,9301,5066669
면류,250.0,1495770.0,5983.08,9394,2447175
치즈,44110.0,1511771.0,34.27,15350,5061117
AP,12160.0,1513643.0,124.48,87120,389660
바인더,27620.0,1522169.0,55.11,2877,639888
콩,17150.0,1522363.0,88.77,11495,3073243
쌀,71700.0,1534037.0,21.4,40629,27170583
보스턴가방,2010.0,1542708.0,767.52,35646,1790245
메인보드,16270.0,1557073.0,95.7,143206,1445900
옷커버,3530.0,1560928.0,442.19,5014,615443
협탁,33050.0,1579964.0,47.81,63580,1027798
욕조,24480.0,1582998.0,64.66,63034,3576801
카메라가방,13780.0,1590279.0,115.4,53363,537228
튀김,10430.0,1591725.0,152.61,7471,2000048
신발장,40860.0,1594592.0,39.03,45976,2461252
국내여행,55500.0,1595850.0,28.75,132197,3909384
글러브,15680.0,1598679.0,101.96,157795,2762508
펠트,9400.0,1602562.0,170.49,2935,408483
안마기,32440.0,1612731.0,49.71,66880,15529250
주방수납장,42460.0,1614511.0,38.02,103885,15568562
분쇄기,10680.0,1617859.0,151.48,56919,1765979
캠핑매트,33810.0,1619765.0,47.91,87538,13722039
여성장갑,520.0,1621071.0,3117.44,17506,953626
건강분말,80.0,1622853.0,20285.66,18134,8723117
화병,25960.0,1628945.0,62.75,15030,1050907
올리브,28680.0,1631355.0,56.88,7706,290128
멜빵,9270.0,1631467.0,175.99,10890,1066025
밀대,12420.0,1633855.0,131.55,13625,4255724
스포츠마스크,2750.0,1642956.0,597.44,12132,8983504
프랑스,120600.0,1643971.0,13.63,17359,6443078
역할놀이,3290.0,1646220.0,500.37,58332,3852175
수도꼭지,33620.0,1649761.0,49.07,17012,6270247
원예부자재,80.0,1656747.0,20709.34,21237,2094440
정원부자재,40.0,1657943.0,41448.57,12775,487495
내비게이션,26160.0,1658286.0,63.39,276987,3285900
예초기,200900.0,1669976.0,8.31,270996,17365295
구이,2410.0,1675017.0,695.03,16665,4867665
욕실매트,20310.0,1677230.0,82.58,9687,1520307
욕실청소용품,1490.0,1678961.0,1126.82,7486,3482024
스타킹,19610.0,1682445.0,85.8,6590,1811461
레인코트,10740.0,1682636.0,156.67,21610,3474742
무선이어폰,89200.0,1687525.0,18.92,102948,30715136
드레싱,11680.0,1697494.0,145.33,6449,2429000
SSD,60200.0,1697973.0,28.21,50547,7064421
벽지,34980.0,1698822.0,48.57,21745,2117333
인테리어창문,260.0,1707187.0,6566.1,51446,253808
타프용품,90.0,1716546.0,19072.73,7750,1761404
야외테이블,20940.0,1727186.0,82.48,96423,5332259
주스,8450.0,1727282.0,204.41,12707,5859729
가발,28970.0,1732537.0,59.8,17517,3079866
이불커버,15290.0,1742723.0,113.98,50354,2201956
게임타이틀,180.0,1772255.0,9845.86,52098,10231424
모래,24060.0,1792263.0,74.49,18590,26265565
전자레인지,149000.0,1808279.0,12.14,108513,12743145
보정속옷,19680.0,1816325.0,92.29,9625,2686978
RAM,13850.0,1843087.0,133.07,49313,4440620
거품,2440.0,1843219.0,755.42,18402,274761
힙색,51700.0,1847200.0,35.73,23506,1961018
에센스,18970.0,1847537.0,97.39,28438,39187500
우유,37880.0,1851843.0,48.89,11576,14231016
골프화,62020.0,1853745.0,29.89,133227,9961748
필라테스,228300.0,1857524.0,8.14,215156,1450610
타프,74900.0,1864170.0,24.89,142467,9634485
걸레,13770.0,1867729.0,135.64,13756,5715046
고양이장난감,22360.0,1873188.0,83.77,16411,2869410
LP,17400.0,1875573.0,107.79,43063,2511472
요가복,60820.0,1876521.0,30.85,16511,1704004
이불베개세트,900.0,1883643.0,2092.94,61721,6291272
분리형,180.0,1885582.0,10475.46,14420,1223515
DVD,6480.0,1885912.0,291.04,29101,2240792
물놀이용품,2770.0,1887213.0,681.3,13565,7513452
오븐,29030.0,1889299.0,65.08,285448,15837039
GPS,14510.0,1893644.0,130.51,67452,396776
붓,8290.0,1894388.0,228.51,1233,152323
욕실용기,90.0,1901629.0,21129.21,6329,684603
수족관,34720.0,1905651.0,54.89,31959,2108690
앤틱소품,780.0,1905991.0,2443.58,43013,86327
침대커버,27940.0,1912337.0,68.44,19444,5374463
소품가구,370.0,1923251.0,5197.98,41063,3425913
블루투스셋,530.0,1936196.0,3653.2,113906,29115489
토시,9880.0,1942548.0,196.61,5496,4937455
바늘,4410.0,1945483.0,441.15,3557,340545
