relative_keyword,total_search,total_store_count,competitive_rate
주술회전만화책,9260.0,301.0,0.03
NCS,76500.0,31913.0,0.42
NATETHEGREAT,2360.0,170.0,0.07
영어봉투모의고사,990.0,98.0,0.1
설민석의한국사대모험,9240.0,33.0,0.0
지게차필기책,640.0,90.0,0.14
오싹오싹팬티,1740.0,32.0,0.02
ELEPHANTANDPIGGIE,940.0,432.0,0.46
묵주팔찌,7930.0,110098.0,13.88
염주,13940.0,326293.0,23.41
성경책,25880.0,17716.0,0.68
싱잉볼,12160.0,85789.0,7.06
미사보,3740.0,12347.0,3.3
십자가,12940.0,622733.0,48.12
성경책리폼,5120.0,3203.0,0.63
불교용품,10940.0,1046821.0,95.69
묵주,7960.0,226672.0,28.48
부적,14950.0,309627.0,20.71
금강저,3980.0,26693.0,6.71
목탁,7860.0,23540.0,2.99
성경필사노트,3360.0,5454.0,1.62
성경책커버,1930.0,5016.0,2.6
불상,8300.0,278542.0,33.56
108염주,1670.0,68828.0,41.21
큰글자성경,2280.0,937.0,0.41
성모상,1710.0,14305.0,8.37
개역개정성경,3450.0,1284.0,0.37
성경리폼,1730.0,6023.0,3.48
식기건조대,70600.0,1058716.0,15.0
보온도시락,77620.0,705451.0,9.09
스탠리텀블러,213900.0,112957.0,0.53
스타벅스텀블러,215600.0,130183.0,0.6
텀블러,155800.0,3458921.0,22.2
채칼,54730.0,1346064.0,24.59
수저세트,30980.0,1303052.0,42.06
도시락통,32280.0,347046.0,10.75
종이컵,77900.0,894775.0,11.49
도마,52900.0,1447116.0,27.36
냄비,35780.0,7319159.0,204.56
쌀통,32120.0,481890.0,15.0
유청분리기,44330.0,37749.0,0.85
요술짤순이,71860.0,887.0,0.01
머그컵,36880.0,1736994.0,47.1
찜기,45480.0,1132048.0,24.89
그릇세트,21730.0,1149715.0,52.91
써모스보온도시락,36680.0,12072.0,0.33
보온병,43660.0,1346317.0,30.84
후라이팬,34930.0,3369365.0,96.46
건조대,11610.0,2299208.0,198.04
다리미판,14890.0,184774.0,12.41
빨래바구니,38480.0,727245.0,18.9
빨래건조대,82800.0,855090.0,10.33
베란다빨래건조대,10460.0,154229.0,14.74
이불건조대,6180.0,117739.0,19.05
미니건조대,6390.0,192535.0,30.13
