relative_keyword,total_search,total_store,competitive_rate,avg_price
와콤타블렛,13540.0,6804.0,0.5025110782865584,290070.0
PTH-660,1200.0,2095.0,1.7458333333333331,510904.0
SL-C563FW,3820.0,11858.0,3.1041884816753926,380828.0
SL-C483,1830.0,33911.0,18.530601092896173,188653.0
복합기렌탈,4480.0,22111.0,4.935491071428571,59910.0
가정용프린터기,2820.0,126389.0,44.81879432624113,195548.0
SL-C513W,5460.0,10360.0,1.8974358974358971,209759.0
SL-C513,3700.0,17303.0,4.676486486486486,173494.0
캐논포토프린터,8790.0,48450.0,5.511945392491468,150569.0
카드프린터,2140.0,85716.0,40.05420560747663,1322963.0
CP1500,3550.0,4187.0,1.17943661971831,128482.0
페이지라벨기,3890.0,17974.0,4.620565552699229,95351.0
CLT-K404S,2210.0,17446.0,7.894117647058824,14380.0
MLT-K250L,2390.0,4793.0,2.005439330543933,19842.0
CLT-K515S,1820.0,5592.0,3.0725274725274727,26376.0
INK-M180,1030.0,6119.0,5.940776699029127,18793.0
MLT-D111S,3390.0,41245.0,12.166666666666666,14109.0
엡손라벨테이프,3330.0,62352.0,18.724324324324325,6913.0
MLT-D115L,1800.0,11126.0,6.181111111111111,43504.0
SL-C513W토너,1830.0,9063.0,4.952459016393442,36739.0
M180,1030.0,18550.0,18.009708737864077,19564.0
SL-M2030토너,2050.0,8727.0,4.257073170731707,40857.0
북스캐너,4150.0,29740.0,7.166265060240963,312141.0
택배스캐너,1540.0,30846.0,20.02987012987013,79791.0
필름스캐너,1180.0,26797.0,22.709322033898307,131700.0
엡손스캐너,2030.0,16515.0,8.135467980295566,538060.0
3D스캐너,2930.0,28222.0,9.632081911262798,2966868.0
크리에이티브스피커,1900.0,23165.0,12.192105263157895,81598.0
BA-R9,1060.0,1431.0,1.35,35898.0
ID4MK2,1400.0,606.0,0.4328571428571429,874433.0
오디언트,1180.0,5621.0,4.763559322033898,492537.0
스칼렛솔로,2790.0,2308.0,0.8272401433691756,243970.0
아포지,1270.0,5361.0,4.221259842519685,1096087.0
ID14MK2,1540.0,422.0,0.274025974025974,1127547.0
베이비페이스프로,1050.0,568.0,0.540952380952381,1733331.0
포커스라이트,2130.0,14636.0,6.871361502347418,343549.0
베이비페이스,11920.0,7000.0,0.587248322147651,1790526.0
캡쳐보드,6980.0,20760.0,2.974212034383954,76789.0
스트림덱,6140.0,8706.0,1.417915309446254,238509.0
엘가토스트림덱,1670.0,4542.0,2.7197604790419163,238669.0
엘가토,2710.0,17585.0,6.488929889298893,215210.0
캡처보드,2270.0,20760.0,9.145374449339206,75741.0
DDR38G,1360.0,119948.0,88.19705882352942,19213.0
DDR48G,6810.0,9254.0,1.358883994126285,91088.0
DDR416G,8800.0,12706.0,1.4438636363636363,256039.0
DDR34G,1080.0,3579.0,3.313888888888889,9514.0
DDR38GB,3040.0,12059.0,3.9667763157894735,36092.0
DDR516G,3880.0,1679.0,0.4327319587628866,216210.0
DDR416GB,1150.0,18693.0,16.254782608695653,59696.0
DDR432G,1820.0,9688.0,5.323076923076923,220627.0
4070TI,29800.0,22482.0,0.7544295302013423,1214039.0
GTX1660SUPER,9740.0,15181.0,1.558624229979466,240042.0
RTX4080,15290.0,17481.0,1.1432962720732505,1780672.0
RTX4070TI,10220.0,20004.0,1.9573385518591,2365822.0
중고그래픽카드,4470.0,16227.0,3.6302013422818793,123827.0
RTX3070,13440.0,31779.0,2.3645089285714285,1649711.0
그래픽카드지지대,4870.0,19022.0,3.905954825462013,12159.0
3060TI,23680.0,23775.0,1.0040118243243243,681524.0
RTX3080,11810.0,18152.0,1.5370025402201524,2176985.0
3070TI,12510.0,21246.0,1.6983213429256594,1017820.0
4060TI,26100.0,20084.0,0.7695019157088122,612720.0
B550,3600.0,38082.0,10.578333333333331,221528.0
B550M,3380.0,19784.0,5.853254437869823,143493.0
B650,3500.0,32665.0,9.332857142857144,294781.0
MSI메인보드,1760.0,42348.0,24.06136363636364,259462.0
A320M,2090.0,3435.0,1.6435406698564594,109868.0
Z790,2920.0,28947.0,9.91335616438356,485530.0
A320,3140.0,38642.0,12.306369426751592,132688.0
B450M,2420.0,9023.0,3.728512396694215,178122.0
B760M,2250.0,22736.0,10.104888888888889,184617.0
APCUPS,1830.0,22477.0,12.282513661202186,728403.0
마이크로닉스700W,1240.0,2793.0,2.2524193548387097,95552.0
DPTOHDMI,7020.0,60092.0,8.56011396011396,11315.0
USBCTOHDMI,1310.0,88749.0,67.74732824427481,19701.0
HDMITOVGA,1680.0,70623.0,42.0375,6939.0
RC1800,2500.0,1379.0,0.5516,72151.0
팔라딘400,2440.0,1724.0,0.7065573770491803,42436.0
SSD방열판,2450.0,59316.0,24.21061224489796,7687.0
램방열판,1560.0,44744.0,28.682051282051283,9935.0
M.2방열판,1380.0,50525.0,36.61231884057971,8759.0
A2004MU,1530.0,529.0,0.3457516339869281,65320.0
모션베드,19410.0,78895.0,4.064657393096342,1542837.0
침대깔판,7050.0,110302.0,15.645673758865248,203422.0
저상형침대프레임,11300.0,95727.0,8.47141592920354,227284.0
매트리스깔판,11740.0,60312.0,5.137308347529813,120557.0
3단접이식매트리스,4160.0,86979.0,20.908413461538466,94517.0
단단한매트리스,3480.0,43881.0,12.60948275862069,102158.0
마약매트리스,2960.0,25980.0,8.777027027027026,79836.0
이케아옷장,15120.0,11669.0,0.7717592592592593,175596.0
시스템장,12130.0,119939.0,9.887798845836768,96485.0
시스템옷장,12750.0,113857.0,8.929960784313726,78505.0
한샘옷장,11630.0,11952.0,1.0276870163370593,426054.0
키큰옷장,2090.0,52915.0,25.318181818181817,170541.0
한샘붙박이장,24360.0,19578.0,0.8036945812807882,1033474.0
리바트옷장,6370.0,4821.0,0.756828885400314,527771.0
낮은옷장,2890.0,39835.0,13.783737024221454,152739.0
바이엘,7580.0,89546.0,11.813456464379946,1436847.0
좌식화장대,5760.0,119157.0,20.686979166666667,55164.0
전신거울화장대,5000.0,98202.0,19.6404,112823.0
이케아화장대,9610.0,11929.0,1.2413111342351717,144358.0
확장형화장대,1090.0,44291.0,40.63394495412844,186230.0
벽난로콘솔,10160.0,67478.0,6.6415354330708665,134919.0
붙이는거울,6680.0,108941.0,16.308532934131737,11725.0
비정형거울,3210.0,66255.0,20.64018691588785,106408.0
샤넬거울,9020.0,898.0,0.0995565410199556,71398.0
리프트업테이블,10700.0,89281.0,8.344018691588785,150731.0
세라믹거실테이블,1300.0,94963.0,73.04846153846154,231552.0
H형책상,2870.0,94613.0,32.96620209059233,167892.0
미드센추리의자,2820.0,80068.0,28.39290780141844,62683.0
시디즈T50,26630.0,1600.0,0.0600826135936913,258609.0
조이킥스포츠,4240.0,598.0,0.1410377358490566,55057.0
볼링볼타올,1100.0,6822.0,6.201818181818182,10473.0
볼링매니아,5590.0,267.0,0.0477638640429338,29819.0
볼타올,1090.0,71334.0,65.44403669724771,9914.0
바이네르볼링화,1360.0,655.0,0.4816176470588235,114444.0
베스트다이브,2350.0,5485.0,2.334042553191489,235600.0
트루다이브,1220.0,1041.0,0.8532786885245902,227173.0
헬시온,1030.0,8109.0,7.8728155339805825,880437.0
순토D5,1120.0,8503.0,7.591964285714286,411618.0
엘프다이브,1580.0,1168.0,0.739240506329114,303499.0
다이브로이드,2040.0,471.0,0.2308823529411764,396710.0
SMB,3220.0,68860.0,21.385093167701864,76440.0
가민MK2,1160.0,7886.0,6.798275862068966,1488277.0
검도,15100.0,104959.0,6.950927152317881,28319.0
스포츠댄스학원,1200.0,21285.0,17.7375,127551.0
탭볼,1980.0,7177.0,3.624747474747475,102015.0
뮤직복싱기계,6210.0,7403.0,1.192109500805153,98127.0
스마트뮤직복싱머신,6810.0,4855.0,0.7129221732745962,108472.0
복싱기계,1540.0,26281.0,17.065584415584414,98295.0
복싱마우스피스,2390.0,23576.0,9.864435146443515,24105.0
마우스가드,1070.0,104839.0,97.98037383177572,20038.0
낭심보호대,1140.0,8723.0,7.651754385964912,34562.0
엘보보호대,8790.0,75524.0,8.592036405005688,19588.0
헬스팔꿈치보호대,2900.0,47667.0,16.43689655172414,19059.0
테니스엘보보호대,3270.0,27959.0,8.550152905198777,18818.0
아르니스,1060.0,1395.0,1.3160377358490567,30785.0
뱀병장인더스트리,1010.0,121.0,0.1198019801980198,15733.0
쿠사쿠라유도복,1430.0,1916.0,1.33986013986014,150617.0
도복,2890.0,108586.0,37.57301038062284,124481.0
주짓수래쉬가드,1010.0,16302.0,16.14059405940594,34698.0
아식스역도화,1150.0,666.0,0.5791304347826087,310792.0
줄넘기화,1120.0,10320.0,9.214285714285714,40507.0
유도띠,2850.0,5509.0,1.9329824561403508,41149.0
주짓수띠,1130.0,5491.0,4.85929203539823,34978.0
칸지벨트,1060.0,328.0,0.3094339622641509,54679.0
태권도검은띠,1430.0,1099.0,0.7685314685314686,8835.0
품띠,2600.0,2097.0,0.8065384615384615,7478.0
태권도품띠,1920.0,1972.0,1.0270833333333331,8058.0
송판,2330.0,5970.0,2.5622317596566524,23133.0
격파,1100.0,12190.0,11.081818181818182,21659.0
루디선글라스,7070.0,30300.0,4.285714285714286,167591.0
오클리고글,10590.0,64098.0,6.052691218130311,148999.0
변색고글,1500.0,66586.0,44.39066666666667,109749.0
오클리수트로,4500.0,23959.0,5.324222222222223,153287.0
루디프로젝트,8470.0,36220.0,4.276269185360095,172915.0
변색선글라스,2550.0,103887.0,40.74,110659.0
오클리레이다락,2920.0,12320.0,4.219178082191781,157288.0
우벡스고글,1150.0,10940.0,9.513043478260869,124649.0
100%고글,4890.0,19370.0,3.961145194274029,197884.0
WTD고글,3520.0,2300.0,0.6534090909090909,147901.0
골프고글,1400.0,44866.0,32.04714285714286,116225.0
락브로스고글,1370.0,12007.0,8.764233576642336,20120.0
블리츠고글,1030.0,3732.0,3.623300970873786,164471.0
나이키헤어밴드,7270.0,17828.0,2.452269601100413,18603.0
아디다스헤어밴드,1220.0,10314.0,8.454098360655738,25698.0
등산헤어밴드,1740.0,48537.0,27.894827586206898,8757.0
축구헤어밴드,1140.0,31414.0,27.556140350877197,7153.0
러닝헤어밴드,1350.0,77699.0,57.55481481481481,8085.0
나이키헤드밴드,1110.0,13381.0,12.054954954954956,19107.0
골프팔토시,1460.0,99474.0,68.13287671232877,7186.0
클라이밍초크,2570.0,18051.0,7.023735408560311,22475.0
초크백,2570.0,48691.0,18.94591439688716,26364.0
클라이밍초크백,1410.0,14063.0,9.973758865248229,27595.0
액상초크,1050.0,2724.0,2.5942857142857143,14971.0
클라이밍테이프,1190.0,5054.0,4.247058823529412,7213.0
다이니마파우치,1040.0,142.0,0.1365384615384615,30112.0
클라이밍홀드,1100.0,13579.0,12.344545454545454,57396.0
닉왁스,2520.0,1913.0,0.7591269841269841,27895.0
에코플로우,15160.0,12051.0,0.7949208443271768,921344.0
인디언행어,5350.0,57333.0,10.71644859813084,27474.0
워터저그받침대,1920.0,14188.0,7.389583333333333,26124.0
카라반트레일러,3630.0,104625.0,28.822314049586776,6040375.0
난로팬,3460.0,112256.0,32.44393063583815,42139.0
에코플로우델타2,6280.0,1355.0,0.2157643312101911,1102168.0
데이지체인,4490.0,76532.0,17.04498886414254,12498.0
인산철파워뱅크,9110.0,70436.0,7.731723380900109,877978.0
캠핑쓰레기통,2600.0,53851.0,20.71192307692308,16394.0
3구가스레인지,3180.0,19602.0,6.164150943396226,202232.0
빌트인가스레인지,8110.0,38992.0,4.807891491985203,202472.0
가스렌지3구,10560.0,19602.0,1.85625,200896.0
업소용화구,3490.0,42520.0,12.183381088825216,149693.0
2구가스레인지,2890.0,25875.0,8.953287197231834,170616.0
간택기,7490.0,35472.0,4.735914552736983,192944.0
가스쿡탑,2640.0,24142.0,9.14469696969697,181789.0
가스렌지2구,8880.0,25875.0,2.9138513513513518,169240.0
매립형가스레인지,2900.0,4944.0,1.7048275862068965,162778.0
하츠가스레인지,4460.0,15679.0,3.515470852017937,171030.0
SK매직가스레인지,8840.0,6867.0,0.7768099547511312,194067.0
린나이가스렌지,3900.0,21878.0,5.60974358974359,189088.0
가스레인지3구,2970.0,19602.0,6.6,202333.0
린나이가스레인지3구,1920.0,9370.0,4.880208333333333,227981.0
가스레인지2구,2530.0,25875.0,10.227272727272728,170154.0
저당밥솥,24560.0,14302.0,0.582328990228013,92590.0
쿠쿠밥솥6인용,16930.0,38436.0,2.2702894270525693,259185.0
쿠쿠밥솥10인용,11740.0,54355.0,4.629897785349233,281766.0
미니전기밥솥,1980.0,111373.0,56.2489898989899,50533.0
쿠첸6인용압력밥솥,22590.0,9200.0,0.4072598494909252,251516.0
미니압력밥솥,8890.0,50876.0,5.722834645669291,109620.0
1인용밥솥,8430.0,77147.0,9.151482799525503,46549.0
이국주밥솥,1420.0,1549.0,1.0908450704225352,45029.0
쿠쿠3인용압력밥솥,9440.0,7736.0,0.8194915254237288,199238.0
쿠첸10인용압력밥솥,13860.0,10157.0,0.7328282828282828,266824.0
라탄협탁,1160.0,56981.0,49.12155172413793,113906.0
이케아협탁,6140.0,11910.0,1.9397394136807815,41643.0
모듈협탁,2440.0,61759.0,25.31106557377049,130416.0
책상침대세트,1260.0,30626.0,24.306349206349207,972139.0
침대책상세트,2080.0,30626.0,14.72403846153846,967697.0
일룸멘디,1690.0,233.0,0.1378698224852071,537457.0
시몬스라지킹,1650.0,3151.0,1.9096969696969697,3623095.0
낮은거실장,1890.0,118919.0,62.92010582010582,169604.0
템바보드거실장,3400.0,42324.0,12.448235294117646,212744.0
세라믹거실장,1660.0,17898.0,10.781927710843371,603496.0
레고장식장,5180.0,96683.0,18.664671814671813,141424.0
위스키진열장,3110.0,79037.0,25.413826366559487,235142.0
술진열장,1470.0,75191.0,51.150340136054425,233950.0
이케아장식장,5010.0,8695.0,1.7355289421157685,147014.0
유리진열장,3400.0,109750.0,32.279411764705884,157081.0
술장식장,1960.0,28652.0,14.618367346938776,198418.0
양주장식장,1560.0,52311.0,33.53269230769231,227172.0
위스키장식장,1780.0,79814.0,44.83932584269663,232823.0
양주진열장,1720.0,52311.0,30.413372093023256,232873.0
이케아데톨프,2530.0,189.0,0.0747035573122529,195339.0
광파오븐렌지대,3720.0,37437.0,10.063709677419356,119815.0
밥솥다이,1290.0,101212.0,78.45891472868217,66176.0
전자렌지장,1980.0,84095.0,42.47222222222222,89653.0
이케아트롤리,22230.0,5850.0,0.2631578947368421,36519.0
마켓비트롤리,5550.0,5354.0,0.9646846846846848,78944.0
보비트롤리,4060.0,13090.0,3.2241379310344827,109529.0
마지스트롤리,2400.0,8529.0,3.55375,116714.0
2단트롤리,1150.0,121939.0,106.03391304347826,59293.0
원목트롤리,1540.0,66714.0,43.32077922077922,72526.0
모던하우스트롤리,2080.0,1349.0,0.6485576923076923,70210.0
철제트롤리,1680.0,127116.0,75.66428571428571,45735.0
한샘트롤리,1060.0,316.0,0.2981132075471698,38283.0
홈카페수납장,7240.0,98106.0,13.550552486187843,157967.0
키큰수납장,3410.0,107158.0,31.424633431085045,117043.0
주방키큰장,2240.0,42105.0,18.796875,137911.0
홈카페장,3370.0,32510.0,9.646884272997031,154706.0
냉장고장,18210.0,91035.0,4.999176276771005,158465.0
주방하부장,1270.0,114624.0,90.25511811023622,121955.0
팬트리장,5740.0,70693.0,12.315853658536586,150364.0
키큰주방수납장,1100.0,76382.0,69.43818181818182,127312.0
냉장고틈새수납장,3300.0,71877.0,21.78090909090909,93294.0
원목그릇장,1120.0,89197.0,79.64017857142858,252456.0
일룸카페장,2230.0,53.0,0.0237668161434977,535344.0
업소용씽크대,1610.0,130733.0,81.20062111801242,112010.0
아일랜드파티션,2040.0,13804.0,6.766666666666667,87617.0
퇴식구,1410.0,33290.0,23.609929078014183,191298.0
철제시스템행거,1050.0,110109.0,104.86571428571428,44857.0
이케아행거,20630.0,17367.0,0.841832283082889,32125.0
고정식행거,7820.0,101568.0,12.988235294117649,34620.0
비키니옷장,6780.0,62501.0,9.218436578171092,37162.0
마켓비철제수납장,8240.0,8734.0,1.0599514563106796,114579.0
이케아수납장,28200.0,37286.0,1.3221985815602837,62414.0
모듈수납장,6900.0,109550.0,15.876811594202898,211129.0
마켓비수납장,6380.0,36963.0,5.793573667711598,91940.0
폭좁은수납장,5020.0,90167.0,17.96155378486056,47023.0
라탄수납장,4130.0,87915.0,21.286924939467312,117226.0
이케아선반,20450.0,51144.0,2.500929095354523,25471.0
칼라박스,1800.0,38083.0,21.157222222222224,30965.0
사과박스,2850.0,96197.0,33.75333333333333,28502.0
자개장,7520.0,27243.0,3.622739361702128,357093.0
약장,3360.0,50078.0,14.904166666666669,148014.0
원목고가구,1050.0,53788.0,51.22666666666667,258771.0
문갑,3800.0,19627.0,5.165,406348.0
화초장,1760.0,11585.0,6.582386363636363,402230.0
자개농,1470.0,9138.0,6.216326530612245,386209.0
나비장,1320.0,24195.0,18.329545454545453,406604.0
이케아신발장,8000.0,8799.0,1.099875,57898.0
미니신발장,1800.0,101320.0,56.28888888888889,45866.0
현관장,1280.0,126115.0,98.52734375,84754.0
업소용우산꽂이,1290.0,111045.0,86.0813953488372,37846.0
우산꽃이,1210.0,22320.0,18.446280991735534,26763.0
우산비닐,1080.0,112108.0,103.8037037037037,104784.0
다이소우산꽂이,2860.0,317.0,0.1108391608391608,22533.0
신문가판대,10940.0,30353.0,2.7744972577696525,60981.0
슬라이딩수납함,3520.0,49525.0,14.069602272727272,37800.0
보물상자,2830.0,70295.0,24.83922261484099,17355.0
어린이책상의자,2530.0,112539.0,44.48181818181818,99658.0
링고의자,5290.0,2293.0,0.4334593572778828,183246.0
시디즈링고,11300.0,533.0,0.0471681415929203,161855.0
시디즈링고의자,3940.0,532.0,0.1350253807106599,162265.0
초등의자,1910.0,68327.0,35.773298429319375,85567.0
일룸의자,7710.0,1510.0,0.1958495460440985,287153.0
초등책상의자,1100.0,51050.0,46.40909090909091,89970.0
리바트꼼므책상,7250.0,567.0,0.0782068965517241,183310.0
러닝타워,10890.0,34330.0,3.152433425160698,116844.0
리바트꼼므,10790.0,2360.0,0.2187210379981464,196060.0
어린이책상세트,1370.0,82075.0,59.90875912408759,155038.0
리바트꼼므1200,1970.0,504.0,0.2558375634517766,148746.0
꼼므1200,1430.0,509.0,0.3559440559440559,151707.0
꼼므책상,1260.0,585.0,0.4642857142857143,203769.0
아기러닝타워,1510.0,1709.0,1.1317880794701989,109131.0
유아책장,5410.0,60705.0,11.220887245841036,135939.0
아기전면책장,3620.0,21383.0,5.906906077348066,85192.0
샘키즈책장,2480.0,988.0,0.3983870967741935,151614.0
한샘샘키즈책장,2650.0,972.0,0.3667924528301887,218930.0
한샘전면책장,2690.0,336.0,0.124907063197026,366871.0
JD홈드레싱,6690.0,165.0,0.0246636771300448,328215.0
한샘3단책장,1510.0,934.0,0.6185430463576159,181484.0
리바트슬라이딩책장,1850.0,379.0,0.2048648648648648,308013.0
바이퍼니,2690.0,9760.0,3.62825278810409,399549.0
아이팜책장,1940.0,418.0,0.2154639175257732,80249.0
유아책꽂이,1190.0,36859.0,30.97394957983193,77521.0
아기책꽂이,1810.0,32108.0,17.739226519337016,54612.0
전면책꽂이,1260.0,79869.0,63.38809523809524,66578.0
야마토야북웨건,1180.0,39.0,0.0330508474576271,128227.0
이케아플리사트,2090.0,700.0,0.3349282296650718,30201.0
블루래빗책장,1960.0,204.0,0.1040816326530612,113143.0
이케아책꽂이,3190.0,4660.0,1.4608150470219436,84647.0
이케아전면책장,1210.0,814.0,0.6727272727272727,117444.0
베이비장,4570.0,13430.0,2.938730853391685,230280.0
유아옷장,2710.0,67935.0,25.068265682656826,149280.0
아기서랍장,3160.0,39403.0,12.469303797468354,128985.0
일룸옷장,5960.0,286.0,0.047986577181208,439712.0
아이옷장,1900.0,72547.0,38.182631578947365,133931.0
한샘베이비장,1420.0,383.0,0.2697183098591549,495868.0
한샘보나베이비장,1400.0,306.0,0.2185714285714285,534850.0
한샘키즈옷장,1690.0,1551.0,0.9177514792899408,457480.0
주니어장,1760.0,27708.0,15.74318181818182,207586.0
일룸에디키즈,4500.0,551.0,0.1224444444444444,277895.0
한샘보나,1370.0,1433.0,1.045985401459854,517026.0
한샘아기옷장,1850.0,284.0,0.1535135135135135,297157.0
한샘샘키즈옷장,1610.0,608.0,0.377639751552795,457864.0
일룸서랍장,5680.0,318.0,0.0559859154929577,337725.0
아기침대가드,9120.0,45329.0,4.970285087719298,51595.0
엔젤키드침대가드,1910.0,95.0,0.0497382198952879,44562.0
침대난간,1360.0,85567.0,62.91691176470588,36885.0
침대안전바,1270.0,45470.0,35.803149606299215,42884.0
침대낙상방지,1470.0,69769.0,47.46190476190476,37439.0
BBZ침대가드,5840.0,89.0,0.0152397260273972,54692.0
쿨두침대가드,1130.0,380.0,0.336283185840708,51548.0
BACCI,1210.0,48.0,0.0396694214876033,567760.0
중학생책상,6750.0,79056.0,11.712,108431.0
이케아트로파스트,4590.0,2678.0,0.583442265795207,94460.0
탁구로봇,1370.0,43268.0,31.58248175182482,578131.0
탁구네트,1340.0,63987.0,47.75149253731343,18411.0
파스탁G1,1520.0,270.0,0.1776315789473684,145963.0
탁구러버추천,1750.0,105378.0,60.216,36542.0
오메가7프로,1330.0,975.0,0.7330827067669173,61520.0
테너지64,1540.0,3704.0,2.4051948051948053,80397.0
로제나러버,1240.0,2217.0,1.7879032258064516,72930.0
탁구라바,1460.0,19626.0,13.442465753424658,36860.0
배드민턴채,6090.0,89121.0,14.633990147783251,82068.0
아펙스725,4090.0,1010.0,0.2469437652811736,65944.0
나노플레어700,6490.0,1678.0,0.2585516178736518,267092.0
브레이브소드12,2220.0,702.0,0.3162162162162162,223847.0
빅터라켓,1360.0,14419.0,10.60220588235294,166213.0
요넥스라켓,4080.0,121175.0,29.699754901960784,153234.0
빅터브레이브소드12,1920.0,680.0,0.3541666666666667,214354.0
트라이온라켓,3210.0,12111.0,3.7728971962616815,179561.0
요넥스나노플레어700,2520.0,1672.0,0.6634920634920635,262801.0
테크니스트라켓,2140.0,6081.0,2.841588785046729,199736.0
아펙스722,1460.0,559.0,0.3828767123287671,72619.0
요넥스나노플레어,1980.0,8173.0,4.127777777777778,145108.0
인도어화,4360.0,31008.0,7.111926605504587,86987.0
아식스리브레,2960.0,261.0,0.0881756756756756,64411.0
비트로배드민턴화,1300.0,2410.0,1.853846153846154,118266.0
빅터배드민턴화,1760.0,8716.0,4.952272727272727,108367.0
아디다스배드민턴화,1250.0,3688.0,2.9504,85722.0
미즈노인도어화,1670.0,5926.0,3.548502994011976,104660.0
아식스인도어화,1880.0,7635.0,4.0611702127659575,103965.0
스쿼시화,1320.0,14131.0,10.70530303030303,77990.0
요넥스신발,2140.0,62754.0,29.32429906542056,103177.0
배드민턴운동화,1390.0,54432.0,39.159712230215824,73915.0
요넥스65Z3,1630.0,3430.0,2.104294478527607,143434.0
요넥스배드민턴가방,3560.0,43185.0,12.13061797752809,59634.0
요넥스가방,4900.0,53913.0,11.002653061224487,60814.0
요넥스백팩,1190.0,19168.0,16.107563025210084,70352.0
배드민턴백팩,1710.0,75606.0,44.214035087719296,60140.0
요넥스테니스가방,1570.0,29311.0,18.66942675159236,125147.0
테크니스트가방,1080.0,1561.0,1.4453703703703704,79881.0
돌아오는셔틀콕,8030.0,4290.0,0.5342465753424658,16255.0
배드민턴콕,2370.0,15826.0,6.677637130801688,14640.0
삼화더블랙,1630.0,632.0,0.3877300613496932,149789.0
강산연301,2080.0,228.0,0.1096153846153846,18900.0
혼자배드민턴,15960.0,11881.0,0.7444235588972431,19147.0
삼화블랙,2330.0,10234.0,4.392274678111588,143082.0
요넥스셔틀콕,1530.0,9022.0,5.896732026143791,18743.0
강산연501,1810.0,234.0,0.1292817679558011,19025.0
KBB5000,1150.0,291.0,0.2530434782608696,32660.0
강산연블랙,1550.0,154.0,0.0993548387096774,18235.0
배드민턴거트,1640.0,13496.0,8.229268292682926,227522.0
BG80,1090.0,6925.0,6.353211009174312,110667.0
배드민턴스트링,1130.0,78907.0,69.82920353982301,86938.0
세진스포츠,4170.0,8473.0,2.03189448441247,161406.0
배드민턴줄교체,1610.0,9591.0,5.957142857142857,617240.0
배드민턴라켓그립,1110.0,109366.0,98.52792792792792,3636.0
요넥스그립,2960.0,15352.0,5.186486486486486,12907.0
오버그립,1500.0,123969.0,82.646,2791.0
배드민턴네트,2520.0,101712.0,40.36190476190476,31695.0
배드민턴연습기,1040.0,23104.0,22.21538461538461,49375.0
셀프배드민턴,3140.0,25846.0,8.231210191082802,28229.0
혼자하는배드민턴,1630.0,3800.0,2.331288343558282,45823.0
탄마가루,1450.0,4510.0,3.110344827586207,35832.0
배드민턴코트,1390.0,41700.0,30.0,95598.0
송진가루,1630.0,5948.0,3.649079754601227,9352.0
헤드테니스라켓,5220.0,77022.0,14.755172413793105,221915.0
요넥스테니스라켓,4090.0,56366.0,13.781418092909536,238919.0
윌슨블레이드,5440.0,15406.0,2.831985294117647,227943.0
바볼랏퓨어스트라이크,1950.0,7768.0,3.983589743589744,224602.0
바볼랏퓨어에어로,4720.0,11971.0,2.536228813559322,229620.0
바볼랏퓨어드라이브,3850.0,9801.0,2.545714285714286,243305.0
요넥스이존,3950.0,48817.0,12.35873417721519,220169.0
윌슨블레이드V8,3420.0,7769.0,2.271637426900585,261957.0
바볼랏,4070.0,91723.0,22.536363636363635,189513.0
윌슨클래시,3180.0,6091.0,1.9154088050314464,230275.0
윌슨쉬프트,2200.0,1396.0,0.6345454545454545,281580.0
요넥스이존100,2240.0,2631.0,1.1745535714285715,348563.0
헤드그래비티,2440.0,6773.0,2.7758196721311474,212297.0
테니스채,2690.0,36060.0,13.405204460966544,155414.0
윌슨프로스태프,1810.0,5366.0,2.9646408839779004,288047.0
요넥스브이코어,1150.0,9103.0,7.915652173913044,223736.0
헤드그래비티MP,1890.0,1277.0,0.6756613756613756,253839.0
아식스젤레졸루션9,2520.0,7451.0,2.956746031746032,148191.0
뉴발란스테니스화,2820.0,10044.0,3.5617021276595744,82450.0
윌슨테니스화,1670.0,9457.0,5.662874251497006,108847.0
아디다스바리케이드,2240.0,13825.0,6.171875,90011.0
미즈노테니스화,1540.0,20406.0,13.25064935064935,99619.0
라코스테테니스화,1920.0,3344.0,1.7416666666666667,183058.0
아식스코트FF3,1770.0,1587.0,0.8966101694915254,175503.0
윌슨테니스공,3170.0,13525.0,4.266561514195583,78712.0
퍼펙트테니스공,2000.0,69.0,0.0345,81811.0
헤드테니스가방,2320.0,25017.0,10.783189655172414,94563.0
테니스가방백팩,1460.0,110045.0,75.37328767123287,62686.0
바볼랏테니스가방,1360.0,21148.0,15.55,81882.0
나이키테니스가방,1330.0,1156.0,0.869172932330827,75335.0
라코스테테니스가방,1340.0,766.0,0.5716417910447761,248287.0
테니스장갑,14520.0,16419.0,1.1307851239669422,17997.0
테니스댐프너,2060.0,18773.0,9.113106796116504,7727.0
테니스볼머신,2490.0,66867.0,26.85421686746988,595866.0
테니스연습기,1440.0,82970.0,57.61805555555556,90525.0
댐프너,4630.0,19618.0,4.237149028077754,5548.0
윌슨테니스장갑,3920.0,715.0,0.1823979591836734,24695.0
테니스라켓커버,1190.0,26676.0,22.416806722689078,35255.0
커버팩트,1320.0,49682.0,37.63787878787879,17633.0
노세범파우더,7890.0,5458.0,0.6917617237008872,14276.0
메이크업포에버파우더,7290.0,6514.0,0.8935528120713306,45497.0
입큰파우더팩트,5680.0,11331.0,1.9948943661971832,14925.0
바닐라코파우더,7690.0,1663.0,0.2162548764629389,17425.0
로라메르시에파우더,5200.0,9164.0,1.7623076923076924,61853.0
이니스프리노세범,5610.0,3886.0,0.6926916221033869,10845.0
입큰,8500.0,38204.0,4.494588235294118,15382.0
이니스프리노세범파우더,3730.0,2567.0,0.6882037533512064,11099.0
디올팩트,7780.0,1906.0,0.244987146529563,79654.0
